Date,Team 1,Team 2,FT,HT
2002-08-16,Roosendaal,Zwolle,1-1,1-0
2002-08-17,AZ Alkmaar,Heerenveen,3-3,1-2
2002-08-17,Excelsior,PSV Eindhoven,0-2,0-2
2002-08-17,NAC Breda,Roda JC,2-2,1-0
2002-08-17,Twente,Willem II,0-2,0-0
2002-08-18,Ajax,Utrecht,3-1,1-1
2002-08-18,Feyenoord,Nijmegen,2-0,0-0
2002-08-18,Groningen,Vitesse,1-2,1-1
2002-08-18,Waalwijk,Graafschap,4-2,1-0
2002-08-23,Nijmegen,AZ Alkmaar,2-0,1-0
2002-08-24,Graafschap,Roosendaal,2-0,1-0
2002-08-24,Heerenveen,Waalwijk,1-2,1-0
2002-08-24,PSV Eindhoven,Groningen,1-0,0-0
2002-08-24,Roda JC,Feyenoord,2-2,1-1
2002-08-24,Zwolle,Excelsior,1-1,1-0
2002-08-25,Twente,Utrecht,1-1,1-1
2002-08-25,Vitesse,Ajax,1-2,1-0
2002-08-25,Willem II,NAC Breda,1-1,1-1
2002-08-30,Waalwijk,Twente,3-2,1-1
2002-08-31,NAC Breda,Nijmegen,0-0,0-0
2002-08-31,Roda JC,Willem II,1-0,0-0
2002-08-31,Zwolle,Vitesse,1-0,0-0
2002-09-01,Groningen,Ajax,1-3,0-2
2002-09-01,Roosendaal,Heerenveen,3-0,2-0
2002-09-10,AZ Alkmaar,PSV Eindhoven,0-4,0-3
2002-09-10,Feyenoord,Excelsior,4-1,2-1
2002-09-10,Utrecht,Graafschap,4-0,2-0
2002-09-13,Vitesse,Roosendaal,3-0,1-0
2002-09-14,Ajax,Zwolle,2-0,0-0
2002-09-14,Excelsior,Groningen,4-2,2-1
2002-09-14,Heerenveen,NAC Breda,0-2,0-2
2002-09-14,PSV Eindhoven,Waalwijk,4-0,1-0
2002-09-14,Twente,Feyenoord,1-5,1-3
2002-09-14,Willem II,Utrecht,2-0,1-0
2002-09-15,Graafschap,AZ Alkmaar,1-2,1-2
2002-09-15,Nijmegen,Roda JC,2-4,2-1
2002-09-20,Excelsior,AZ Alkmaar,1-2,0-2
2002-09-20,NAC Breda,Twente,2-0,1-0
2002-09-21,Feyenoord,Graafschap,2-0,1-0
2002-09-21,Roosendaal,Ajax,2-3,0-0
2002-09-21,Willem II,Nijmegen,1-1,0-1
2002-09-21,Zwolle,PSV Eindhoven,1-3,0-1
2002-09-22,Groningen,Utrecht,0-0,0-0
2002-09-22,Roda JC,Heerenveen,1-0,1-0
2002-09-22,Vitesse,Waalwijk,1-1,0-0
2002-09-27,AZ Alkmaar,Groningen,4-1,3-0
2002-09-28,PSV Eindhoven,Graafschap,4-0,3-0
2002-09-28,Roosendaal,Feyenoord,4-2,1-1
2002-09-28,Twente,Roda JC,3-3,0-0
2002-09-28,Willem II,Zwolle,5-2,3-0
2002-09-29,Ajax,NAC Breda,2-2,0-2
2002-09-29,Nijmegen,Heerenveen,4-2,2-0
2002-09-29,Utrecht,Vitesse,1-0,1-0
2002-09-29,Waalwijk,Excelsior,0-3,0-1
2002-10-02,Nijmegen,Groningen,2-0,1-0
2002-10-04,Waalwijk,Zwolle,0-2,0-2
2002-10-05,Graafschap,Twente,0-1,0-0
2002-10-05,NAC Breda,PSV Eindhoven,2-2,1-0
2002-10-05,Roda JC,Excelsior,2-3,0-1
2002-10-06,AZ Alkmaar,Vitesse,1-3,1-1
2002-10-06,Feyenoord,Ajax,1-2,0-2
2002-10-06,Heerenveen,Willem II,1-1,1-0
2002-10-06,Utrecht,Roosendaal,2-2,1-1
2002-10-18,Graafschap,Nijmegen,1-3,0-0
2002-10-19,Ajax,AZ Alkmaar,6-2,3-1
2002-10-19,PSV Eindhoven,Roda JC,0-0,0-0
2002-10-19,Twente,Heerenveen,1-1,0-0
2002-10-19,Vitesse,Feyenoord,1-1,1-0
2002-10-19,Willem II,Roosendaal,3-1,2-0
2002-10-20,Excelsior,Utrecht,1-1,1-1
2002-10-20,Groningen,Waalwijk,2-3,0-1
2002-10-20,Zwolle,NAC Breda,0-3,0-2
2002-10-22,Vitesse,Roda JC,0-2,0-1
2002-10-25,NAC Breda,Vitesse,0-0,0-0
2002-10-26,AZ Alkmaar,Twente,1-2,0-2
2002-10-26,Feyenoord,Willem II,5-1,2-1
2002-10-26,Heerenveen,Excelsior,2-0,0-0
2002-10-26,Nijmegen,PSV Eindhoven,0-5,0-2
2002-10-26,Roda JC,Graafschap,5-0,3-0
2002-10-26,Waalwijk,Ajax,1-1,0-0
2002-11-01,Zwolle,AZ Alkmaar,5-1,5-0
2002-11-02,Excelsior,Nijmegen,0-0,0-0
2002-11-02,Heerenveen,Graafschap,3-1,1-1
2002-11-02,Roosendaal,Waalwijk,0-0,0-0
2002-11-02,Twente,PSV Eindhoven,0-0,0-0
2002-11-03,Ajax,Willem II,3-0,1-0
2002-11-03,Groningen,Feyenoord,0-2,0-0
2002-11-03,Utrecht,NAC Breda,1-0,0-0
2002-11-08,Roda JC,Ajax,1-1,0-0
2002-11-09,AZ Alkmaar,Roosendaal,2-0,1-0
2002-11-09,Graafschap,Excelsior,1-1,0-0
2002-11-09,NAC Breda,Groningen,0-0,0-0
2002-11-09,PSV Eindhoven,Heerenveen,3-1,0-0
2002-11-09,Willem II,Vitesse,1-3,1-2
2002-11-10,Feyenoord,Zwolle,2-0,0-0
2002-11-10,Nijmegen,Twente,1-2,0-2
2002-11-10,Waalwijk,Utrecht,0-1,0-0
