Date,Team 1,Team 2,FT,HT
2012-08-10,Willem II,NAC Breda,1-1,0-0
2012-08-11,Heracles,VVV Venlo,1-1,1-1
2012-08-11,Roda,Zwolle,1-1,0-1
2012-08-11,Waalwijk,PSV Eindhoven,3-2,2-1
2012-08-12,Ajax,AZ Alkmaar,2-2,1-0
2012-08-12,Heerenveen,Nijmegen,0-2,0-2
2012-08-12,Twente,Groningen,4-1,2-0
2012-08-12,Utrecht,Feyenoord,0-1,0-1
2012-08-12,Vitesse,Den Haag,2-2,0-0
2012-08-18,Feyenoord,Heerenveen,1-1,0-0
2012-08-18,NAC Breda,Twente,0-1,0-0
2012-08-18,PSV Eindhoven,Roda,5-0,1-0
2012-08-18,VVV Venlo,Utrecht,1-3,1-1
2012-08-18,Zwolle,Vitesse,0-1,0-0
2012-08-19,AZ Alkmaar,Heracles,3-1,2-0
2012-08-19,Den Haag,Waalwijk,2-2,1-1
2012-08-19,Groningen,Willem II,1-1,1-0
2012-08-19,Nijmegen,Ajax,1-6,0-4
2012-08-24,Waalwijk,Roda,1-0,0-0
2012-08-25,Ajax,NAC Breda,5-0,3-0
2012-08-25,Heracles,Feyenoord,1-2,0-2
2012-08-25,Utrecht,Zwolle,1-1,1-0
2012-08-25,VVV Venlo,Den Haag,2-4,1-1
2012-08-26,AZ Alkmaar,Heerenveen,0-0,0-0
2012-08-26,Groningen,PSV Eindhoven,1-3,0-1
2012-08-26,Nijmegen,Twente,1-3,0-3
2012-08-26,Willem II,Vitesse,0-2,0-1
2012-08-31,Den Haag,Groningen,0-1,0-1
2012-09-01,NAC Breda,Utrecht,1-1,1-0
2012-09-01,Roda,Willem II,3-0,1-0
2012-09-01,Waalwijk,Heracles,1-1,1-1
2012-09-01,Zwolle,Nijmegen,0-4,0-2
2012-09-02,Heerenveen,Ajax,2-2,2-1
2012-09-02,PSV Eindhoven,AZ Alkmaar,5-1,1-1
2012-09-02,Twente,VVV Venlo,1-0,0-0
2012-09-02,Vitesse,Feyenoord,1-0,0-0
2012-09-15,Ajax,Waalwijk,2-0,0-0
2012-09-15,Feyenoord,Zwolle,2-0,0-0
2012-09-15,Heerenveen,Den Haag,1-3,0-3
2012-09-15,VVV Venlo,Nijmegen,2-2,0-1
2012-09-15,Willem II,Twente,2-6,0-2
2012-09-16,AZ Alkmaar,Roda,4-0,3-0
2012-09-16,Groningen,Vitesse,0-3,0-0
2012-09-16,Heracles,NAC Breda,2-1,0-1
2012-09-16,Utrecht,PSV Eindhoven,1-0,0-0
2012-09-21,Roda,Utrecht,0-1,0-1
2012-09-22,Nijmegen,Willem II,0-0,0-0
2012-09-22,Vitesse,Heracles,1-1,0-0
2012-09-22,Waalwijk,VVV Venlo,1-1,0-1
2012-09-22,Zwolle,Groningen,1-2,1-0
2012-09-23,Den Haag,Ajax,1-1,1-0
2012-09-23,NAC Breda,AZ Alkmaar,2-1,0-1
2012-09-23,PSV Eindhoven,Feyenoord,3-0,0-0
2012-09-23,Twente,Heerenveen,1-0,0-0
2012-09-29,Ajax,Twente,1-0,0-0
2012-09-29,Feyenoord,Nijmegen,5-1,2-0
2012-09-29,Heerenveen,NAC Breda,2-0,2-0
2012-09-29,Heracles,Den Haag,3-3,3-2
2012-09-29,Utrecht,Vitesse,1-2,0-0
2012-09-30,AZ Alkmaar,Waalwijk,3-3,2-2
2012-09-30,Groningen,Roda,3-2,1-1
2012-09-30,VVV Venlo,PSV Eindhoven,0-6,0-2
2012-09-30,Willem II,Zwolle,0-1,0-0
2012-10-05,Nijmegen,Den Haag,1-1,0-0
2012-10-06,Roda,VVV Venlo,3-0,1-0
2012-10-06,Vitesse,Heerenveen,3-3,0-1
2012-10-06,Willem II,Waalwijk,1-0,0-0
2012-10-06,Zwolle,Heracles,0-3,0-1
2012-10-07,Ajax,Utrecht,1-1,1-0
2012-10-07,Groningen,Feyenoord,2-2,2-1
2012-10-07,PSV Eindhoven,NAC Breda,4-0,2-0
2012-10-07,Twente,AZ Alkmaar,3-0,1-0
2012-10-20,AZ Alkmaar,Nijmegen,0-2,0-2
2012-10-20,Heracles,Ajax,3-3,0-2
2012-10-20,NAC Breda,Vitesse,0-3,0-1
2012-10-20,PSV Eindhoven,Willem II,3-2,0-2
2012-10-20,Roda,Twente,1-1,0-0
2012-10-21,Den Haag,Utrecht,1-2,1-2
2012-10-21,Heerenveen,Groningen,3-0,0-0
2012-10-21,VVV Venlo,Feyenoord,2-3,2-1
2012-10-21,Waalwijk,Zwolle,1-2,0-1
2012-10-26,Utrecht,Groningen,1-0,0-0
2012-10-27,Den Haag,Willem II,2-0,0-0
2012-10-27,Nijmegen,Roda,0-0,0-0
2012-10-27,VVV Venlo,NAC Breda,1-4,1-4
2012-10-28,Feyenoord,Ajax,2-2,1-1
2012-10-28,Heracles,Heerenveen,6-3,2-1
2012-10-28,Vitesse,AZ Alkmaar,1-2,0-1
2012-10-28,Waalwijk,Twente,0-1,0-1
2012-10-28,Zwolle,PSV Eindhoven,1-2,0-0
2012-11-02,Roda,Den Haag,0-0,0-0
2012-11-03,Ajax,Vitesse,0-2,0-1
2012-11-03,PSV Eindhoven,Heracles,4-0,2-0
2012-11-03,Willem II,Utrecht,1-5,1-2
2012-11-04,AZ Alkmaar,VVV Venlo,1-2,0-0
2012-11-04,Groningen,Nijmegen,1-2,1-0
2012-11-04,Heerenveen,Zwolle,2-1,1-0
2012-11-04,NAC Breda,Waalwijk,2-1,2-1
2012-11-04,Twente,Feyenoord,3-0,2-0
2012-11-09,NAC Breda,Groningen,0-1,0-0
2012-11-10,Den Haag,AZ Alkmaar,2-2,1-1
2012-11-10,Nijmegen,Heracles,3-2,1-0
2012-11-10,VVV Venlo,Willem II,4-1,1-0
2012-11-10,Waalwijk,Utrecht,4-0,1-0
2012-11-11,Feyenoord,Roda,5-2,3-2
2012-11-11,PSV Eindhoven,Heerenveen,5-1,1-1
2012-11-11,Vitesse,Twente,0-0,0-0
2012-11-11,Zwolle,Ajax,2-4,0-2
2012-11-17,Ajax,VVV Venlo,2-0,0-0
2012-11-17,Den Haag,PSV Eindhoven,1-6,0-3
2012-11-17,Groningen,AZ Alkmaar,1-1,0-0
2012-11-17,Heerenveen,Waalwijk,0-2,0-1
2012-11-17,Zwolle,NAC Breda,2-0,0-0
2012-11-18,Feyenoord,Willem II,3-0,1-0
2012-11-18,Heracles,Roda,5-1,2-1
2012-11-18,Utrecht,Twente,1-1,1-1
2012-11-18,Vitesse,Nijmegen,4-1,1-1
2012-11-23,NAC Breda,Den Haag,0-3,0-0
2012-11-24,Nijmegen,Utrecht,2-0,2-0
2012-11-24,VVV Venlo,Heerenveen,1-1,0-0
2012-11-24,Waalwijk,Groningen,1-1,0-1
2012-11-24,Willem II,Heracles,2-2,0-1
2012-11-25,AZ Alkmaar,Feyenoord,0-2,0-0
2012-11-25,PSV Eindhoven,Vitesse,1-2,1-1
2012-11-25,Roda,Ajax,1-2,1-0
2012-11-25,Twente,Zwolle,2-2,0-0
2012-11-30,Zwolle,VVV Venlo,0-0,0-0
2012-12-01,Ajax,PSV Eindhoven,3-1,1-1
2012-12-01,Feyenoord,Waalwijk,2-0,1-0
2012-12-01,Twente,Den Haag,2-0,0-0
2012-12-01,Willem II,Heerenveen,3-1,1-0
2012-12-02,Groningen,Heracles,2-0,0-0
2012-12-02,Nijmegen,NAC Breda,1-1,0-0
2012-12-02,Utrecht,AZ Alkmaar,2-1,0-0
2012-12-02,Vitesse,Roda,3-0,2-0
2012-12-07,Heracles,Utrecht,1-1,1-1
2012-12-08,Ajax,Groningen,2-0,1-0
2012-12-08,AZ Alkmaar,Willem II,0-0,0-0
2012-12-08,Den Haag,Zwolle,1-1,0-1
2012-12-08,Waalwijk,Nijmegen,2-0,1-0
2012-12-09,Heerenveen,Roda,4-4,2-1
2012-12-09,NAC Breda,Feyenoord,2-2,1-1
2012-12-09,PSV Eindhoven,Twente,3-0,1-0
2012-12-09,VVV Venlo,Vitesse,3-1,1-1
2012-12-14,Twente,Heracles,3-2,1-1
2012-12-15,Groningen,VVV Venlo,0-0,0-0
2012-12-15,Nijmegen,PSV Eindhoven,1-1,0-1
2012-12-15,Roda,NAC Breda,0-0,0-0
2012-12-15,Zwolle,AZ Alkmaar,1-2,0-2
2012-12-16,Feyenoord,Den Haag,3-2,2-1
2012-12-16,Utrecht,Heerenveen,3-1,0-0
2012-12-16,Vitesse,Waalwijk,2-2,1-0
2012-12-16,Willem II,Ajax,2-4,2-2
2012-12-21,AZ Alkmaar,Twente,0-3,0-0
2012-12-22,Den Haag,Nijmegen,2-0,1-0
2012-12-22,Heerenveen,Vitesse,2-1,1-1
2012-12-22,Heracles,Zwolle,1-1,1-1
2012-12-22,NAC Breda,PSV Eindhoven,1-6,1-4
2012-12-23,Feyenoord,Groningen,2-1,0-0
2012-12-23,Utrecht,Ajax,0-0,0-0
2012-12-23,VVV Venlo,Roda,2-4,1-0
2012-12-23,Waalwijk,Willem II,0-0,0-0
2013-01-18,PSV Eindhoven,Zwolle,1-3,1-1
2013-01-19,AZ Alkmaar,Vitesse,4-1,0-0
2013-01-19,Heerenveen,Heracles,0-1,0-1
2013-01-19,NAC Breda,VVV Venlo,1-0,0-0
2013-01-19,Twente,Waalwijk,0-0,0-0
2013-01-20,Ajax,Feyenoord,3-0,2-0
2013-01-20,Groningen,Utrecht,0-2,0-0
2013-01-20,Roda,Nijmegen,2-0,1-0
2013-01-20,Willem II,Den Haag,1-1,0-1
2013-01-25,VVV Venlo,AZ Alkmaar,1-4,0-1
2013-01-26,Den Haag,Roda,2-2,1-1
2013-01-26,Heracles,PSV Eindhoven,1-5,0-2
2013-01-26,Waalwijk,NAC Breda,0-4,0-0
2013-01-26,Zwolle,Heerenveen,1-1,0-0
2013-01-27,Feyenoord,Twente,0-0,0-0
2013-01-27,Nijmegen,Groningen,2-1,1-0
2013-01-27,Utrecht,Willem II,3-1,0-0
2013-01-27,Vitesse,Ajax,3-2,0-1
2013-02-01,Waalwijk,Heerenveen,0-1,0-0
2013-02-02,AZ Alkmaar,Groningen,0-1,0-1
2013-02-02,NAC Breda,Zwolle,3-0,1-0
2013-02-02,PSV Eindhoven,Den Haag,7-0,1-0
2013-02-02,Roda,Heracles,3-3,1-2
2013-02-03,Nijmegen,Vitesse,2-1,1-0
2013-02-03,Twente,Utrecht,2-4,0-2
2013-02-03,VVV Venlo,Ajax,0-3,0-1
2013-02-03,Willem II,Feyenoord,1-3,1-1
2013-02-09,Den Haag,NAC Breda,2-1,0-0
2013-02-09,Groningen,Waalwijk,2-1,1-1
2013-02-09,Heerenveen,VVV Venlo,2-2,0-1
2013-02-09,Heracles,Willem II,4-1,3-1
2013-02-09,Vitesse,PSV Eindhoven,2-2,0-1
2013-02-10,Ajax,Roda,1-1,0-1
2013-02-10,Feyenoord,AZ Alkmaar,3-1,1-0
2013-02-10,Utrecht,Nijmegen,0-3,0-1
2013-02-10,Zwolle,Twente,1-1,0-1
2013-02-15,Nijmegen,VVV Venlo,1-2,1-1
2013-02-16,NAC Breda,Heracles,1-1,0-1
2013-02-16,PSV Eindhoven,Utrecht,2-1,1-1
2013-02-16,Roda,AZ Alkmaar,2-2,1-1
2013-02-16,Twente,Willem II,1-1,1-0
2013-02-17,Den Haag,Heerenveen,2-1,2-1
2013-02-17,Vitesse,Groningen,2-0,0-0
2013-02-17,Waalwijk,Ajax,0-2,0-2
2013-02-17,Zwolle,Feyenoord,3-2,2-2
2013-02-22,Willem II,Nijmegen,2-3,1-3
2013-02-23,Groningen,Zwolle,1-0,0-0
2013-02-23,Heerenveen,Twente,2-1,1-0
2013-02-23,Heracles,Vitesse,3-5,1-2
2013-02-23,VVV Venlo,Waalwijk,1-0,1-0
2013-02-24,Ajax,Den Haag,1-1,0-1
2013-02-24,AZ Alkmaar,NAC Breda,0-1,0-1
2013-02-24,Feyenoord,PSV Eindhoven,2-1,0-1
2013-02-24,Utrecht,Roda,4-0,2-0
2013-03-01,Vitesse,Utrecht,2-0,1-0
2013-03-02,NAC Breda,Heerenveen,1-2,0-0
2013-03-02,PSV Eindhoven,VVV Venlo,2-0,1-0
2013-03-02,Twente,Ajax,0-2,0-2
2013-03-02,Zwolle,Willem II,2-0,0-0
2013-03-03,Den Haag,Heracles,3-1,0-0
2013-03-03,Nijmegen,Feyenoord,0-3,0-2
2013-03-03,Roda,Groningen,4-1,3-1
2013-03-03,Waalwijk,AZ Alkmaar,2-1,1-0
2013-03-08,Groningen,NAC Breda,1-1,0-0
2013-03-09,AZ Alkmaar,Den Haag,1-1,1-1
2013-03-09,Heerenveen,PSV Eindhoven,2-1,2-0
2013-03-09,Heracles,Nijmegen,1-0,0-0
2013-03-09,Willem II,VVV Venlo,1-0,0-0
2013-03-10,Ajax,Zwolle,3-0,2-0
2013-03-10,Roda,Feyenoord,0-1,0-1
2013-03-10,Twente,Vitesse,0-1,0-0
2013-03-10,Utrecht,Waalwijk,1-0,0-0
2013-03-15,Zwolle,Roda,3-2,2-2
2013-03-16,Den Haag,Vitesse,0-4,0-2
2013-03-16,Nijmegen,Heerenveen,1-3,0-0
2013-03-16,PSV Eindhoven,Waalwijk,2-0,1-0
2013-03-16,VVV Venlo,Heracles,0-2,0-0
2013-03-17,AZ Alkmaar,Ajax,2-3,0-2
2013-03-17,Feyenoord,Utrecht,2-1,1-0
2013-03-17,Groningen,Twente,0-3,0-1
2013-03-17,NAC Breda,Willem II,4-0,1-0
2013-03-30,Heerenveen,Feyenoord,2-0,0-0
2013-03-30,Twente,NAC Breda,1-1,0-0
2013-03-30,Utrecht,VVV Venlo,2-1,2-1
2013-03-30,Willem II,Groningen,1-2,1-0
2013-03-31,Ajax,Nijmegen,4-1,2-0
2013-03-31,Heracles,AZ Alkmaar,1-2,1-2
2013-03-31,Roda,PSV Eindhoven,2-2,1-2
2013-03-31,Vitesse,Zwolle,2-1,2-0
2013-03-31,Waalwijk,Den Haag,4-0,3-0
2013-04-05,Feyenoord,VVV Venlo,1-0,0-0
2013-04-06,Twente,Roda,2-0,1-0
2013-04-06,Vitesse,NAC Breda,3-0,1-0
2013-04-06,Willem II,PSV Eindhoven,1-3,0-1
2013-04-06,Zwolle,Waalwijk,1-1,1-1
2013-04-07,Ajax,Heracles,4-0,1-0
2013-04-07,Groningen,Heerenveen,3-1,2-0
2013-04-07,Nijmegen,AZ Alkmaar,1-1,1-1
2013-04-07,Utrecht,Den Haag,1-0,0-0
2013-04-12,VVV Venlo,Zwolle,0-2,0-1
2013-04-13,Den Haag,Twente,1-3,1-1
2013-04-13,Heracles,Groningen,0-2,0-0
2013-04-13,NAC Breda,Nijmegen,2-0,0-0
2013-04-13,Roda,Vitesse,3-3,0-2
2013-04-14,AZ Alkmaar,Utrecht,6-0,4-0
2013-04-14,Heerenveen,Willem II,3-2,0-1
2013-04-14,PSV Eindhoven,Ajax,2-3,1-1
2013-04-14,Waalwijk,Feyenoord,1-1,0-1
2013-04-19,Ajax,Heerenveen,1-1,1-0
2013-04-20,AZ Alkmaar,PSV Eindhoven,1-3,0-1
2013-04-20,Groningen,Den Haag,2-1,2-0
2013-04-20,Heracles,Waalwijk,4-0,1-0
2013-04-20,Willem II,Roda,2-1,0-0
2013-04-21,Feyenoord,Vitesse,2-0,1-0
2013-04-21,Nijmegen,Zwolle,1-3,0-2
2013-04-21,Utrecht,NAC Breda,3-0,2-0
2013-04-21,VVV Venlo,Twente,2-2,2-0
2013-04-26,Heerenveen,AZ Alkmaar,0-4,0-2
2013-04-27,Den Haag,VVV Venlo,1-1,0-1
2013-04-27,NAC Breda,Ajax,0-2,0-0
2013-04-27,PSV Eindhoven,Groningen,5-2,5-0
2013-04-27,Roda,Waalwijk,3-1,0-0
2013-04-28,Feyenoord,Heracles,6-0,4-0
2013-04-28,Twente,Nijmegen,5-2,2-0
2013-04-28,Vitesse,Willem II,3-1,2-0
2013-04-28,Zwolle,Utrecht,1-2,1-1
2013-05-05,Ajax,Willem II,5-0,2-0
2013-05-05,AZ Alkmaar,Zwolle,4-0,2-0
2013-05-05,Den Haag,Feyenoord,2-0,2-0
2013-05-05,Heerenveen,Utrecht,2-4,1-1
2013-05-05,Heracles,Twente,1-1,1-1
2013-05-05,NAC Breda,Roda,5-3,1-2
2013-05-05,PSV Eindhoven,Nijmegen,4-2,2-0
2013-05-05,VVV Venlo,Groningen,0-0,0-0
2013-05-05,Waalwijk,Vitesse,3-2,2-0
2013-05-12,Feyenoord,NAC Breda,1-0,0-0
2013-05-12,Groningen,Ajax,0-2,0-1
2013-05-12,Nijmegen,Waalwijk,1-2,0-1
2013-05-12,Roda,Heerenveen,1-0,1-0
2013-05-12,Twente,PSV Eindhoven,3-1,2-1
2013-05-12,Utrecht,Heracles,3-0,0-0
2013-05-12,Vitesse,VVV Venlo,0-1,0-1
2013-05-12,Willem II,AZ Alkmaar,2-0,0-0
