Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 26 Aug 1994 (W34),SC Heerenveen (1),2-0,?,FC Groningen (1)
?,(Sat) 27 Aug 1994 (W34),Roda JC Kerkrade (1),1-1,?,FC Twente (1)
?,(Sat) 27 Aug 1994 (W34),Willem II Tilburg (1),2-0,?,NAC Breda (1)
?,(Sun) 28 Aug 1994 (W34),Ajax Amsterdam (1),3-1,?,RKC Waalwijk (1)
?,(Sun) 28 Aug 1994 (W34),FC Dordrecht (1),1-1,?,Feyenoord Rotterdam (1)
?,(Sun) 28 Aug 1994 (W34),NEC Nijmegen (1),2-3,?,FC Utrecht (1)
?,(Sun) 28 Aug 1994 (W34),Vitesse Arnhem (1),2-4,?,PSV Eindhoven (1)
?,(Sun) 28 Aug 1994 (W34),FC Volendam (1),3-0,?,Go Ahead Eagles (1)
?,(Wed) 31 Aug 1994 (W35),FC Groningen (2),3-1,?,Willem II Tilburg (2)
?,(Wed) 31 Aug 1994 (W35),MVV Maastricht (1),1-2,?,NEC Nijmegen (2)
?,(Wed) 31 Aug 1994 (W35),NAC Breda (2),0-0,?,Vitesse Arnhem (2)
?,(Wed) 31 Aug 1994 (W35),PSV Eindhoven (2),4-1,?,Go Ahead Eagles (2)
?,(Wed) 31 Aug 1994 (W35),Sparta Rotterdam (1),0-1,?,Feyenoord Rotterdam (2)
?,(Wed) 31 Aug 1994 (W35),FC Twente (2),2-2,?,FC Dordrecht (2)
?,(Wed) 31 Aug 1994 (W35),FC Utrecht (2),4-0,?,SC Heerenveen (2)
?,(Wed) 31 Aug 1994 (W35),RKC Waalwijk (2),1-1,?,Roda JC Kerkrade (2)
?,(Sat) 10 Sep 1994 (W36),FC Dordrecht (3),0-1,?,RKC Waalwijk (3)
?,(Sat) 10 Sep 1994 (W36),SC Heerenveen (3),0-4,?,MVV Maastricht (2)
?,(Sat) 10 Sep 1994 (W36),Sparta Rotterdam (2),3-4,?,FC Twente (3)
?,(Sun) 11 Sep 1994 (W36),Ajax Amsterdam (2),5-0,?,Vitesse Arnhem (3)
?,(Sun) 11 Sep 1994 (W36),Go Ahead Eagles (3),2-2,?,Feyenoord Rotterdam (3)
?,(Sun) 11 Sep 1994 (W36),FC Groningen (3),3-4,?,NAC Breda (3)
?,(Sun) 11 Sep 1994 (W36),NEC Nijmegen (3),0-0,?,FC Volendam (2)
?,(Sun) 11 Sep 1994 (W36),Willem II Tilburg (3),0-1,?,FC Utrecht (3)
?,(Sat) 17 Sep 1994 (W37),MVV Maastricht (3),3-0,?,Willem II Tilburg (4)
?,(Sat) 17 Sep 1994 (W37),PSV Eindhoven (3),4-0,?,FC Dordrecht (4)
?,(Sun) 18 Sep 1994 (W37),FC Twente (4),3-0,?,Go Ahead Eagles (4)
?,(Sun) 18 Sep 1994 (W37),FC Utrecht (4),2-1,?,FC Groningen (4)
?,(Sun) 18 Sep 1994 (W37),Vitesse Arnhem (4),1-1,?,Roda JC Kerkrade (3)
?,(Sun) 18 Sep 1994 (W37),FC Volendam (3),1-2,?,SC Heerenveen (4)
?,(Sun) 18 Sep 1994 (W37),RKC Waalwijk (4),2-2,?,Sparta Rotterdam (3)
?,(Wed) 21 Sep 1994 (W38),FC Dordrecht (5),0-0,?,Vitesse Arnhem (5)
?,(Wed) 21 Sep 1994 (W38),Go Ahead Eagles (5),4-2,?,RKC Waalwijk (5)
?,(Wed) 21 Sep 1994 (W38),FC Groningen (5),0-1,?,MVV Maastricht (4)
?,(Wed) 21 Sep 1994 (W38),SC Heerenveen (5),0-4,?,Feyenoord Rotterdam (4)
?,(Wed) 21 Sep 1994 (W38),NEC Nijmegen (4),0-1,?,FC Twente (5)
