Date,Team 1,Team 2,FT,HT
1993-08-14,Go Ahead Eagles,Vitesse,1-4,
1993-08-14,Heerenveen,Sparta,1-0,
1993-08-14,NAC Breda,Roda JC,2-3,
1993-08-14,Willem II,MVV Maastricht,1-0,
1993-08-15,Ajax,Waalwijk,3-0,
1993-08-15,Feyenoord,Cambuur,1-0,
1993-08-15,Groningen,PSV Eindhoven,1-2,
1993-08-15,Twente,VVV Venlo,3-0,
1993-08-15,Volendam,Utrecht,2-2,
1993-08-20,Cambuur,NAC Breda,1-3,
1993-08-21,PSV Eindhoven,Go Ahead Eagles,3-0,
1993-08-22,Roda JC,Volendam,2-0,
1993-08-22,Sparta,Willem II,1-0,
1993-08-22,Utrecht,Ajax,1-4,
1993-08-22,Waalwijk,Twente,1-3,
1993-08-25,Ajax,Sparta,3-0,
1993-08-25,Feyenoord,Twente,1-0,
1993-08-25,Go Ahead Eagles,Utrecht,4-0,
1993-08-25,Groningen,Roda JC,3-5,
1993-08-25,Heerenveen,PSV Eindhoven,0-0,
1993-08-25,MVV Maastricht,Waalwijk,1-1,
1993-08-25,NAC Breda,VVV Venlo,4-1,
1993-08-25,Volendam,Cambuur,4-1,
1993-08-25,Willem II,Vitesse,0-3,
1993-08-28,VVV Venlo,Volendam,2-0,
1993-08-29,Cambuur,Groningen,0-2,
1993-08-29,PSV Eindhoven,Willem II,2-1,
1993-08-29,Roda JC,Go Ahead Eagles,2-1,
1993-08-29,Sparta,MVV Maastricht,2-2,
1993-08-29,Twente,NAC Breda,0-1,
1993-08-29,Utrecht,Heerenveen,0-1,
1993-08-29,Vitesse,Ajax,0-1,
1993-08-31,Waalwijk,Feyenoord,1-2,
1993-09-01,MVV Maastricht,Ajax,1-1,
1993-09-01,Utrecht,Groningen,2-0,
1993-09-04,Go Ahead Eagles,Cambuur,3-0,
1993-09-04,Heerenveen,Roda JC,0-0,
1993-09-04,MVV Maastricht,Vitesse,0-2,
1993-09-04,Willem II,Utrecht,4-1,
1993-09-05,Ajax,PSV Eindhoven,2-0,
1993-09-05,Groningen,VVV Venlo,0-3,
1993-09-05,NAC Breda,Feyenoord,1-2,
1993-09-05,Sparta,Waalwijk,1-1,
1993-09-05,Volendam,Twente,2-5,
1993-09-08,Cambuur,Heerenveen,1-2,
1993-09-08,Feyenoord,Volendam,2-0,
1993-09-08,PSV Eindhoven,MVV Maastricht,4-2,
1993-09-08,Roda JC,Willem II,1-1,
1993-09-08,Vitesse,Sparta,2-0,
1993-09-08,VVV Venlo,Go Ahead Eagles,1-0,
1993-09-08,Waalwijk,NAC Breda,1-0,
1993-09-11,Heerenveen,VVV Venlo,1-0,
1993-09-11,MVV Maastricht,Utrecht,2-1,
1993-09-11,Sparta,PSV Eindhoven,0-0,
1993-09-11,Willem II,Cambuur,4-1,
1993-09-12,Ajax,Roda JC,2-0,
1993-09-12,Go Ahead Eagles,Twente,3-3,
1993-09-12,Groningen,Feyenoord,0-4,
1993-09-12,Vitesse,Waalwijk,4-1,
1993-09-12,Volendam,NAC Breda,1-3,
1993-09-19,Twente,Groningen,0-1,
1993-09-19,Vitesse,Heerenveen,3-0,
1993-09-25,Utrecht,Sparta,3-1,
1993-09-26,Feyenoord,Go Ahead Eagles,1-0,
1993-09-26,NAC Breda,Groningen,2-1,
1993-09-26,Roda JC,MVV Maastricht,4-1,
1993-09-26,Twente,Heerenveen,2-1,
1993-09-26,Waalwijk,Volendam,1-3,
1993-10-02,Go Ahead Eagles,NAC Breda,0-0,
1993-10-02,MVV Maastricht,Cambuur,0-0,
1993-10-02,PSV Eindhoven,Waalwijk,1-1,
1993-10-02,Willem II,Twente,2-0,
1993-10-03,Ajax,VVV Venlo,2-0,
