Date,Team 1,Team 2,FT,HT
2013-08-02,Ajax,Roda,3-0,2-0
2013-08-03,Den Haag,PSV Eindhoven,2-3,1-3
2013-08-03,Heerenveen,AZ Alkmaar,4-2,1-0
2013-08-03,Nijmegen,Groningen,1-4,1-2
2013-08-03,Twente,Waalwijk,0-0,0-0
2013-08-04,Cambuur,NAC Breda,0-0,0-0
2013-08-04,Utrecht,Go Ahead Eagles,1-1,1-0
2013-08-04,Vitesse,Heracles,3-1,2-0
2013-08-04,Zwolle,Feyenoord,2-1,0-0
2013-08-09,Roda,Cambuur,2-0,1-0
2013-08-10,Go Ahead Eagles,Den Haag,2-1,1-1
2013-08-10,Heracles,Zwolle,1-3,1-2
2013-08-10,NAC Breda,Heerenveen,0-2,0-1
2013-08-10,PSV Eindhoven,Nijmegen,5-0,1-0
2013-08-11,AZ Alkmaar,Ajax,3-2,1-1
2013-08-11,Feyenoord,Twente,1-4,1-1
2013-08-11,Groningen,Utrecht,2-0,1-0
2013-08-11,Waalwijk,Vitesse,4-2,2-1
2013-08-17,Cambuur,Groningen,4-1,3-0
2013-08-17,Nijmegen,Zwolle,1-5,0-3
2013-08-17,PSV Eindhoven,Go Ahead Eagles,3-0,0-0
2013-08-17,Roda,Vitesse,1-1,0-0
2013-08-17,Waalwijk,AZ Alkmaar,1-2,0-1
2013-08-18,Ajax,Feyenoord,2-1,2-1
2013-08-18,Heerenveen,Heracles,2-4,1-1
2013-08-18,NAC Breda,Den Haag,1-2,0-0
2013-08-18,Twente,Utrecht,6-0,4-0
2013-08-23,Heerenveen,Ajax,3-3,3-2
2013-08-24,Den Haag,Roda,0-4,0-2
2013-08-24,Heracles,PSV Eindhoven,1-1,1-0
2013-08-24,Nijmegen,Waalwijk,2-2,2-0
2013-08-24,Zwolle,Cambuur,2-0,0-0
2013-08-25,Feyenoord,NAC Breda,3-1,2-0
2013-08-25,Go Ahead Eagles,Groningen,3-3,1-1
2013-08-25,Utrecht,AZ Alkmaar,2-0,0-0
2013-08-25,Vitesse,Twente,1-0,1-0
2013-08-30,NAC Breda,Nijmegen,1-1,1-1
2013-08-31,Heracles,Den Haag,1-0,1-0
2013-08-31,PSV Eindhoven,Cambuur,0-0,0-0
