Date,Team 1,Score,Team 2,Tournament,City
Sun Jan 28 1912,France,1-1,Belgium,Friendly,Saint-Ouen › France
Sat Feb 10 1912,Northern Ireland,1-6,England,British Championship,Dublin › Republic of Ireland
Sat Feb 10 1912,France,7-0,Catalonia,Friendly,Paris › France
Sun Feb 18 1912,France,4-1,Switzerland,Friendly,Saint-Ouen › France
Tue Feb 20 1912,Belgium,9-2,Switzerland,Friendly,Antwerp › Belgium
Sat Mar 2 1912,Scotland,1-0,Wales,British Championship,Edinburgh › Scotland
Sun Mar 10 1912,Belgium,1-2,Netherlands,Friendly,Antwerp › Belgium
Mon Mar 11 1912,Wales,0-2,England,British Championship,Wrexham › Wales
Sat Mar 16 1912,Northern Ireland,1-4,Scotland,British Championship,Belfast › Republic of Ireland
Sun Mar 17 1912,Italy,3-4,France,Friendly,Turin › Italy
Sat Mar 23 1912,Scotland,1-1,England,British Championship,Glasgow › Scotland
Sun Mar 24 1912,Netherlands,5-5,Germany,Friendly,Zwolle › Netherlands
Sat Apr 13 1912,Wales,2-3,Northern Ireland,British Championship,Cardiff › Wales
Sun Apr 14 1912,Hungary,4-4,Germany,Friendly,Budapest › Hungary
Sun Apr 28 1912,Netherlands,4-3,Belgium,Friendly,Dordrecht › Netherlands
Sun May 5 1912,Austria,1-1,Hungary,Friendly,Vienna › Austria
Sun May 5 1912,Switzerland,1-2,Germany,Friendly,St. Gallen › Switzerland
Sun Jun 16 1912,Norway,1-2,Sweden,Friendly,Kristiania › Norway
Thu Jun 20 1912,Sweden,2-2,Hungary,Friendly,Gothenburg › Sweden
Sun Jun 23 1912,Norway,0-6,Hungary,Friendly,Kristiania › Norway
Thu Jun 27 1912,Sweden,7-1,Finland,Friendly,Solna › Sweden
Wed Jul 3 1912,Norway,2-1,Russia,Friendly,Stockholm › Sweden
Fri Jul 12 1912,Russia,0-9,Hungary,Friendly,Moscow › Russia
Sun Jul 14 1912,Russia,0-12,Hungary,Friendly,Moscow › Russia
Thu Aug 15 1912,Uruguay,2-0,Argentina,Copa Lipton,Montevideo › Uruguay
Sun Aug 25 1912,Uruguay,3-0,Argentina,Copa Premio Honor Uruguayo,Montevideo › Uruguay
Sun Sep 22 1912,Argentina,0-1,Uruguay,Copa Premio Honor Argentino,Buenos Aires › Argentina
Sun Oct 6 1912,Argentina,3-3,Uruguay,Copa Newton,Avellaneda › Argentina
Sun Oct 6 1912,Denmark,3-1,Germany,Friendly,Copenhagen › Denmark
Sun Nov 3 1912,Hungary,4-0,Austria,Friendly,Budapest › Hungary
Sun Nov 3 1912,Sweden,4-2,Norway,Friendly,Gothenburg › Sweden
Sun Nov 17 1912,Germany,2-3,Netherlands,Friendly,Leipzig › Germany
Sun Dec 1 1912,Uruguay,1-3,Argentina,Friendly,Montevideo › Uruguay
Sun Dec 1 1912,Catalonia,1-0,France,Friendly,Barcelona › Spain
Sun Dec 22 1912,Italy,1-3,Austria,Friendly,Genoa › Italy
