Date,Team 1,Score,Team 2,Tournament,City
Sun Jan 10 1982,China PR,1-2,New Zealand,FIFA World Cup qualification,Kallang › Singapore
Sun Jan 17 1982,Cameroon,2-1,Congo,Friendly,Yaoundé › Cameroon
Sun Jan 17 1982,Ethiopia,0-2,Tanzania,Friendly,Addis Abeba › Ethiopia
Sun Jan 17 1982,Singapore,2-0,Bahrain,Friendly,Kallang › Singapore
Tue Jan 19 1982,Ethiopia,0-0,Tanzania,Friendly,Addis Abeba › Ethiopia
Wed Jan 20 1982,Greece,1-2,Portugal,Friendly,Athens › Greece
Sun Jan 24 1982,Benin,2-3,Mali,Friendly,Cotonou › Benin
Sun Jan 24 1982,Burkina Faso,0-0,Senegal,Friendly,Bobo Dioulasso › Upper Volta
Tue Jan 26 1982,Brazil,3-1,German DR,Friendly,Natal › Brazil
Sun Jan 31 1982,Senegal,1-0,Benin,Friendly,Dakar › Senegal
Fri Feb 5 1982,Libya,3-0,Guinea,Friendly,Tripoli › Libya
Sat Feb 6 1982,Mali,2-2,Niger,Friendly,Bamako › Mali
Sun Feb 7 1982,Tunisia,0-1,Algeria,Friendly,Tunis › Tunisia
Wed Feb 10 1982,Greece,0-1,German DR,Friendly,Athens › Greece
Thu Feb 11 1982,Cape Verde,2-0,Gambia,Amílcar Cabral Cup,Praia › Cape Verde
Thu Feb 11 1982,Guinea,1-1,Senegal,Amílcar Cabral Cup,Praia › Cape Verde
Thu Feb 11 1982,Guinea-Bissau,1-2,Sierra Leone,Amílcar Cabral Cup,Praia › Cape Verde
Thu Feb 11 1982,Mali,4-0,Mauritania,Amílcar Cabral Cup,Praia › Cape Verde
Thu Feb 11 1982,New Zealand,1-2,Hungary,Friendly,Auckland › New Zealand
Sat Feb 13 1982,Benin,0-4,Ghana,West African Cup,Cotonou › Benin
Sat Feb 13 1982,Cape Verde,1-0,Mali,Amílcar Cabral Cup,Praia › Cape Verde
Sat Feb 13 1982,Gambia,3-1,Mauritania,Amílcar Cabral Cup,Praia › Cape Verde
Sat Feb 13 1982,Guinea,1-0,Sierra Leone,Amílcar Cabral Cup,Praia › Cape Verde
Sat Feb 13 1982,Guinea-Bissau,0-1,Senegal,Amílcar Cabral Cup,Praia › Cape Verde
Sat Feb 13 1982,Liberia,0-1,Togo,West African Cup,Cotonou › Benin
Sun Feb 14 1982,Ethiopia,1-2,Uganda,Friendly,Addis Abeba › Ethiopia
Sun Feb 14 1982,New Zealand,1-2,Hungary,Friendly,Christchurch › New Zealand
Mon Feb 15 1982,Benin,2-0,Niger,West African Cup,Cotonou › Benin
Mon Feb 15 1982,Cape Verde,1-2,Mauritania,Amílcar Cabral Cup,Praia › Cape Verde
Mon Feb 15 1982,Gambia,1-1,Mali,Amílcar Cabral Cup,Praia › Cape Verde
Mon Feb 15 1982,Ghana,5-5,Ivory Coast,West African Cup,Cotonou › Benin
Mon Feb 15 1982,Guinea-Bissau,0-0,Guinea,Amílcar Cabral Cup,Praia › Cape Verde
Mon Feb 15 1982,Liberia,1-2,Burkina Faso,West African Cup,Cotonou › Benin
Mon Feb 15 1982,Senegal,2-0,Sierra Leone,Amílcar Cabral Cup,Praia › Cape Verde
Tue Feb 16 1982,Bangladesh,1-1,Nepal,Friendly,Karachi › Pakistan
Tue Feb 16 1982,India,1-1,China PR,Nehru Cup,Calcutta › India
Wed Feb 17 1982,Benin,3-3,Ivory Coast,West African Cup,Cotonou › Benin
Wed Feb 17 1982,Cape Verde,0-1,Guinea,Amílcar Cabral Cup,Praia › Cape Verde
Wed Feb 17 1982,Germany,3-1,Portugal,Friendly,Hanover › Germany
Wed Feb 17 1982,Ghana,2-2,Niger,West African Cup,Cotonou › Benin
Wed Feb 17 1982,Mali,0-1,Senegal,Amílcar Cabral Cup,Praia › Cape Verde
Wed Feb 17 1982,Nepal,0-1,Oman,Friendly,Karachi › Pakistan
Wed Feb 17 1982,Togo,2-1,Burkina Faso,West African Cup,Cotonou › Benin
Thu Feb 18 1982,Ethiopia,1-0,Uganda,Friendly,Asmara › Ethiopia
Thu Feb 18 1982,India,2-2,South Korea,Nehru Cup,Calcutta › India
Thu Feb 18 1982,Zambia,2-0,Botswana,Friendly,Lusaka › Zambia
Fri Feb 19 1982,Bangladesh,1-3,Oman,Friendly,Karachi › Pakistan
Fri Feb 19 1982,Cape Verde,1-2,Mali,Amílcar Cabral Cup,Praia › Cape Verde
Fri Feb 19 1982,Ghana,1-0,Burkina Faso,West African Cup,Cotonou › Benin
Fri Feb 19 1982,Guinea,3-0,Senegal,Amílcar Cabral Cup,Praia › Cape Verde
Fri Feb 19 1982,Ivory Coast,1-1,Niger,West African Cup,Cotonou › Benin
Fri Feb 19 1982,Libya,2-1,Qatar,Friendly,Tripoli › Libya
Sat Feb 20 1982,Finland,2-2,Sweden,Friendly,Lahti › Finland
Sat Feb 20 1982,South Korea,2-2,Uruguay,Nehru Cup,Calcutta › India
Sun Feb 21 1982,Finland,2-1,Sweden,Friendly,Lahti › Finland
Sun Feb 21 1982,Ivory Coast,1-1,Togo,West African Cup,Cotonou › Benin
Mon Feb 22 1982,China PR,0-0,Uruguay,Nehru Cup,Calcutta › India
Mon Feb 22 1982,Ivory Coast,1-1,Burkina Faso,West African Cup,Cotonou › Benin
Tue Feb 23 1982,England,4-0,Northern Ireland,British Championship,London › England
Tue Feb 23 1982,France,2-0,Italy,Friendly,Paris › France
Tue Feb 23 1982,Ghana,2-1,Togo,West African Cup,Cotonou › Benin
Wed Feb 24 1982,Spain,3-0,Scotland,Friendly,Valencia › Spain
Thu Feb 25 1982,India,1-3,Uruguay,Nehru Cup,Calcutta › India
Mon Mar 1 1982,China PR,1-1,South Korea,Nehru Cup,Calcutta › India
Mon Mar 1 1982,United Arab Emirates,0-1,Honduras,Friendly,Abu Dhabi › United Arab Emirates
Tue Mar 2 1982,Iraq,0-0,German DR,Friendly,Baghdad › Iraq
Wed Mar 3 1982,Brazil,1-1,Czechoslovakia,Friendly,São Paulo › Brazil
Wed Mar 3 1982,United Arab Emirates,0-0,Honduras,Friendly,Abu Dhabi › United Arab Emirates
Thu Mar 4 1982,China PR,0-2,Uruguay,Nehru Cup,Calcutta › India
Fri Mar 5 1982,Cameroon,1-1,Tunisia,African Cup of Nations,Tripoli › Libya
Fri Mar 5 1982,Libya,2-2,Ghana,African Cup of Nations,Tripoli › Libya
Sat Mar 6 1982,Iran,2-0,North Korea,Friendly,Teheran › Iran
Sun Mar 7 1982,Algeria,1-0,Zambia,African Cup of Nations,Benghazi › Libya
Sun Mar 7 1982,Ethiopia,0-3,Nigeria,African Cup of Nations,Benghazi › Libya
Sun Mar 7 1982,Iraq,3-0,South Korea,Friendly,Baghdad › Iraq
Tue Mar 9 1982,Argentina,0-0,Czechoslovakia,Friendly,Mar del Plata › Argentina
Tue Mar 9 1982,Cameroon,0-0,Ghana,African Cup of Nations,Tripoli › Libya
Tue Mar 9 1982,Libya,2-0,Tunisia,African Cup of Nations,Tripoli › Libya
Tue Mar 9 1982,Liechtenstein,0-1,Switzerland,Friendly,Balzers › Liechtenstein
Wed Mar 10 1982,Algeria,2-1,Nigeria,African Cup of Nations,Benghazi › Libya
Wed Mar 10 1982,Ethiopia,0-1,Zambia,African Cup of Nations,Benghazi › Libya
Wed Mar 10 1982,Greece,0-2,Russia,Friendly,Athens › Greece
Wed Mar 10 1982,Iraq,1-1,South Korea,Friendly,Baghdad › Iraq
Wed Mar 10 1982,United Arab Emirates,3-0,Singapore,Friendly,Abu Dhabi › United Arab Emirates
Fri Mar 12 1982,Ghana,1-0,Tunisia,African Cup of Nations,Tripoli › Libya
Fri Mar 12 1982,Libya,0-0,Cameroon,African Cup of Nations,Tripoli › Libya
Fri Mar 12 1982,United Arab Emirates,5-3,Singapore,Friendly,Abu Dhabi › United Arab Emirates
Sat Mar 13 1982,Algeria,0-0,Ethiopia,African Cup of Nations,Benghazi › Libya
Sat Mar 13 1982,Nigeria,0-3,Zambia,African Cup of Nations,Benghazi › Libya
Sun Mar 14 1982,Kuwait,0-0,Iceland,Friendly,Kuwait City › Kuwait
Tue Mar 16 1982,Algeria,2-3,Ghana,African Cup of Nations,Benghazi › Libya
Tue Mar 16 1982,Libya,2-1,Zambia,African Cup of Nations,Tripoli › Libya
Thu Mar 18 1982,Algeria,0-2,Zambia,African Cup of Nations,Tripoli › Libya
Fri Mar 19 1982,Libya,1-1,Ghana,African Cup of Nations,Tripoli › Libya
Fri Mar 19 1982,United Arab Emirates,1-0,Qatar,Gulf Cup,Abu Dhabi › United Arab Emirates
Sat Mar 20 1982,Bahrain,0-2,Kuwait,Gulf Cup,Abu Dhabi › United Arab Emirates
Sun Mar 21 1982,Brazil,1-0,Germany,Friendly,Rio de Janeiro › Brazil
Sun Mar 21 1982,South Korea,3-0,Japan,Friendly,Seoul › South Korea
Sun Mar 21 1982,Trinidad and Tobago,1-2,United States,Friendly,Port of Spain › Trinidad and Tobago
Sun Mar 21 1982,United Arab Emirates,1-0,Saudi Arabia,Gulf Cup,Abu Dhabi › United Arab Emirates
Mon Mar 22 1982,Oman,0-3,Qatar,Gulf Cup,Abu Dhabi › United Arab Emirates
Tue Mar 23 1982,Chile,2-1,Peru,Friendly,Santiago › Chile
Tue Mar 23 1982,Scotland,2-1,Netherlands,Friendly,Glasgow › Scotland
Wed Mar 24 1982,Argentina,1-1,Germany,Friendly,Buenos Aires › Argentina
Wed Mar 24 1982,Belgium,4-1,Romania,Friendly,Brussels › Belgium
Wed Mar 24 1982,Czechoslovakia,2-1,Greece,Friendly,Prague › Czechoslovakia
Wed Mar 24 1982,France,4-0,Northern Ireland,Friendly,Paris › France
Wed Mar 24 1982,Hungary,2-3,Austria,Friendly,Budapest › Hungary
Wed Mar 24 1982,Spain,1-1,Wales,Friendly,Valencia › Spain
Wed Mar 24 1982,Switzerland,2-1,Portugal,Friendly,Lugano › Switzerland
Wed Mar 24 1982,United Arab Emirates,0-2,Kuwait,Gulf Cup,Abu Dhabi › United Arab Emirates
Thu Mar 25 1982,Bahrain,4-1,Oman,Gulf Cup,Abu Dhabi › United Arab Emirates
Fri Mar 26 1982,Saudi Arabia,0-1,Kuwait,Gulf Cup,Abu Dhabi › United Arab Emirates
Sat Mar 27 1982,United Arab Emirates,2-3,Bahrain,Gulf Cup,Abu Dhabi › United Arab Emirates
Mon Mar 29 1982,Kuwait,2-0,Oman,Gulf Cup,Abu Dhabi › United Arab Emirates
Mon Mar 29 1982,Saudi Arabia,1-0,Qatar,Gulf Cup,Abu Dhabi › United Arab Emirates
Tue Mar 30 1982,Peru,1-0,Chile,Copa del Pacífico,Lima › Peru
Wed Mar 31 1982,Bahrain,1-0,Qatar,Gulf Cup,Abu Dhabi › United Arab Emirates
Wed Mar 31 1982,Saudi Arabia,3-0,Oman,Gulf Cup,Abu Dhabi › United Arab Emirates
Thu Apr 1 1982,Nepal,3-1,Bhutan,Friendly,Kathmandu › Nepal
Fri Apr 2 1982,Bahrain,2-2,Saudi Arabia,Gulf Cup,Abu Dhabi › United Arab Emirates
Fri Apr 2 1982,United Arab Emirates,3-1,Oman,Gulf Cup,Abu Dhabi › United Arab Emirates
Sun Apr 4 1982,Kuwait,1-2,Qatar,Gulf Cup,Abu Dhabi › United Arab Emirates
Wed Apr 7 1982,India,1-1,Thailand,Friendly,Kathmandu › Nepal
Wed Apr 14 1982,Argentina,1-1,Russia,Friendly,Buenos Aires › Argentina
Wed Apr 14 1982,Bulgaria,1-2,Romania,Friendly,Ruse › Bulgaria
Wed Apr 14 1982,German DR,1-0,Italy,Friendly,Leipzig › German DR
Wed Apr 14 1982,Germany,2-1,Czechoslovakia,Friendly,Cologne › Germany
Wed Apr 14 1982,Netherlands,1-0,Greece,Friendly,Eindhoven › Netherlands
Sun Apr 18 1982,El Salvador,3-2,Honduras,Friendly,San Salvador › El Salvador
Sun Apr 18 1982,Hungary,1-2,Peru,Friendly,Budapest › Hungary
Mon Apr 19 1982,Nepal,1-0,Thailand,Friendly,Kathmandu › Nepal
