Date,Team 1,Score,Team 2,Tournament,City
Wed Mar 19 1975,Turkey,1-1,Romania,Friendly,Istanbul › Turkey
Thu Mar 20 1975,Malaysia,0-0,Indonesia,AFC Asian Cup qualification,Bangkok › Thailand
Fri Mar 21 1975,Thailand,4-0,Vietnam Republic,AFC Asian Cup qualification,Bangkok › Thailand
Sat Mar 22 1975,South Korea,1-0,Indonesia,AFC Asian Cup qualification,Bangkok › Thailand
Sun Mar 23 1975,Ghana,3-1,Burkina Faso,Friendly,Accra › Ghana
Sun Mar 23 1975,Malaysia,3-0,Vietnam Republic,AFC Asian Cup qualification,Bangkok › Thailand
Mon Mar 24 1975,Thailand,1-0,South Korea,AFC Asian Cup qualification,Bangkok › Thailand
Wed Mar 26 1975,France,2-0,Hungary,Friendly,Paris › France
Wed Mar 26 1975,German DR,0-0,Bulgaria,Friendly,Berlin › German DR
Wed Mar 26 1975,Poland,7-0,United States,Friendly,Poznań › Poland
Sun Mar 30 1975,Congo,1-0,Ivory Coast,African Cup of Nations qualification,Brazzaville › Congo
Sun Mar 30 1975,Guadeloupe,4-2,Suriname,Friendly,Basse-Terre › Guadeloupe
Mon Mar 31 1975,Barbados,1-0,Suriname,Friendly,Bridgetown › Barbados
Mon Mar 31 1975,Czechoslovakia,1-1,Romania,Friendly,Prague › Czechoslovakia
Tue Apr 1 1975,Cyprus,1-2,Greece,Friendly,Nicosia › Cyprus
Wed Apr 2 1975,Austria,0-0,Hungary,UEFA Euro qualification,Vienna › Austria
Wed Apr 2 1975,Iraq,1-0,Qatar,AFC Asian Cup qualification,Baghdad › Iraq
Wed Apr 2 1975,Italy,10-0,United States,Friendly,Rome › Italy
Wed Apr 2 1975,Russia,3-0,Turkey,UEFA Euro qualification,Kyïv › Soviet Union
Wed Apr 2 1975,Saudi Arabia,2-0,Afghanistan,AFC Asian Cup qualification,Baghdad › Iraq
Fri Apr 4 1975,Iraq,4-0,Afghanistan,AFC Asian Cup qualification,Baghdad › Iraq
Fri Apr 4 1975,Macau,2-1,Panama,Friendly,Macau › Macau
Fri Apr 4 1975,Saudi Arabia,2-1,Qatar,AFC Asian Cup qualification,Baghdad › Iraq
Sun Apr 6 1975,Algeria,1-2,Tunisia,African Cup of Nations qualification,Oran › Algeria
Sun Apr 6 1975,Iraq,1-1,Saudi Arabia,AFC Asian Cup qualification,Baghdad › Iraq
Sun Apr 6 1975,Qatar,2-1,Afghanistan,AFC Asian Cup qualification,Baghdad › Iraq
Thu Apr 10 1975,Iraq,3-0,Qatar,AFC Asian Cup qualification,Baghdad › Iraq
Thu Apr 10 1975,Saudi Arabia,6-0,Afghanistan,AFC Asian Cup qualification,Baghdad › Iraq
Sat Apr 12 1975,Iraq,2-1,Saudi Arabia,AFC Asian Cup qualification,Baghdad › Iraq
Sat Apr 12 1975,Qatar,1-1,Afghanistan,AFC Asian Cup qualification,Baghdad › Iraq
Sun Apr 13 1975,Ivory Coast,2-1,Congo,African Cup of Nations qualification,Abidjan › Ivory Coast
Mon Apr 14 1975,Iraq,3-1,Afghanistan,AFC Asian Cup qualification,Baghdad › Iraq
Mon Apr 14 1975,Saudi Arabia,0-1,Qatar,AFC Asian Cup qualification,Baghdad › Iraq
Wed Apr 16 1975,England,5-0,Cyprus,UEFA Euro qualification,London › England
Wed Apr 16 1975,Hungary,1-2,Wales,UEFA Euro qualification,Budapest › Hungary
Wed Apr 16 1975,Northern Ireland,1-0,Yugoslavia,UEFA Euro qualification,Belfast › Northern Ireland
Wed Apr 16 1975,Sweden,1-1,Scotland,Friendly,Gothenburg › Sweden
Thu Apr 17 1975,Spain,1-1,Romania,UEFA Euro qualification,Madrid › Spain
Sat Apr 19 1975,Italy,0-0,Poland,UEFA Euro qualification,Rome › Italy
Sun Apr 20 1975,Czechoslovakia,4-0,Cyprus,UEFA Euro qualification,Prague › Czechoslovakia
Sat Apr 26 1975,France,0-2,Portugal,Friendly,Colombes › France
Sat Apr 26 1975,Nigeria,1-0,Togo,Friendly,Dakar › Senegal
Sat Apr 26 1975,Senegal,1-0,Ivory Coast,Friendly,Dakar › Senegal
Sun Apr 27 1975,Bulgaria,1-1,Germany,UEFA Euro qualification,Sofia › Bulgaria
Sun Apr 27 1975,Ivory Coast,0-3,Togo,Friendly,Dakar › Senegal
Sun Apr 27 1975,Senegal,1-0,Nigeria,Friendly,Dakar › Senegal
Wed Apr 30 1975,Belgium,1-0,Netherlands,Friendly,Antwerp › Belgium
Wed Apr 30 1975,Czechoslovakia,5-0,Portugal,UEFA Euro qualification,Prague › Czechoslovakia
Wed Apr 30 1975,Switzerland,1-1,Turkey,UEFA Euro qualification,Basel › Switzerland
Thu May 1 1975,Luxembourg,1-3,Wales,UEFA Euro qualification,Luxembourg › Luxembourg
Sat May 10 1975,Republic of Ireland,2-1,Switzerland,UEFA Euro qualification,Dublin › Republic of Ireland
Sat May 10 1975,Martinique,8-2,Guadeloupe,Friendly,Fort-de-France › Martinique
Sun May 11 1975,Cyprus,0-1,England,UEFA Euro qualification,Limassol › Cyprus
Sun May 11 1975,Romania,6-1,Denmark,UEFA Euro qualification,Bucharest › Romania
Tue May 13 1975,Scotland,1-0,Portugal,Friendly,Glasgow › Scotland
Thu May 15 1975,Burma,4-1,Thailand,Korea Cup,Seoul › South Korea
Thu May 15 1975,Finland,3-5,Norway,Nordic Championship,Helsinki › Finland
Fri May 16 1975,South Korea,1-0,Lebanon,Korea Cup,Seoul › South Korea
Sat May 17 1975,Germany,1-1,Netherlands,Friendly,Frankfurt am Main › Germany
Sat May 17 1975,Northern Ireland,0-0,England,British Championship,Belfast › Northern Ireland
Sat May 17 1975,Wales,2-2,Scotland,British Championship,Cardiff › Wales
Sun May 18 1975,Russia,2-1,Republic of Ireland,UEFA Euro qualification,Kyïv › Soviet Union
Mon May 19 1975,Sweden,4-0,Algeria,Friendly,Halmstad › Sweden
Tue May 20 1975,Scotland,3-0,Northern Ireland,British Championship,Glasgow › Scotland
Wed May 21 1975,England,2-2,Wales,British Championship,London › England
Wed May 21 1975,Switzerland,1-0,Republic of Ireland,UEFA Euro qualification,Berne › Switzerland
Thu May 22 1975,South Korea,1-0,Burma,Korea Cup,Seoul › South Korea
Fri May 23 1975,China PR,6-2,Equatorial Guinea,Friendly,Beijing › China PR
Fri May 23 1975,Northern Ireland,1-0,Wales,British Championship,Belfast › Northern Ireland
Sat May 24 1975,England,5-1,Scotland,British Championship,London › England
Sun May 25 1975,Iceland,0-0,France,UEFA Euro qualification,Reykjavík › Iceland
Wed May 28 1975,German DR,1-2,Poland,Friendly,Halle › German DR
Sun Jun 1 1975,Romania,1-1,Scotland,UEFA Euro qualification,Bucharest › Romania
Wed Jun 4 1975,Greece,4-0,Malta,UEFA Euro qualification,Salonica › Greece
Wed Jun 4 1975,Sweden,1-2,Yugoslavia,UEFA Euro qualification,Solna › Sweden
Wed Jun 4 1975,Uruguay,1-0,Chile,Copa Juan Pinto Durán,Montevideo › Uruguay
Thu Jun 5 1975,Finland,0-1,Italy,UEFA Euro qualification,Helsinki › Finland
Thu Jun 5 1975,Iceland,2-1,German DR,UEFA Euro qualification,Reykjavík › Iceland
Thu Jun 5 1975,Kenya,2-1,Ethiopia,Friendly,Nairobi › Kenya
Sat Jun 7 1975,Austria,0-0,Czechoslovakia,Friendly,Vienna › Austria
Sun Jun 8 1975,Cyprus,0-2,Portugal,UEFA Euro qualification,Limassol › Cyprus
Sun Jun 8 1975,Guinea-Bissau,1-0,Gambia,Friendly,Bissau › Guinea-Bissau
Sun Jun 8 1975,Russia,1-0,Italy,Friendly,Moscow › Soviet Union
Mon Jun 9 1975,Norway,1-3,Yugoslavia,UEFA Euro qualification,Oslo › Norway
Wed Jun 11 1975,Bulgaria,5-0,Malta,UEFA Euro qualification,Sofia › Bulgaria
Wed Jun 11 1975,Kenya,2-1,Congo,Friendly,Nairobi › Kenya
Thu Jun 12 1975,Burma,0-2,South Korea,Indonesia Tournament,Jakarta › Indonesia
Thu Jun 12 1975,Indonesia,5-0,Thailand,Indonesia Tournament,Jakarta › Indonesia
Thu Jun 12 1975,Paraguay,0-1,Uruguay,Copa Artigas,Asunción › Paraguay
Fri Jun 13 1975,Malaysia,1-0,Thailand,Indonesia Tournament,Jakarta › Indonesia
Fri Jun 13 1975,Panama,1-1,Costa Rica,Friendly,Panama City › Panama
Fri Jun 13 1975,Uganda,0-1,Congo,Friendly,Kampala › Uganda
Sat Jun 14 1975,Hong Kong,0-0,Japan,AFC Asian Cup qualification,So Kon Po › Hong Kong
Sat Jun 14 1975,Indonesia,3-1,Malaysia,Indonesia Tournament,Jakarta › Indonesia
Sun Jun 15 1975,China PR,1-0,North Korea,AFC Asian Cup qualification,So Kon Po › Hong Kong
Mon Jun 16 1975,Indonesia,0-2,Burma,Indonesia Tournament,Jakarta › Indonesia
Mon Jun 16 1975,South Korea,1-1,Malaysia,Indonesia Tournament,Jakarta › Indonesia
Tue Jun 17 1975,North Korea,1-0,Japan,AFC Asian Cup qualification,So Kon Po › Hong Kong
Wed Jun 18 1975,Burma,2-0,Malaysia,Indonesia Tournament,Jakarta › Indonesia
Wed Jun 18 1975,Indonesia,3-2,South Korea,Indonesia Tournament,Jakarta › Indonesia
Thu Jun 19 1975,China PR,10-1,Brunei,AFC Asian Cup qualification,So Kon Po › Hong Kong
Thu Jun 19 1975,North Korea,1-0,Singapore,AFC Asian Cup qualification,So Kon Po › Hong Kong
Thu Jun 19 1975,Uruguay,0-1,Paraguay,Copa Artigas,Montevideo › Uruguay
Sat Jun 21 1975,Hong Kong,0-1,China PR,AFC Asian Cup qualification,So Kon Po › Hong Kong
Sun Jun 22 1975,Ecuador,6-0,Peru,Friendly,Quito › Ecuador
Sun Jun 22 1975,Tanzania,1-1,Zambia,Friendly,Maputo › Mozambique
Mon Jun 23 1975,China PR,2-1,Japan,AFC Asian Cup qualification,So Kon Po › Hong Kong
Mon Jun 23 1975,Iceland,6-0,Faroe Islands,Friendly,Reykjavík › Iceland
Tue Jun 24 1975,Hong Kong,3-3,North Korea,AFC Asian Cup qualification,So Kon Po › Hong Kong
Tue Jun 24 1975,United States,0-4,Poland,Friendly,Seattle › United States
Wed Jun 25 1975,Chile,1-3,Uruguay,Copa Juan Pinto Durán,Santiago › Chile
Wed Jun 25 1975,Denmark,2-0,Finland,Nordic Championship,Copenhagen › Denmark
Wed Jun 25 1975,Ecuador,1-0,Peru,Friendly,Guayaquil › Ecuador
Thu Jun 26 1975,North Korea,2-0,China PR,AFC Asian Cup qualification,So Kon Po › Hong Kong
Fri Jun 27 1975,Bolivia,1-2,Argentina,Friendly,Cochabamba › Bolivia
Sun Jun 29 1975,Mozambique,2-1,Zambia,Friendly,Maputo › Mozambique
Sun Jun 29 1975,Mozambique,2-1,Tanzania,Friendly,Maputo › Mozambique
Mon Jun 30 1975,Sweden,3-1,Norway,UEFA Euro qualification,Solna › Sweden
Tue Jul 1 1975,Peru,2-0,Ecuador,Friendly,Lima › Peru
Thu Jul 3 1975,China PR,2-2,Thailand,Friendly,Beijing › China PR
Sun Jul 6 1975,Canada,1-8,Poland,Friendly,Montréal › Canada
Sun Jul 6 1975,Malawi,3-3,Kenya,Friendly,Blantyre › Malawi
Sun Jul 6 1975,Tunisia,3-2,Sudan,African Cup of Nations qualification,Tunis › Tunisia
Mon Jul 7 1975,Bolivia,1-2,Paraguay,Friendly,Cochabamba › Bolivia
Tue Jul 8 1975,Hong Kong,1-1,Thailand,Friendly,Victoria › Hong Kong
Tue Jul 8 1975,Malawi,1-2,Kenya,Friendly,Blantyre › Malawi
Wed Jul 9 1975,Bolivia,1-0,Ecuador,Friendly,Cochabamba › Bolivia
Wed Jul 9 1975,Canada,1-4,Poland,Friendly,Toronto › Canada
Thu Jul 10 1975,Malawi,3-1,Kenya,Friendly,Lilongwe › Malawi
Thu Jul 10 1975,Peru,2-0,Paraguay,Friendly,Lima › Peru
Sat Jul 12 1975,Egypt,3-2,DR Congo,Friendly,Teheran › Iran
Thu Jul 17 1975,Chile,1-1,Peru,Copa América,Santiago › Chile
Fri Jul 18 1975,Uruguay,2-3,Argentina,Copa Newton,Montevideo › Uruguay
Sun Jul 20 1975,Bolivia,2-1,Chile,Copa América,Oruro › Bolivia
Sun Jul 20 1975,Colombia,1-0,Paraguay,Copa América,Bogotá › Colombia
Sun Jul 20 1975,New Zealand,2-1,China PR,Friendly,Auckland › New Zealand
Wed Jul 23 1975,New Zealand,2-2,China PR,Friendly,Wellington › New Zealand
Thu Jul 24 1975,Ecuador,2-2,Paraguay,Copa América,Guayaquil › Ecuador
Sat Jul 26 1975,New Zealand,2-0,China PR,Friendly,Christchurch › New Zealand
Sun Jul 27 1975,Bolivia,0-1,Peru,Copa América,Oruro › Bolivia
Sun Jul 27 1975,Ecuador,1-3,Colombia,Copa América,Quito › Ecuador
Mon Jul 28 1975,Fiji,1-4,China PR,Friendly,Suva › Fiji
Tue Jul 29 1975,Bangladesh,0-4,Indonesia,Merdeka Tournament,Kuala Lumpur › Malaysia
Tue Jul 29 1975,Canada,0-3,German DR,Friendly,Toronto › Canada
Tue Jul 29 1975,Malaysia,1-3,South Korea,Merdeka Tournament,Kuala Lumpur › Malaysia
Wed Jul 30 1975,Burma,1-0,Thailand,Merdeka Tournament,Kuala Lumpur › Malaysia
Wed Jul 30 1975,Hong Kong,2-0,Japan,Merdeka Tournament,Kuala Lumpur › Malaysia
Wed Jul 30 1975,Paraguay,0-1,Colombia,Copa América,Asunción › Paraguay
Thu Jul 31 1975,Canada,1-7,German DR,Friendly,Ottawa › Canada
Thu Jul 31 1975,Venezuela,0-4,Brazil,Copa América,Caracas › Venezuela
Fri Aug 1 1975,Burma,2-0,Indonesia,Merdeka Tournament,Kuala Lumpur › Malaysia
Fri Aug 1 1975,Hong Kong,0-1,South Korea,Merdeka Tournament,Kuala Lumpur › Malaysia
Fri Aug 1 1975,Mexico,2-3,German DR,Friendly,San Francisco › United States
Fri Aug 1 1975,Panama,2-0,Guatemala,Friendly,Panama City › Panama
Sat Aug 2 1975,Bangladesh,1-1,Thailand,Merdeka Tournament,Kuala Lumpur › Malaysia
Sat Aug 2 1975,New Caledonia,3-0,Tahiti,South Pacific Games,Tamuning › Guam
Sat Aug 2 1975,Vanuatu,3-0,Papua New Guinea,South Pacific Games,Tamuning › Guam
Sat Aug 2 1975,Guam,1-5,Solomon Islands,South Pacific Games,Tamuning › Guam
Sun Aug 3 1975,Burma,2-3,South Korea,Merdeka Tournament,Kuala Lumpur › Malaysia
Sun Aug 3 1975,Hong Kong,2-3,Indonesia,Merdeka Tournament,Kuala Lumpur › Malaysia
Sun Aug 3 1975,Mexico,0-1,German DR,Friendly,Los Angeles › United States
Sun Aug 3 1975,Venezuela,1-5,Argentina,Copa América,Caracas › Venezuela
Mon Aug 4 1975,Bangladesh,0-3,Japan,Merdeka Tournament,Kuala Lumpur › Malaysia
Mon Aug 4 1975,New Caledonia,3-1,Vanuatu,South Pacific Games,Tamuning › Guam
Mon Aug 4 1975,Papua New Guinea,2-4,Tahiti,South Pacific Games,Tamuning › Guam
Mon Aug 4 1975,Guam,0-11,Fiji,South Pacific Games,Tamuning › Guam
Tue Aug 5 1975,New Caledonia,5-1,Papua New Guinea,South Pacific Games,Tamuning › Guam
Tue Aug 5 1975,Vanuatu,0-3,Tahiti,South Pacific Games,Tamuning › Guam
Tue Aug 5 1975,Fiji,1-1,Solomon Islands,South Pacific Games,Tamuning › Guam
Wed Aug 6 1975,Australia,1-0,China PR,Friendly,Melbourne › Australia
Wed Aug 6 1975,Brazil,2-1,Argentina,Copa América,Belo Horizonte › Brazil
Wed Aug 6 1975,Burma,5-0,Hong Kong,Merdeka Tournament,Kuala Lumpur › Malaysia
Wed Aug 6 1975,Ghana,3-1,Ivory Coast,Friendly,Accra › Ghana
Wed Aug 6 1975,Mexico,1-0,German DR,Friendly,Monterrey › Mexico
Thu Aug 7 1975,Colombia,2-0,Ecuador,Copa América,Bogotá › Colombia
Thu Aug 7 1975,Fiji,0-3,Tahiti,South Pacific Games,Tamuning › Guam
Thu Aug 7 1975,Indonesia,1-4,Japan,Merdeka Tournament,Kuala Lumpur › Malaysia
Thu Aug 7 1975,South Korea,6-0,Thailand,Merdeka Tournament,Kuala Lumpur › Malaysia
Thu Aug 7 1975,New Caledonia,4-0,Solomon Islands,South Pacific Games,Tamuning › Guam
Thu Aug 7 1975,Peru,3-1,Bolivia,Copa América,Lima › Peru
Fri Aug 8 1975,Bangladesh,1-7,Burma,Merdeka Tournament,Kuala Lumpur › Malaysia
Fri Aug 8 1975,Fiji,2-3,Solomon Islands,South Pacific Games,Tamuning › Guam
Sat Aug 9 1975,Indonesia,2-1,Thailand,Merdeka Tournament,Kuala Lumpur › Malaysia
Sat Aug 9 1975,Japan,1-3,South Korea,Merdeka Tournament,Kuala Lumpur › Malaysia
Sat Aug 9 1975,New Caledonia,1-2,Tahiti,South Pacific Games,Tamuning › Guam
Sun Aug 10 1975,Argentina,11-0,Venezuela,Copa América,Rosario › Argentina
Sun Aug 10 1975,Bangladesh,1-9,Hong Kong,Merdeka Tournament,Kuala Lumpur › Malaysia
Sun Aug 10 1975,Ghana,0-0,Ivory Coast,Friendly,Accra › Ghana
Sun Aug 10 1975,Iran,1-2,Hungary,Friendly,Teheran › Iran
Sun Aug 10 1975,Malaysia,2-1,Burma,Merdeka Tournament,Kuala Lumpur › Malaysia
Sun Aug 10 1975,Paraguay,3-1,Ecuador,Copa América,Asunción › Paraguay
Mon Aug 11 1975,Indonesia,1-5,South Korea,Merdeka Tournament,Kuala Lumpur › Malaysia
Mon Aug 11 1975,Japan,4-0,Thailand,Merdeka Tournament,Kuala Lumpur › Malaysia
Wed Aug 13 1975,Brazil,6-0,Venezuela,Copa América,Belo Horizonte › Brazil
Wed Aug 13 1975,Chile,4-0,Bolivia,Copa América,Santiago › Chile
Wed Aug 13 1975,Norway,0-2,Sweden,UEFA Euro qualification,Oslo › Norway
Thu Aug 14 1975,Burma,0-2,Japan,Merdeka Tournament,Kuala Lumpur › Malaysia
Thu Aug 14 1975,China PR,3-3,Kuwait,Friendly,Beijing › China PR
Fri Aug 15 1975,Bangladesh,0-4,South Korea,Merdeka Tournament,Kuala Lumpur › Malaysia
Fri Aug 15 1975,Hong Kong,3-0,Thailand,Merdeka Tournament,Kuala Lumpur › Malaysia
Fri Aug 15 1975,Panama,2-0,Haiti,Friendly,Panama City › Panama
Sat Aug 16 1975,Argentina,0-1,Brazil,Copa América,Rosario › Argentina
Sun Aug 17 1975,Malaysia,0-1,South Korea,Merdeka Tournament,Kuala Lumpur › Malaysia
Sun Aug 17 1975,Mexico,7-0,Costa Rica,Friendly,Mexico City › Mexico
Sun Aug 17 1975,Panama,1-1,Haiti,Friendly,La Chorrera › Panama
Tue Aug 19 1975,Costa Rica,3-1,United States,Friendly,Mexico City › Mexico
Wed Aug 20 1975,Peru,3-1,Chile,Copa América,Lima › Peru
Thu Aug 21 1975,Argentina,6-0,United States,Friendly,Mexico City › Mexico
Sun Aug 24 1975,Ghana,1-2,Nigeria,Friendly,Accra › Ghana
Sun Aug 24 1975,Mexico,2-0,United States,Friendly,Mexico City › Mexico
Sun Aug 31 1975,Ghana,3-0,Nigeria,Friendly,Accra › Ghana
Sun Aug 31 1975,Mexico,1-1,Argentina,Friendly,Mexico City › Mexico
Wed Sep 3 1975,Austria,0-2,Germany,Friendly,Vienna › Austria
Wed Sep 3 1975,Denmark,0-1,Scotland,UEFA Euro qualification,Copenhagen › Denmark
Wed Sep 3 1975,France,3-0,Iceland,UEFA Euro qualification,Nantes › France
Wed Sep 3 1975,Netherlands,4-1,Finland,UEFA Euro qualification,Nijmegen › Netherlands
Wed Sep 3 1975,Northern Ireland,1-2,Sweden,UEFA Euro qualification,Belfast › Northern Ireland
Wed Sep 3 1975,Switzerland,1-2,England,Friendly,Basel › Switzerland
Fri Sep 5 1975,Mali,4-1,Nigeria,Friendly,Abidjan › Ivory Coast
Fri Sep 5 1975,Panama,0-1,Cuba,Friendly,Panama City › Panama
Sat Sep 6 1975,Belgium,1-0,Iceland,UEFA Euro qualification,Liège › Belgium
Sun Sep 7 1975,Ivory Coast,1-1,Nigeria,Friendly,Abidjan › Ivory Coast
Sun Sep 7 1975,Panama,2-2,Cuba,Friendly,La Chorrera › Panama
Mon Sep 8 1975,South Korea,3-0,Japan,Friendly,Seoul › South Korea
Wed Sep 10 1975,Poland,4-1,Netherlands,UEFA Euro qualification,Chorzów › Poland
Tue Sep 16 1975,Panama,2-3,Cuba,Friendly,Panama City › Panama
Sun Sep 21 1975,Colombia,3-0,Uruguay,Copa América,Bogotá › Colombia
Wed Sep 24 1975,Czechoslovakia,1-1,Switzerland,Friendly,Brno › Czechoslovakia
Wed Sep 24 1975,Greece,1-1,Romania,Balkan Cup,Salonica › Greece
Wed Sep 24 1975,Hungary,2-1,Austria,UEFA Euro qualification,Budapest › Hungary
Thu Sep 25 1975,Sweden,0-0,Denmark,Nordic Championship,Malmö › Sweden
Fri Sep 26 1975,Haiti,3-0,Guadeloupe,Friendly,Port-au-Prince › Haiti
Sat Sep 27 1975,Belgium,1-2,German DR,UEFA Euro qualification,Brussels › Belgium
Sat Sep 27 1975,Italy,0-0,Finland,UEFA Euro qualification,Rome › Italy
Tue Sep 30 1975,Brazil,1-3,Peru,Copa América,Belo Horizonte › Brazil
Wed Oct 1 1975,Uruguay,1-0,Colombia,Copa América,Montevideo › Uruguay
Sat Oct 4 1975,Peru,0-2,Brazil,Copa América,Lima › Peru
Sun Oct 5 1975,Antigua and Barbuda,1-0,Barbados,Friendly,St. John's › Antigua and Barbuda
Wed Oct 8 1975,Poland,4-2,Hungary,Friendly,Łódź › Poland
Thu Oct 9 1975,Uganda,1-2,DR Congo,Friendly,Kampala › Uganda
Sat Oct 11 1975,Germany,1-1,Greece,UEFA Euro qualification,Düsseldorf › Germany
Sun Oct 12 1975,German DR,2-1,France,UEFA Euro qualification,Leipzig › German DR
Sun Oct 12 1975,Romania,2-2,Turkey,Friendly,Bucharest › Romania
Sun Oct 12 1975,Spain,2-0,Denmark,UEFA Euro qualification,Barcelona › Spain
Sun Oct 12 1975,Switzerland,0-1,Russia,UEFA Euro qualification,Zürich › Switzerland
Wed Oct 15 1975,Austria,6-2,Luxembourg,UEFA Euro qualification,Vienna › Austria
Wed Oct 15 1975,Czechoslovakia,1-1,Hungary,Friendly,Bratislava › Czechoslovakia
Wed Oct 15 1975,Netherlands,3-0,Poland,UEFA Euro qualification,Amsterdam › Netherlands
Wed Oct 15 1975,Yugoslavia,3-0,Sweden,UEFA Euro qualification,Zagreb › Yugoslavia
Thu Oct 16 1975,Colombia,1-0,Peru,Copa América,Bogotá › Colombia
Sat Oct 18 1975,Tanzania,1-2,Kenya,Friendly,Dar es Salaam › Tanzania
Sun Oct 19 1975,China PR,2-1,New Zealand,Friendly,Beijing › China PR
Sun Oct 19 1975,Hungary,8-1,Luxembourg,UEFA Euro qualification,Szombathely › Hungary
Mon Oct 20 1975,Israel,1-0,Mexico,Friendly,Jaffa › Israel
Wed Oct 22 1975,Peru,2-0,Colombia,Copa América,Lima › Peru
Fri Oct 24 1975,Zambia,3-0,Mozambique,Friendly,Lusaka › Zambia
Sun Oct 26 1975,Poland,0-0,Italy,UEFA Euro qualification,Warsaw › Poland
Tue Oct 28 1975,Colombia,0-1,Peru,Copa América,Caracas › Venezuela
Wed Oct 29 1975,Republic of Ireland,4-0,Turkey,UEFA Euro qualification,Dublin › Republic of Ireland
Wed Oct 29 1975,Northern Ireland,3-0,Norway,UEFA Euro qualification,Belfast › Northern Ireland
Wed Oct 29 1975,Scotland,3-1,Denmark,UEFA Euro qualification,Glasgow › Scotland
Thu Oct 30 1975,Czechoslovakia,2-1,England,UEFA Euro qualification,Bratislava › Czechoslovakia
Fri Oct 31 1975,Zambia,1-2,Kenya,CECAFA Cup,Lusaka › Zambia
Sat Nov 1 1975,Malawi,3-1,Tanzania,CECAFA Cup,Ndola › Zambia
Sun Nov 2 1975,Zambia,0-1,Uganda,CECAFA Cup,Lusaka › Zambia
Mon Nov 3 1975,Malawi,4-2,Zanzibar,CECAFA Cup,Kitwe › Zambia
Tue Nov 4 1975,Kenya,1-1,Uganda,CECAFA Cup,Ndola › Zambia
