Date,Team 1,Score,Team 2,Tournament,City
Sun Jan 4 1959,Malaysia,1-3,Japan,Friendly,George Town › Malaya
Sat Jan 10 1959,Singapore,3-4,Japan,Friendly,Kallang › Singapore
Sun Jan 11 1959,Singapore,3-2,Japan,Friendly,Kallang › Singapore
Wed Feb 11 1959,Indonesia,2-2,German DR,Friendly,Jakarta › Indonesia
Sat Feb 28 1959,Italy,1-1,Spain,Friendly,Rome › Italy
Sun Mar 1 1959,France,2-2,Belgium,Friendly,Colombes › France
Sun Mar 1 1959,Guyana,2-2,Jamaica,Friendly,Port of Spain › Trinidad and Tobago
Sun Mar 1 1959,Mexico,3-1,Costa Rica,Friendly,Mexico City › Mexico
Mon Mar 2 1959,Trinidad and Tobago,2-0,Barbados,Friendly,Port of Spain › Trinidad and Tobago
Wed Mar 4 1959,Barbados,1-3,Jamaica,Friendly,Port of Spain › Trinidad and Tobago
Thu Mar 5 1959,Trinidad and Tobago,2-1,Guyana,Friendly,San Fernando › Trinidad and Tobago
Sat Mar 7 1959,Argentina,6-1,Chile,Copa América,Buenos Aires › Argentina
Sun Mar 8 1959,Bolivia,0-7,Uruguay,Copa América,Buenos Aires › Argentina
Sun Mar 8 1959,Costa Rica,1-2,Mexico,Friendly,San José › Costa Rica
Sun Mar 8 1959,Tunisia,0-0,Malta,Friendly,Tunis › Tunisia
Mon Mar 9 1959,Barbados,2-1,Guyana,Friendly,Port of Spain › Trinidad and Tobago
Tue Mar 10 1959,Brazil,2-2,Peru,Copa América,Buenos Aires › Argentina
Tue Mar 10 1959,Trinidad and Tobago,2-1,Jamaica,Friendly,Port of Spain › Trinidad and Tobago
Wed Mar 11 1959,Argentina,2-0,Bolivia,Copa América,Buenos Aires › Argentina
Wed Mar 11 1959,Chile,1-2,Paraguay,Copa América,Buenos Aires › Argentina
Wed Mar 11 1959,Martinique,3-0,Guadeloupe,Friendly,Fort-de-France › Martinique
Sat Mar 14 1959,Peru,5-3,Uruguay,Copa América,Buenos Aires › Argentina
Sun Mar 15 1959,Bolivia,0-5,Paraguay,Copa América,Buenos Aires › Argentina
Sun Mar 15 1959,Brazil,3-0,Chile,Copa América,Buenos Aires › Argentina
Wed Mar 18 1959,Argentina,3-1,Peru,Copa América,Buenos Aires › Argentina
Wed Mar 18 1959,Paraguay,1-3,Uruguay,Copa América,Buenos Aires › Argentina
Sat Mar 21 1959,Bolivia,2-4,Brazil,Copa América,Buenos Aires › Argentina
Sat Mar 21 1959,Chile,1-1,Peru,Copa América,Buenos Aires › Argentina
Sun Mar 22 1959,Argentina,3-1,Paraguay,Copa América,Buenos Aires › Argentina
Thu Mar 26 1959,Bolivia,2-5,Chile,Copa América,Buenos Aires › Argentina
Thu Mar 26 1959,Brazil,3-1,Uruguay,Copa América,Buenos Aires › Argentina
Sun Mar 29 1959,Bolivia,0-0,Peru,Copa América,Buenos Aires › Argentina
Sun Mar 29 1959,Brazil,4-1,Paraguay,Copa América,Buenos Aires › Argentina
Sun Mar 29 1959,Philippines,0-7,Hong Kong,AFC Asian Cup qualification,Manila › Philippines
Mon Mar 30 1959,Argentina,4-1,Uruguay,Copa América,Buenos Aires › Argentina
Tue Mar 31 1959,Philippines,4-7,Chinese Taipei,AFC Asian Cup qualification,Manila › Philippines
Thu Apr 2 1959,Chile,1-0,Uruguay,Copa América,Buenos Aires › Argentina
Thu Apr 2 1959,Paraguay,2-1,Peru,Copa América,Buenos Aires › Argentina
Sat Apr 4 1959,Argentina,1-1,Brazil,Copa América,Buenos Aires › Argentina
Sun Apr 5 1959,Republic of Ireland,2-0,Czechoslovakia,UEFA Euro qualification,Dublin › Republic of Ireland
Sat Apr 11 1959,England,1-0,Scotland,British Championship,London › England
Tue Apr 14 1959,Kenya,1-0,Réunion,Friendly,Nairobi › Kenya
Sun Apr 19 1959,Hungary,4-0,Yugoslavia,Friendly,Budapest › Hungary
Sun Apr 19 1959,Netherlands,2-2,Belgium,Friendly,Amsterdam › Netherlands
Wed Apr 22 1959,Northern Ireland,4-1,Wales,British Championship,Belfast › Northern Ireland
Sun Apr 26 1959,Switzerland,1-5,Yugoslavia,International Cup,Basel › Switzerland
Sun Apr 26 1959,Turkey,2-0,Romania,UEFA Euro qualification,Istanbul › Turkey
Fri May 1 1959,German DR,0-1,Hungary,Friendly,Dresden › German DR
Fri May 1 1959,Uruguay,1-3,Paraguay,Friendly,Montevideo › Uruguay
Wed May 6 1959,England,2-2,Italy,Friendly,London › England
Wed May 6 1959,Scotland,3-2,Germany,Friendly,Glasgow › Scotland
Sat May 9 1959,Singapore,1-4,Vietnam Republic,AFC Asian Cup qualification,Kallang › Singapore
Sun May 10 1959,Czechoslovakia,4-0,Republic of Ireland,UEFA Euro qualification,Bratislava › Czechoslovakia
Sun May 10 1959,Turkey,0-0,Netherlands,Friendly,Istanbul › Turkey
Mon May 11 1959,Singapore,2-5,Malaysia,AFC Asian Cup qualification,Kallang › Singapore
Wed May 13 1959,Brazil,2-0,England,Friendly,Rio de Janeiro › Brazil
Wed May 13 1959,Bulgaria,3-2,Netherlands,Friendly,Sofia › Bulgaria
Wed May 13 1959,Malaysia,0-1,Vietnam Republic,AFC Asian Cup qualification,Kallang › Singapore
Sat May 16 1959,Switzerland,4-3,Portugal,Friendly,Geneva › Switzerland
Sun May 17 1959,Peru,4-1,England,Friendly,Lima › Peru
Wed May 20 1959,Germany,1-1,Poland,Friendly,Hamburg › Germany
Wed May 20 1959,Norway,0-1,Austria,UEFA Euro qualification,Oslo › Norway
Thu May 21 1959,Martinique,1-2,Guadeloupe,Friendly,Fort-de-France › Martinique
Thu May 21 1959,Sweden,2-0,Portugal,Friendly,Gothenburg › Sweden
Fri May 22 1959,Egypt,4-0,Ethiopia,African Cup of Nations,Cairo › United Arab Republic
Sun May 24 1959,Belgium,0-2,Austria,Friendly,Brussels › Belgium
Sun May 24 1959,Mexico,2-1,England,Friendly,Mexico City › Mexico
Mon May 25 1959,Ethiopia,0-1,Sudan,African Cup of Nations,Cairo › United Arab Republic
Wed May 27 1959,Netherlands,1-2,Scotland,Friendly,Amsterdam › Netherlands
Thu May 28 1959,United States,1-8,England,Friendly,Los Angeles › United States
Fri May 29 1959,Egypt,2-1,Sudan,African Cup of Nations,Cairo › United Arab Republic
Sat May 30 1959,Martinique,3-1,Suriname,Friendly,Fort-de-France › Martinique
Sun May 31 1959,Martinique,3-0,Suriname,Friendly,Fort-de-France › Martinique
Sun May 31 1959,Yugoslavia,2-0,Bulgaria,UEFA Euro qualification,Belgrade › Yugoslavia
Wed Jun 3 1959,Portugal,1-0,Scotland,Friendly,Lisbon › Portugal
Sat Jun 6 1959,Guadeloupe,3-3,Suriname,Friendly,Basse-Terre › Guadeloupe
Sun Jun 7 1959,Guadeloupe,3-1,Suriname,Friendly,Basse-Terre › Guadeloupe
Sun Jun 14 1959,Austria,4-2,Belgium,Friendly,Vienna › Austria
Wed Jun 17 1959,Norway,1-0,Luxembourg,Friendly,Oslo › Norway
Sun Jun 21 1959,Denmark,0-6,Sweden,Nordic Championship,Copenhagen › Denmark
Sun Jun 21 1959,German DR,0-2,Portugal,UEFA Euro qualification,Berlin › German DR
Sun Jun 21 1959,Poland,7-2,Israel,Friendly,Wrocław › Poland
Sun Jun 28 1959,Finland,2-4,Norway,Nordic Championship,Helsinki › Finland
Sun Jun 28 1959,Hungary,3-2,Sweden,Friendly,Budapest › Hungary
Sun Jun 28 1959,Poland,2-4,Spain,UEFA Euro qualification,Chorzów › Poland
Sun Jun 28 1959,Portugal,3-2,German DR,UEFA Euro qualification,Porto › Portugal
Tue Jul 21 1959,Tahiti,2-4,New Caledonia,Friendly,Papeete › French Polynesia
Wed Jul 22 1959,Tahiti,3-1,New Caledonia,Friendly,Papeete › French Polynesia
Sun Aug 2 1959,Sweden,3-1,Finland,Nordic Championship,Malmö › Sweden
Wed Aug 12 1959,German DR,2-1,Czechoslovakia,Friendly,Leipzig › Germany
Sat Aug 22 1959,Hong Kong,1-3,Chinese Taipei,Friendly,Victoria › Hong Kong
Sun Aug 30 1959,South Korea,2-3,Vietnam Republic,Merdeka Tournament,Kuala Lumpur › Malaya
Sun Aug 30 1959,Poland,2-3,Romania,Friendly,Warsaw › Poland
Mon Aug 31 1959,Hong Kong,1-1,Japan,Merdeka Tournament,Kuala Lumpur › Malaya
Mon Aug 31 1959,India,2-0,Singapore,Merdeka Tournament,Kuala Lumpur › Malaya
Wed Sep 2 1959,Hong Kong,4-2,Japan,Merdeka Tournament,Kuala Lumpur › Malaya
Wed Sep 2 1959,South Korea,4-1,Singapore,Merdeka Tournament,Kuala Lumpur › Malaya
