Date,Team 1,Score,Team 2,Tournament,City
Mon May 28 1951,Barbados,5-2,Jamaica,Friendly,Bridgetown › Barbados
Wed May 30 1951,Norway,2-3,Republic of Ireland,Friendly,Oslo › Norway
Sun Jun 3 1951,Italy,4-1,France,Friendly,Genoa › Italy
Wed Jun 6 1951,Netherlands,2-3,Norway,Friendly,Rotterdam › Netherlands
Sun Jun 10 1951,Belgium,3-3,Spain,Friendly,Brussels › Belgium
Sun Jun 10 1951,Sweden,3-1,Turkey,Friendly,Solna › Sweden
Sun Jun 17 1951,Denmark,3-3,Austria,Friendly,Copenhagen › Denmark
Sun Jun 17 1951,Germany,1-2,Turkey,Friendly,Berlin › Germany
Sun Jun 17 1951,Portugal,1-1,Belgium,Friendly,Oeiras › Portugal
Sun Jun 17 1951,Sweden,0-0,Spain,Friendly,Solna › Sweden
Sun Jun 24 1951,Yugoslavia,7-3,Switzerland,Friendly,Belgrade › Yugoslavia
Fri Jun 29 1951,Iceland,4-3,Sweden,Friendly,Reykjavík › Iceland
Sat Jul 14 1951,Madagascar,3-1,Réunion,Friendly,Curepipe › Mauritius
Thu Jul 19 1951,Mauritius,7-1,Madagascar,Friendly,Curepipe › Mauritius
Sat Jul 21 1951,Mauritius,10-2,Réunion,Friendly,Curepipe › Mauritius
Thu Jul 26 1951,Norway,3-1,Iceland,Friendly,Trondheim › Norway
Thu Aug 16 1951,Finland,1-1,Norway,Nordic Championship,Helsinki › Finland
Thu Aug 23 1951,Norway,2-4,Yugoslavia,Friendly,Oslo › Norway
Fri Aug 31 1951,Suriname,6-1,Guyana,Friendly,Paramaribo › Suriname
Sun Sep 2 1951,Suriname,5-0,Guyana,Friendly,Paramaribo › Suriname
Sun Sep 2 1951,Sweden,3-2,Finland,Nordic Championship,Solna › Sweden
Sun Sep 2 1951,Yugoslavia,2-1,Sweden,Friendly,Belgrade › Yugoslavia
Sun Sep 9 1951,Suriname,4-0,Guyana,Friendly,Paramaribo › Suriname
Sun Sep 16 1951,Norway,2-0,Denmark,Nordic Championship,Oslo › Norway
Wed Sep 19 1951,New Caledonia,2-0,New Zealand,Friendly,Nouméa › New Caledonia
Sat Sep 22 1951,New Caledonia,4-6,New Zealand,Friendly,Nouméa › New Caledonia
Sun Sep 23 1951,Austria,0-2,Germany,Friendly,Vienna › Austria
Mon Sep 24 1951,New Caledonia,2-0,New Zealand,Friendly,Nouméa › New Caledonia
Tue Sep 25 1951,Kenya,2-1,Uganda,Friendly,Dar es Salaam › Tanganyika
Wed Sep 26 1951,Tanzania,1-0,Zanzibar,Friendly,Dar es Salaam › Tanganyika
Sat Sep 29 1951,Tanzania,3-2,Kenya,Friendly,Dar es Salaam › Tanganyika
Sun Sep 30 1951,Denmark,1-0,Finland,Nordic Championship,Copenhagen › Denmark
Sun Sep 30 1951,New Caledonia,1-3,New Zealand,Friendly,Nouméa › New Caledonia
Sun Sep 30 1951,Sweden,3-4,Norway,Nordic Championship,Gothenburg › Sweden
Wed Oct 3 1951,England,2-2,France,Friendly,London › England
Thu Oct 4 1951,New Zealand,9-0,Vanuatu,Friendly,Nouméa › New Caledonia
Sat Oct 6 1951,Northern Ireland,0-3,Scotland,British Championship,Belfast › Northern Ireland
Sun Oct 7 1951,Fiji,4-6,New Zealand,Friendly,Suva › Fiji
Sun Oct 14 1951,Belgium,1-8,Austria,Friendly,Brussels › Belgium
Sun Oct 14 1951,Czechoslovakia,1-2,Hungary,Friendly,Ostrava › Czechoslovakia
Sun Oct 14 1951,Switzerland,1-2,France,Friendly,Geneva › Switzerland
Wed Oct 17 1951,Republic of Ireland,3-2,Germany,Friendly,Dublin › Republic of Ireland
Sat Oct 20 1951,Nigeria,5-0,Ghana,Friendly,Lagos › Nigeria
Sat Oct 20 1951,Wales,1-1,England,British Championship,Cardiff › Wales
Sun Oct 21 1951,Denmark,3-1,Sweden,Nordic Championship,Copenhagen › Denmark
Sat Oct 27 1951,Netherlands,4-4,Finland,Friendly,Rotterdam › Netherlands
Thu Nov 1 1951,France,2-2,Austria,Friendly,Colombes › France
Sun Nov 4 1951,Luxembourg,3-0,Finland,Friendly,Luxembourg › Luxembourg
Sun Nov 11 1951,Italy,1-1,Sweden,Friendly,Florence › Italy
Wed Nov 14 1951,England,2-0,Northern Ireland,British Championship,London › England
Wed Nov 14 1951,Scotland,0-1,Wales,British Championship,Glasgow › Scotland
Wed Nov 14 1951,Turkey,1-0,Sweden,Friendly,Istanbul › Turkey
Sun Nov 18 1951,Hungary,8-0,Finland,Friendly,Budapest › Hungary
Wed Nov 21 1951,Turkey,0-2,Germany,Friendly,Istanbul › Turkey
Sun Nov 25 1951,Greece,1-0,Egypt,Friendly,Athens › Greece
Sun Nov 25 1951,Netherlands,6-7,Belgium,Friendly,Rotterdam › Netherlands
Sun Nov 25 1951,Switzerland,1-1,Italy,International Cup,Lugano › Switzerland
Wed Nov 28 1951,England,2-2,Austria,Friendly,London › England
Sat Dec 8 1951,Venezuela,4-1,Panama,Friendly,Caracas › Venezuela
Thu Dec 13 1951,Guadeloupe,0-2,Trinidad and Tobago,Friendly,Basse-Terre › Guadeloupe
Sun Dec 23 1951,Germany,4-1,Luxembourg,Friendly,Essen › Germany
Wed Dec 26 1951,Jamaica,2-2,Haiti,Friendly,Kingston › Jamaica
Thu Dec 27 1951,Jamaica,0-1,Haiti,Friendly,Kingston › Jamaica
Sat Dec 29 1951,Jamaica,2-1,Haiti,Friendly,Kingston › Jamaica
