Date,Team 1,Score,Team 2,Tournament,City
Sun Jan 2 1927,Belgium,2-3,Czechoslovakia,Friendly,Liège › Belgium
Sun Jan 30 1927,Switzerland,1-5,Italy,Friendly,Geneva › Switzerland
Sat Feb 12 1927,Wales,3-3,England,British Championship,Wrexham › Wales
Sun Feb 20 1927,Italy,2-2,Czechoslovakia,Friendly,Milan › Italy
Sat Feb 26 1927,Northern Ireland,0-2,Scotland,British Championship,Belfast › Northern Ireland
Sun Mar 13 1927,Belgium,2-0,Netherlands,Friendly,Antwerp › Belgium
Wed Mar 16 1927,Portugal,4-0,France,Friendly,Lisbon › Portugal
Sat Apr 2 1927,Scotland,1-2,England,British Championship,Glasgow › Scotland
Sun Apr 3 1927,Belgium,2-1,Sweden,Friendly,Forest › Belgium
Sat Apr 9 1927,Wales,2-2,Northern Ireland,British Championship,Cardiff › Wales
Sun Apr 10 1927,Austria,6-0,Hungary,Friendly,Vienna › Austria
Sun Apr 10 1927,Hungary,3-0,Yugoslavia,Friendly,Budapest › Hungary
Sun Apr 17 1927,Italy,3-1,Portugal,Friendly,Turin › Italy
Sun Apr 17 1927,Spain,1-0,Switzerland,Friendly,Santander › Spain
Sun Apr 24 1927,Czechoslovakia,4-1,Hungary,Friendly,Prague › Czechoslovakia
Sun Apr 24 1927,France,3-3,Italy,Friendly,Colombes › France
Sun May 1 1927,Netherlands,3-2,Belgium,Friendly,Amsterdam › Netherlands
Tue May 10 1927,Romania,0-3,Yugoslavia,Friendly,Bucharest › Romania
Wed May 11 1927,Belgium,1-9,England,Friendly,Brussels › Belgium
Sun May 15 1927,Bulgaria,0-2,Yugoslavia,Friendly,Sofia › Bulgaria
Sat May 21 1927,Luxembourg,2-5,England,Friendly,Esch-sur-Alzette › Luxembourg
Sun May 22 1927,Austria,4-1,Belgium,Friendly,Vienna › Austria
Sun May 22 1927,France,1-4,Spain,Friendly,Colombes › France
Thu May 26 1927,Czechoslovakia,4-0,Belgium,Friendly,Prague › Czechoslovakia
Thu May 26 1927,France,0-6,England,Friendly,Colombes › France
Sun May 29 1927,Italy,2-0,Spain,Friendly,Bologna › Italy
Sun May 29 1927,Norway,0-1,Denmark,Friendly,Oslo › Norway
Sun May 29 1927,Sweden,12-0,Latvia,Friendly,Stockholm › Sweden
Sun May 29 1927,Switzerland,1-4,Austria,Friendly,Zürich › Switzerland
Sun Jun 12 1927,Denmark,1-1,Netherlands,Friendly,Copenhagen › Denmark
Sun Jun 12 1927,Hungary,13-1,France,Friendly,Budapest › Hungary
Sun Jun 12 1927,Sweden,6-2,Finland,Friendly,Stockholm › Sweden
Wed Jun 15 1927,Norway,3-1,Finland,Friendly,Oslo › Norway
Thu Jun 16 1927,Estonia,4-1,Latvia,Friendly,Tallinn › Estonia
Sun Jun 19 1927,Romania,3-3,Poland,Friendly,Bucharest › Romania
Sun Jun 19 1927,Sweden,0-0,Denmark,Nordic Championship,Stockholm › Sweden
Sat Jun 25 1927,New Zealand,2-2,Canada,Friendly,Dunedin › New Zealand
Sun Jun 26 1927,Norway,3-5,Sweden,Nordic Championship,Oslo › Norway
Fri Jul 1 1927,Sweden,3-1,Estonia,Friendly,Norrköping › Sweden
Sat Jul 2 1927,New Zealand,1-2,Canada,Friendly,Christchurch › New Zealand
Sat Jul 9 1927,New Zealand,1-0,Canada,Friendly,Wellington › New Zealand
Thu Jul 14 1927,Uruguay,0-1,Argentina,Copa Newton,Montevideo › Uruguay
Sun Jul 17 1927,Bulgaria,3-3,Turkey,Friendly,Sofia › Bulgaria
Sat Jul 23 1927,New Zealand,1-4,Canada,Friendly,Auckland › New Zealand
Wed Jul 27 1927,Latvia,6-3,Lithuania,Friendly,Riga › Latvia
Wed Aug 10 1927,Estonia,2-1,Finland,Friendly,Tallinn › Estonia
Sat Aug 13 1927,Lithuania,0-5,Estonia,Friendly,Kaunas › Lithuania
Sat Aug 27 1927,China PR,5-1,Japan,Friendly,Shanghai › China PR
Mon Aug 29 1927,Japan,2-1,Philippines,Friendly,Shanghai › China PR
Tue Aug 30 1927,Argentina,0-1,Uruguay,Copa Lipton,Buenos Aires › Argentina
Wed Aug 31 1927,China PR,3-1,Philippines,Friendly,Shanghai › China PR
Sun Sep 4 1927,Sweden,7-0,Belgium,Friendly,Stockholm › Sweden
Sun Sep 11 1927,Finland,3-1,Latvia,Friendly,Helsinki › Finland
Sun Sep 18 1927,Czechoslovakia,2-0,Austria,International Cup,Prague › Czechoslovakia
Sun Sep 25 1927,Hungary,5-3,Austria,International Cup,Budapest › Hungary
Sun Sep 25 1927,Latvia,4-1,Estonia,Friendly,Riga › Latvia
Sun Oct 2 1927,Denmark,3-1,Germany,Friendly,Copenhagen › Denmark
Sun Oct 9 1927,Hungary,1-2,Czechoslovakia,Friendly,Budapest › Hungary
Fri Oct 14 1927,Turkey,3-1,Bulgaria,Friendly,Istanbul › Turkey
Sat Oct 22 1927,Northern Ireland,2-0,England,British Championship,Belfast › Northern Ireland
Sun Oct 23 1927,Czechoslovakia,2-2,Italy,International Cup,Prague › Czechoslovakia
Sun Oct 23 1927,Germany,6-2,Norway,Friendly,Altona › Germany
Fri Oct 28 1927,Czechoslovakia,5-3,Yugoslavia,Friendly,Prague › Czechoslovakia
Sat Oct 29 1927,Wales,2-2,Scotland,British Championship,Wrexham › Wales
Sun Oct 30 1927,Argentina,7-1,Bolivia,Copa América,Lima › Peru
Sun Oct 30 1927,Denmark,3-1,Norway,Nordic Championship,Copenhagen › Denmark
Tue Nov 1 1927,Peru,0-4,Uruguay,Copa América,Lima › Peru
Sun Nov 6 1927,Bolivia,0-9,Uruguay,Copa América,Lima › Peru
Sun Nov 6 1927,Italy,0-1,Austria,International Cup,Bologna › Italy
Sun Nov 6 1927,Switzerland,2-2,Sweden,Friendly,Zürich › Switzerland
Mon Nov 7 1927,Honduras,1-0,El Salvador,Friendly,Tegucigalpa › Honduras
Tue Nov 8 1927,Honduras,0-0,El Salvador,Friendly,Tegucigalpa › Honduras
Sun Nov 13 1927,Netherlands,1-0,Sweden,Friendly,Amsterdam › Netherlands
Sun Nov 13 1927,Peru,3-2,Bolivia,Copa América,Lima › Peru
Sun Nov 20 1927,Argentina,3-2,Uruguay,Copa América,Lima › Peru
Sun Nov 20 1927,Germany,2-2,Netherlands,Friendly,Cologne › Germany
Sun Nov 27 1927,Peru,1-5,Argentina,Copa América,Lima › Peru
Mon Nov 28 1927,England,1-2,Wales,British Championship,Burnley › England
Sat Dec 10 1927,Chile,2-3,Uruguay,Friendly,Viña del Mar › Chile
