Date,Team 1,Score,Team 2,Tournament,City
Sun Jan 5 1941,Chile,1-2,Argentina,Friendly,Santiago › Chile
Thu Jan 9 1941,Chile,2-5,Argentina,Friendly,Santiago › Chile
Sun Jan 12 1941,Portugal,2-2,Spain,Friendly,Lisbon › Portugal
Sat Jan 18 1941,Curaçao,4-0,Aruba,Friendly,Willemstad › Curaçao
Sun Jan 19 1941,Curaçao,2-1,Aruba,Friendly,Willemstad › Curaçao
Sun Jan 19 1941,Peru,1-1,Argentina,Friendly,Lima › Peru
Sun Jan 26 1941,Peru,1-1,Argentina,Friendly,Lima › Peru
Wed Jan 29 1941,Peru,0-3,Argentina,Friendly,Lima › Peru
Sun Feb 2 1941,Chile,5-0,Ecuador,Copa América,Santiago › Chile
Sun Feb 9 1941,Chile,1-0,Peru,Copa América,Santiago › Chile
Sun Feb 9 1941,Ecuador,0-6,Uruguay,Copa América,Santiago › Chile
Wed Feb 12 1941,Argentina,2-1,Peru,Copa América,Santiago › Chile
Sun Feb 16 1941,Argentina,6-1,Ecuador,Copa América,Santiago › Chile
Sun Feb 16 1941,Chile,0-2,Uruguay,Copa América,Santiago › Chile
Sat Feb 22 1941,Guadeloupe,1-2,Martinique,Friendly,Basse-Terre › Guadeloupe
Sat Feb 22 1941,Uganda,3-4,Kenya,Friendly,Kampala › Uganda
Sun Feb 23 1941,Argentina,1-0,Uruguay,Copa América,Santiago › Chile
Sun Feb 23 1941,Ecuador,0-4,Peru,Copa América,Santiago › Chile
Wed Feb 26 1941,Peru,0-2,Uruguay,Copa América,Santiago › Chile
Tue Mar 4 1941,Chile,0-1,Argentina,Copa América,Santiago › Chile
Sun Mar 9 1941,Germany,4-2,Switzerland,Friendly,Stuttgart › Germany
Sun Mar 16 1941,Spain,5-1,Portugal,Friendly,Bilbao › Spain
Sun Mar 23 1941,Yugoslavia,1-1,Hungary,Friendly,Belgrade › Yugoslavia
Sun Apr 6 1941,Germany,7-0,Hungary,Friendly,Cologne › Germany
Sun Apr 13 1941,Aruba,0-0,Curaçao,Friendly,Oranjestad › Aruba
Mon Apr 14 1941,Aruba,2-2,Curaçao,Friendly,Oranjestad › Aruba
Sun Apr 20 1941,Switzerland,2-1,Germany,Friendly,Berne › Switzerland
Thu May 8 1941,Curaçao,3-3,Panama,CCCF Championship,San José › Costa Rica
Sat May 10 1941,Costa Rica,7-2,Nicaragua,CCCF Championship,San José › Costa Rica
Sun May 11 1941,Costa Rica,7-0,Panama,CCCF Championship,San José › Costa Rica
Sun May 11 1941,Curaçao,2-2,El Salvador,CCCF Championship,San José › Costa Rica
Tue May 13 1941,Costa Rica,6-2,Curaçao,CCCF Championship,San José › Costa Rica
Tue May 13 1941,El Salvador,8-0,Nicaragua,CCCF Championship,San José › Costa Rica
Thu May 15 1941,El Salvador,4-3,Panama,CCCF Championship,San José › Costa Rica
Thu May 15 1941,Curaçao,9-1,Nicaragua,CCCF Championship,San José › Costa Rica
Sun May 18 1941,Costa Rica,3-1,El Salvador,CCCF Championship,San José › Costa Rica
Sun May 18 1941,Nicaragua,2-5,Panama,CCCF Championship,San José › Costa Rica
Sun Jun 1 1941,Romania,1-4,Germany,Friendly,Bucharest › Romania
Sun Jun 15 1941,Germany,5-1,Croatia,Friendly,Vienna › Germany
Sun Aug 10 1941,Afghanistan,1-3,India,Friendly,Kabul › Afghanistan
Sat Aug 23 1941,India,0-1,Iran,Friendly,Kabul › Afghanistan
Sun Sep 7 1941,Martinique,5-0,Guadeloupe,Friendly,Fort-de-France › Martinique
Sun Sep 14 1941,Sweden,2-2,Denmark,Friendly,Solna › Sweden
Sun Sep 28 1941,Croatia,5-2,Slovakia,Friendly,Zagreb › Croatia
Sun Oct 5 1941,Finland,0-6,Germany,Friendly,Helsinki › Finland
Sun Oct 5 1941,Sweden,4-2,Germany,Friendly,Solna › Sweden
Sun Oct 12 1941,Romania,3-2,Slovakia,Friendly,Bucharest › Romania
Sun Oct 19 1941,Denmark,2-1,Sweden,Friendly,Copenhagen › Denmark
Sun Nov 16 1941,Germany,1-1,Denmark,Friendly,Dresden › Germany
Sun Nov 16 1941,Switzerland,1-2,Hungary,Friendly,Zürich › Switzerland
Sun Dec 7 1941,Germany,4-0,Slovakia,Friendly,Breslau › Germany
Sun Dec 28 1941,Spain,3-2,Switzerland,Friendly,Valencia › Spain
