Date,Team 1,Score,Team 2,Tournament,City
Sun Jan 9 1983,Ivory Coast,0-1,Mali,Friendly,Abidjan › Ivory Coast
Mon Jan 17 1983,Benin,1-1,Mauritania,Friendly,Porto-Novo › Benin
Fri Jan 21 1983,Egypt,1-0,Hungary,Friendly,Cairo › Egypt
Sun Jan 23 1983,Egypt,0-2,Hungary,Friendly,Cairo › Egypt
Sun Jan 23 1983,Niger,2-0,Senegal,Friendly,Niamey › Niger
Sat Jan 29 1983,Turkey,1-1,Romania,Friendly,Istanbul › Turkey
Tue Feb 1 1983,Malta,1-2,Tunisia,Friendly,Marsa › Malta
Tue Feb 1 1983,Senegal,1-0,Guinea,Friendly,Dakar › Senegal
Wed Feb 2 1983,Greece,1-3,Romania,Friendly,Lárisa › Greece
Fri Feb 4 1983,Mauritania,2-0,Benin,Friendly,Nouakchott › Mauritania
Sun Feb 6 1983,Senegal,2-0,Niger,Friendly,Dakar › Senegal
Sun Feb 6 1983,Sierra Leone,0-1,Gambia,Friendly,Freetown › Sierra Leone
Sun Feb 6 1983,Tunisia,1-0,German DR,Friendly,Sfax › Tunisia
Thu Feb 10 1983,Tunisia,0-2,German DR,Friendly,Tunis › Tunisia
Sat Feb 12 1983,Cyprus,1-1,Italy,UEFA Euro qualification,Limassol › Cyprus
Sat Feb 12 1983,Syria,2-2,Japan,Friendly,Damascus › Syria
Sun Feb 13 1983,Guinea,1-1,Mali,Friendly,Conakry › Guinea
Wed Feb 16 1983,Portugal,0-3,France,Friendly,Guimarães › Portugal
Wed Feb 16 1983,Spain,1-0,Netherlands,UEFA Euro qualification,Seville › Spain
Fri Feb 18 1983,Nigeria,0-0,Egypt,Friendly,Lagos › Nigeria
Sun Feb 20 1983,Gambia,0-1,Sierra Leone,Friendly,Banjul › Gambia
Sun Feb 20 1983,Guadeloupe,1-0,Dominica,CFU Caribbean Cup qualification,Basse-Terre › Guadeloupe
Sun Feb 20 1983,Nigeria,1-1,Egypt,Friendly,Kaduna › Nigeria
Sun Feb 20 1983,Saint Vincent and the Grenadines,1-3,Martinique,CFU Caribbean Cup qualification,Kingstown › Saint Vincent and the Grenadines
Tue Feb 22 1983,New Zealand,2-1,Australia,Friendly,Auckland › New Zealand
Wed Feb 23 1983,Cameroon,2-0,Egypt,Friendly,Yaoundé › Cameroon
Wed Feb 23 1983,England,2-1,Wales,British Championship,London › England
Wed Feb 23 1983,German DR,2-1,Greece,Friendly,Dresden › German DR
Wed Feb 23 1983,Ivory Coast,3-2,Guinea,Friendly,Abidjan › Ivory Coast
Wed Feb 23 1983,Portugal,1-0,Germany,Friendly,Lisbon › Portugal
Sat Feb 26 1983,Cameroon,1-1,Egypt,Friendly,Douala › Cameroon
Sun Feb 27 1983,Australia,0-2,New Zealand,Friendly,Melbourne › Australia
Sun Feb 27 1983,Mali,1-1,Guinea,Friendly,Bamako › Mali
Wed Mar 2 1983,Gabon,0-0,Nigeria,Friendly,Libreville › Gabon
Sat Mar 5 1983,Barbados,1-0,Suriname,CFU Caribbean Cup qualification,Bridgetown › Barbados
Sun Mar 6 1983,Dominica,1-2,Guadeloupe,CFU Caribbean Cup qualification,Roseau › Dominica
Sun Mar 6 1983,Japan,1-1,South Korea,Friendly,Tokyo › Japan
Tue Mar 8 1983,Barbados,0-0,Suriname,CFU Caribbean Cup qualification,Bridgetown › Barbados
Wed Mar 9 1983,Romania,3-1,Turkey,Friendly,Târgu Mureș › Romania
Wed Mar 9 1983,Senegal,1-0,Morocco,Friendly,Dakar › Senegal
Thu Mar 10 1983,Senegal,0-0,Morocco,Friendly,Dakar › Senegal
Tue Mar 15 1983,Costa Rica,0-1,Mexico,Friendly,San José › Costa Rica
Wed Mar 16 1983,German DR,3-1,Finland,Friendly,Magdeburg › German DR
Thu Mar 17 1983,Gabon,2-3,Congo,Friendly,Libreville › Gabon
Sun Mar 20 1983,Benin,0-2,Congo,Friendly,Porto-Novo › Benin
Sun Mar 20 1983,Ethiopia,2-2,Kenya,Friendly,Addis Abeba › Ethiopia
Tue Mar 22 1983,Ethiopia,0-0,Kenya,Friendly,Addis Abeba › Ethiopia
Tue Mar 22 1983,Mexico,1-0,Costa Rica,Friendly,Mexico City › Mexico
Wed Mar 23 1983,France,1-1,Russia,Friendly,Paris › France
Wed Mar 23 1983,Poland,3-1,Bulgaria,Friendly,Łódź › Poland
Wed Mar 23 1983,Tunisia,1-0,Morocco,Friendly,Sousse › Tunisia
Thu Mar 24 1983,Togo,0-2,Congo,Friendly,Lomé › Togo
Sun Mar 27 1983,Cyprus,1-1,Czechoslovakia,UEFA Euro qualification,Nicosia › Cyprus
Sun Mar 27 1983,Ethiopia,8-1,Djibouti,Friendly,Addis Abeba › Ethiopia
Sun Mar 27 1983,Luxembourg,2-6,Hungary,UEFA Euro qualification,Luxembourg › Luxembourg
Tue Mar 29 1983,Ethiopia,4-2,Djibouti,Friendly,Addis Abeba › Ethiopia
Wed Mar 30 1983,Albania,1-2,Germany,UEFA Euro qualification,Tirana › Albania
Wed Mar 30 1983,Benin,0-2,Togo,Friendly,Cotonou › Benin
Wed Mar 30 1983,England,0-0,Greece,UEFA Euro qualification,London › England
Wed Mar 30 1983,German DR,1-2,Belgium,UEFA Euro qualification,Leipzig › German DR
Wed Mar 30 1983,Malta,0-1,Republic of Ireland,UEFA Euro qualification,Attard › Malta
Wed Mar 30 1983,Northern Ireland,2-1,Turkey,UEFA Euro qualification,Belfast › Northern Ireland
Wed Mar 30 1983,Romania,0-2,Yugoslavia,Friendly,Timişoara › Romania
Wed Mar 30 1983,Scotland,2-2,Switzerland,UEFA Euro qualification,Glasgow › Scotland
Fri Apr 1 1983,Ethiopia,0-1,Uganda,Friendly,Addis Abeba › Ethiopia
Sat Apr 2 1983,Guadeloupe,2-3,Antigua and Barbuda,CFU Caribbean Cup qualification,Basse-Terre › Guadeloupe
Sun Apr 3 1983,Congo,1-0,Angola,Friendly,Brazzaville › Congo
Sun Apr 3 1983,Ethiopia,2-1,Uganda,Friendly,Addis Abeba › Ethiopia
Sun Apr 3 1983,Mozambique,3-0,Cameroon,African Cup of Nations qualification,Maputo › Mozambique
Tue Apr 5 1983,Guatemala,0-2,Mexico,Friendly,Los Angeles › United States
Fri Apr 8 1983,Algeria,6-2,Benin,African Cup of Nations qualification,Algiers › Algeria
Fri Apr 8 1983,Haiti,0-2,United States,Friendly,Port-au-Prince › Haiti
Fri Apr 8 1983,Libya,2-1,Senegal,African Cup of Nations qualification,Tripoli › Libya
Sun Apr 10 1983,Congo,2-0,Egypt,African Cup of Nations qualification,Brazzaville › Congo
Sun Apr 10 1983,Ethiopia,1-0,Mauritius,African Cup of Nations qualification,Addis Abeba › Ethiopia
Sun Apr 10 1983,Guinea,0-1,Togo,African Cup of Nations qualification,Conakry › Guinea
Sun Apr 10 1983,Madagascar,1-0,Uganda,African Cup of Nations qualification,Antananarivo › Madagascar
Sun Apr 10 1983,Morocco,4-0,Mali,African Cup of Nations qualification,Rabat › Morocco
Sun Apr 10 1983,Sudan,2-1,Zambia,African Cup of Nations qualification,Khartoum › Sudan
Sun Apr 10 1983,Tunisia,5-0,Rwanda,African Cup of Nations qualification,Tunis › Tunisia
Wed Apr 13 1983,German DR,3-0,Bulgaria,Friendly,Gera › German DR
Wed Apr 13 1983,Portugal,0-0,Hungary,Friendly,Coimbra › Portugal
Wed Apr 13 1983,Switzerland,0-1,Russia,Friendly,Lausanne › Switzerland
Sat Apr 16 1983,Czechoslovakia,6-0,Cyprus,UEFA Euro qualification,Prague › Czechoslovakia
Sat Apr 16 1983,Romania,1-0,Italy,UEFA Euro qualification,Bucharest › Romania
Sun Apr 17 1983,Guinea-Bissau,2-0,Togo,Friendly,Bissau › Guinea-Bissau
Sun Apr 17 1983,Hungary,6-2,Luxembourg,UEFA Euro qualification,Budapest › Hungary
Sun Apr 17 1983,Mali,1-2,Ivory Coast,Friendly,Bamako › Mali
Sun Apr 17 1983,Poland,1-1,Finland,UEFA Euro qualification,Warsaw › Poland
Sun Apr 17 1983,Sierra Leone,2-1,Jordan,Friendly,Freetown › Sierra Leone
Fri Apr 22 1983,Egypt,2-0,Congo,African Cup of Nations qualification,Cairo › Egypt
Sat Apr 23 1983,France,4-0,Yugoslavia,Friendly,Paris › France
Sat Apr 23 1983,Turkey,0-3,Germany,UEFA Euro qualification,Izmir › Turkey
Sun Apr 24 1983,Angola,1-0,Nigeria,African Cup of Nations qualification,Luanda › Angola
Sun Apr 24 1983,Barbados,1-1,Guyana,CFU Caribbean Cup qualification,Bridgetown › Barbados
Sun Apr 24 1983,Cameroon,4-0,Mozambique,African Cup of Nations qualification,Yaoundé › Cameroon
Sun Apr 24 1983,Mali,2-0,Morocco,African Cup of Nations qualification,Bamako › Mali
Sun Apr 24 1983,Mauritius,1-0,Ethiopia,African Cup of Nations qualification,Curepipe › Mauritius
Sun Apr 24 1983,Rwanda,0-1,Tunisia,African Cup of Nations qualification,Kigali › Rwanda
