Date,Team 1,Score,Team 2,Tournament,City
Sat Jun 28 1958,German DR,1-1,Poland,Friendly,Rostock › German DR
Sun Jun 29 1958,Denmark,1-2,Norway,Nordic Championship,Copenhagen › Denmark
Sun Jun 29 1958,Sweden,2-5,Brazil,FIFA World Cup,Solna › Sweden
Wed Jul 2 1958,Singapore,0-5,Indonesia,Friendly,Kallang › Singapore
Thu Jul 3 1958,Malaysia,2-4,Indonesia,Friendly,Kallang › Singapore
Wed Aug 13 1958,Norway,6-5,German DR,Friendly,Oslo › Norway
Sat Aug 16 1958,New Zealand,2-3,Australia,Friendly,Wellington › New Zealand
Wed Aug 20 1958,Finland,1-7,Sweden,Nordic Championship,Helsinki › Finland
Sat Aug 23 1958,New Zealand,2-2,Australia,Friendly,Auckland › New Zealand
Sat Aug 30 1958,Czechoslovakia,1-2,Russia,Friendly,Prague › Czechoslovakia
Sat Aug 30 1958,Singapore,4-4,Vietnam Republic,Merdeka Tournament,Kuala Lumpur › Malaya
Sun Aug 31 1958,Hong Kong,5-3,Vietnam Republic,Merdeka Tournament,Kuala Lumpur › Malaya
Sun Aug 31 1958,Indonesia,2-0,Singapore,Merdeka Tournament,Kuala Lumpur › Malaya
Sun Aug 31 1958,New Caledonia,1-2,New Zealand,Friendly,Nouméa › New Caledonia
Tue Sep 2 1958,Indonesia,4-1,Vietnam Republic,Merdeka Tournament,Kuala Lumpur › Malaya
Wed Sep 3 1958,Hong Kong,2-0,Singapore,Merdeka Tournament,Kuala Lumpur › Malaya
Thu Sep 4 1958,Hong Kong,2-1,Indonesia,Merdeka Tournament,Kuala Lumpur › Malaya
Thu Sep 4 1958,Malaysia,2-0,Vietnam Republic,Merdeka Tournament,Kuala Lumpur › Malaya
Sun Sep 7 1958,New Caledonia,1-5,New Zealand,Friendly,Nouméa › New Caledonia
Tue Sep 9 1958,Zimbabwe,4-2,Zambia,Friendly,Salisbury › Southern Rhodesia
Sun Sep 14 1958,Austria,3-4,Yugoslavia,Friendly,Vienna › Austria
Sun Sep 14 1958,Finland,1-4,Denmark,Nordic Championship,Helsinki › Finland
Sun Sep 14 1958,German DR,3-2,Romania,Friendly,Leipzig › German DR
Sun Sep 14 1958,New Caledonia,1-2,New Zealand,Friendly,Nouméa › New Caledonia
Sun Sep 14 1958,Norway,0-2,Sweden,Nordic Championship,Oslo › Norway
Sun Sep 14 1958,Poland,1-3,Hungary,Friendly,Chorzów › Poland
Sat Sep 20 1958,Czechoslovakia,2-1,Switzerland,International Cup,Bratislava › Czechoslovakia
Wed Sep 24 1958,Denmark,1-1,Germany,Friendly,Copenhagen › Denmark
Sun Sep 28 1958,Belgium,2-3,Netherlands,Friendly,Antwerp › Belgium
Sun Sep 28 1958,Russia,3-1,Hungary,UEFA Euro qualification,Moscow › Soviet Union
Wed Oct 1 1958,France,7-1,Greece,UEFA Euro qualification,Paris › France
Sat Oct 4 1958,Northern Ireland,3-3,England,British Championship,Belfast › Northern Ireland
Sat Oct 4 1958,Uganda,1-1,Zanzibar,Friendly,Nairobi › Kenya
Sun Oct 5 1958,Austria,1-2,France,Friendly,Vienna › Austria
Sun Oct 5 1958,German DR,1-1,Bulgaria,Friendly,Berlin › German DR
Sun Oct 5 1958,Republic of Ireland,2-2,Poland,Friendly,Dublin › Republic of Ireland
Sun Oct 5 1958,Kenya,3-1,Tanzania,Friendly,Nairobi › Kenya
Sun Oct 5 1958,Yugoslavia,4-4,Hungary,Friendly,Zagreb › Yugoslavia
Tue Oct 7 1958,Uganda,2-0,Tanzania,Friendly,Nairobi › Kenya
Wed Oct 8 1958,Kenya,4-0,Zanzibar,Friendly,Nairobi › Kenya
Fri Oct 10 1958,Tanzania,3-2,Zanzibar,Friendly,Nairobi › Kenya
Sat Oct 11 1958,Kenya,2-0,Uganda,Friendly,Nairobi › Kenya
Sun Oct 12 1958,Czechoslovakia,0-1,Bulgaria,Friendly,Ostrava › Czechoslovakia
Wed Oct 15 1958,Netherlands,5-1,Denmark,Friendly,Rotterdam › Netherlands
Wed Oct 15 1958,Spain,6-2,Northern Ireland,Friendly,Madrid › Spain
Thu Oct 16 1958,Réunion,0-2,Mauritius,Friendly,Saint-Pierre › Réunion
Sat Oct 18 1958,Wales,0-3,Scotland,British Championship,Cardiff › Wales
Sun Oct 19 1958,Réunion,1-3,Madagascar,Friendly,Saint-Pierre › Réunion
Wed Oct 22 1958,England,5-0,Russia,Friendly,London › England
Thu Oct 23 1958,Madagascar,3-2,Mauritius,Friendly,Saint-Pierre › Réunion
Sat Oct 25 1958,Nigeria,3-2,Ghana,Friendly,Lagos › Nigeria
Sun Oct 26 1958,Belgium,1-1,Turkey,Friendly,Brussels › Belgium
Sun Oct 26 1958,France,2-2,Germany,Friendly,Colombes › France
Sun Oct 26 1958,Romania,1-2,Hungary,Friendly,Bucharest › Romania
Sun Oct 26 1958,Sweden,4-4,Denmark,Nordic Championship,Solna › Sweden
Sun Nov 2 1958,German DR,4-1,Norway,Friendly,Leipzig › German DR
Sun Nov 2 1958,Netherlands,2-0,Switzerland,Friendly,Rotterdam › Netherlands
Sun Nov 2 1958,Romania,3-0,Turkey,UEFA Euro qualification,Bucharest › Romania
Wed Nov 5 1958,Scotland,2-2,Northern Ireland,British Championship,Glasgow › Scotland
Sun Nov 9 1958,France,2-2,Italy,Friendly,Colombes › France
Wed Nov 12 1958,Netherlands,9-3,South Africa,Friendly,Eindhoven › Netherlands
Wed Nov 19 1958,Germany,2-2,Austria,Friendly,Berlin › Germany
Sun Nov 23 1958,Hungary,3-1,Belgium,Friendly,Budapest › Hungary
Wed Nov 26 1958,England,2-2,Wales,British Championship,Birmingham › England
Wed Dec 3 1958,Greece,1-1,France,UEFA Euro qualification,Athens › Greece
Sun Dec 7 1958,Turkey,0-0,Bulgaria,Friendly,Ankara › Turkey
Sat Dec 13 1958,Italy,1-1,Czechoslovakia,International Cup,Genoa › Italy
Thu Dec 18 1958,Turkey,1-0,Czechoslovakia,Friendly,Istanbul › Turkey
Sun Dec 21 1958,Germany,3-0,Bulgaria,Friendly,Augsburg › Germany
Thu Dec 25 1958,Hong Kong,5-2,Japan,Friendly,So Kon Po › Hong Kong
Sun Dec 28 1958,Egypt,2-1,Germany,Friendly,Cairo › United Arab Republic
Sun Dec 28 1958,Malaysia,6-2,Japan,Friendly,Kuala Lumpur › Malaya
