Date,Team 1,Score,Team 2,Tournament,City
Fri Jun 27 1969,Peru,1-0,Uruguay,Friendly,Lima › Peru
Tue Jul 1 1969,Denmark,6-0,Bermuda,Friendly,Aalborg › Denmark
Tue Jul 1 1969,Madagascar,3-0,Malawi,Friendly,Antananarivo › Madagascar
Wed Jul 2 1969,Colombia,0-1,Uruguay,Friendly,Cali › Colombia
Thu Jul 3 1969,Norway,3-0,Bermuda,Friendly,Stavanger › Norway
Sun Jul 6 1969,Chile,0-0,Paraguay,Friendly,Santiago › Chile
Sun Jul 6 1969,Ecuador,0-2,Uruguay,FIFA World Cup qualification,Guayaquil › Ecuador
Sun Jul 6 1969,Malawi,3-0,Eswatini,Friendly,Blantyre › Malawi
Wed Jul 9 1969,German DR,7-0,Egypt,Friendly,Rostock › German DR
Wed Jul 9 1969,Peru,2-1,Paraguay,Friendly,Lima › Peru
Sun Jul 13 1969,Chile,0-0,Uruguay,FIFA World Cup qualification,Santiago › Chile
Fri Jul 18 1969,Peru,2-1,Paraguay,Friendly,Lima › Peru
Sun Jul 20 1969,Uruguay,1-0,Ecuador,FIFA World Cup qualification,Montevideo › Uruguay
Mon Jul 21 1969,Congo,4-1,Tunisia,Friendly,Brazzaville › Congo
Mon Jul 21 1969,Norway,2-1,Iceland,Friendly,Trondheim › Norway
Wed Jul 23 1969,Australia,2-2,Greece,Friendly,Brisbane › Australia
Thu Jul 24 1969,Finland,3-1,Iceland,Friendly,Helsinki › Finland
Fri Jul 25 1969,German DR,2-2,Russia,Friendly,Leipzig › German DR
Fri Jul 25 1969,New Caledonia,0-0,New Zealand,Friendly,Nouméa › New Caledonia
Sun Jul 27 1969,Bolivia,3-1,Argentina,FIFA World Cup qualification,La Paz › Bolivia
Sun Jul 27 1969,Chile,4-1,Ecuador,FIFA World Cup qualification,Santiago › Chile
Sun Jul 27 1969,Colombia,3-0,Venezuela,FIFA World Cup qualification,Bogotá › Colombia
Sun Jul 27 1969,New Caledonia,2-0,New Zealand,Friendly,Nouméa › New Caledonia
Tue Jul 29 1969,New Caledonia,3-2,New Zealand,Friendly,Nouméa › New Caledonia
Sat Aug 2 1969,Venezuela,1-1,Colombia,FIFA World Cup qualification,Caracas › Venezuela
Sun Aug 3 1969,Ecuador,1-1,Chile,FIFA World Cup qualification,Guayaquil › Ecuador
Sun Aug 3 1969,Peru,1-0,Argentina,FIFA World Cup qualification,Lima › Peru
Wed Aug 6 1969,Colombia,0-2,Brazil,FIFA World Cup qualification,Bogotá › Colombia
Wed Aug 6 1969,Russia,0-1,Sweden,Friendly,Moscow › Soviet Union
Wed Aug 6 1969,Venezuela,0-2,Paraguay,FIFA World Cup qualification,Caracas › Venezuela
Sun Aug 10 1969,Bolivia,2-1,Peru,FIFA World Cup qualification,La Paz › Bolivia
Sun Aug 10 1969,Colombia,0-1,Paraguay,FIFA World Cup qualification,Bogotá › Colombia
Sun Aug 10 1969,Uruguay,2-0,Chile,FIFA World Cup qualification,Montevideo › Uruguay
Sun Aug 10 1969,Venezuela,0-5,Brazil,FIFA World Cup qualification,Caracas › Venezuela
Thu Aug 14 1969,Fiji,5-1,Solomon Islands,South Pacific Games,Port Moresby › Papua New Guinea
Thu Aug 14 1969,Tahiti,3-3,Vanuatu,South Pacific Games,Port Moresby › Papua New Guinea
Thu Aug 14 1969,Papua New Guinea,1-4,New Caledonia,South Pacific Games,Port Moresby › Papua New Guinea
Fri Aug 15 1969,Congo,1-1,Ivory Coast,Friendly,Brazzaville › Congo
Fri Aug 15 1969,New Caledonia,1-1,Solomon Islands,South Pacific Games,Port Moresby › Papua New Guinea
Fri Aug 15 1969,Papua New Guinea,1-3,Tahiti,South Pacific Games,Port Moresby › Papua New Guinea
Fri Aug 15 1969,Fiji,5-2,Vanuatu,South Pacific Games,Port Moresby › Papua New Guinea
Sat Aug 16 1969,Fiji,0-2,Tahiti,South Pacific Games,Port Moresby › Papua New Guinea
Sat Aug 16 1969,Papua New Guinea,4-0,Solomon Islands,South Pacific Games,Port Moresby › Papua New Guinea
Sat Aug 16 1969,New Caledonia,2-0,Vanuatu,South Pacific Games,Port Moresby › Papua New Guinea
Sun Aug 17 1969,Ghana,6-0,Niger,African Cup of Nations qualification,Accra › Ghana
Sun Aug 17 1969,Paraguay,0-3,Brazil,FIFA World Cup qualification,Asunción › Paraguay
Sun Aug 17 1969,Peru,3-0,Bolivia,FIFA World Cup qualification,Lima › Peru
Mon Aug 18 1969,Fiji,0-11,New Caledonia,South Pacific Games,Port Moresby › Papua New Guinea
Mon Aug 18 1969,Solomon Islands,0-7,Tahiti,South Pacific Games,Port Moresby › Papua New Guinea
Mon Aug 18 1969,Papua New Guinea,2-1,Vanuatu,South Pacific Games,Port Moresby › Papua New Guinea
Wed Aug 20 1969,Vanuatu,7-2,Solomon Islands,South Pacific Games,Port Moresby › Papua New Guinea
Wed Aug 20 1969,Papua New Guinea,1-1,Fiji,South Pacific Games,Port Moresby › Papua New Guinea
Thu Aug 21 1969,Brazil,6-2,Colombia,FIFA World Cup qualification,Rio de Janeiro › Brazil
Thu Aug 21 1969,Paraguay,1-0,Venezuela,FIFA World Cup qualification,Asunción › Paraguay
Fri Aug 22 1969,New Caledonia,2-1,Tahiti,South Pacific Games,Port Moresby › Papua New Guinea
Fri Aug 22 1969,Papua New Guinea,2-1,Fiji,South Pacific Games,Port Moresby › Papua New Guinea
Sun Aug 24 1969,Argentina,1-0,Bolivia,FIFA World Cup qualification,Buenos Aires › Argentina
Sun Aug 24 1969,Benin,1-0,Gabon,Friendly,Cotonou › Dahomey
Sun Aug 24 1969,Brazil,6-0,Venezuela,FIFA World Cup qualification,Rio de Janeiro › Brazil
Sun Aug 24 1969,Finland,2-2,Norway,Nordic Championship,Helsinki › Finland
Sun Aug 24 1969,Paraguay,2-1,Colombia,FIFA World Cup qualification,Asunción › Paraguay
Mon Aug 25 1969,Sweden,3-1,Israel,Friendly,Solna › Sweden
Wed Aug 27 1969,Poland,6-1,Norway,Friendly,Łódź › Poland
Sat Aug 30 1969,Zambia,4-0,Malawi,Friendly,Lusaka › Zambia
Sun Aug 31 1969,Argentina,2-2,Peru,FIFA World Cup qualification,Buenos Aires › Argentina
Sun Aug 31 1969,Brazil,1-0,Paraguay,FIFA World Cup qualification,Rio de Janeiro › Brazil
Sun Aug 31 1969,Zambia,5-0,Malawi,Friendly,Ndola › Zambia
Tue Sep 2 1969,Zambia,7-0,Malawi,Friendly,Kitwe › Zambia
Wed Sep 3 1969,Yugoslavia,1-1,Romania,Friendly,Belgrade › Yugoslavia
Sun Sep 7 1969,Poland,2-1,Netherlands,FIFA World Cup qualification,Chorzów › Poland
Wed Sep 10 1969,Denmark,5-2,Finland,Nordic Championship,Copenhagen › Denmark
Wed Sep 10 1969,Northern Ireland,0-0,Russia,FIFA World Cup qualification,Belfast › Northern Ireland
Wed Sep 10 1969,Norway,1-3,France,FIFA World Cup qualification,Oslo › Norway
Wed Sep 10 1969,Turkey,4-2,Pakistan,Friendly,Ankara › Turkey
Sat Sep 13 1969,Iran,4-2,Pakistan,Friendly,Ankara › Turkey
Sat Sep 13 1969,Nigeria,2-2,Sudan,FIFA World Cup qualification,Ibadan › Nigeria
Sun Sep 14 1969,Czechoslovakia,3-3,Hungary,FIFA World Cup qualification,Prague › Czechoslovakia
Sun Sep 14 1969,El Salvador,2-1,Costa Rica,Friendly,San Salvador › El Salvador
Tue Sep 16 1969,Singapore,0-2,New Zealand,Friendly,Kallang › Singapore
Wed Sep 17 1969,Turkey,4-0,Iran,Friendly,Ankara › Turkey
Fri Sep 19 1969,Egypt,1-0,Algeria,African Cup of Nations qualification,Cairo › Egypt
Sun Sep 21 1969,Austria,1-1,Germany,Friendly,Vienna › Austria
Sun Sep 21 1969,Haiti,1-2,El Salvador,FIFA World Cup qualification,Port-au-Prince › Haiti
Sun Sep 21 1969,Republic of Ireland,1-1,Scotland,Friendly,Dublin › Republic of Ireland
Sun Sep 21 1969,Morocco,2-1,Nigeria,FIFA World Cup qualification,Casablanca › Morocco
Sun Sep 21 1969,Niger,1-9,Ghana,African Cup of Nations qualification,Niamey › Niger
Sun Sep 21 1969,Norway,2-0,Denmark,Nordic Championship,Oslo › Norway
Wed Sep 24 1969,Bulgaria,0-1,Germany,Friendly,Sofia › Bulgaria
Wed Sep 24 1969,Sweden,2-0,Hungary,Friendly,Solna › Sweden
Wed Sep 24 1969,Turkey,3-0,Switzerland,Friendly,Istanbul › Turkey
Wed Sep 24 1969,Yugoslavia,1-3,Russia,Friendly,Belgrade › Yugoslavia
Sat Sep 27 1969,Uganda,3-0,Tanzania,Friendly,Kampala › Uganda
Sun Sep 28 1969,Algeria,1-1,Egypt,African Cup of Nations qualification,Algiers › Algeria
Sun Sep 28 1969,El Salvador,0-3,Haiti,FIFA World Cup qualification,San Salvador › El Salvador
Sun Sep 28 1969,Israel,4-0,New Zealand,FIFA World Cup qualification,Ramat-Gan › Israel
Sun Sep 28 1969,Kenya,2-1,Zanzibar,Friendly,Kampala › Uganda
Tue Sep 30 1969,Uganda,7-0,Zanzibar,Friendly,Kampala › Uganda
Wed Oct 1 1969,Israel,2-0,New Zealand,FIFA World Cup qualification,Ramat-Gan › Israel
Wed Oct 1 1969,Kenya,0-3,Tanzania,Friendly,Kampala › Uganda
Fri Oct 3 1969,Sudan,3-3,Nigeria,FIFA World Cup qualification,Khartoum › Sudan
Fri Oct 3 1969,Tanzania,3-0,Zanzibar,Friendly,Kampala › Uganda
Sat Oct 4 1969,Uganda,1-0,Kenya,Friendly,Kampala › Uganda
Sun Oct 5 1969,Suriname,1-1,French Guiana,Friendly,Paramaribo › Suriname
Tue Oct 7 1969,Czechoslovakia,3-0,Republic of Ireland,FIFA World Cup qualification,Prague › Czechoslovakia
Wed Oct 8 1969,Haiti,0-1,El Salvador,FIFA World Cup qualification,Kingston › Jamaica
Thu Oct 9 1969,Uganda,4-0,Ethiopia,Friendly,Kampala › Uganda
Fri Oct 10 1969,Japan,1-3,Australia,FIFA World Cup qualification,Seoul › South Korea
Fri Oct 10 1969,Sudan,0-0,Morocco,FIFA World Cup qualification,Khartoum › Sudan
Sun Oct 12 1969,South Korea,2-2,Japan,FIFA World Cup qualification,Seoul › South Korea
Sun Oct 12 1969,Luxembourg,1-5,Poland,FIFA World Cup qualification,Luxembourg › Luxembourg
Sun Oct 12 1969,Mali,0-0,Ivory Coast,African Cup of Nations qualification,Bamako › Mali
Sun Oct 12 1969,Romania,1-0,Portugal,FIFA World Cup qualification,Bucharest › Romania
Tue Oct 14 1969,Dominica,1-3,Suriname,Friendly,Roseau › Dominica
Tue Oct 14 1969,South Korea,1-2,Australia,FIFA World Cup qualification,Seoul › South Korea
Wed Oct 15 1969,Greece,4-1,Switzerland,FIFA World Cup qualification,Salonica › Greece
Wed Oct 15 1969,Republic of Ireland,1-1,Denmark,FIFA World Cup qualification,Dublin › Republic of Ireland
Wed Oct 15 1969,Russia,3-0,Turkey,FIFA World Cup qualification,Kyïv › Soviet Union
Wed Oct 15 1969,Spain,6-0,Finland,FIFA World Cup qualification,La Línea de la Concepción › Spain
Wed Oct 15 1969,Sweden,2-0,France,FIFA World Cup qualification,Solna › Sweden
Wed Oct 15 1969,Tunisia,1-1,Palestine,Friendly,Tunis › Tunisia
Thu Oct 16 1969,Australia,1-1,Japan,FIFA World Cup qualification,Seoul › South Korea
Thu Oct 16 1969,Dominica,1-9,Suriname,Friendly,Roseau › Dominica
Sat Oct 18 1969,South Korea,2-0,Japan,FIFA World Cup qualification,Seoul › South Korea
Sun Oct 19 1969,Yugoslavia,4-0,Belgium,FIFA World Cup qualification,Skopje › Yugoslavia
Mon Oct 20 1969,South Korea,1-1,Australia,FIFA World Cup qualification,Seoul › South Korea
Wed Oct 22 1969,Germany,3-2,Scotland,FIFA World Cup qualification,Hamburg › Germany
Wed Oct 22 1969,Hungary,3-0,Denmark,FIFA World Cup qualification,Budapest › Hungary
Wed Oct 22 1969,Netherlands,1-1,Bulgaria,FIFA World Cup qualification,Rotterdam › Netherlands
Wed Oct 22 1969,Russia,2-0,Northern Ireland,FIFA World Cup qualification,Moscow › Soviet Union
Wed Oct 22 1969,Wales,1-3,German DR,FIFA World Cup qualification,Cardiff › Wales
Thu Oct 23 1969,Algeria,2-0,Palestine,Friendly,Algiers › Algeria
Thu Oct 23 1969,French Guiana,0-0,Martinique,Friendly,Cayenne › French Guiana
Sun Oct 26 1969,Ivory Coast,4-0,Mali,African Cup of Nations qualification,Abidjan › Ivory Coast
Sun Oct 26 1969,Morocco,3-0,Sudan,FIFA World Cup qualification,Casablanca › Morocco
Thu Oct 30 1969,Algeria,1-0,Morocco,Friendly,Algiers › Algeria
Thu Oct 30 1969,Malaysia,1-0,Thailand,Merdeka Tournament,Kuala Lumpur › Malaysia
Fri Oct 31 1969,Burma,3-1,Singapore,Merdeka Tournament,Kuala Lumpur › Malaysia
Fri Oct 31 1969,India,0-1,Western Australia,Merdeka Tournament,Kuala Lumpur › Malaysia
Sat Nov 1 1969,France,3-0,Sweden,FIFA World Cup qualification,Paris › France
Sat Nov 1 1969,Indonesia,4-0,Thailand,Merdeka Tournament,Ipoh › Malaysia
Sun Nov 2 1969,Burma,6-0,India,Merdeka Tournament,Kuala Lumpur › Malaysia
Sun Nov 2 1969,Egypt,3-1,Sudan,Friendly,Cairo › Egypt
Sun Nov 2 1969,Singapore,4-2,Western Australia,Merdeka Tournament,Kuala Lumpur › Malaysia
Sun Nov 2 1969,Switzerland,1-1,Portugal,FIFA World Cup qualification,Berne › Switzerland
Tue Nov 4 1969,Burma,5-2,Western Australia,Merdeka Tournament,Ipoh › Malaysia
Tue Nov 4 1969,India,3-0,Singapore,Merdeka Tournament,Ipoh › Malaysia
Tue Nov 4 1969,Italy,4-1,Wales,FIFA World Cup qualification,Rome › Italy
Wed Nov 5 1969,Austria,2-0,Scotland,FIFA World Cup qualification,Vienna › Austria
Wed Nov 5 1969,Hungary,4-0,Republic of Ireland,FIFA World Cup qualification,Budapest › Hungary
Wed Nov 5 1969,Jamaica,2-1,Panama,CONCACAF Championship qualification,Kingston › Jamaica
Wed Nov 5 1969,Mexico,1-0,Belgium,Friendly,Mexico City › Mexico
Wed Nov 5 1969,Netherlands,0-1,England,Friendly,Amsterdam › Netherlands
Thu Nov 6 1969,Indonesia,9-2,Singapore,Merdeka Tournament,Kuala Lumpur › Malaysia
Fri Nov 7 1969,India,0-1,Thailand,Merdeka Tournament,Kuala Lumpur › Malaysia
Fri Nov 7 1969,Malaysia,3-1,Burma,Merdeka Tournament,Kuala Lumpur › Malaysia
Sat Nov 8 1969,India,2-1,Western Australia,Merdeka Tournament,Kuala Lumpur › Malaysia
Sat Nov 8 1969,Nigeria,2-0,Morocco,FIFA World Cup qualification,Ibadan › Nigeria
Sun Nov 9 1969,Burma,9-0,Singapore,Merdeka Tournament,Kuala Lumpur › Malaysia
Sun Nov 9 1969,Ivory Coast,1-0,Morocco,Friendly,Abidjan › Ivory Coast
Sun Nov 9 1969,Malaysia,2-3,Indonesia,Merdeka Tournament,Kuala Lumpur › Malaysia
Sun Nov 9 1969,Poland,3-0,Bulgaria,FIFA World Cup qualification,Warsaw › Poland
Sun Nov 9 1969,Saint Vincent and the Grenadines,1-0,Dominica,Windward Islands Tournament,Kingstown › Saint Vincent and the Grenadines
Tue Nov 11 1969,Bermuda,3-2,Iceland,Friendly,Hamilton › Bermuda
Tue Nov 11 1969,French Guiana,3-2,Suriname,Friendly,Cayenne › French Guiana
Tue Nov 11 1969,Grenada,6-0,Saint Lucia,Windward Islands Tournament,Kingstown › Saint Vincent and the Grenadines
Tue Nov 11 1969,Mexico,4-0,Norway,Friendly,Mexico City › Mexico
Tue Nov 11 1969,Singapore,7-3,India,Friendly,Kallang › Singapore
Wed Nov 12 1969,Congo,1-1,Guinea,Friendly,Brazzaville › Congo
Wed Nov 12 1969,Saint Vincent and the Grenadines,2-1,Saint Lucia,Windward Islands Tournament,Kingstown › Saint Vincent and the Grenadines
Thu Nov 13 1969,Dominica,0-1,Grenada,Windward Islands Tournament,Kingstown › Saint Vincent and the Grenadines
Thu Nov 13 1969,Guatemala,1-3,Norway,Friendly,Guatemala › Guatemala
