Date,Team 1,Score,Team 2,Tournament,City
Sun Jan 26 1997,Tanzania,1-2,DR Congo,African Cup of Nations qualification,Dar es Salaam › Tanzania
Sun Jan 26 1997,Zimbabwe,0-0,Ghana,African Cup of Nations qualification,Harare › Zimbabwe
Wed Jan 29 1997,China PR,2-1,United States,Friendly,Kunming › China PR
Sat Feb 1 1997,China PR,1-1,United States,Friendly,Guangzhou › China PR
Sun Feb 2 1997,Bolivia,0-1,Slovakia,Friendly,Cochabamba › Bolivia
Sun Feb 2 1997,Lebanon,1-0,Jordan,Friendly,Beirut › Lebanon
Wed Feb 5 1997,Costa Rica,2-2,Slovakia,Friendly,Alajuela › Costa Rica
Wed Feb 5 1997,Mexico,3-1,Ecuador,Friendly,Mexico City › Mexico
Fri Feb 7 1997,Jordan,0-0,Lebanon,Friendly,Amman › Jordan
Fri Feb 7 1997,Russia,1-1,Serbia,Lunar New Year Cup,So Kon Po › Hong Kong
Sat Feb 8 1997,Colombia,1-0,Slovakia,Friendly,Pereira › Colombia
Sun Feb 9 1997,Lebanon,0-0,Jordan,Friendly,Beirut › Lebanon
Sun Feb 9 1997,Thailand,1-1,Japan,King's Cup,Bangkok › Thailand
Mon Feb 10 1997,Russia,2-1,Switzerland,Lunar New Year Cup,So Kon Po › Hong Kong
Tue Feb 11 1997,Estonia,0-0,Scotland,FIFA World Cup qualification,Monaco › Monaco
Tue Feb 11 1997,Northern Ireland,3-0,Belgium,Friendly,Belfast › Northern Ireland
Tue Feb 11 1997,Thailand,0-0,Sweden,King's Cup,Bangkok › Thailand
Tue Feb 11 1997,Wales,0-0,Republic of Ireland,Friendly,Cardiff › Wales
Wed Feb 12 1997,Bolivia,1-1,Chile,FIFA World Cup qualification,La Paz › Bolivia
Wed Feb 12 1997,Colombia,0-1,Argentina,FIFA World Cup qualification,Barranquilla › Colombia
Wed Feb 12 1997,Ecuador,4-0,Uruguay,FIFA World Cup qualification,Quito › Ecuador
Wed Feb 12 1997,England,0-1,Italy,FIFA World Cup qualification,London › England
Wed Feb 12 1997,Jamaica,0-0,Venezuela,Friendly,Kingston › Jamaica
Wed Feb 12 1997,Paraguay,2-1,Peru,FIFA World Cup qualification,Asunción › Paraguay
Wed Feb 12 1997,Spain,4-0,Malta,FIFA World Cup qualification,Alicante › Spain
Wed Feb 12 1997,Turkey,1-1,Finland,Friendly,Denizli › Turkey
Thu Feb 13 1997,Japan,0-1,Sweden,King's Cup,Bangkok › Thailand
Fri Feb 14 1997,Cyprus,2-0,Latvia,Cyprus International Tournament,Paralímni › Cyprus
Fri Feb 14 1997,Lithuania,0-0,Poland,Cyprus International Tournament,Agía Nápa › Cyprus
Sat Feb 15 1997,Cyprus,2-3,Poland,Cyprus International Tournament,Agía Nápa › Cyprus
Sat Feb 15 1997,Latvia,1-0,Lithuania,Cyprus International Tournament,Dherynia › Cyprus
Sat Feb 15 1997,Tonga,0-4,Solomon Islands,FIFA World Cup qualification,Nuku'alofa › Tonga
Sun Feb 16 1997,Iraq,1-0,Jordan,Friendly,Baghdad › Iraq
Sun Feb 16 1997,Senegal,1-1,Mali,Friendly,Dakar › Senegal
Sun Feb 16 1997,Thailand,1-3,Sweden,King's Cup,Bangkok › Thailand
Mon Feb 17 1997,Cyprus,1-0,Lithuania,Cyprus International Tournament,Paralímni › Cyprus
Mon Feb 17 1997,Fiji,1-2,Solomon Islands,Friendly,Suva › Fiji
Mon Feb 17 1997,Latvia,2-3,Poland,Cyprus International Tournament,Dherynia › Cyprus
Tue Feb 18 1997,Kuwait,2-0,Egypt,Friendly,Kuwait City › Kuwait
Wed Feb 19 1997,Costa Rica,5-2,Venezuela,Friendly,Heredia › Costa Rica
Wed Feb 19 1997,Greece,0-0,Portugal,Friendly,Athens › Greece
Wed Feb 19 1997,Guyana,2-0,French Guiana,CFU Caribbean Cup qualification,Georgetown › Guyana
Fri Feb 21 1997,Botswana,0-0,Eswatini,Friendly,Gaborone › Botswana
Fri Feb 21 1997,China PR,3-1,Singapore,Dunhill Cup,Kuala Lumpur › Malaysia
Fri Feb 21 1997,Fiji,3-2,Solomon Islands,Friendly,Nadi › Fiji
Fri Feb 21 1997,Jamaica,1-0,Bermuda,CFU Caribbean Cup qualification,Kingston › Jamaica
Fri Feb 21 1997,Malaysia,2-1,Finland,Dunhill Cup,Kuala Lumpur › Malaysia
Sat Feb 22 1997,Bosnia and Herzegovina,4-0,Vietnam,Dunhill Cup,Kuala Lumpur › Malaysia
Sat Feb 22 1997,Hong Kong,0-2,South Korea,FIFA World Cup qualification,Victoria › Hong Kong
Sat Feb 22 1997,Indonesia,0-0,Zimbabwe,Dunhill Cup,Kuala Lumpur › Malaysia
Sun Feb 23 1997,Benin,1-1,Algeria,African Cup of Nations qualification,Cotonou › Benin
Sun Feb 23 1997,Botswana,1-4,Lesotho,Friendly,Jwaneng › Botswana
Sun Feb 23 1997,China PR,2-1,Finland,Dunhill Cup,Kuala Lumpur › Malaysia
Sun Feb 23 1997,Ethiopia,1-1,Egypt,African Cup of Nations qualification,Addis Abeba › Ethiopia
Sun Feb 23 1997,Guyana,2-2,French Guiana,CFU Caribbean Cup qualification,Georgetown › Guyana
Sun Feb 23 1997,Jamaica,3-2,Bermuda,CFU Caribbean Cup qualification,Kingston › Jamaica
Sun Feb 23 1997,Malaysia,0-0,Singapore,Dunhill Cup,Kuala Lumpur › Malaysia
Sun Feb 23 1997,Mali,1-2,Ivory Coast,African Cup of Nations qualification,Bamako › Mali
Sun Feb 23 1997,Mauritius,0-0,Zambia,African Cup of Nations qualification,Curepipe › Mauritius
Sun Feb 23 1997,Tanzania,1-1,Liberia,African Cup of Nations qualification,Dar es Salaam › Tanzania
Sun Feb 23 1997,Togo,1-1,DR Congo,African Cup of Nations qualification,Lomé › Togo
Sun Feb 23 1997,Zimbabwe,1-0,Angola,African Cup of Nations qualification,Harare › Zimbabwe
Mon Feb 24 1997,Bosnia and Herzegovina,2-2,Zimbabwe,Dunhill Cup,Kuala Lumpur › Malaysia
Mon Feb 24 1997,Indonesia,1-0,Vietnam,Dunhill Cup,Kuala Lumpur › Malaysia
Tue Feb 25 1997,Malaysia,0-2,China PR,Dunhill Cup,Kuala Lumpur › Malaysia
Tue Feb 25 1997,Singapore,0-1,Finland,Dunhill Cup,Kuala Lumpur › Malaysia
Wed Feb 26 1997,Bosnia and Herzegovina,2-0,Indonesia,Dunhill Cup,Kuala Lumpur › Malaysia
Wed Feb 26 1997,Brazil,4-2,Poland,Friendly,Goiânia › Brazil
Wed Feb 26 1997,France,2-1,Netherlands,Friendly,Paris › France
Wed Feb 26 1997,Israel,0-1,Germany,Friendly,Ramat-Gan › Israel
Wed Feb 26 1997,Vietnam,0-6,Zimbabwe,Dunhill Cup,Kuala Lumpur › Malaysia
Fri Feb 28 1997,China PR,3-1,Zimbabwe,Dunhill Cup,Kuala Lumpur › Malaysia
Fri Feb 28 1997,Malaysia,0-1,Bosnia and Herzegovina,Dunhill Cup,Kuala Lumpur › Malaysia
Sat Mar 1 1997,Azerbaijan,0-2,Estonia,Friendly,Larnaca › Cyprus
Sat Mar 1 1997,Botswana,1-4,Malawi,COSAFA Cup,Gaborone › Botswana
Sat Mar 1 1997,Solomon Islands,9-0,Tonga,FIFA World Cup qualification,Honiara › Solomon Islands
Sun Mar 2 1997,Bosnia and Herzegovina,0-3,China PR,Dunhill Cup,Kuala Lumpur › Malaysia
Sun Mar 2 1997,Jamaica,0-0,United States,FIFA World Cup qualification,Kingston › Jamaica
Sun Mar 2 1997,Lesotho,0-2,Zambia,COSAFA Cup,Maseru › Lesotho
Sun Mar 2 1997,Mexico,4-0,Canada,FIFA World Cup qualification,Mexico City › Mexico
Sun Mar 2 1997,Saudi Arabia,3-0,Syria,Friendly,Riyadh › Saudi Arabia
Sun Mar 2 1997,Thailand,1-3,South Korea,FIFA World Cup qualification,Bangkok › Thailand
Mon Mar 3 1997,Eswatini,0-4,Mozambique,COSAFA Cup,Lobamba › Eswatini
Wed Mar 5 1997,Aruba,2-1,Curaçao,CFU Caribbean Cup qualification,Oranjestad › Aruba
Thu Mar 6 1997,Bahrain,1-0,Oman,Friendly,Muharraq › Bahrain
Sun Mar 9 1997,Costa Rica,5-0,Cameroon,Friendly,San José › Costa Rica
Sun Mar 9 1997,Saudi Arabia,2-0,Indonesia,Friendly,Dammam › Saudi Arabia
Sun Mar 9 1997,Thailand,2-0,Hong Kong,FIFA World Cup qualification,Bangkok › Thailand
Wed Mar 12 1997,Cyprus,0-4,Greece,Friendly,Paralímni › Cyprus
Wed Mar 12 1997,Czech Republic,2-1,Poland,Friendly,Ostrava › Czech Republic
Wed Mar 12 1997,Israel,0-1,Sweden,Friendly,Ramat-Gan › Israel
Wed Mar 12 1997,North Macedonia,0-1,Australia,Friendly,Skopje › North Macedonia
Wed Mar 12 1997,Martinique,1-0,Saint Lucia,CFU Caribbean Cup qualification,Fort-de-France › Martinique
Wed Mar 12 1997,Saudi Arabia,3-1,Indonesia,Friendly,Dammam › Saudi Arabia
Wed Mar 12 1997,Serbia,0-0,Russia,Friendly,Belgrade › Yugoslavia
Thu Mar 13 1997,El Salvador,0-0,Guatemala,Friendly,San Salvador › El Salvador
Fri Mar 14 1997,Saint Lucia,3-2,Saint Vincent and the Grenadines,CFU Caribbean Cup qualification,Fort-de-France › Martinique
Sat Mar 15 1997,Thailand,3-1,Japan,Friendly,Bangkok › Thailand
Sun Mar 16 1997,Costa Rica,0-0,Mexico,FIFA World Cup qualification,San José › Costa Rica
Sun Mar 16 1997,Malaysia,2-0,Bangladesh,FIFA World Cup qualification,Kuala Lumpur › Malaysia
Sun Mar 16 1997,Namibia,2-1,Zimbabwe,COSAFA Cup,Windhoek › Namibia
Sun Mar 16 1997,United States,3-0,Canada,FIFA World Cup qualification,Palo Alto › United States
Tue Mar 18 1997,Austria,0-2,Slovenia,Friendly,Linz › Austria
Tue Mar 18 1997,Bangladesh,1-3,Chinese Taipei,FIFA World Cup qualification,Kuala Lumpur › Malaysia
Tue Mar 18 1997,Kuwait,3-1,Bahrain,Friendly,Kuwait City › Kuwait
Tue Mar 18 1997,Malaysia,0-0,Saudi Arabia,FIFA World Cup qualification,Kuala Lumpur › Malaysia
Wed Mar 19 1997,Malta,1-4,Hungary,Friendly,Attard › Malta
Wed Mar 19 1997,United Arab Emirates,2-1,Lebanon,Friendly,Abu Dhabi › United Arab Emirates
Thu Mar 20 1997,Bangladesh,1-4,Saudi Arabia,FIFA World Cup qualification,Kuala Lumpur › Malaysia
Thu Mar 20 1997,Malaysia,2-0,Chinese Taipei,FIFA World Cup qualification,Kuala Lumpur › Malaysia
Sat Mar 22 1997,Azerbaijan,3-0,Turkmenistan,Friendly,Baku › Azerbaijan
Sun Mar 23 1997,Bolivia,6-0,Jamaica,Friendly,Oruro › Bolivia
Sun Mar 23 1997,Costa Rica,3-2,United States,FIFA World Cup qualification,San José › Costa Rica
Sun Mar 23 1997,Nepal,1-1,Macau,FIFA World Cup qualification,Muscat › Oman
Sun Mar 23 1997,Oman,0-1,Japan,FIFA World Cup qualification,Muscat › Oman
Sun Mar 23 1997,Panama,1-1,Belize,UNCAF Cup,Panama City › Panama
Tue Mar 25 1997,Guatemala,0-0,Ecuador,Friendly,Guatemala › Guatemala
Tue Mar 25 1997,Macau,0-10,Japan,FIFA World Cup qualification,Muscat › Oman
Tue Mar 25 1997,Oman,1-0,Nepal,FIFA World Cup qualification,Muscat › Oman
Thu Mar 27 1997,Nepal,0-6,Japan,FIFA World Cup qualification,Muscat › Oman
Thu Mar 27 1997,Oman,4-0,Macau,FIFA World Cup qualification,Muscat › Oman
Thu Mar 27 1997,Saudi Arabia,3-0,Bangladesh,FIFA World Cup qualification,Jeddah › Saudi Arabia
Sat Mar 29 1997,Albania,0-1,Ukraine,FIFA World Cup qualification,Granada › Spain
Sat Mar 29 1997,Croatia,1-1,Denmark,FIFA World Cup qualification,Split › Croatia
Sat Mar 29 1997,Cyprus,1-1,Russia,FIFA World Cup qualification,Paralímni › Cyprus
Sat Mar 29 1997,England,2-0,Mexico,Friendly,London › England
Sat Mar 29 1997,Italy,3-0,Moldova,FIFA World Cup qualification,Trieste › Italy
Sat Mar 29 1997,Netherlands,4-0,San Marino,FIFA World Cup qualification,Amsterdam › Netherlands
Sat Mar 29 1997,Northern Ireland,0-0,Portugal,FIFA World Cup qualification,Belfast › Northern Ireland
Sat Mar 29 1997,Romania,8-0,Liechtenstein,FIFA World Cup qualification,Bucharest › Romania
Sat Mar 29 1997,Saudi Arabia,3-0,Malaysia,FIFA World Cup qualification,Jeddah › Saudi Arabia
Sat Mar 29 1997,Scotland,2-0,Estonia,FIFA World Cup qualification,Kilmarnock › Scotland
Sat Mar 29 1997,Sierra Leone,2-1,Senegal,Friendly,Freetown › Sierra Leone
Sat Mar 29 1997,Tanzania,3-2,Burkina Faso,Friendly,Arusha › Tanzania
Sat Mar 29 1997,United Arab Emirates,1-4,Norway,Friendly,Sharjah › United Arab Emirates
Sat Mar 29 1997,Wales,1-2,Belgium,FIFA World Cup qualification,Cardiff › Wales
Sun Mar 30 1997,Belize,0-1,Panama,UNCAF Cup,San Ignacio › Belize
Sun Mar 30 1997,China PR,0-2,Iraq,Nehru Cup,Cochin › India
Sun Mar 30 1997,Gabon,2-1,Togo,Friendly,Libreville › Gabon
Sun Mar 30 1997,Georgia,7-0,Armenia,Friendly,Tbilisi › Georgia
Sun Mar 30 1997,Hong Kong,3-2,Thailand,FIFA World Cup qualification,Victoria › Hong Kong
Mon Mar 31 1997,Bangladesh,0-1,Malaysia,FIFA World Cup qualification,Jeddah › Saudi Arabia
Mon Mar 31 1997,Luxembourg,0-3,Israel,FIFA World Cup qualification,Luxembourg › Luxembourg
Mon Mar 31 1997,Malta,0-2,Slovakia,FIFA World Cup qualification,Attard › Malta
Mon Mar 31 1997,Saudi Arabia,6-0,Chinese Taipei,FIFA World Cup qualification,Jeddah › Saudi Arabia
Tue Apr 1 1997,India,0-0,China PR,Nehru Cup,Cochin › India
Wed Apr 2 1997,Albania,2-3,Germany,FIFA World Cup qualification,Granada › Spain
Wed Apr 2 1997,Azerbaijan,1-2,Finland,FIFA World Cup qualification,Baku › Azerbaijan
Wed Apr 2 1997,Barbados,1-1,Grenada,CFU Caribbean Cup qualification,Port of Spain › Trinidad and Tobago
Wed Apr 2 1997,Bolivia,2-1,Argentina,FIFA World Cup qualification,La Paz › Bolivia
Wed Apr 2 1997,Bosnia and Herzegovina,0-1,Greece,FIFA World Cup qualification,Sarajevo › Bosnia and Herzegovina
Wed Apr 2 1997,Brazil,4-0,Chile,Friendly,Brasília › Brazil
Wed Apr 2 1997,Bulgaria,4-1,Cyprus,FIFA World Cup qualification,Sofia › Bulgaria
Wed Apr 2 1997,Croatia,3-3,Slovenia,FIFA World Cup qualification,Split › Croatia
Wed Apr 2 1997,Czech Republic,1-2,Serbia,FIFA World Cup qualification,Prague › Czech Republic
Wed Apr 2 1997,Dominica,6-1,British Virgin Islands,CFU Caribbean Cup qualification,Roseau › Dominica
Wed Apr 2 1997,France,1-0,Sweden,Friendly,Paris › France
Wed Apr 2 1997,Hungary,1-3,Australia,Friendly,Budapest › Hungary
Wed Apr 2 1997,Lithuania,0-1,Romania,FIFA World Cup qualification,Vilnius › Lithuania
Wed Apr 2 1997,North Macedonia,3-2,Republic of Ireland,FIFA World Cup qualification,Skopje › North Macedonia
Wed Apr 2 1997,Paraguay,2-1,Colombia,FIFA World Cup qualification,Asunción › Paraguay
Wed Apr 2 1997,Peru,1-1,Ecuador,FIFA World Cup qualification,Lima › Peru
Wed Apr 2 1997,Poland,0-0,Italy,FIFA World Cup qualification,Chorzów › Poland
Wed Apr 2 1997,Scotland,2-0,Austria,FIFA World Cup qualification,Glasgow › Scotland
Wed Apr 2 1997,Sint Maarten,3-0,Anguilla,CFU Caribbean Cup qualification,Roseau › Dominica
Wed Apr 2 1997,Switzerland,1-0,Latvia,Friendly,Lucerne › Switzerland
Wed Apr 2 1997,Trinidad and Tobago,3-0,Guyana,Friendly,Port of Spain › Trinidad and Tobago
Wed Apr 2 1997,Turkey,1-0,Netherlands,FIFA World Cup qualification,Bursa › Turkey
Wed Apr 2 1997,Ukraine,2-1,Northern Ireland,FIFA World Cup qualification,Kyïv › Ukraine
Wed Apr 2 1997,Uruguay,3-1,Venezuela,FIFA World Cup qualification,Montevideo › Uruguay
Thu Apr 3 1997,China PR,0-0,Ghana,Nehru Cup,Cochin › India
Fri Apr 4 1997,British Virgin Islands,4-2,Anguilla,CFU Caribbean Cup qualification,Roseau › Dominica
Fri Apr 4 1997,Dominica,1-0,Sint Maarten,CFU Caribbean Cup qualification,Roseau › Dominica
Fri Apr 4 1997,Grenada,5-1,Guyana,CFU Caribbean Cup qualification,Palo Seco › Trinidad and Tobago
Fri Apr 4 1997,Trinidad and Tobago,0-1,Barbados,Friendly,Palo Seco › Trinidad and Tobago
Sat Apr 5 1997,Nigeria,2-1,Guinea,FIFA World Cup qualification,Lagos › Nigeria
Sat Apr 5 1997,Sierra Leone,1-1,Ghana,FIFA World Cup qualification,Freetown › Sierra Leone
Sun Apr 6 1997,Angola,3-1,Togo,FIFA World Cup qualification,Luanda › Angola
Sun Apr 6 1997,Cameroon,1-0,Zimbabwe,FIFA World Cup qualification,Yaoundé › Cameroon
Sun Apr 6 1997,Canada,0-0,El Salvador,FIFA World Cup qualification,Burnaby › Canada
Sun Apr 6 1997,Congo,2-0,South Africa,FIFA World Cup qualification,Pointe-Noire › Congo
Sun Apr 6 1997,Dominica,5-0,Anguilla,CFU Caribbean Cup qualification,Roseau › Dominica
Sun Apr 6 1997,Gabon,0-4,Morocco,FIFA World Cup qualification,Libreville › Gabon
Sun Apr 6 1997,Guyana,0-2,Barbados,CFU Caribbean Cup qualification,Arima › Trinidad and Tobago
Sun Apr 6 1997,India,0-1,Iraq,Nehru Cup,Cochin › India
Sun Apr 6 1997,Indonesia,8-0,Cambodia,FIFA World Cup qualification,Jakarta › Indonesia
Sun Apr 6 1997,Kenya,4-3,Burkina Faso,FIFA World Cup qualification,Nairobi › Kenya
Sun Apr 6 1997,Liberia,1-0,Egypt,FIFA World Cup qualification,Accra › Ghana
Sun Apr 6 1997,Namibia,1-2,Tunisia,FIFA World Cup qualification,Windhoek › Namibia
Sun Apr 6 1997,Sint Maarten,3-2,British Virgin Islands,CFU Caribbean Cup qualification,Roseau › Dominica
Sun Apr 6 1997,Trinidad and Tobago,2-3,Grenada,Friendly,Arima › Trinidad and Tobago
Tue Apr 8 1997,India,2-2,Ghana,Nehru Cup,Cochin › India
Tue Apr 8 1997,Jordan,0-0,United Arab Emirates,FIFA World Cup qualification,Manama › Bahrain
Wed Apr 9 1997,DR Congo,2-2,Zambia,FIFA World Cup qualification,Harare › Zimbabwe
Thu Apr 10 1997,India,1-1,Iraq,Nehru Cup,Cochin › India
Fri Apr 11 1997,Bahrain,1-2,United Arab Emirates,FIFA World Cup qualification,Manama › Bahrain
Fri Apr 11 1997,India,1-2,China PR,Nehru Cup,Cochin › India
Fri Apr 11 1997,Kuwait,0-2,Iran,Friendly,Kuwait City › Kuwait
Sat Apr 12 1997,Malawi,2-2,Mozambique,COSAFA Cup,Lilongwe › Malawi
Sun Apr 13 1997,El Salvador,1-1,Guatemala,Friendly,Washington › United States
Sun Apr 13 1997,Indonesia,0-0,Yemen,FIFA World Cup qualification,Jakarta › Indonesia
Sun Apr 13 1997,Lebanon,1-1,Singapore,FIFA World Cup qualification,Beirut › Lebanon
Sun Apr 13 1997,Mexico,6-0,Jamaica,FIFA World Cup qualification,Mexico City › Mexico
Mon Apr 14 1997,Bahrain,1-0,Jordan,FIFA World Cup qualification,Manama › Bahrain
Wed Apr 16 1997,Guatemala,1-1,Costa Rica,UNCAF Cup,Guatemala › Guatemala
Wed Apr 16 1997,Honduras,5-0,Panama,UNCAF Cup,Guatemala › Guatemala
Thu Apr 17 1997,Thailand,3-1,Kuwait,Friendly,Bangkok › Thailand
Fri Apr 18 1997,Costa Rica,5-1,Nicaragua,UNCAF Cup,Guatemala › Guatemala
Fri Apr 18 1997,Honduras,3-0,El Salvador,UNCAF Cup,Guatemala › Guatemala
Sat Apr 19 1997,Jordan,4-1,Bahrain,FIFA World Cup qualification,Sharjah › United Arab Emirates
Sun Apr 20 1997,Cambodia,0-1,Yemen,FIFA World Cup qualification,Phnom Penh › Cambodia
Sun Apr 20 1997,Cameroon,2-0,Congo,Friendly,Yaoundé › Cameroon
Sun Apr 20 1997,El Salvador,2-0,Panama,UNCAF Cup,Guatemala › Guatemala
Sun Apr 20 1997,Guatemala,6-1,Nicaragua,UNCAF Cup,Guatemala › Guatemala
Sun Apr 20 1997,United States,2-2,Mexico,FIFA World Cup qualification,Foxborough › United States
Mon Apr 21 1997,China PR,5-0,Burma,Friendly,Beijing › China PR
Mon Apr 21 1997,Iran,3-0,Kenya,Friendly,Tabriz › Iran
Tue Apr 22 1997,United Arab Emirates,3-0,Bahrain,FIFA World Cup qualification,Sharjah › United Arab Emirates
Wed Apr 23 1997,China PR,0-2,South Korea,Friendly,Beijing › China PR
Wed Apr 23 1997,Guatemala,1-0,El Salvador,UNCAF Cup,Guatemala › Guatemala
Wed Apr 23 1997,Honduras,0-4,Costa Rica,UNCAF Cup,Guatemala › Guatemala
Fri Apr 25 1997,Costa Rica,1-0,El Salvador,UNCAF Cup,Guatemala › Guatemala
Fri Apr 25 1997,Guatemala,1-0,Honduras,UNCAF Cup,Guatemala › Guatemala
Fri Apr 25 1997,Turkmenistan,2-0,Azerbaijan,Friendly,Ashgabat › Turkmenistan
Sat Apr 26 1997,Namibia,2-3,Egypt,FIFA World Cup qualification,Windhoek › Namibia
Sat Apr 26 1997,Sierra Leone,0-1,Morocco,FIFA World Cup qualification,Freetown › Sierra Leone
Sat Apr 26 1997,Singapore,0-1,Kuwait,FIFA World Cup qualification,Singapore › Singapore
Sat Apr 26 1997,United Arab Emirates,2-0,Jordan,FIFA World Cup qualification,Sharjah › United Arab Emirates
Sun Apr 27 1997,Burkina Faso,1-2,Nigeria,FIFA World Cup qualification,Ouagadougou › Burkina Faso
Sun Apr 27 1997,Cambodia,1-1,Indonesia,FIFA World Cup qualification,Phnom Penh › Cambodia
Sun Apr 27 1997,Cameroon,2-0,Togo,FIFA World Cup qualification,Yaoundé › Cameroon
Sun Apr 27 1997,Canada,0-0,Jamaica,FIFA World Cup qualification,Burnaby › Canada
Sun Apr 27 1997,China PR,0-0,Iran,Friendly,Beijing › China PR
Sun Apr 27 1997,DR Congo,1-2,South Africa,FIFA World Cup qualification,Lomé › Togo
Sun Apr 27 1997,Dominica,1-2,Martinique,CFU Caribbean Cup qualification,Roseau › Dominica
Sun Apr 27 1997,Ghana,3-0,Gabon,FIFA World Cup qualification,Accra › Ghana
Sun Apr 27 1997,Guatemala,1-1,Costa Rica,UNCAF Cup,Guatemala › Guatemala
Sun Apr 27 1997,Honduras,0-0,El Salvador,UNCAF Cup,Guatemala › Guatemala
Sun Apr 27 1997,Kenya,1-0,Guinea,FIFA World Cup qualification,Nairobi › Kenya
Sun Apr 27 1997,Lebanon,2-0,Libya,Friendly,Beirut › Lebanon
Sun Apr 27 1997,Tunisia,2-0,Liberia,FIFA World Cup qualification,Tunis › Tunisia
Sun Apr 27 1997,Zambia,3-0,Congo,FIFA World Cup qualification,Lusaka › Zambia
Sun Apr 27 1997,Zimbabwe,0-0,Angola,FIFA World Cup qualification,Harare › Zimbabwe
Mon Apr 28 1997,Bermuda,2-1,Saint Martin,Friendly,Hamilton › Bermuda
Tue Apr 29 1997,Chile,6-0,Venezuela,FIFA World Cup qualification,Santiago › Chile
