Date,Team 1,Score,Team 2,Tournament,City
Sun Jan 2 1949,China PR,3-2,South Korea,Friendly,So Kon Po › Hong Kong
Sun Jan 2 1949,Spain,1-1,Belgium,Friendly,Barcelona › Spain
Sun Jan 16 1949,Vietnam,3-3,South Korea,Friendly,Saigon › Vietnam
Tue Jan 25 1949,Macau,1-5,South Korea,Friendly,Macau › Macau
Sun Feb 27 1949,Italy,4-1,Portugal,Friendly,Genoa › Italy
Wed Mar 9 1949,Northern Ireland,0-2,Wales,British Championship,Belfast › Northern Ireland
Sun Mar 13 1949,Netherlands,3-3,Belgium,Friendly,Amsterdam › Netherlands
Sun Mar 20 1949,Austria,1-0,Turkey,Friendly,Vienna › Austria
Sun Mar 20 1949,Portugal,1-1,Spain,Friendly,Oeiras › Portugal
Wed Mar 23 1949,Czechoslovakia,2-2,Luxembourg,Friendly,Bratislava › Czechoslovakia
Sun Mar 27 1949,Spain,1-3,Italy,Friendly,Madrid › Spain
Sun Apr 3 1949,Brazil,9-1,Ecuador,Copa América,Rio de Janeiro › Brazil
Sun Apr 3 1949,Switzerland,1-2,Austria,International Cup,Lausanne › Switzerland
Wed Apr 6 1949,Bolivia,3-2,Chile,Copa América,São Paulo › Brazil
Wed Apr 6 1949,Colombia,0-3,Paraguay,Copa América,São Paulo › Brazil
Sat Apr 9 1949,England,1-3,Scotland,British Championship,London › England
Sun Apr 10 1949,Brazil,10-1,Bolivia,Copa América,São Paulo › Brazil
Sun Apr 10 1949,Colombia,0-4,Peru,Copa América,Rio de Janeiro › Brazil
Sun Apr 10 1949,Czechoslovakia,5-2,Hungary,International Cup,Prague › Czechoslovakia
Sun Apr 10 1949,Ecuador,0-1,Paraguay,Copa América,Rio de Janeiro › Brazil
Wed Apr 13 1949,Brazil,2-1,Chile,Copa América,São Paulo › Brazil
Wed Apr 13 1949,Ecuador,2-3,Uruguay,Copa América,Rio de Janeiro › Brazil
Wed Apr 13 1949,Paraguay,3-1,Peru,Copa América,Rio de Janeiro › Brazil
Sun Apr 17 1949,Bolivia,3-2,Uruguay,Copa América,Rio de Janeiro › Brazil
Sun Apr 17 1949,Brazil,5-0,Colombia,Copa América,São Paulo › Brazil
Sun Apr 17 1949,Chile,1-0,Ecuador,Copa América,São Paulo › Brazil
Wed Apr 20 1949,Chile,1-1,Colombia,Copa América,Rio de Janeiro › Brazil
Wed Apr 20 1949,Ecuador,0-4,Peru,Copa América,Rio de Janeiro › Brazil
Wed Apr 20 1949,Haiti,2-2,Trinidad and Tobago,Friendly,Port-au-Prince › Haiti
Wed Apr 20 1949,Paraguay,1-2,Uruguay,Copa América,São Paulo › Brazil
Sat Apr 23 1949,Haiti,2-3,Trinidad and Tobago,Friendly,Port-au-Prince › Haiti
Sat Apr 23 1949,Netherlands,4-1,France,Friendly,Rotterdam › Netherlands
Sun Apr 24 1949,Brazil,7-1,Peru,Copa América,Rio de Janeiro › Brazil
Sun Apr 24 1949,Republic of Ireland,0-2,Belgium,Friendly,Dublin › Republic of Ireland
Mon Apr 25 1949,Bolivia,2-0,Ecuador,Copa América,São Paulo › Brazil
Mon Apr 25 1949,Haiti,5-0,Trinidad and Tobago,Friendly,Port-au-Prince › Haiti
Mon Apr 25 1949,Uruguay,2-2,Colombia,Copa América,São Paulo › Brazil
Wed Apr 27 1949,Bolivia,0-3,Peru,Copa América,Santos › Brazil
