Date,Team 1,Score,Team 2,Tournament,City
Thu Mar 19 1953,El Salvador,2-1,Panama,CCCF Championship,San José › Costa Rica
Thu Mar 19 1953,Guatemala,1-0,Nicaragua,CCCF Championship,San José › Costa Rica
Thu Mar 19 1953,Peru,1-0,Brazil,Copa América,Lima › Peru
Thu Mar 19 1953,Spain,3-1,Belgium,Friendly,Barcelona › Spain
Sat Mar 21 1953,Costa Rica,3-0,Guatemala,CCCF Championship,San José › Costa Rica
Sat Mar 21 1953,El Salvador,1-1,Curaçao,CCCF Championship,San José › Costa Rica
Sat Mar 21 1953,Honduras,3-1,Panama,CCCF Championship,San José › Costa Rica
Sun Mar 22 1953,Germany,0-0,Austria,Friendly,Cologne › Germany
Sun Mar 22 1953,Netherlands,1-2,Switzerland,Friendly,Amsterdam › Netherlands
Mon Mar 23 1953,Brazil,3-2,Chile,Copa América,Lima › Peru
Mon Mar 23 1953,Ecuador,0-6,Uruguay,Copa América,Lima › Peru
Wed Mar 25 1953,Republic of Ireland,4-0,Austria,Friendly,Dublin › Republic of Ireland
Fri Mar 27 1953,Brazil,1-2,Paraguay,Copa América,Lima › Peru
Sat Mar 28 1953,Bolivia,2-2,Chile,Copa América,Lima › Peru
Sat Mar 28 1953,Peru,0-3,Uruguay,Copa América,Lima › Peru
Wed Apr 1 1953,Brazil,2-3,Paraguay,Copa América,Lima › Peru
Sun Apr 5 1953,Hong Kong,4-0,South Korea,Friendly,So Kon Po › Hong Kong
Wed Apr 8 1953,South Korea,2-4,Chinese Taipei,Friendly,So Kon Po › Hong Kong
Sat Apr 11 1953,Singapore,2-3,South Korea,Friendly,Kallang › Singapore
Wed Apr 15 1953,Northern Ireland,2-3,Wales,British Championship,Belfast › Northern Ireland
Thu Apr 16 1953,Malaysia,2-3,South Korea,Friendly,Kallang › Singapore
Thu Apr 16 1953,Martinique,4-3,Guadeloupe,Friendly,Fort-de-France › Martinique
Sat Apr 18 1953,England,2-2,Scotland,British Championship,London › England
Sat Apr 18 1953,Singapore,3-1,South Korea,Friendly,Kallang › Singapore
Sun Apr 19 1953,Netherlands,0-2,Belgium,Friendly,Amsterdam › Netherlands
Sun Apr 19 1953,Singapore,1-3,South Korea,Friendly,Kallang › Singapore
Fri Apr 24 1953,Singapore,0-0,South Korea,Friendly,Kallang › Singapore
Sun Apr 26 1953,Czechoslovakia,2-0,Italy,International Cup,Prague › Czechoslovakia
Sun Apr 26 1953,Hungary,1-1,Austria,Friendly,Budapest › Hungary
Sun Apr 26 1953,Silesia,2-3,Poland,Friendly,Chorzów › Poland
Thu Apr 30 1953,Indonesia,1-3,South Korea,Friendly,So Kon Po › Hong Kong
Wed May 6 1953,Scotland,1-2,Sweden,Friendly,Glasgow › Scotland
Sat May 9 1953,Yugoslavia,1-0,Greece,FIFA World Cup qualification,Belgrade › Yugoslavia
Sun May 10 1953,Poland,1-1,Czechoslovakia,Friendly,Wrocław › Poland
Thu May 14 1953,Argentina,3-1,England,Friendly,Buenos Aires › Argentina
Thu May 14 1953,Belgium,1-3,Yugoslavia,Friendly,Brussels › Belgium
Thu May 14 1953,France,6-1,Wales,Friendly,Colombes › France
Sun May 17 1953,Argentina,0-0,England,Friendly,Buenos Aires › Argentina
Sun May 17 1953,Guadeloupe,0-2,Martinique,Friendly,Pointe-à-Pitre › Guadeloupe
Sun May 17 1953,Italy,0-3,Hungary,International Cup,Rome › Italy
Thu May 21 1953,Yugoslavia,5-2,Wales,Friendly,Belgrade › Yugoslavia
Sun May 24 1953,Chile,1-2,England,Friendly,Santiago › Chile
Mon May 25 1953,Finland,2-4,Belgium,FIFA World Cup qualification,Helsinki › Finland
Mon May 25 1953,Switzerland,1-2,Turkey,Friendly,Berne › Switzerland
Thu May 28 1953,Sweden,2-3,Belgium,FIFA World Cup qualification,Solna › Sweden
Sun May 31 1953,Uruguay,2-1,England,Friendly,Montevideo › Uruguay
Tue Jun 2 1953,Gambia,1-3,Guinea-Bissau,Friendly,Bathurst › Gambia
Fri Jun 5 1953,Turkey,2-2,Yugoslavia,Friendly,Istanbul › Turkey
Mon Jun 8 1953,Guinea-Bissau,1-0,Gambia,Friendly,Bissau › Portuguese Guinea
Mon Jun 8 1953,United States,3-6,England,Friendly,New York › United States
Thu Jun 11 1953,Sweden,1-0,France,Friendly,Solna › Sweden
Sun Jun 14 1953,German DR,0-0,Bulgaria,Friendly,Dresden › German DR
Sat Jun 20 1953,Singapore,3-1,Philippines,Friendly,Kallang › Singapore
Sun Jun 21 1953,Denmark,1-3,Sweden,Nordic Championship,Copenhagen › Denmark
Wed Jun 24 1953,Norway,2-3,Saarland,FIFA World Cup qualification,Oslo › Norway
Sat Jun 27 1953,Switzerland,1-4,Denmark,Friendly,Basel › Switzerland
Sun Jun 28 1953,Romania,3-1,Bulgaria,FIFA World Cup qualification,Bucharest › Romania
Sun Jul 5 1953,Argentina,1-0,Spain,Friendly,Buenos Aires › Argentina
Sun Jul 5 1953,Sweden,2-4,Hungary,Friendly,Solna › Sweden
Sun Jul 12 1953,Chile,1-2,Spain,Friendly,Santiago › Chile
Mon Jul 13 1953,Mauritius,9-4,Réunion,Friendly,Antananarivo › Madagascar
Thu Jul 16 1953,Madagascar,6-4,Réunion,Friendly,Antananarivo › Madagascar
Sun Jul 19 1953,Mexico,8-0,Haiti,FIFA World Cup qualification,Mexico City › Mexico
Mon Jul 20 1953,Madagascar,2-3,Mauritius,Friendly,Antananarivo › Madagascar
Sun Jul 26 1953,Peru,1-2,Chile,Copa del Pacífico,Lima › Peru
Tue Jul 28 1953,Peru,5-0,Chile,Copa del Pacífico,Lima › Peru
Wed Aug 5 1953,Finland,3-3,Sweden,FIFA World Cup qualification,Helsinki › Finland
Sun Aug 9 1953,Denmark,4-0,Iceland,Friendly,Copenhagen › Denmark
Sun Aug 9 1953,Catalonia,0-6,Spain,Friendly,Barcelona › Spain
Mon Aug 10 1953,Jamaica,3-2,Trinidad and Tobago,Friendly,Kingston › Jamaica
Tue Aug 11 1953,Jamaica,0-1,Trinidad and Tobago,Friendly,Kingston › Jamaica
Thu Aug 13 1953,Norway,3-1,Iceland,Friendly,Bergen › Norway
Sun Aug 16 1953,Sweden,4-0,Finland,FIFA World Cup qualification,Solna › Sweden
Wed Aug 19 1953,Norway,1-1,Germany,FIFA World Cup qualification,Oslo › Norway
Sat Aug 29 1953,Suriname,3-3,Aruba,Friendly,Paramaribo › Suriname
Sun Aug 30 1953,Finland,1-4,Norway,Nordic Championship,Helsinki › Finland
Thu Sep 3 1953,Suriname,3-3,Aruba,Friendly,Paramaribo › Suriname
Sun Sep 6 1953,Bulgaria,1-2,Czechoslovakia,FIFA World Cup qualification,Sofia › Bulgaria
Fri Sep 11 1953,Vanuatu,2-4,Tahiti,Friendly,Port Vila › New Hebrides
Sun Sep 13 1953,Bulgaria,2-2,Poland,Friendly,Sofia › Bulgaria
Sun Sep 13 1953,Norway,0-1,Denmark,Nordic Championship,Oslo › Norway
Sun Sep 13 1953,Silesia,3-3,Poland,Friendly,Byton › Poland
Mon Sep 14 1953,Vanuatu,2-4,Tahiti,Friendly,Port Vila › New Hebrides
Sat Sep 19 1953,Uganda,9-1,Burundi,Friendly,Kampala › Uganda
Sun Sep 20 1953,Czechoslovakia,5-0,Switzerland,International Cup,Prague › Czechoslovakia
Sun Sep 20 1953,Luxembourg,1-6,France,FIFA World Cup qualification,Luxembourg › Luxembourg
Sun Sep 20 1953,New Caledonia,5-0,Tahiti,Friendly,Nouméa › New Caledonia
Wed Sep 23 1953,Belgium,2-2,Finland,FIFA World Cup qualification,Brussels › Belgium
Wed Sep 23 1953,New Caledonia,4-1,Tahiti,Friendly,Nouméa › New Caledonia
Sat Sep 26 1953,Austria,9-1,Portugal,FIFA World Cup qualification,Vienna › Austria
Sat Sep 26 1953,New Caledonia,4-1,Tahiti,Friendly,Nouméa › New Caledonia
Sat Sep 26 1953,Kernow,3-6,Trinidad and Tobago,Friendly,Cornwall › England
Sun Sep 27 1953,Norway,4-0,Netherlands,Friendly,Oslo › Norway
Tue Sep 29 1953,Zanzibar,1-5,Uganda,Friendly,Zanzibar › Zanzibar
Wed Sep 30 1953,Kenya,7-1,Tanzania,Friendly,Zanzibar › Zanzibar
Wed Sep 30 1953,Kernow,2-4,Trinidad and Tobago,Friendly,Cornwall › England
Sat Oct 3 1953,Kenya,6-2,Uganda,Friendly,Zanzibar › Zanzibar
Sat Oct 3 1953,Northern Ireland,1-3,Scotland,FIFA World Cup qualification,Belfast › Northern Ireland
Sat Oct 3 1953,Kernow,1-1,Trinidad and Tobago,Friendly,Cornwall › England
Sun Oct 4 1953,Bulgaria,1-1,Hungary,Friendly,Sofia › Bulgaria
Sun Oct 4 1953,Czechoslovakia,1-5,Hungary,Friendly,Prague › Czechoslovakia
Sun Oct 4 1953,Denmark,6-1,Finland,Nordic Championship,Copenhagen › Denmark
Sun Oct 4 1953,Republic of Ireland,3-5,France,FIFA World Cup qualification,Dublin › Republic of Ireland
Thu Oct 8 1953,Belgium,2-0,Sweden,FIFA World Cup qualification,Brussels › Belgium
Sat Oct 10 1953,Wales,1-4,England,FIFA World Cup qualification,Cardiff › Wales
Sun Oct 11 1953,Austria,2-3,Hungary,Friendly,Vienna › Austria
Sun Oct 11 1953,Bulgaria,1-2,Romania,FIFA World Cup qualification,Sofia › Bulgaria
Sun Oct 11 1953,Germany,3-0,Saarland,FIFA World Cup qualification,Stuttgart › Germany
Sun Oct 11 1953,Ghana,1-0,Nigeria,Friendly,Accra › Gold Coast
Wed Oct 14 1953,Zambia,1-0,Zimbabwe,Friendly,Kitwe › Northern Rhodesia
Sun Oct 18 1953,Sweden,0-0,Norway,Nordic Championship,Solna › Sweden
Sun Oct 18 1953,Yugoslavia,3-1,France,Friendly,Zagreb › Yugoslavia
Sat Oct 24 1953,Burma,3-2,Sri Lanka,Friendly,Rangoon › Burma
Sun Oct 25 1953,Netherlands,1-0,Belgium,Friendly,Rotterdam › Netherlands
Sun Oct 25 1953,Romania,0-1,Czechoslovakia,FIFA World Cup qualification,Bucharest › Romania
Tue Oct 27 1953,Sri Lanka,0-2,India,Friendly,Rangoon › Burma
Wed Oct 28 1953,Burma,1-1,Pakistan,Friendly,Rangoon › Burma
Wed Oct 28 1953,Republic of Ireland,4-0,Luxembourg,FIFA World Cup qualification,Dublin › Republic of Ireland
Sat Oct 31 1953,Burma,2-4,India,Friendly,Rangoon › Burma
Sun Nov 1 1953,Greece,1-0,Israel,FIFA World Cup qualification,Athens › Greece
Wed Nov 4 1953,Scotland,3-3,Wales,FIFA World Cup qualification,Glasgow › Scotland
Sun Nov 8 1953,Czechoslovakia,0-0,Bulgaria,FIFA World Cup qualification,Bratislava › Czechoslovakia
Sun Nov 8 1953,Saarland,0-0,Norway,FIFA World Cup qualification,Saarbrücken › Saarland
Sun Nov 8 1953,Spain,2-2,Sweden,Friendly,Bilbao › Spain
Sun Nov 8 1953,Yugoslavia,1-0,Israel,FIFA World Cup qualification,Skopje › Yugoslavia
Wed Nov 11 1953,England,3-1,Northern Ireland,FIFA World Cup qualification,Liverpool › England
Wed Nov 11 1953,France,2-4,Switzerland,Friendly,Colombes › France
Fri Nov 13 1953,Egypt,1-2,Italy,FIFA World Cup qualification,Cairo › Egypt
Sat Nov 14 1953,Haiti,4-1,Jamaica,Friendly,Port-au-Prince › Haiti
Sun Nov 15 1953,Hungary,2-2,Sweden,Friendly,Budapest › Hungary
Sat Nov 21 1953,Haiti,1-0,Jamaica,Friendly,Port-au-Prince › Haiti
Sun Nov 22 1953,Germany,5-1,Norway,FIFA World Cup qualification,Hamburg › Germany
Sun Nov 22 1953,Portugal,3-1,South Africa,Friendly,Oeiras › Portugal
Sun Nov 22 1953,Switzerland,2-2,Belgium,Friendly,Zürich › Switzerland
Wed Nov 25 1953,England,3-6,Hungary,Friendly,London › England
Wed Nov 25 1953,France,1-0,Republic of Ireland,FIFA World Cup qualification,Paris › France
Sun Nov 29 1953,Albania,2-0,Poland,Friendly,Tirana › Albania
Sun Nov 29 1953,Portugal,0-0,Austria,FIFA World Cup qualification,Oeiras › Portugal
Sun Dec 13 1953,Italy,3-0,Czechoslovakia,International Cup,Genoa › Italy
Thu Dec 17 1953,France,8-0,Luxembourg,FIFA World Cup qualification,Paris › France
Sun Dec 27 1953,Haiti,0-4,Mexico,FIFA World Cup qualification,Port-au-Prince › Haiti
