Date,Team 1,Score,Team 2,Tournament,City
Thu Jan 1 1931,Basque Country,3-2,Catalonia,Friendly,Bilbao › Spain
Sun Jan 25 1931,Italy,5-0,France,Friendly,Bologna › Italy
Wed Feb 11 1931,Barbados,3-2,Martinique,Friendly,Bridgetown › Barbados
Thu Feb 12 1931,Barbados,0-0,Martinique,Friendly,Bridgetown › Barbados
Sun Feb 15 1931,France,1-2,Czechoslovakia,Friendly,Colombes › France
Sat Feb 21 1931,Northern Ireland,0-0,Scotland,British Championship,Belfast › Northern Ireland
Sun Feb 22 1931,Italy,2-1,Austria,International Cup,Milan › Italy
Sat Feb 28 1931,Barbados,1-2,Martinique,Friendly,Bridgetown › Barbados
Thu Mar 5 1931,Guyana,2-1,Trinidad and Tobago,Friendly,Georgetown › British Guyana
Fri Mar 6 1931,Barbados,1-5,Trinidad and Tobago,Friendly,Georgetown › British Guyana
Sun Mar 8 1931,Guyana,0-2,Trinidad and Tobago,Friendly,Georgetown › British Guyana
Mon Mar 9 1931,Barbados,1-7,Trinidad and Tobago,Friendly,Georgetown › British Guyana
Tue Mar 10 1931,Guyana,9-0,Barbados,Friendly,Georgetown › British Guyana
Sat Mar 14 1931,Guyana,7-0,Barbados,Friendly,Georgetown › British Guyana
Sun Mar 15 1931,France,1-0,Germany,Friendly,Colombes › France
Sun Mar 15 1931,Yugoslavia,4-1,Greece,Balkan Cup,Belgrade › Yugoslavia
Sun Mar 22 1931,Czechoslovakia,3-3,Hungary,International Cup,Prague › Czechoslovakia
Sat Mar 28 1931,Scotland,2-0,England,British Championship,Glasgow › Scotland
Sun Mar 29 1931,Netherlands,3-2,Belgium,Friendly,Amsterdam › Netherlands
Sun Mar 29 1931,Switzerland,1-1,Italy,International Cup,Berne › Switzerland
Sun Apr 5 1931,Curaçao,1-0,Aruba,Friendly,Willemstad › Curaçao
Sun Apr 12 1931,Austria,2-1,Czechoslovakia,International Cup,Vienna › Austria
Sun Apr 12 1931,Hungary,6-2,Switzerland,International Cup,Budapest › Hungary
Sun Apr 12 1931,Portugal,0-2,Italy,Friendly,Porto › Portugal
Sun Apr 19 1931,Paraguay,0-1,Argentina,Friendly,Asunción › Paraguay
Sun Apr 19 1931,Spain,0-0,Italy,Friendly,Bilbao › Spain
Sun Apr 19 1931,Yugoslavia,1-0,Bulgaria,Balkan Cup,Belgrade › Yugoslavia
Wed Apr 22 1931,Wales,3-2,Northern Ireland,British Championship,Wrexham › Wales
Sat Apr 25 1931,Paraguay,1-1,Argentina,Friendly,Asunción › Paraguay
Sun Apr 26 1931,Netherlands,1-1,Germany,Friendly,Amsterdam › Netherlands
Sun Apr 26 1931,Spain,1-1,Republic of Ireland,Friendly,Barcelona › Spain
Sun May 3 1931,Austria,0-0,Hungary,International Cup,Vienna › Austria
Sun May 3 1931,Belgium,4-2,Netherlands,Friendly,Antwerp › Belgium
Sun May 10 1931,Romania,5-2,Bulgaria,Balkan Cup,Bucharest › Romania
Thu May 14 1931,France,5-2,England,Friendly,Colombes › France
Sat May 16 1931,Austria,5-0,Scotland,Friendly,Vienna › Austria
Sat May 16 1931,Belgium,1-4,England,Friendly,Brussels › Belgium
Wed May 20 1931,Italy,3-0,Scotland,Friendly,Rome › Italy
Thu May 21 1931,Yugoslavia,3-2,Hungary,Friendly,Belgrade › Yugoslavia
Sun May 24 1931,Germany,0-6,Austria,Friendly,Berlin › Germany
Sun May 24 1931,Switzerland,2-3,Scotland,Friendly,Geneva › Switzerland
Mon May 25 1931,Denmark,3-1,Norway,Nordic Championship,Copenhagen › Denmark
Thu May 28 1931,Latvia,0-1,Estonia,Friendly,Riga › Latvia
Sun May 31 1931,Portugal,3-2,Belgium,Friendly,Lisbon › Portugal
Tue Jun 9 1931,Estonia,4-1,Lithuania,Friendly,Tallinn › Estonia
Sat Jun 13 1931,Czechoslovakia,7-3,Switzerland,International Cup,Prague › Czechoslovakia
Sun Jun 14 1931,Denmark,0-2,Netherlands,Friendly,Copenhagen › Denmark
Sun Jun 14 1931,Poland,0-4,Czechoslovakia,Friendly,Warsaw › Poland
Tue Jun 16 1931,Austria,2-0,Switzerland,Friendly,Vienna › Austria
Wed Jun 17 1931,Finland,3-1,Estonia,Friendly,Helsinki › Finland
Wed Jun 17 1931,Sweden,0-0,Germany,Friendly,Stockholm › Sweden
Sun Jun 21 1931,Norway,2-2,Germany,Friendly,Oslo › Norway
Sun Jun 28 1931,Sweden,3-1,Denmark,Nordic Championship,Stockholm › Sweden
Sun Jun 28 1931,Yugoslavia,2-4,Romania,Balkan Cup,Zagreb › Yugoslavia
Tue Jun 30 1931,Latvia,5-2,Lithuania,Friendly,Riga › Latvia
Fri Jul 3 1931,Sweden,8-2,Finland,Nordic Championship,Stockholm › Sweden
Sat Jul 4 1931,Argentina,1-1,Paraguay,Copa Chevallier Boutell,Buenos Aires › Argentina
