Date,Team 1,Score,Team 2,Tournament,City
Sat Mar 30 1963,Costa Rica,0-0,Mexico,CONCACAF Championship,Santa Ana › El Salvador
Sat Mar 30 1963,Jamaica,1-2,Curaçao,CONCACAF Championship,Santa Ana › El Salvador
Sun Mar 31 1963,Argentina,1-1,Paraguay,Copa América,La Paz › Bolivia
Sun Mar 31 1963,Belgium,0-1,Yugoslavia,UEFA Euro qualification,Brussels › Belgium
Sun Mar 31 1963,Bolivia,5-4,Brazil,Copa América,Cochabamba › Bolivia
Sun Mar 31 1963,Colombia,3-4,Ecuador,Copa América,La Paz › Bolivia
Sun Mar 31 1963,Czechoslovakia,1-1,German DR,UEFA Euro qualification,Prague › Czechoslovakia
Sun Mar 31 1963,Lebanon,6-0,Kuwait,UAFA Cup,Beirut › Lebanon
Sun Mar 31 1963,Suriname,3-1,Trinidad and Tobago,Friendly,Paramaribo › Suriname
Sun Mar 31 1963,Switzerland,1-1,Netherlands,UEFA Euro qualification,Berne › Switzerland
Tue Apr 2 1963,Suriname,1-2,Trinidad and Tobago,Friendly,Paramaribo › Suriname
Tue Apr 2 1963,Syria,0-1,Tunisia,UAFA Cup,Beirut › Lebanon
Wed Apr 3 1963,Honduras,1-4,Curaçao,CONCACAF Championship,San Salvador › El Salvador
Wed Apr 3 1963,Northern Ireland,1-4,Wales,British Championship,Belfast › Northern Ireland
Thu Apr 4 1963,Jordan,0-4,Tunisia,UAFA Cup,Beirut › Lebanon
Thu Apr 4 1963,Suriname,4-3,Trinidad and Tobago,Friendly,Paramaribo › Suriname
Fri Apr 5 1963,Costa Rica,1-0,Curaçao,CONCACAF Championship,San Salvador › El Salvador
Sat Apr 6 1963,England,1-2,Scotland,British Championship,London › England
Sat Apr 6 1963,Kuwait,1-5,Tunisia,UAFA Cup,Beirut › Lebanon
Sat Apr 6 1963,Lebanon,5-0,Jordan,UAFA Cup,Beirut › Lebanon
Sun Apr 7 1963,El Salvador,3-2,Curaçao,CONCACAF Championship,San Salvador › El Salvador
Sun Apr 7 1963,Kuwait,0-4,Syria,UAFA Cup,Beirut › Lebanon
Sun Apr 7 1963,Lebanon,0-1,Tunisia,UAFA Cup,Beirut › Lebanon
Sat Apr 13 1963,Brazil,2-3,Argentina,Copa Roca,São Paulo › Brazil
Tue Apr 16 1963,Brazil,5-2,Argentina,Copa Roca,Rio de Janeiro › Brazil
Tue Apr 16 1963,Guadeloupe,3-0,Martinique,Friendly,Basse-Terre › Guadeloupe
Wed Apr 17 1963,Netherlands,1-0,France,Friendly,Rotterdam › Netherlands
Sat Apr 20 1963,Guadeloupe,3-0,Puerto Rico,Friendly,Basse-Terre › Guadeloupe
Sun Apr 21 1963,Portugal,1-0,Brazil,Friendly,Lisbon › Portugal
Wed Apr 24 1963,Austria,3-1,Czechoslovakia,Friendly,Vienna › Austria
Wed Apr 24 1963,Belgium,5-1,Brazil,Friendly,Brussels › Belgium
Thu Apr 25 1963,China PR,1-0,North Vietnam,Friendly,Jakarta › Indonesia
Fri Apr 26 1963,Cambodia,2-3,North Vietnam,Friendly,Jakarta › Indonesia
Fri Apr 26 1963,Indonesia,1-3,Egypt,Friendly,Jakarta › Indonesia
Sat Apr 27 1963,Cambodia,0-6,China PR,Friendly,Jakarta › Indonesia
Sat Apr 27 1963,Indonesia,2-2,Egypt,Friendly,Jakarta › Indonesia
Sun Apr 28 1963,Bulgaria,1-0,Czechoslovakia,Friendly,Sofia › Bulgaria
Sun Apr 28 1963,France,2-3,Brazil,Friendly,Colombes › France
Tue Apr 30 1963,Egypt,2-0,China PR,Friendly,Jakarta › Indonesia
Tue Apr 30 1963,Indonesia,3-1,North Vietnam,Friendly,Jakarta › Indonesia
Thu May 2 1963,Netherlands,1-0,Brazil,Friendly,Amsterdam › Netherlands
Thu May 2 1963,Tanzania,0-2,Ethiopia,Friendly,Dar es Salaam › Tanganyika
Sun May 5 1963,Germany,1-2,Brazil,Friendly,Hamburg › Germany
Sun May 5 1963,Sweden,2-1,Hungary,Friendly,Solna › Sweden
Wed May 8 1963,England,1-1,Brazil,Friendly,London › England
Wed May 8 1963,Scotland,4-1,Austria,Friendly,Glasgow › Scotland
Sun May 12 1963,Italy,3-0,Brazil,Friendly,Milan › Italy
Sun May 12 1963,Romania,3-2,German DR,Friendly,Bucharest › Romania
Wed May 15 1963,Norway,2-5,Poland,Friendly,Oslo › Norway
Fri May 17 1963,Egypt,0-1,Brazil,Friendly,Cairo › Egypt
Sun May 19 1963,Hungary,6-0,Denmark,Friendly,Budapest › Hungary
Sun May 19 1963,Indonesia,1-2,China PR,Friendly,Semarang › Indonesia
Sun May 19 1963,Israel,0-5,Brazil,Friendly,Ramat-Gan › Israel
Wed May 22 1963,Poland,4-0,Greece,Friendly,Warsaw › Poland
Wed May 22 1963,Russia,0-1,Sweden,Friendly,Moscow › Soviet Union
Mon May 27 1963,Zanzibar,0-4,Ethiopia,Friendly,Zanzibar › Zanzibar
Wed May 29 1963,Czechoslovakia,2-4,England,Friendly,Bratislava › Czechoslovakia
Thu May 30 1963,Spain,1-1,Northern Ireland,UEFA Euro qualification,Bilbao › Spain
Sat Jun 1 1963,Kenya,0-1,Sudan,African Cup of Nations qualification,Nairobi › Kenya
Sun Jun 2 1963,Czechoslovakia,2-2,Hungary,Friendly,Prague › Czechoslovakia
Sun Jun 2 1963,German DR,1-2,England,Friendly,Leipzig › German DR
Sun Jun 2 1963,Poland,1-1,Romania,Friendly,Chorzów › Poland
Mon Jun 3 1963,Denmark,1-1,Finland,Nordic Championship,Copenhagen › Denmark
Mon Jun 3 1963,Kenya,1-2,Ethiopia,Friendly,Nairobi › Kenya
Tue Jun 4 1963,Norway,4-3,Scotland,Friendly,Bergen › Norway
Wed Jun 5 1963,Switzerland,1-8,England,Friendly,Basel › Switzerland
Sun Jun 9 1963,Austria,0-1,Italy,Friendly,Vienna › Austria
Sun Jun 9 1963,Republic of Ireland,1-0,Scotland,Friendly,Dublin › Republic of Ireland
Sun Jun 9 1963,Tunisia,2-0,Lebanon,Friendly,Tunis › Tunisia
Thu Jun 13 1963,Spain,2-6,Scotland,Friendly,Madrid › Spain
Sun Jun 16 1963,Ethiopia,4-0,Sudan,Friendly,Addis Abeba › Ethiopia
Wed Jun 19 1963,Yugoslavia,0-0,Sweden,UEFA Euro qualification,Belgrade › Yugoslavia
Thu Jun 27 1963,Finland,2-0,Norway,Nordic Championship,Helsinki › Finland
Sat Jun 29 1963,Denmark,4-0,Albania,UEFA Euro qualification,Copenhagen › Denmark
Sun Jun 30 1963,Sudan,5-0,Kenya,African Cup of Nations qualification,Khartoum › Sudan
Tue Jul 2 1963,Morocco,4-2,Tunisia,African Cup of Nations qualification,Casablanca › Morocco
Sat Jul 6 1963,Zambia,5-1,Malawi,Friendly,Kitwe › Northern Rhodesia
Sun Jul 7 1963,Algeria,2-2,Egypt,Friendly,Oran › Algeria
Wed Jul 24 1963,Chile,0-0,Uruguay,Copa Juan Pinto Durán,Santiago › Chile
Sat Jul 27 1963,Nigeria,2-2,Guinea,African Cup of Nations qualification,Lagos › Nigeria
Mon Aug 5 1963,Jamaica,0-1,El Salvador,Friendly,Kingston › Jamaica
Wed Aug 7 1963,Jamaica,0-0,El Salvador,Friendly,Kingston › Jamaica
Thu Aug 8 1963,Malaysia,3-4,Japan,Merdeka Tournament,Kuala Lumpur › Malaya
Fri Aug 9 1963,Jamaica,1-1,El Salvador,Friendly,Kingston › Jamaica
Sat Aug 10 1963,Thailand,1-4,Japan,Merdeka Tournament,Kuala Lumpur › Malaya
Sun Aug 11 1963,South Korea,5-1,Thailand,Merdeka Tournament,Kuala Lumpur › Malaya
Sun Aug 11 1963,Malaysia,0-5,Vietnam Republic,Merdeka Tournament,Kuala Lumpur › Malaya
Mon Aug 12 1963,Malaysia,2-3,Chinese Taipei,Merdeka Tournament,Kuala Lumpur › Malaya
Mon Aug 12 1963,Vietnam Republic,1-5,Japan,Merdeka Tournament,Kuala Lumpur › Malaya
Tue Aug 13 1963,South Korea,1-1,Japan,Merdeka Tournament,Kuala Lumpur › Malaya
Wed Aug 14 1963,South Korea,3-1,Vietnam Republic,Merdeka Tournament,Kuala Lumpur › Malaya
Wed Aug 14 1963,Malaysia,2-2,Thailand,Merdeka Tournament,Kuala Lumpur › Malaya
Wed Aug 14 1963,Sweden,0-0,Finland,Nordic Championship,Solna › Sweden
Wed Aug 14 1963,Sweden,0-0,Norway,Nordic Championship,Gothenburg › Sweden
Fri Aug 16 1963,Malaysia,3-0,South Korea,Merdeka Tournament,Kuala Lumpur › Malaya
Sat Aug 17 1963,Thailand,2-3,Vietnam Republic,Merdeka Tournament,Kuala Lumpur › Malaya
Thu Aug 29 1963,Fiji,3-1,Papua New Guinea,South Pacific Games,Suva › Fiji
Fri Aug 30 1963,Solomon Islands,6-3,Vanuatu,South Pacific Games,Suva › Fiji
Sun Sep 1 1963,Colombia,4-5,Costa Rica,Friendly,Bogotá › Colombia
Sun Sep 1 1963,Fiji,5-0,Solomon Islands,South Pacific Games,Suva › Lautoka
Sun Sep 1 1963,New Caledonia,2-1,Tahiti,South Pacific Games,Suva › Fiji
Wed Sep 4 1963,China PR,4-0,Burma,Friendly,Beijing › China PR
Wed Sep 4 1963,Colombia,1-0,Costa Rica,Friendly,Cali › Colombia
Wed Sep 4 1963,German DR,1-1,Bulgaria,Friendly,Magdeburg › German DR
Wed Sep 4 1963,Poland,9-0,Norway,Friendly,Szczecin › Poland
Fri Sep 6 1963,Solomon Islands,0-18,Tahiti,South Pacific Games,Suva › Fiji
Fri Sep 6 1963,Fiji,2-8,New Caledonia,South Pacific Games,Suva › Fiji
Sun Sep 8 1963,Mauritius,0-2,Réunion,Friendly,Antananarivo › Madagascar
Wed Sep 11 1963,Netherlands,1-1,Luxembourg,UEFA Euro qualification,Amsterdam › Netherlands
Sun Sep 15 1963,Madagascar,6-1,Réunion,Friendly,Antananarivo › Madagascar
Sun Sep 15 1963,Norway,0-4,Denmark,Nordic Championship,Oslo › Norway
Wed Sep 18 1963,Bulgaria,1-1,Sudan,Friendly,Sofia › Bulgaria
Wed Sep 18 1963,Sweden,3-2,Yugoslavia,UEFA Euro qualification,Malmö › Sweden
Sun Sep 22 1963,Poland,0-0,Turkey,Friendly,Poznań › Poland
Sun Sep 22 1963,Russia,1-1,Hungary,Friendly,Moscow › Soviet Union
Wed Sep 25 1963,Austria,0-0,Republic of Ireland,UEFA Euro qualification,Vienna › Austria
Fri Sep 27 1963,Martinique,6-0,Puerto Rico,Friendly,Basse-Terre › Guadeloupe
Sat Sep 28 1963,Germany,3-0,Turkey,Friendly,Frankfurt am Main › Germany
Sat Sep 28 1963,Kenya,4-1,Tanzania,Friendly,Nairobi › Kenya
Sun Sep 29 1963,Bulgaria,1-0,France,UEFA Euro qualification,Sofia › Bulgaria
Sun Sep 29 1963,Uganda,2-0,Zanzibar,Friendly,Nairobi › Kenya
Tue Oct 1 1963,Kenya,1-0,Zanzibar,Friendly,Nairobi › Kenya
Wed Oct 2 1963,Tanzania,1-1,Uganda,Friendly,Nairobi › Kenya
Fri Oct 4 1963,Tanzania,2-1,Zanzibar,Friendly,Nairobi › Kenya
Sat Oct 5 1963,Kenya,1-2,Uganda,Friendly,Nairobi › Kenya
Sun Oct 6 1963,Denmark,2-2,Sweden,Nordic Championship,Copenhagen › Denmark
Sun Oct 6 1963,Guinea,1-0,Nigeria,African Cup of Nations qualification,Conakry › Guinea
Sun Oct 6 1963,Yugoslavia,2-0,Hungary,Friendly,Belgrade › Yugoslavia
Tue Oct 8 1963,Liberia,2-2,Nigeria,Friendly,Monrovia › Liberia
Wed Oct 9 1963,Turkey,0-0,Romania,Friendly,Ankara › Turkey
Sat Oct 12 1963,Japan,2-1,Vietnam Republic,Friendly,Tokyo › Japan
Sat Oct 12 1963,Northern Ireland,2-1,Scotland,British Championship,Belfast › Northern Ireland
Sat Oct 12 1963,Wales,0-4,England,British Championship,Cardiff › Wales
Sun Oct 13 1963,Republic of Ireland,3-2,Austria,UEFA Euro qualification,Dublin › Republic of Ireland
Sun Oct 13 1963,Russia,2-0,Italy,UEFA Euro qualification,Moscow › Soviet Union
Tue Oct 15 1963,Paraguay,0-4,Argentina,Copa Chevallier Boutell,Asunción › Paraguay
Tue Oct 15 1963,Suriname,2-3,Curaçao,Friendly,Paramaribo › Suriname
Wed Oct 16 1963,Greece,3-1,Poland,Friendly,Athens › Greece
Sat Oct 19 1963,German DR,1-2,Hungary,UEFA Euro qualification,Berlin › German DR
Sat Oct 19 1963,Zambia,0-1,Kenya,Friendly,Kitwe › Northern Rhodesia
Sun Oct 20 1963,Netherlands,1-1,Belgium,Friendly,Amsterdam › Netherlands
Sat Oct 26 1963,France,3-1,Bulgaria,UEFA Euro qualification,Paris › France
Sat Oct 26 1963,Nigeria,3-0,Liberia,Friendly,Lagos › Nigeria
Sun Oct 27 1963,Hungary,2-1,Austria,Friendly,Budapest › Hungary
Sun Oct 27 1963,Romania,2-1,Yugoslavia,Friendly,Bucharest › Romania
Tue Oct 29 1963,Argentina,2-3,Paraguay,Copa Chevallier Boutell,Buenos Aires › Argentina
Wed Oct 30 1963,Albania,1-0,Denmark,UEFA Euro qualification,Tirana › Albania
Wed Oct 30 1963,Netherlands,1-2,Luxembourg,UEFA Euro qualification,Rotterdam › Netherlands
Wed Oct 30 1963,Northern Ireland,0-1,Spain,UEFA Euro qualification,Belfast › Northern Ireland
Thu Oct 31 1963,Cameroon,2-1,Togo,Friendly,Yaoundé › Cameroon
Sun Nov 3 1963,Hungary,3-3,German DR,UEFA Euro qualification,Budapest › Hungary
Sun Nov 3 1963,Sweden,2-1,Germany,Friendly,Solna › Sweden
Sun Nov 3 1963,Switzerland,0-2,Norway,Friendly,Zürich › Switzerland
Sun Nov 3 1963,Yugoslavia,2-0,Czechoslovakia,Friendly,Zagreb › Yugoslavia
Thu Nov 7 1963,Scotland,6-1,Norway,Friendly,Glasgow › Scotland
Sun Nov 10 1963,Italy,1-1,Russia,UEFA Euro qualification,Rome › Italy
Mon Nov 11 1963,France,2-2,Switzerland,Friendly,Paris › France
Mon Nov 11 1963,North Korea,14-0,Somalia,Friendly,Jakarta › Indonesia
Tue Nov 12 1963,China PR,3-1,Mali,Friendly,Jakarta › Indonesia
Tue Nov 12 1963,Egypt,4-1,North Vietnam,Friendly,Jakarta › Indonesia
Wed Nov 13 1963,Laos,1-9,North Vietnam,Friendly,Jakarta › Indonesia
Thu Nov 14 1963,Indonesia,3-2,Mali,Friendly,Jakarta › Indonesia
Fri Nov 15 1963,Egypt,15-0,Laos,Friendly,Jakarta › Indonesia
Sat Nov 16 1963,Indonesia,1-1,China PR,Friendly,Jakarta › Indonesia
Mon Nov 18 1963,Egypt,7-0,Saudi Arabia,Friendly,Jakarta › Indonesia
Mon Nov 18 1963,Indonesia,1-5,North Korea,Friendly,Jakarta › Indonesia
Tue Nov 19 1963,North Korea,2-0,North Vietnam,Friendly,Jakarta › Indonesia
Wed Nov 20 1963,England,8-3,Northern Ireland,British Championship,London › England
Wed Nov 20 1963,Hong Kong,3-4,Singapore,Friendly,So Kon Po › Hong Kong
Wed Nov 20 1963,Scotland,2-1,Wales,British Championship,Glasgow › Scotland
Thu Nov 21 1963,Senegal,1-2,Ethiopia,Friendly,Dakar › Senegal
Fri Nov 22 1963,Egypt,1-1,North Korea,Friendly,Jakarta › Indonesia
Sun Nov 24 1963,Egypt,6-3,Nigeria,African Cup of Nations,Kumasi › Ghana
Sun Nov 24 1963,Ghana,1-1,Tunisia,African Cup of Nations,Accra › Ghana
Tue Nov 26 1963,Egypt,2-2,Sudan,African Cup of Nations,Kumasi › Ghana
Tue Nov 26 1963,Ghana,2-0,Ethiopia,African Cup of Nations,Accra › Ghana
Wed Nov 27 1963,Cyprus,3-1,Greece,Friendly,Nicosia › Cyprus
Thu Nov 28 1963,Ethiopia,4-2,Tunisia,African Cup of Nations,Accra › Ghana
Thu Nov 28 1963,Nigeria,0-4,Sudan,African Cup of Nations,Kumasi › Ghana
Sat Nov 30 1963,Egypt,3-0,Ethiopia,African Cup of Nations,Accra › Ghana
Sun Dec 1 1963,Ghana,3-0,Sudan,African Cup of Nations,Accra › Ghana
Sun Dec 1 1963,Morocco,1-1,Russia,Friendly,Casablanca › Morocco
Sun Dec 1 1963,Spain,1-2,Belgium,Friendly,Valencia › Spain
Wed Dec 4 1963,Luxembourg,3-3,Denmark,UEFA Euro qualification,Luxembourg › Luxembourg
Sat Dec 7 1963,Hong Kong,3-3,Thailand,AFC Asian Cup qualification,Saigon › Vietnam Republic
Sat Dec 7 1963,Kenya,6-2,Tanzania,Friendly,Nairobi › Kenya
Sat Dec 7 1963,Vietnam Republic,5-3,Malaysia,AFC Asian Cup qualification,Saigon › Vietnam Republic
Tue Dec 10 1963,Denmark,2-2,Luxembourg,UEFA Euro qualification,Copenhagen › Denmark
Wed Dec 11 1963,Kenya,1-1,Uganda,Friendly,Nairobi › Kenya
Wed Dec 11 1963,Malaysia,3-1,Thailand,AFC Asian Cup qualification,Saigon › Vietnam Republic
Wed Dec 11 1963,Vietnam Republic,1-4,Hong Kong,AFC Asian Cup qualification,Saigon › Vietnam Republic
Fri Dec 13 1963,Tanzania,0-5,Uganda,Friendly,Nairobi › Kenya
Sat Dec 14 1963,Hong Kong,4-3,Malaysia,AFC Asian Cup qualification,Saigon › Vietnam Republic
Sat Dec 14 1963,Italy,1-0,Austria,Friendly,Turin › Italy
Sat Dec 14 1963,Vietnam Republic,3-0,Thailand,AFC Asian Cup qualification,Saigon › Vietnam Republic
Sun Dec 15 1963,Senegal,1-1,Guinea,Friendly,Dakar › Senegal
Sun Dec 15 1963,Tunisia,0-0,Algeria,Friendly,Tunis › Tunisia
Mon Dec 16 1963,Philippines,0-7,Chinese Taipei,Friendly,Manila › Philippines
Tue Dec 17 1963,Burma,1-5,German DR,Friendly,Rangoon › Burma
Wed Dec 18 1963,Denmark,1-0,Luxembourg,UEFA Euro qualification,Amsterdam › Netherlands
Wed Dec 25 1963,France,1-2,Belgium,Friendly,Paris › France
Sun Dec 29 1963,Morocco,1-4,Germany,Friendly,Casablanca › Morocco
Tue Dec 31 1963,Cameroon,1-5,Guinea,Friendly,Yaoundé › Cameroon
