Date,Team 1,Score,Team 2,Tournament,City
Thu May 6 1937,Czechoslovakia,3-2,Basque Country,Friendly,Prague › Czech Republic
Sun May 9 1937,Austria,1-1,Scotland,Friendly,Vienna › Austria
Sun May 9 1937,Hungary,1-1,Yugoslavia,Friendly,Budapest › Hungary
Fri May 14 1937,Norway,0-6,England,Friendly,Oslo › Norway
Sun May 16 1937,Germany,8-0,Denmark,Friendly,Breslau › Germany
Mon May 17 1937,Sweden,0-4,England,Friendly,Solna › Sweden
Mon May 17 1937,Switzerland,0-1,Republic of Ireland,Friendly,Berne › Switzerland
Mon May 17 1937,Uganda,9-5,Kenya,Friendly,Kampala › Uganda
Thu May 20 1937,Finland,0-8,England,Friendly,Helsinki › Finland
Sun May 23 1937,Czechoslovakia,0-1,Italy,International Cup,Prague › Czechoslovakia
Sun May 23 1937,France,0-2,Republic of Ireland,Friendly,Colombes › France
Sun May 23 1937,Hungary,2-2,Austria,Friendly,Budapest › Hungary
Thu May 27 1937,Norway,1-3,Italy,Friendly,Oslo › Norway
Thu Jun 3 1937,Lithuania,1-2,Estonia,Friendly,Kaunas › Lithuania
Sat Jun 5 1937,Czechoslovakia,2-1,Basque Country,Friendly,Prague › Czech Republic
Sun Jun 6 1937,Yugoslavia,1-1,Belgium,Friendly,Belgrade › Yugoslavia
Wed Jun 9 1937,Silesia,3-4,Basque Country,Friendly,Chorzów › Poland
Thu Jun 10 1937,Romania,2-1,Belgium,Friendly,Bucharest › Romania
Sun Jun 13 1937,Denmark,5-1,Norway,Nordic Championship,Copenhagen › Denmark
Wed Jun 16 1937,Sweden,4-0,Finland,FIFA World Cup qualification,Solna › Sweden
Sun Jun 20 1937,Sweden,7-2,Estonia,FIFA World Cup qualification,Solna › Sweden
Wed Jun 23 1937,Poland,3-1,Sweden,Friendly,Warsaw › Poland
Fri Jun 25 1937,Latvia,1-3,Germany,Friendly,Riga › Latvia
Sun Jun 27 1937,Romania,2-2,Sweden,Friendly,Bucharest › Romania
Tue Jun 29 1937,Finland,0-2,Germany,FIFA World Cup qualification,Helsinki › Finland
Sun Jul 4 1937,Poland,2-4,Romania,Friendly,Łódź › Poland
Wed Jul 14 1937,Estonia,2-1,Romania,Friendly,Tallinn › Estonia
Thu Jul 29 1937,Latvia,4-2,Lithuania,FIFA World Cup qualification,Riga › Latvia
Sun Aug 1 1937,Yugoslavia,3-1,Turkey,Friendly,Belgrade › Yugoslavia
Thu Aug 19 1937,Finland,0-1,Estonia,FIFA World Cup qualification,Turku › Finland
Sun Aug 22 1937,Norway,1-3,Basque Country,Friendly,Oslo › Norway
Sun Aug 29 1937,Germany,4-1,Estonia,FIFA World Cup qualification,Königsberg › Germany
Sun Aug 29 1937,Denmark,1-11,Basque Country,Friendly,Copenhagen › Denmark
Fri Sep 3 1937,Lithuania,1-5,Latvia,FIFA World Cup qualification,Kaunas › Lithuania
Sat Sep 4 1937,Estonia,1-1,Latvia,Baltic Cup,Kaunas › Lithuania
Sun Sep 5 1937,Finland,0-2,Norway,Nordic Championship,Helsinki › Finland
Sun Sep 5 1937,Lithuania,0-4,Estonia,Baltic Cup,Kaunas › Lithuania
Tue Sep 7 1937,Estonia,0-2,Latvia,Baltic Cup,Kaunas › Lithuania
Sun Sep 12 1937,Bulgaria,3-3,Poland,Friendly,Sofia › Bulgaria
Sun Sep 12 1937,Mexico,7-2,United States,Friendly,Mexico City › Mexico
Sun Sep 12 1937,Poland,3-1,Denmark,Friendly,Warsaw › Poland
Sun Sep 19 1937,Austria,4-3,Switzerland,International Cup,Vienna › Austria
Sun Sep 19 1937,Hungary,8-3,Czechoslovakia,International Cup,Budapest › Hungary
Sun Sep 19 1937,Latvia,3-1,Estonia,Friendly,Riga › Latvia
Sun Sep 19 1937,Mexico,7-3,United States,Friendly,Mexico City › Mexico
Sun Sep 19 1937,Norway,3-2,Sweden,Nordic Championship,Oslo › Norway
Sun Oct 3 1937,Czechoslovakia,5-4,Yugoslavia,Friendly,Prague › Czechoslovakia
Sun Oct 3 1937,Sweden,1-2,Denmark,Nordic Championship,Solna › Sweden
Tue Oct 5 1937,Austria,2-1,Latvia,FIFA World Cup qualification,Vienna › Austria
Sun Oct 10 1937,Austria,1-2,Hungary,International Cup,Vienna › Austria
Sun Oct 10 1937,France,2-1,Switzerland,Friendly,Paris › France
Sun Oct 10 1937,Norway,3-2,Republic of Ireland,FIFA World Cup qualification,Oslo › Norway
Sun Oct 10 1937,Poland,4-0,Yugoslavia,FIFA World Cup qualification,Warsaw › Poland
Sun Oct 10 1937,Poland,2-1,Latvia,Friendly,Katowice › Poland
Sun Oct 10 1937,Uruguay,0-3,Argentina,Copa Newton,Montevideo › Uruguay
Mon Oct 11 1937,El Salvador,3-2,Honduras,Friendly,San Salvador › El Salvador
Wed Oct 13 1937,Czechoslovakia,4-0,Latvia,Friendly,Prague › Czechoslovakia
Sun Oct 17 1937,Denmark,2-1,Finland,Nordic Championship,Copenhagen › Denmark
Sat Oct 23 1937,Northern Ireland,1-5,England,British Championship,Belfast › Northern Ireland
Sun Oct 24 1937,Czechoslovakia,2-1,Austria,International Cup,Prague › Czechoslovakia
Sun Oct 24 1937,Germany,3-0,Norway,Friendly,Berlin › Germany
Sat Oct 30 1937,Wales,2-1,Scotland,British Championship,Cardiff › Wales
Sun Oct 31 1937,Netherlands,2-3,France,Friendly,Amsterdam › Netherlands
Sun Oct 31 1937,Switzerland,2-2,Italy,International Cup,Geneva › Switzerland
Sun Nov 7 1937,Bulgaria,1-1,Czechoslovakia,FIFA World Cup qualification,Sofia › Bulgaria
Sun Nov 7 1937,Republic of Ireland,3-3,Norway,FIFA World Cup qualification,Dublin › Irish Free State
Wed Nov 10 1937,Scotland,1-1,Northern Ireland,British Championship,Aberdeen › Scotland
Thu Nov 11 1937,Argentina,5-1,Uruguay,Copa Lipton,Avellaneda › Argentina
Sun Nov 14 1937,Hungary,2-0,Switzerland,International Cup,Budapest › Hungary
Wed Nov 17 1937,England,2-1,Wales,British Championship,Middlesbrough › England
Sun Nov 21 1937,Germany,5-0,Sweden,FIFA World Cup qualification,Altona › Germany
Sun Nov 28 1937,Netherlands,4-0,Luxembourg,FIFA World Cup qualification,Rotterdam › Netherlands
Sun Nov 28 1937,Spain,1-2,Portugal,Friendly,Vigo › Spain
Sun Nov 28 1937,Mexico,1-4,Basque Country,Friendly,Mexico City › Mexico
Wed Dec 1 1937,England,5-4,Czechoslovakia,Friendly,London › England
Sun Dec 5 1937,France,0-0,Italy,Friendly,Paris › France
Sun Dec 5 1937,Mexico,1-2,Basque Country,Friendly,Mexico City › Mexico
Wed Dec 8 1937,Scotland,5-0,Czechoslovakia,Friendly,Glasgow › Scotland
Sun Dec 12 1937,Mexico,0-4,Basque Country,Friendly,Mexico City › Mexico
