Date,Team 1,Score,Team 2,Tournament,City
Wed Jan 6 1954,Spain,4-1,Turkey,FIFA World Cup qualification,Madrid › Spain
Sun Jan 10 1954,Mexico,4-0,United States,FIFA World Cup qualification,Mexico City › Mexico
Thu Jan 14 1954,Mexico,3-1,United States,FIFA World Cup qualification,Mexico City › Mexico
Sun Jan 24 1954,Italy,5-1,Egypt,FIFA World Cup qualification,Milan › Italy
Fri Feb 12 1954,Egypt,0-3,Hungary,Friendly,Cairo › Egypt
Sun Feb 14 1954,Paraguay,4-0,Chile,FIFA World Cup qualification,Asunción › Paraguay
Sun Feb 21 1954,Chile,1-3,Paraguay,FIFA World Cup qualification,Santiago › Chile
Sun Feb 28 1954,Chile,0-2,Brazil,FIFA World Cup qualification,Santiago › Chile
Sun Mar 7 1954,Japan,1-5,South Korea,FIFA World Cup qualification,Tokyo › Japan
Sun Mar 7 1954,Luxembourg,0-1,Republic of Ireland,FIFA World Cup qualification,Luxembourg › Luxembourg
Sun Mar 7 1954,Paraguay,0-1,Brazil,FIFA World Cup qualification,Asunción › Paraguay
Mon Mar 8 1954,Israel,0-2,Greece,FIFA World Cup qualification,Ramat-Gan › Israel
Sun Mar 14 1954,Belgium,0-0,Portugal,Friendly,Brussels › Belgium
Sun Mar 14 1954,Brazil,1-0,Chile,FIFA World Cup qualification,Rio de Janeiro › Brazil
Sun Mar 14 1954,Japan,2-2,South Korea,FIFA World Cup qualification,Tokyo › Japan
Sun Mar 14 1954,Turkey,1-0,Spain,FIFA World Cup qualification,Istanbul › Turkey
Wed Mar 17 1954,Turkey,2-2,Spain,FIFA World Cup qualification,Rome › Italy
Fri Mar 19 1954,Martinique,2-2,Guadeloupe,Friendly,Fort-de-France › Martinique
Sun Mar 21 1954,Israel,0-1,Yugoslavia,FIFA World Cup qualification,Ramat-Gan › Israel
Sun Mar 28 1954,Greece,0-1,Yugoslavia,FIFA World Cup qualification,Athens › Greece
Sun Mar 28 1954,Saarland,1-3,Germany,FIFA World Cup qualification,Saarbrücken › Saarland
Wed Mar 31 1954,Wales,1-2,Northern Ireland,FIFA World Cup qualification,Wrexham › Wales
Sat Apr 3 1954,Haiti,2-3,United States,FIFA World Cup qualification,Port-au-Prince › Haiti
Sat Apr 3 1954,Scotland,2-4,England,FIFA World Cup qualification,Glasgow › Scotland
Sun Apr 4 1954,Belgium,4-0,Netherlands,Friendly,Antwerp › Belgium
Sun Apr 4 1954,Haiti,0-3,United States,FIFA World Cup qualification,Port-au-Prince › Haiti
Sat Apr 10 1954,Uruguay,1-4,Paraguay,Friendly,Montevideo › Uruguay
Sun Apr 11 1954,Austria,0-1,Hungary,Friendly,Vienna › Austria
Sun Apr 11 1954,France,1-3,Italy,Friendly,Colombes › France
Sun Apr 18 1954,Paraguay,1-1,Uruguay,Friendly,Asunción › Paraguay
Sun Apr 25 1954,Singapore,2-2,Pakistan,Friendly,Kallang › Singapore
Sun Apr 25 1954,Switzerland,3-5,Germany,Friendly,Basel › Switzerland
Sat May 1 1954,Ethiopia,10-2,Djibouti,Friendly,Addis Abeba › Ethiopia
Sat May 1 1954,South Africa,2-1,Israel,Friendly,Johannesburg › South Africa
Mon May 3 1954,Zambia,0-0,Israel,Friendly,Kitwe › Northern Rhodesia
Wed May 5 1954,Scotland,1-0,Norway,Friendly,Glasgow › Scotland
Wed May 5 1954,Zimbabwe,2-1,Israel,Friendly,Salisbury › Southern Rhodesia
Sat May 8 1954,German DR,0-1,Romania,Friendly,Berlin › German DR
Sun May 9 1954,Austria,2-0,Wales,Friendly,Vienna › Austria
Sun May 9 1954,Yugoslavia,0-2,Belgium,Friendly,Zagreb › Yugoslavia
Sun May 9 1954,Zimbabwe,1-2,Israel,Friendly,Bulawayo › Southern Rhodesia
Sun May 16 1954,Yugoslavia,1-0,England,Friendly,Belgrade › Yugoslavia
Wed May 19 1954,Norway,1-1,Scotland,Friendly,Oslo › Norway
Wed May 19 1954,Sweden,6-1,Netherlands,Friendly,Solna › Sweden
Fri May 21 1954,Guadeloupe,2-4,Martinique,Friendly,Basse-Terre › Guadeloupe
Sun May 23 1954,Hungary,7-1,England,Friendly,Budapest › Hungary
Sun May 23 1954,Switzerland,3-3,Uruguay,Friendly,Lausanne › Switzerland
Mon May 24 1954,Zimbabwe,1-0,Zambia,Friendly,Salisbury › Southern Rhodesia
Tue May 25 1954,Finland,1-2,Scotland,Friendly,Helsinki › Finland
Sun May 30 1954,Austria,5-0,Norway,Friendly,Vienna › Austria
Sun May 30 1954,Belgium,3-3,France,Friendly,Brussels › Belgium
Sun May 30 1954,Switzerland,3-1,Netherlands,Friendly,Zürich › Switzerland
Tue Jun 1 1954,Djibouti,0-2,Ethiopia,Friendly,Djibouti › French Somaliland
Tue Jun 1 1954,Ghana,2-0,Sierra Leone,Friendly,Accra › Gold Coast
Wed Jun 2 1954,Djibouti,1-2,Ethiopia,Friendly,Djibouti › French Somaliland
Wed Jun 2 1954,Hong Kong,2-2,Chinese Taipei,Friendly,Victoria › Hong Kong
Fri Jun 4 1954,Denmark,1-2,Norway,Friendly,Malmö › Sweden
Fri Jun 4 1954,Sweden,6-0,Finland,Friendly,Gothenburg › Sweden
Sat Jun 5 1954,Saarland,1-7,Uruguay,Friendly,Saarbrücken › Saarland
