Date,Team 1,Score,Team 2,Tournament,City
Fri Jan 12 1990,Algeria,5-0,Mali,Friendly,Paris › France
Sun Jan 14 1990,Algeria,3-1,Cameroon,Friendly,Paris › France
Wed Jan 17 1990,Greece,2-0,Belgium,Friendly,Athens › Greece
Wed Jan 17 1990,Mexico,2-0,Argentina,Friendly,Los Angeles › United States
Sat Jan 20 1990,Malawi,2-2,Tanzania,Friendly,Lobamba › Eswatini
Sat Jan 20 1990,Eswatini,3-1,Botswana,Friendly,Lobamba › Eswatini
Sun Jan 21 1990,Botswana,2-2,Malawi,Friendly,Lobamba › Eswatini
Sun Jan 21 1990,Kuwait,0-1,France,Friendly,Kuwait City › Kuwait
Sun Jan 21 1990,Eswatini,0-1,Tanzania,Friendly,Lobamba › Eswatini
Tue Jan 23 1990,Botswana,0-0,Tanzania,Friendly,Lobamba › Eswatini
Wed Jan 24 1990,France,3-0,German DR,Friendly,Kuwait City › Kuwait
Wed Jan 24 1990,Liberia,0-1,Senegal,Friendly,Bauchi › Nigeria
Thu Jan 25 1990,Nigeria,2-0,Ivory Coast,Friendly,Bauchi › Nigeria
Thu Jan 25 1990,United Arab Emirates,1-2,Egypt,Friendly,Abu Dhabi › United Arab Emirates
Fri Jan 26 1990,Kuwait,1-2,German DR,Friendly,Kuwait City › Kuwait
Sat Jan 27 1990,Ivory Coast,1-0,Liberia,Friendly,Bauchi › Nigeria
Sat Jan 27 1990,United Arab Emirates,1-0,Egypt,Friendly,Abu Dhabi › United Arab Emirates
Sun Jan 28 1990,Nigeria,1-1,Senegal,Friendly,Bauchi › Nigeria
Mon Jan 29 1990,Thailand,2-1,Kenya,King's Cup,Bangkok › Thailand
Fri Feb 2 1990,Colombia,0-2,Uruguay,Friendly,Miami › United States
Fri Feb 2 1990,Indonesia,2-3,Kenya,King's Cup,Bangkok › Thailand
Fri Feb 2 1990,Iran,0-2,Poland,Friendly,Teheran › Iran
Fri Feb 2 1990,United States,0-2,Costa Rica,Friendly,Miami › United States
Sun Feb 4 1990,Algeria,0-0,Romania,Friendly,Algiers › Algeria
Sun Feb 4 1990,Costa Rica,0-2,Uruguay,Friendly,Miami › United States
Sun Feb 4 1990,Iran,0-1,Poland,Friendly,Teheran › Iran
Sun Feb 4 1990,South Korea,2-3,Norway,Malta International Tournament,Attard › Malta
Sun Feb 4 1990,United States,1-1,Colombia,Friendly,Miami › United States
Mon Feb 5 1990,Thailand,1-1,Indonesia,King's Cup,Bangkok › Thailand
Mon Feb 5 1990,United Arab Emirates,1-1,Denmark,Friendly,Dubai › United Arab Emirates
Wed Feb 7 1990,Malta,1-1,Norway,Malta International Tournament,Attard › Malta
Sat Feb 10 1990,Malta,1-2,South Korea,Malta International Tournament,Attard › Malta
Sat Feb 10 1990,Uganda,4-1,Mauritius,Friendly,Kampala › Uganda
Sun Feb 11 1990,Kuwait,1-1,Poland,Friendly,Cairo › Egypt
Sun Feb 11 1990,Togo,1-1,Cameroon,Friendly,Lomé › Togo
Mon Feb 12 1990,United Arab Emirates,1-1,Finland,Friendly,Dubai › United Arab Emirates
Tue Feb 13 1990,Bermuda,0-1,United States,Friendly,Hamilton › Bermuda
Wed Feb 14 1990,Egypt,0-0,Denmark,Friendly,Cairo › Egypt
Wed Feb 14 1990,United Arab Emirates,2-1,Sweden,Friendly,Dubai › United Arab Emirates
Thu Feb 15 1990,Iraq,0-0,South Korea,Friendly,Baghdad › Iraq
Thu Feb 15 1990,Kuwait,0-1,Finland,Friendly,Kuwait City › Kuwait
Sat Feb 17 1990,United Arab Emirates,0-2,Sweden,Friendly,Dubai › United Arab Emirates
Sun Feb 18 1990,Egypt,0-0,South Korea,Friendly,Cairo › Egypt
Tue Feb 20 1990,Colombia,0-0,Russia,Friendly,Los Angeles › United States
Wed Feb 21 1990,Belgium,0-0,Sweden,Friendly,Brussels › Belgium
Wed Feb 21 1990,Gambia,0-1,Guinea-Bissau,Friendly,Banjul › Gambia
Wed Feb 21 1990,Kuwait,1-0,Bahrain,Gulf Cup,Kuwait City › Kuwait
Wed Feb 21 1990,Morocco,2-1,Ivory Coast,Friendly,Rabat › Morocco
Wed Feb 21 1990,Netherlands,0-0,Italy,Friendly,Rotterdam › Netherlands
Wed Feb 21 1990,Spain,1-0,Czechoslovakia,Friendly,Alicante › Spain
Thu Feb 22 1990,Costa Rica,1-2,Russia,Friendly,Los Angeles › United States
Thu Feb 22 1990,Oman,1-1,United Arab Emirates,Gulf Cup,Kuwait City › Kuwait
Fri Feb 23 1990,Qatar,0-0,Bahrain,Gulf Cup,Kuwait City › Kuwait
Sat Feb 24 1990,Kuwait,1-1,Oman,Gulf Cup,Kuwait City › Kuwait
Sat Feb 24 1990,United States,1-3,Russia,Friendly,Palo Alto › United States
Tue Feb 27 1990,Qatar,0-0,United Arab Emirates,Gulf Cup,Kuwait City › Kuwait
Wed Feb 28 1990,Egypt,0-0,Austria,Friendly,Cairo › Egypt
Wed Feb 28 1990,France,2-1,Germany,Friendly,Montpellier › France
Thu Mar 1 1990,Bahrain,0-0,Oman,Gulf Cup,Kuwait City › Kuwait
Fri Mar 2 1990,Algeria,5-1,Nigeria,African Cup of Nations,Algiers › Algeria
Sat Mar 3 1990,Cameroon,0-1,Zambia,African Cup of Nations,Annaba › Algeria
Sat Mar 3 1990,Ivory Coast,3-1,Egypt,African Cup of Nations,Algiers › Algeria
Sat Mar 3 1990,Senegal,0-0,Kenya,African Cup of Nations,Annaba › Algeria
Sun Mar 4 1990,Oman,2-4,Qatar,Gulf Cup,Kuwait City › Kuwait
Mon Mar 5 1990,Algeria,3-0,Ivory Coast,African Cup of Nations,Algiers › Algeria
Mon Mar 5 1990,Bahrain,1-0,United Arab Emirates,Gulf Cup,Kuwait City › Kuwait
Mon Mar 5 1990,Nigeria,1-0,Egypt,African Cup of Nations,Algiers › Algeria
Tue Mar 6 1990,Cameroon,0-2,Senegal,African Cup of Nations,Annaba › Algeria
Tue Mar 6 1990,Mozambique,2-1,Angola,Friendly,Maputo › Mozambique
Tue Mar 6 1990,Zambia,1-0,Kenya,African Cup of Nations,Annaba › Algeria
Wed Mar 7 1990,Kuwait,2-0,Qatar,Gulf Cup,Kuwait City › Kuwait
Wed Mar 7 1990,Lesotho,1-4,Zimbabwe,Friendly,Maputo › Mozambique
Thu Mar 8 1990,Algeria,2-0,Egypt,African Cup of Nations,Algiers › Algeria
Thu Mar 8 1990,Angola,0-2,Zimbabwe,Friendly,Maputo › Mozambique
Thu Mar 8 1990,Nigeria,1-0,Ivory Coast,African Cup of Nations,Algiers › Algeria
Fri Mar 9 1990,Cameroon,2-0,Kenya,African Cup of Nations,Annaba › Algeria
Fri Mar 9 1990,Kuwait,6-1,United Arab Emirates,Gulf Cup,Kuwait City › Kuwait
Fri Mar 9 1990,Zambia,0-0,Senegal,African Cup of Nations,Annaba › Algeria
Sat Mar 10 1990,Angola,3-1,Lesotho,Friendly,Maputo › Mozambique
Sat Mar 10 1990,Mozambique,3-1,Zimbabwe,Friendly,Maputo › Mozambique
Sat Mar 10 1990,United States,2-1,Finland,Friendly,Tampa › United States
Sun Mar 11 1990,Mozambique,3-0,Lesotho,Friendly,Maputo › Mozambique
Mon Mar 12 1990,Algeria,2-1,Senegal,African Cup of Nations,Algiers › Algeria
Mon Mar 12 1990,Nigeria,2-0,Zambia,African Cup of Nations,Annaba › Algeria
Thu Mar 15 1990,Senegal,0-1,Zambia,African Cup of Nations,Algiers › Algeria
Fri Mar 16 1990,Algeria,1-0,Nigeria,African Cup of Nations,Algiers › Algeria
Fri Mar 16 1990,Jamaica,0-1,Barbados,Friendly,Kingston › Jamaica
Sun Mar 18 1990,Jamaica,1-0,Barbados,Friendly,Kingston › Jamaica
Tue Mar 20 1990,Hungary,2-0,United States,Friendly,Budapest › Hungary
Tue Mar 20 1990,Mexico,2-1,Uruguay,Friendly,Los Angeles › United States
