Date,Team 1,Score,Team 2,Tournament,City
Sat Jan 14 1961,Costa Rica,1-0,Honduras,FIFA World Cup qualification,Guatemala › Guatemala
Sun Jan 15 1961,Saint Lucia,4-1,Dominica,Windward Islands Tournament,Castries › Saint Lucia
Mon Jan 16 1961,Grenada,3-6,Saint Vincent and the Grenadines,Windward Islands Tournament,Castries › Saint Lucia
Tue Jan 17 1961,Saint Lucia,0-4,Grenada,Windward Islands Tournament,Castries › Saint Lucia
Wed Jan 18 1961,Dominica,1-1,Saint Vincent and the Grenadines,Windward Islands Tournament,Castries › Saint Lucia
Thu Jan 19 1961,Dominica,1-8,Grenada,Windward Islands Tournament,Castries › Saint Lucia
Fri Jan 20 1961,Saint Lucia,2-2,Saint Vincent and the Grenadines,Windward Islands Tournament,Castries › Saint Lucia
Sun Feb 5 1961,Colombia,2-0,United States,Friendly,Bogotá › Colombia
Fri Feb 17 1961,Egypt,0-2,Hungary,Friendly,Cairo › Egypt
Wed Feb 22 1961,Morocco,1-1,Tunisia,FIFA World Cup qualification,Palermo › Italy
Sun Mar 5 1961,Costa Rica,4-1,Cuba,CCCF Championship,San José › Costa Rica
Sun Mar 5 1961,Ghana,3-0,Mali,Friendly,Accra › Ghana
Mon Mar 6 1961,Curaçao,0-0,El Salvador,CCCF Championship,San José › Costa Rica
Tue Mar 7 1961,Cuba,1-2,Haiti,CCCF Championship,San José › Costa Rica
Wed Mar 8 1961,Germany,1-0,Belgium,Friendly,Frankfurt am Main › Germany
Thu Mar 9 1961,Guatemala,1-3,Haiti,CCCF Championship,San José › Costa Rica
Fri Mar 10 1961,Cuba,0-1,Panama,CCCF Championship,San José › Costa Rica
Fri Mar 10 1961,Curaçao,2-4,Honduras,CCCF Championship,San José › Costa Rica
Sun Mar 12 1961,Cuba,0-2,Guatemala,CCCF Championship,San José › Costa Rica
Mon Mar 13 1961,Curaçao,2-1,Nicaragua,CCCF Championship,San José › Costa Rica
Mon Mar 13 1961,Haiti,3-1,Panama,CCCF Championship,San José › Costa Rica
Tue Mar 14 1961,Israel,1-0,Ethiopia,FIFA World Cup qualification,Ramat-Gan › Israel
Wed Mar 15 1961,France,1-1,Belgium,Friendly,Paris › France
Fri Mar 17 1961,Haiti,0-2,Honduras,CCCF Championship,San José › Costa Rica
Sun Mar 19 1961,Chile,5-2,Peru,Friendly,Santiago › Chile
Sun Mar 19 1961,Israel,3-2,Ethiopia,FIFA World Cup qualification,Ramat-Gan › Israel
Sun Mar 19 1961,Panama,0-0,Paraguay,Friendly,Panama City › Panama
Sun Mar 19 1961,Portugal,6-0,Luxembourg,FIFA World Cup qualification,Oeiras › Portugal
Wed Mar 22 1961,Costa Rica,1-0,Mexico,FIFA World Cup qualification,San José › Costa Rica
Wed Mar 22 1961,Netherlands,6-2,Belgium,Friendly,Rotterdam › Netherlands
Wed Mar 22 1961,Panama,0-3,Haiti,Friendly,Panama City › Panama
Thu Mar 23 1961,Panama,0-2,Haiti,Friendly,Panama City › Panama
Sun Mar 26 1961,Chile,3-1,Germany,Friendly,Santiago › Chile
Sun Mar 26 1961,Czechoslovakia,2-1,Sweden,Friendly,Prague › Czechoslovakia
Wed Mar 29 1961,Costa Rica,6-0,Curaçao,FIFA World Cup qualification,San José › Costa Rica
Sun Apr 2 1961,Ghana,0-0,Morocco,FIFA World Cup qualification,Accra › Ghana
Sun Apr 2 1961,Spain,2-0,France,Friendly,Madrid › Spain
Wed Apr 5 1961,Mexico,7-0,Curaçao,FIFA World Cup qualification,Mexico City › Mexico
Sat Apr 8 1961,Nigeria,0-0,Ghana,African Cup of Nations qualification,Lagos › Nigeria
Tue Apr 11 1961,Martinique,2-2,Guadeloupe,Friendly,Fort-de-France › Martinique
Wed Apr 12 1961,Mexico,4-1,Costa Rica,FIFA World Cup qualification,Mexico City › Mexico
Wed Apr 12 1961,Northern Ireland,1-5,Wales,British Championship,Belfast › Northern Ireland
Sat Apr 15 1961,England,9-3,Scotland,British Championship,London › England
Sun Apr 16 1961,Hungary,2-0,German DR,FIFA World Cup qualification,Budapest › Hungary
Wed Apr 19 1961,Netherlands,1-2,Mexico,Friendly,Amsterdam › Netherlands
Wed Apr 19 1961,Wales,1-2,Spain,FIFA World Cup qualification,Cardiff › Wales
Sat Apr 22 1961,Sierra Leone,1-4,Nigeria,Friendly,Freetown › Sierra Leone
Sun Apr 23 1961,Curaçao,2-0,Costa Rica,FIFA World Cup qualification,Willemstad › Netherlands Antilles
Tue Apr 25 1961,Italy,3-2,Northern Ireland,Friendly,Bologna › Italy
Sat Apr 29 1961,Czechoslovakia,2-1,Mexico,Friendly,Ostrava › Czechoslovakia
Sun Apr 30 1961,Colombia,1-0,Peru,FIFA World Cup qualification,Bogotá › Colombia
