Date,Team 1,Score,Team 2,Tournament,City
Sun Jan 4 1970,Malta,1-1,Luxembourg,Friendly,Gżira › Malta
Wed Jan 14 1970,England,0-0,Netherlands,Friendly,London › England
Wed Jan 28 1970,Israel,0-1,Netherlands,Friendly,Jaffa › Israel
Wed Feb 4 1970,Peru,0-2,Czechoslovakia,Friendly,Lima › Peru
Fri Feb 6 1970,Cameroon,3-2,Ivory Coast,African Cup of Nations,Khartoum › Sudan
Fri Feb 6 1970,Sudan,3-0,Ethiopia,African Cup of Nations,Khartoum › Sudan
Sat Feb 7 1970,DR Congo,0-2,Ghana,African Cup of Nations,Wad Madani › Sudan
Sat Feb 7 1970,Egypt,4-1,Guinea,African Cup of Nations,Wad Madani › Sudan
Sat Feb 7 1970,Peru,2-1,Czechoslovakia,Friendly,Lima › Peru
Sun Feb 8 1970,Cameroon,3-2,Ethiopia,African Cup of Nations,Khartoum › Sudan
Sun Feb 8 1970,Sudan,0-1,Ivory Coast,African Cup of Nations,Khartoum › Sudan
Mon Feb 9 1970,DR Congo,2-2,Guinea,African Cup of Nations,Wad Madani › Sudan
Mon Feb 9 1970,Egypt,1-1,Ghana,African Cup of Nations,Wad Madani › Sudan
Mon Feb 9 1970,Peru,1-1,Romania,Friendly,Lima › Peru
Tue Feb 10 1970,Ethiopia,1-6,Ivory Coast,African Cup of Nations,Khartoum › Sudan
Tue Feb 10 1970,Sudan,2-1,Cameroon,African Cup of Nations,Khartoum › Sudan
Wed Feb 11 1970,DR Congo,0-1,Egypt,African Cup of Nations,Wad Madani › Sudan
Wed Feb 11 1970,Ghana,1-1,Guinea,African Cup of Nations,Wad Madani › Sudan
Wed Feb 11 1970,Spain,2-0,Germany,Friendly,Seville › Spain
Sat Feb 14 1970,Ghana,2-1,Ivory Coast,African Cup of Nations,Khartoum › Sudan
Sat Feb 14 1970,Peru,0-0,Russia,Friendly,Lima › Peru
Sat Feb 14 1970,Sudan,2-1,Egypt,African Cup of Nations,Khartoum › Sudan
Sun Feb 15 1970,Mexico,1-1,Bulgaria,Friendly,Mexico City › Mexico
Mon Feb 16 1970,Egypt,3-1,Ivory Coast,African Cup of Nations,Khartoum › Sudan
Mon Feb 16 1970,Sudan,1-0,Ghana,African Cup of Nations,Khartoum › Sudan
Wed Feb 18 1970,Mexico,2-0,Bulgaria,Friendly,León › Mexico
Fri Feb 20 1970,Peru,0-2,Russia,Friendly,Lima › Peru
Sat Feb 21 1970,Peru,1-3,Bulgaria,Friendly,Lima › Peru
Sat Feb 21 1970,Spain,2-2,Italy,Friendly,Madrid › Spain
Sun Feb 22 1970,El Salvador,0-2,Russia,Friendly,San Salvador › El Salvador
Sun Feb 22 1970,Mexico,0-0,Sweden,Friendly,Mexico City › Mexico
Tue Feb 24 1970,Peru,5-3,Bulgaria,Friendly,Lima › Peru
Wed Feb 25 1970,Belgium,1-3,England,Friendly,Brussels › Belgium
Thu Feb 26 1970,Costa Rica,2-0,El Salvador,Friendly,San José › Costa Rica
Thu Feb 26 1970,Mexico,0-0,Russia,Friendly,Mexico City › Mexico
Sun Mar 1 1970,Mexico,0-1,Sweden,Friendly,Puebla › Mexico
Wed Mar 4 1970,Brazil,0-2,Argentina,Friendly,Porto Alegre › Brazil
Thu Mar 5 1970,Peru,0-1,Mexico,Friendly,Lima › Peru
Sun Mar 8 1970,Brazil,2-1,Argentina,Friendly,Rio de Janeiro › Brazil
Sun Mar 8 1970,Peru,1-0,Mexico,Friendly,Lima › Peru
Sun Mar 15 1970,Mexico,3-1,Peru,Friendly,Mexico City › Mexico
Wed Mar 18 1970,Mexico,3-3,Peru,Friendly,León › Mexico
Sun Mar 22 1970,Brazil,5-0,Chile,Friendly,São Paulo › Brazil
Sun Mar 22 1970,Burkina Faso,3-3,Niger,Friendly,Ouagadougou › Upper Volta
Sun Mar 22 1970,Ethiopia,1-5,Israel,Friendly,Addis Abeba › Ethiopia
Sun Mar 22 1970,Guinea,4-2,Ivory Coast,Friendly,Conakry › Guinea
Thu Mar 26 1970,Brazil,2-1,Chile,Friendly,Rio de Janeiro › Brazil
Thu Mar 26 1970,Guinea,2-1,Mali,Friendly,Conakry › Guinea
Fri Mar 27 1970,Bahrain,2-1,Qatar,Gulf Cup,Isa Town › Bahrain
Sat Mar 28 1970,Saudi Arabia,1-3,Kuwait,Gulf Cup,Isa Town › Bahrain
Mon Mar 30 1970,Bahrain,0-0,Saudi Arabia,Gulf Cup,Isa Town › Bahrain
Tue Mar 31 1970,Kuwait,4-2,Qatar,Gulf Cup,Isa Town › Bahrain
Tue Mar 31 1970,Uruguay,2-0,Peru,Friendly,Montevideo › Uruguay
Thu Apr 2 1970,Saudi Arabia,1-1,Qatar,Gulf Cup,Isa Town › Bahrain
Fri Apr 3 1970,Bahrain,1-3,Kuwait,Gulf Cup,Isa Town › Bahrain
Wed Apr 8 1970,Argentina,2-1,Uruguay,Friendly,Buenos Aires › Argentina
Wed Apr 8 1970,France,1-1,Bulgaria,Friendly,Rouen › France
Wed Apr 8 1970,Germany,1-1,Romania,Friendly,Stuttgart › Germany
Wed Apr 8 1970,Yugoslavia,1-1,Austria,Friendly,Sarajevo › Yugoslavia
Sun Apr 12 1970,Austria,1-3,Czechoslovakia,Friendly,Vienna › Austria
Sun Apr 12 1970,Brazil,0-0,Paraguay,Friendly,Rio de Janeiro › Brazil
Sun Apr 12 1970,Yugoslavia,2-2,Hungary,Friendly,Belgrade › Yugoslavia
Tue Apr 14 1970,Haiti,1-1,Bermuda,Friendly,Port-au-Prince › Haiti
Wed Apr 15 1970,Ghana,3-0,Ivory Coast,Friendly,Accra › Ghana
Wed Apr 15 1970,Uruguay,2-1,Argentina,Friendly,Montevideo › Uruguay
Sat Apr 18 1970,Northern Ireland,0-1,Scotland,British Championship,Belfast › Northern Ireland
Sat Apr 18 1970,Wales,1-1,England,British Championship,Cardiff › Wales
Sun Apr 19 1970,Ghana,1-1,Ivory Coast,Friendly,Accra › Ghana
Tue Apr 21 1970,England,3-1,Northern Ireland,British Championship,London › England
Tue Apr 21 1970,Peru,3-0,El Salvador,Friendly,Lima › Peru
Wed Apr 22 1970,Scotland,0-0,Wales,British Championship,Glasgow › Scotland
Wed Apr 22 1970,Switzerland,0-1,Spain,Friendly,Lausanne › Switzerland
Sat Apr 25 1970,Scotland,0-0,England,British Championship,Glasgow › Scotland
Sat Apr 25 1970,Wales,1-0,Northern Ireland,British Championship,Swansea › Wales
Tue Apr 28 1970,France,2-0,Romania,Friendly,Reims › France
Wed Apr 29 1970,Brazil,1-0,Austria,Friendly,Rio de Janeiro › Brazil
Wed Apr 29 1970,Mexico,4-2,Ecuador,Friendly,León › Mexico
Sat May 2 1970,Hungary,2-0,Poland,Friendly,Budapest › Hungary
Sun May 3 1970,Switzerland,2-1,France,Friendly,Basel › Switzerland
Tue May 5 1970,Bulgaria,3-3,Russia,Friendly,Sofia › Bulgaria
