Date,Team 1,Score,Team 2,Tournament,City
Sun Sep 30 1923,Denmark,2-1,Norway,Friendly,Copenhagen › Denmark
Sun Sep 30 1923,Estonia,2-1,Finland,Friendly,Tallinn › Estonia
Sun Sep 30 1923,Uruguay,0-2,Argentina,Copa Premio Honor Uruguayo,Montevideo › Uruguay
Sun Oct 14 1923,Sweden,1-3,Denmark,Friendly,Stockholm › Sweden
Sat Oct 20 1923,Northern Ireland,2-1,England,British Championship,Belfast › Northern Ireland
Fri Oct 26 1923,Turkey,2-2,Romania,Friendly,Istanbul › Turkey
Sun Oct 28 1923,Czechoslovakia,4-4,Yugoslavia,Friendly,Prague › Czechoslovakia
Sun Oct 28 1923,France,0-2,Norway,Friendly,Paris › France
Sun Oct 28 1923,Hungary,2-1,Sweden,Friendly,Budapest › Hungary
Mon Oct 29 1923,Argentina,4-3,Paraguay,Copa América,Montevideo › Uruguay
Thu Nov 1 1923,Belgium,2-2,England,Friendly,Antwerp › Belgium
Thu Nov 1 1923,Poland,2-2,Sweden,Friendly,Cracow › Poland
Thu Nov 1 1923,Brittany,1-5,Norway,Friendly,Rennes › France
Sun Nov 4 1923,Germany,1-0,Norway,Friendly,Hamburg › Germany
Sun Nov 4 1923,Uruguay,2-0,Paraguay,Copa América,Montevideo › Uruguay
Sun Nov 11 1923,Brazil,0-1,Paraguay,Copa América,Montevideo › Uruguay
Sun Nov 18 1923,Argentina,2-1,Brazil,Copa América,Montevideo › Uruguay
Thu Nov 22 1923,Brazil,2-0,Paraguay,Friendly,Montevideo › Uruguay
Sun Nov 25 1923,Netherlands,4-1,Switzerland,Friendly,Amsterdam › Netherlands
Sun Nov 25 1923,Uruguay,2-1,Brazil,Copa América,Montevideo › Uruguay
Sun Nov 25 1923,Central Spain,1-0,Galicia,Friendly,Madrid › Spain
Sun Dec 2 1923,Argentina,0-2,Brazil,Friendly,Buenos Aires › Argentina
Sun Dec 2 1923,Uruguay,2-0,Argentina,Copa América,Montevideo › Uruguay
Mon Dec 3 1923,Argentina,6-0,Chile,Friendly,Buenos Aires › Argentina
Sun Dec 9 1923,Argentina,2-0,Brazil,Copa Roca,Buenos Aires › Argentina
Sun Dec 9 1923,Mexico,2-1,Guatemala,Friendly,Mexico City › Mexico
Wed Dec 12 1923,Mexico,2-0,Guatemala,Friendly,Mexico City › Mexico
Sun Dec 16 1923,Mexico,3-3,Guatemala,Friendly,Mexico City › Mexico
Sun Dec 16 1923,Spain,3-0,Portugal,Friendly,Seville › Spain
