Date,Team 1,Score,Team 2,Tournament,City
Mon Jan 1 1923,Guatemala,2-3,Mexico,Friendly,Guatemala › Guatemala
Mon Jan 1 1923,Italy,3-1,Germany,Friendly,Milan › Italy
Thu Jan 4 1923,Guatemala,3-1,Mexico,Friendly,Guatemala › Guatemala
Sun Jan 7 1923,Guatemala,1-4,Mexico,Friendly,Guatemala › Guatemala
Sun Jan 14 1923,Andalusia,1-4,Galicia,Friendly,Seville › Spain
Sun Jan 21 1923,Switzerland,2-0,Austria,Friendly,Geneva › Switzerland
Sun Jan 28 1923,Spain,3-0,France,Friendly,San Sebastián › Spain
Sun Feb 4 1923,Belgium,1-0,Spain,Friendly,Antwerp › Belgium
Sun Feb 11 1923,Luxembourg,1-4,Brittany,Friendly,Esch-sur-Alzette › Luxembourg
Sun Feb 25 1923,Belgium,4-1,France,Friendly,Forest › Belgium
Sun Feb 25 1923,Galicia,1-3,Asturias,Friendly,Vigo › Spain
Sat Mar 3 1923,Northern Ireland,0-1,Scotland,British Championship,Belfast › Northern Ireland
Sun Mar 4 1923,Italy,0-0,Hungary,Friendly,Genoa › Italy
Mon Mar 5 1923,Wales,2-2,England,British Championship,Cardiff › Wales
Sun Mar 11 1923,Switzerland,1-6,Hungary,Friendly,Lausanne › Switzerland
Sat Mar 17 1923,Scotland,2-0,Wales,British Championship,Paisley › Scotland
Mon Mar 19 1923,England,6-1,Belgium,Friendly,London › England
Mon Apr 2 1923,Netherlands,8-1,France,Friendly,Amsterdam › Netherlands
Sat Apr 14 1923,Scotland,2-2,England,British Championship,Glasgow › Scotland
Sat Apr 14 1923,Wales,0-3,Northern Ireland,British Championship,Wrexham › Wales
Sun Apr 15 1923,Austria,0-0,Italy,Friendly,Vienna › Austria
Sun Apr 22 1923,France,2-2,Switzerland,Friendly,Vincennes › France
Sun Apr 29 1923,Netherlands,1-1,Belgium,Friendly,Amsterdam › Netherlands
Sun May 6 1923,Austria,1-0,Hungary,Friendly,Vienna › Austria
Sun May 6 1923,Czechoslovakia,2-0,Denmark,Friendly,Prague › Czechoslovakia
Thu May 10 1923,France,1-4,England,Friendly,Vincennes › France
Thu May 10 1923,Germany,0-0,Netherlands,Friendly,Hamburg › Germany
Sun May 20 1923,Argentina,0-2,Paraguay,Copa Chevallier Boutell,Buenos Aires › Argentina
Mon May 21 1923,Sweden,2-4,England,Friendly,Stockholm › Sweden
Tue May 22 1923,China PR,3-0,Philippines,Friendly,Osaka › Japan
Thu May 24 1923,Japan,1-5,China PR,Friendly,Osaka › Japan
Thu May 24 1923,Sweden,1-3,England,Friendly,Solna › Sweden
Fri May 25 1923,Argentina,1-0,Paraguay,Copa Chevallier Boutell,Buenos Aires › Argentina
Sun May 27 1923,Czechoslovakia,5-1,Italy,Friendly,Prague › Czechoslovakia
Sun Jun 3 1923,Poland,1-2,Yugoslavia,Friendly,Cracow › Poland
Sun Jun 3 1923,Switzerland,1-2,Germany,Friendly,Basel › Switzerland
Sat Jun 9 1923,Australia,2-1,New Zealand,Friendly,Brisbane › Australia
Sun Jun 10 1923,Romania,1-2,Yugoslavia,Friendly,Bucharest › Romania
Sun Jun 10 1923,Sweden,4-2,Austria,Friendly,Gothenburg › Sweden
Sat Jun 16 1923,Australia,2-3,New Zealand,Friendly,Sydney › Australia
Sun Jun 17 1923,Denmark,3-2,Switzerland,Friendly,Copenhagen › Denmark
Sun Jun 17 1923,Norway,3-0,Finland,Friendly,Kristiania › Norway
Wed Jun 20 1923,Sweden,5-4,Finland,Friendly,Gävle › Sweden
Thu Jun 21 1923,Norway,2-2,Switzerland,Friendly,Kristiania › Norway
Sun Jun 24 1923,Argentina,0-0,Uruguay,Copa Lipton,Buenos Aires › Argentina
Sun Jun 24 1923,Lithuania,0-5,Estonia,Friendly,Kaunas › Lithuania
Fri Jun 29 1923,Sweden,2-1,Germany,Friendly,Stockholm › Sweden
Sat Jun 30 1923,Australia,1-4,New Zealand,Friendly,Newcastle › Australia
Sun Jul 1 1923,Romania,0-6,Czechoslovakia,Friendly,Cluj › Romania
Sun Jul 15 1923,Argentina,2-2,Uruguay,Friendly,Buenos Aires › Argentina
Sun Jul 22 1923,Uruguay,2-2,Argentina,Copa Premio Honor Uruguayo,Montevideo › Uruguay
Tue Jul 24 1923,Estonia,1-1,Latvia,Friendly,Tallinn › Estonia
Sun Aug 12 1923,Germany,1-2,Finland,Friendly,Dresden › Germany
Wed Aug 15 1923,Austria,2-1,Finland,Friendly,Vienna › Austria
Sun Aug 19 1923,Hungary,3-1,Finland,Friendly,Budapest › Hungary
Sun Sep 2 1923,Poland,1-1,Romania,Friendly,Lwów › Poland
Sun Sep 16 1923,Norway,2-3,Sweden,Friendly,Kristiania › Norway
Tue Sep 18 1923,Estonia,2-4,Russia,Friendly,Tallinn › Estonia
Sun Sep 23 1923,Finland,5-3,Poland,Friendly,Helsinki › Finland
Sun Sep 23 1923,Hungary,2-0,Austria,Friendly,Budapest › Hungary
Tue Sep 25 1923,Estonia,1-4,Poland,Friendly,Tallinn › Estonia
