Date,Team 1,Score,Team 2,Tournament,City
Thu Jan 1 1981,Argentina,2-1,Germany,Mundialito,Montevideo › Uruguay
Sat Jan 3 1981,Uruguay,2-0,Italy,Mundialito,Montevideo › Uruguay
Sun Jan 4 1981,Argentina,1-1,Brazil,Mundialito,Montevideo › Uruguay
Sun Jan 4 1981,North Korea,2-4,China PR,FIFA World Cup qualification,So Kon Po › Hong Kong
Tue Jan 6 1981,Netherlands,1-1,Italy,Mundialito,Montevideo › Uruguay
Wed Jan 7 1981,Brazil,4-1,Germany,Mundialito,Montevideo › Uruguay
Sat Jan 10 1981,Uruguay,2-1,Brazil,Mundialito,Montevideo › Uruguay
Sun Jan 11 1981,Curaçao,3-1,Venezuela,Friendly,Willemstad › Netherlands Antilles
Sun Jan 11 1981,Tunisia,4-0,Qatar,Friendly,Tunis › Tunisia
Sun Jan 18 1981,Venezuela,1-0,Curaçao,Friendly,Valencia › Venezuela
Tue Jan 20 1981,Mexico,1-1,Bulgaria,Friendly,Mexico City › Mexico
Sun Jan 25 1981,Japan,0-2,Poland,Friendly,Tokyo › Japan
Tue Jan 27 1981,Ecuador,1-3,Bulgaria,Friendly,Quito › Ecuador
Tue Jan 27 1981,Japan,2-4,Poland,Friendly,Naruto › Japan
Wed Jan 28 1981,Greece,2-0,Luxembourg,FIFA World Cup qualification,Salonica › Greece
Fri Jan 30 1981,Japan,1-4,Poland,Friendly,Nagoya › Japan
Sun Feb 1 1981,Bolivia,1-3,Bulgaria,Friendly,La Paz › Bolivia
Sun Feb 1 1981,Colombia,1-1,Brazil,Friendly,Bogotá › Colombia
Sun Feb 1 1981,Japan,0-3,Poland,Friendly,Tokyo › Japan
Mon Feb 2 1981,Gambia,1-1,Guinea,Amílcar Cabral Cup,Bamako › Mali
Mon Feb 2 1981,Mali,2-0,Mauritania,Amílcar Cabral Cup,Bamako › Mali
Tue Feb 3 1981,Cape Verde,0-1,Senegal,Amílcar Cabral Cup,Bamako › Mali
Wed Feb 4 1981,Mali,1-1,Guinea,Amílcar Cabral Cup,Bamako › Mali
Thu Feb 5 1981,Guinea-Bissau,0-1,Senegal,Amílcar Cabral Cup,Bamako › Mali
Fri Feb 6 1981,Guinea,2-1,Mauritania,Amílcar Cabral Cup,Bamako › Mali
Fri Feb 6 1981,Jordan,0-2,Iraq,Friendly,Amman › Jordan
Fri Feb 6 1981,Mali,4-1,Gambia,Amílcar Cabral Cup,Bamako › Mali
Sat Feb 7 1981,Cape Verde,3-0,Guinea-Bissau,Amílcar Cabral Cup,Bamako › Mali
Sun Feb 8 1981,Jordan,0-2,Iraq,Friendly,Amman › Jordan
Sun Feb 8 1981,Malaysia,1-0,Japan,Friendly,Kuantan › Malaysia
Sun Feb 8 1981,Venezuela,0-1,Brazil,FIFA World Cup qualification,Caracas › Venezuela
