Date,Team 1,Score,Team 2,Tournament,City
Sun Jan 28 1940,France,3-2,Portugal,Friendly,Paris › France
Sun Feb 18 1940,Argentina,3-1,Paraguay,Copa Chevallier Boutell,Avellaneda › Argentina
Sun Feb 18 1940,Brazil,2-2,Argentina,Copa Roca,São Paulo › Brazil
Tue Feb 20 1940,Kenya,3-6,Uganda,Friendly,Nairobi › Kenya
Sun Feb 25 1940,Argentina,4-0,Paraguay,Copa Chevallier Boutell,Buenos Aires › Argentina
Sun Feb 25 1940,Brazil,0-3,Argentina,Copa Roca,São Paulo › Brazil
Sat Mar 2 1940,Argentina,4-1,Chile,Friendly,San Martín › Argentina
Sun Mar 3 1940,Italy,1-1,Switzerland,Friendly,Turin › Italy
Tue Mar 5 1940,Argentina,6-1,Brazil,Copa Roca,Buenos Aires › Argentina
Sat Mar 9 1940,Argentina,3-2,Chile,Friendly,Buenos Aires › Argentina
Sun Mar 10 1940,Argentina,2-3,Brazil,Copa Roca,Buenos Aires › Argentina
Tue Mar 12 1940,Uruguay,3-2,Chile,Friendly,Montevideo › Uruguay
Sun Mar 17 1940,Argentina,5-1,Brazil,Copa Roca,Avellaneda › Argentina
Sun Mar 17 1940,Belgium,7-1,Netherlands,Friendly,Antwerp › Belgium
Sun Mar 24 1940,Brazil,3-4,Uruguay,Copa Rio Branco,Rio de Janeiro › Brazil
Sun Mar 31 1940,Brazil,1-1,Uruguay,Copa Rio Branco,Rio de Janeiro › Brazil
Sun Mar 31 1940,Hungary,3-0,Switzerland,Friendly,Budapest › Hungary
Sun Mar 31 1940,Netherlands,4-5,Luxembourg,Friendly,Rotterdam › Netherlands
Sun Mar 31 1940,Romania,3-3,Yugoslavia,Friendly,Bucharest › Romania
Tue Apr 2 1940,Croatia,4-0,Switzerland,Friendly,Zagreb › Croatia
Sun Apr 7 1940,Germany,2-2,Hungary,Friendly,Berlin › Germany
Sun Apr 14 1940,Italy,2-1,Romania,Friendly,Rome › Italy
Sun Apr 14 1940,Germany,1-2,Yugoslavia,Friendly,Vienna › Germany
Sun Apr 21 1940,Netherlands,4-2,Belgium,Friendly,Amsterdam › Netherlands
Sun Apr 21 1940,Switzerland,0-1,Croatia,Friendly,Berne › Switzerland
Sat Apr 27 1940,Israel,5-1,Lebanon,Friendly,Tel Aviv › Palestine
Thu May 2 1940,Hungary,1-0,Croatia,Friendly,Budapest › Hungary
Sun May 5 1940,Italy,3-2,Germany,Friendly,Milan › Italy
Sun May 19 1940,Hungary,2-0,Romania,Friendly,Budapest › Hungary
Thu Jun 6 1940,Bulgaria,1-4,Slovakia,Friendly,Sofia › Bulgaria
Fri Jun 7 1940,Japan,7-0,Manchukuo,Friendly,Tokyo › Japan
Sun Jun 9 1940,Japan,6-0,China PR,Friendly,Tokyo › Japan
Sun Jun 16 1940,Japan,1-0,Philippines,Friendly,Nishinomiya › Japan
Sun Jul 14 1940,Germany,9-3,Romania,Friendly,Frankfurt am Main › Germany
Thu Jul 18 1940,Estonia,2-1,Latvia,Friendly,Tallinn › Estonia
Thu Jul 18 1940,Uruguay,3-0,Argentina,Friendly,Montevideo › Uruguay
Sun Aug 11 1940,Lithuania,2-0,Estonia,Friendly,Kaunas › Soviet Union
Thu Aug 15 1940,Argentina,5-0,Uruguay,Friendly,Buenos Aires › Argentina
Thu Aug 29 1940,Finland,2-3,Sweden,Friendly,Helsinki › Finland
Sun Sep 1 1940,Germany,13-0,Finland,Friendly,Leipzig › Germany
Fri Sep 6 1940,Latvia,1-0,Lithuania,Baltic Cup,Riga › Soviet Union
Sat Sep 7 1940,Estonia,1-1,Lithuania,Baltic Cup,Riga › Soviet Union
Sun Sep 15 1940,Slovakia,0-1,Germany,Friendly,Bratislava › Slovakia
Sun Sep 22 1940,Sweden,5-0,Finland,Friendly,Solna › Sweden
Sun Sep 22 1940,Yugoslavia,1-2,Romania,Friendly,Belgrade › Yugoslavia
Sun Sep 29 1940,Hungary,0-0,Yugoslavia,Friendly,Budapest › Hungary
Sun Oct 6 1940,Sweden,1-1,Denmark,Friendly,Solna › Sweden
Sun Oct 6 1940,Hungary,2-2,Germany,Friendly,Budapest › Hungary
Sun Oct 13 1940,Lithuania,4-3,Latvia,Friendly,Kaunas › Soviet Union
Sun Oct 20 1940,Germany,7-3,Bulgaria,Friendly,Munich › Germany
Sun Oct 20 1940,Denmark,3-3,Sweden,Friendly,Copenhagen › Denmark
Sun Nov 3 1940,Yugoslavia,2-0,Germany,Friendly,Zagreb › Yugoslavia
Tue Nov 12 1940,Cuba,1-1,Puerto Rico,Friendly,Havana › Cuba
Sun Nov 17 1940,Germany,1-0,Denmark,Friendly,Hamburg › Germany
Sun Dec 1 1940,Italy,1-1,Hungary,Friendly,Genoa › Italy
Sun Dec 8 1940,Croatia,1-1,Hungary,Friendly,Zagreb › Croatia
