Date,Team 1,Score,Team 2,Tournament,City
Sun Apr 30 1950,Hungary,5-0,Czechoslovakia,Friendly,Budapest › Hungary
Sun Apr 30 1950,Paraguay,3-2,Uruguay,Friendly,Rio de Janeiro › Brazil
Mon May 1 1950,Albania,0-0,Poland,Friendly,Tirana › Albania
Sat May 6 1950,Brazil,3-4,Uruguay,Copa Rio Branco,São Paulo › Brazil
Sun May 7 1950,Brazil,2-0,Paraguay,Copa Oswaldo Cruz,Rio de Janeiro › Brazil
Wed May 10 1950,Belgium,5-1,Republic of Ireland,Friendly,Brussels › Belgium
Sat May 13 1950,Brazil,3-3,Paraguay,Copa Oswaldo Cruz,São Paulo › Brazil
Sun May 14 1950,Austria,5-3,Hungary,Friendly,Vienna › Austria
Sun May 14 1950,Brazil,3-2,Uruguay,Copa Rio Branco,Rio de Janeiro › Brazil
Sun May 14 1950,Poland,3-3,Romania,Friendly,Wrocław › Poland
Sun May 14 1950,Portugal,3-5,England,Friendly,Oeiras › Portugal
Thu May 18 1950,Belgium,1-4,England,Friendly,Brussels › Belgium
Sun May 21 1950,Portugal,2-2,Scotland,Friendly,Oeiras › Portugal
Sun May 21 1950,Romania,1-1,Czechoslovakia,Friendly,Bucharest › Romania
Sat May 27 1950,France,0-1,Scotland,Friendly,Colombes › France
Sun May 28 1950,Ghana,1-0,Nigeria,Friendly,Accra › Gold Coast
Sun May 28 1950,Turkey,6-1,Iran,Friendly,Istanbul › Turkey
Sun May 28 1950,Yugoslavia,5-1,Denmark,Friendly,Belgrade › Yugoslavia
Sun Jun 4 1950,Albania,2-1,Bulgaria,Friendly,Tirana › Albania
Sun Jun 4 1950,Belgium,4-1,France,Friendly,Brussels › Belgium
Sun Jun 4 1950,Poland,2-5,Hungary,Friendly,Warsaw › Poland
Thu Jun 8 1950,Sweden,4-1,Netherlands,Friendly,Solna › Sweden
Sun Jun 11 1950,Finland,4-1,Netherlands,Friendly,Helsinki › Finland
Sun Jun 11 1950,Switzerland,0-4,Yugoslavia,Friendly,Berne › Switzerland
Wed Jun 14 1950,Zimbabwe,0-5,Australia,Friendly,Salisbury › Southern Rhodesia
Sat Jun 17 1950,Zimbabwe,1-4,Australia,Friendly,Bulawayo › Southern Rhodesia
Thu Jun 22 1950,Denmark,4-0,Norway,Nordic Championship,Copenhagen › Denmark
Sat Jun 24 1950,Brazil,4-0,Mexico,FIFA World Cup,Rio de Janeiro › Brazil
Sat Jun 24 1950,South Africa,3-2,Australia,Friendly,Durban › South Africa
Sun Jun 25 1950,Chile,0-2,England,FIFA World Cup,Rio de Janeiro › Brazil
Sun Jun 25 1950,Denmark,1-4,Norway,Friendly,Århus › Denmark
Sun Jun 25 1950,Italy,2-3,Sweden,FIFA World Cup,São Paulo › Brazil
Sun Jun 25 1950,Spain,3-1,United States,FIFA World Cup,Curitiba › Brazil
Sun Jun 25 1950,Switzerland,0-3,Yugoslavia,FIFA World Cup,Belo Horizonte › Brazil
Wed Jun 28 1950,Brazil,2-2,Switzerland,FIFA World Cup,São Paulo › Brazil
Wed Jun 28 1950,Mexico,1-4,Yugoslavia,FIFA World Cup,Porto Alegre › Brazil
Thu Jun 29 1950,Chile,0-2,Spain,FIFA World Cup,Rio de Janeiro › Brazil
Thu Jun 29 1950,England,0-1,United States,FIFA World Cup,Belo Horizonte › Brazil
Thu Jun 29 1950,Paraguay,2-2,Sweden,FIFA World Cup,Curitiba › Brazil
Sat Jul 1 1950,Brazil,2-0,Yugoslavia,FIFA World Cup,Rio de Janeiro › Brazil
Sat Jul 1 1950,South Africa,2-1,Australia,Friendly,Johannesburg › South Africa
Sun Jul 2 1950,Bolivia,0-8,Uruguay,FIFA World Cup,Belo Horizonte › Brazil
Sun Jul 2 1950,Chile,5-2,United States,FIFA World Cup,Recife › Brazil
Sun Jul 2 1950,England,0-1,Spain,FIFA World Cup,Rio de Janeiro › Brazil
Sun Jul 2 1950,Italy,2-0,Paraguay,FIFA World Cup,São Paulo › Brazil
Sun Jul 2 1950,Mexico,1-2,Switzerland,FIFA World Cup,Porto Alegre › Brazil
Sat Jul 8 1950,South Africa,1-2,Australia,Friendly,Port Elizabeth › South Africa
Sun Jul 9 1950,Brazil,7-1,Sweden,FIFA World Cup,Rio de Janeiro › Brazil
Sun Jul 9 1950,Spain,2-2,Uruguay,FIFA World Cup,São Paulo › Brazil
Tue Jul 11 1950,Madagascar,2-3,Réunion,Friendly,Antananarivo › Madagascar
Tue Jul 11 1950,Madagascar,1-5,Mauritius,Friendly,Antananarivo › Madagascar
Thu Jul 13 1950,Brazil,6-1,Spain,FIFA World Cup,Rio de Janeiro › Brazil
Thu Jul 13 1950,Sweden,2-3,Uruguay,FIFA World Cup,São Paulo › Brazil
Sun Jul 16 1950,Brazil,1-2,Uruguay,FIFA World Cup,Rio de Janeiro › Brazil
Sun Jul 16 1950,Spain,1-3,Sweden,FIFA World Cup,São Paulo › Brazil
Sun Jul 16 1950,Zambia,3-2,Zimbabwe,Friendly,Kitwe › Northern Rhodesia
Sun Jul 23 1950,South Africa,0-2,Australia,Friendly,Cape Town › South Africa
Tue Aug 15 1950,Norway,2-2,Luxembourg,Friendly,Bergen › Norway
Sun Aug 27 1950,Bulgaria,1-2,Czechoslovakia,Friendly,Sofia › Bulgaria
Sun Aug 27 1950,Finland,1-2,Denmark,Nordic Championship,Helsinki › Finland
Sun Aug 27 1950,Suriname,0-1,Guyana,Friendly,Paramaribo › Suriname
Thu Aug 31 1950,Suriname,3-0,Guyana,Friendly,Paramaribo › Suriname
Sat Sep 2 1950,El Salvador,2-1,Guatemala,Friendly,Willemstad › Netherlands Antilles
Sun Sep 3 1950,Suriname,4-1,Guyana,Friendly,Paramaribo › Suriname
Sun Sep 3 1950,Sweden,1-2,Yugoslavia,Friendly,Solna › Sweden
Wed Sep 6 1950,El Salvador,2-0,Guatemala,Friendly,Willemstad › Netherlands Antilles
Thu Sep 7 1950,Finland,3-2,Yugoslavia,Friendly,Helsinki › Finland
Sun Sep 10 1950,Denmark,1-4,Yugoslavia,Friendly,Copenhagen › Denmark
Sun Sep 10 1950,Norway,4-1,Finland,Nordic Championship,Oslo › Norway
Sun Sep 24 1950,Finland,0-1,Sweden,Nordic Championship,Helsinki › Finland
Sun Sep 24 1950,Hungary,12-0,Albania,Friendly,Budapest › Hungary
Sun Sep 24 1950,Norway,1-3,Sweden,Nordic Championship,Oslo › Norway
Sat Oct 7 1950,Northern Ireland,1-4,England,British Championship,Belfast › Northern Ireland
Sun Oct 8 1950,Austria,7-2,Yugoslavia,Friendly,Vienna › Austria
Sun Oct 8 1950,Romania,6-0,Albania,Friendly,Bucharest › Romania
Tue Oct 10 1950,Tanzania,4-0,Zanzibar,Friendly,Nairobi › Kenya
Wed Oct 11 1950,Kenya,3-1,Uganda,Friendly,Nairobi › Kenya
Sat Oct 14 1950,Jamaica,2-1,Haiti,Friendly,Kingston › Jamaica
Sat Oct 14 1950,Kenya,1-1,Tanzania,Friendly,Nairobi › Kenya
Sun Oct 15 1950,Sweden,4-0,Denmark,Nordic Championship,Solna › Sweden
Sun Oct 15 1950,Switzerland,7-5,Netherlands,Friendly,Basel › Switzerland
Mon Oct 16 1950,Kenya,1-2,Tanzania,Friendly,Nairobi › Kenya
Sat Oct 21 1950,Wales,1-3,Scotland,British Championship,Cardiff › Wales
Sun Oct 22 1950,Poland,1-4,Czechoslovakia,Friendly,Warsaw › Poland
Thu Oct 26 1950,Iran,4-0,Afghanistan,Friendly,Teheran › Iran
Sat Oct 28 1950,Israel,5-1,Turkey,Friendly,Tel Aviv › Israel
Sun Oct 29 1950,Hungary,4-3,Austria,Friendly,Budapest › Hungary
Mon Oct 30 1950,Bulgaria,0-1,Poland,Friendly,Sofia › Bulgaria
Wed Nov 1 1950,France,3-3,Belgium,Friendly,Colombes › France
Wed Nov 1 1950,Scotland,6-1,Northern Ireland,British Championship,Glasgow › Scotland
Sun Nov 5 1950,Austria,5-1,Denmark,Friendly,Vienna › Austria
Sun Nov 5 1950,Yugoslavia,4-0,Norway,Friendly,Belgrade › Yugoslavia
Sun Nov 12 1950,Belgium,7-2,Netherlands,Friendly,Antwerp › Belgium
Sun Nov 12 1950,Bulgaria,1-1,Hungary,Friendly,Sofia › Bulgaria
Sun Nov 12 1950,Switzerland,4-2,Sweden,Friendly,Geneva › Switzerland
Wed Nov 15 1950,England,4-2,Wales,British Championship,Sunderland › England
Sat Nov 18 1950,Curaçao,2-3,Suriname,Friendly,Port of Spain › Trinidad and Tobago
Wed Nov 22 1950,England,2-2,Yugoslavia,Friendly,London › England
Wed Nov 22 1950,Germany,1-0,Switzerland,Friendly,Stuttgart › Germany
Wed Nov 22 1950,Trinidad and Tobago,3-2,Curaçao,Friendly,Port of Spain › Trinidad and Tobago
Sat Nov 25 1950,Trinidad and Tobago,5-0,Suriname,Friendly,Port of Spain › Trinidad and Tobago
Sun Nov 26 1950,Republic of Ireland,2-2,Norway,Friendly,Dublin › Republic of Ireland
Tue Nov 28 1950,Curaçao,3-0,Suriname,Friendly,Port of Spain › Trinidad and Tobago
Thu Nov 30 1950,Trinidad and Tobago,1-1,Suriname,Friendly,Port of Spain › Trinidad and Tobago
Sat Dec 2 1950,Trinidad and Tobago,5-1,Curaçao,Friendly,Port of Spain › Trinidad and Tobago
Sun Dec 3 1950,Turkey,3-2,Israel,Friendly,Istanbul › Turkey
Tue Dec 5 1950,Guadeloupe,0-1,Trinidad and Tobago,Friendly,Basse-Terre › Guadeloupe
Sun Dec 10 1950,France,5-2,Netherlands,Friendly,Colombes › France
Wed Dec 13 1950,Scotland,0-1,Austria,Friendly,Glasgow › Scotland
