Date,Team 1,Score,Team 2,Tournament,City
Sun Aug 31 1924,Czechoslovakia,4-1,Romania,Friendly,Prague › Czechoslovakia
Sun Aug 31 1924,Germany,1-4,Sweden,Friendly,Berlin › Germany
Sun Aug 31 1924,Hungary,4-0,Poland,Friendly,Budapest › Hungary
Sun Sep 14 1924,Austria,2-1,Hungary,Friendly,Vienna › Austria
Sun Sep 14 1924,Finland,4-0,Estonia,Friendly,Helsinki › Finland
Sun Sep 14 1924,Norway,1-3,Denmark,Nordic Championship,Kristiania › Norway
Sun Sep 21 1924,Hungary,4-1,Germany,Friendly,Budapest › Hungary
Sun Sep 21 1924,Sweden,6-1,Norway,Nordic Championship,Solna › Sweden
Sun Sep 21 1924,Uruguay,1-1,Argentina,Friendly,Montevideo › Uruguay
Wed Sep 24 1924,Northern Ireland,1-2,South Africa,Friendly,Belfast › Northern Ireland
Sun Sep 28 1924,Yugoslavia,0-2,Czechoslovakia,Friendly,Zagreb › Yugoslavia
Thu Oct 2 1924,Argentina,2-1,Uruguay,Friendly,Buenos Aires › Argentina
Sun Oct 5 1924,Denmark,2-1,Belgium,Friendly,Copenhagen › Denmark
Sun Oct 12 1924,Argentina,0-0,Paraguay,Copa América,Montevideo › Uruguay
Sat Oct 18 1924,Latvia,2-0,Estonia,Friendly,Riga › Latvia
Sun Oct 19 1924,Uruguay,5-0,Chile,Copa América,Montevideo › Uruguay
Wed Oct 22 1924,England,3-1,Northern Ireland,British Championship,Liverpool › England
Sat Oct 25 1924,Argentina,2-0,Chile,Copa América,Montevideo › Uruguay
Sun Oct 26 1924,Uruguay,3-1,Paraguay,Copa América,Montevideo › Uruguay
Sat Nov 1 1924,Chile,1-3,Paraguay,Copa América,Montevideo › Uruguay
Sun Nov 2 1924,Netherlands,2-1,South Africa,Friendly,Amsterdam › Netherlands
Sun Nov 2 1924,Uruguay,0-0,Argentina,Copa América,Montevideo › Uruguay
Sun Nov 9 1924,Austria,1-1,Sweden,Friendly,Vienna › Austria
Tue Nov 11 1924,Belgium,3-0,France,Friendly,Brussels › Belgium
Sun Nov 16 1924,Italy,2-2,Sweden,Friendly,Milan › Italy
Sun Nov 16 1924,Russia,3-0,Turkey,Friendly,Moscow › Soviet Union
Sun Nov 23 1924,Germany,0-1,Italy,Friendly,Duisburg › Germany
Mon Dec 8 1924,England,4-0,Belgium,Friendly,West Bromwich › England
Sun Dec 14 1924,Germany,1-1,Switzerland,Friendly,Stuttgart › Germany
Sun Dec 21 1924,Spain,2-1,Austria,Friendly,Barcelona › Spain
