Date,Team 1,Score,Team 2,Tournament,City
Wed Jan 11 1978,Cyprus,0-2,Greece,Friendly,Nicosia › Cyprus
Tue Jan 17 1978,Ghana,7-1,Gambia,Friendly,Accra › Ghana
Wed Jan 18 1978,Libya,0-1,Morocco,Friendly,Tripoli › Libya
Wed Jan 25 1978,Spain,2-1,Italy,Friendly,Madrid › Spain
Thu Jan 26 1978,Sudan,3-0,Kenya,Friendly,Khartoum › Sudan
Sat Jan 28 1978,Zambia,6-1,Zanzibar,Friendly,Ndola › Zambia
Sun Jan 29 1978,Zambia,5-0,Zanzibar,Friendly,Ndola › Zambia
Mon Jan 30 1978,Sudan,2-1,Congo,Friendly,Khartoum › Sudan
Sun Feb 5 1978,Gabon,0-1,Nigeria,Friendly,Libreville › Gabon
Sun Feb 5 1978,Zambia,11-2,Eswatini,Friendly,Lusaka › Zambia
Wed Feb 8 1978,Israel,2-0,Denmark,Friendly,Jaffa › Israel
Wed Feb 8 1978,Italy,2-2,France,Friendly,Naples › Italy
Sun Feb 12 1978,Benin,0-2,Burkina Faso,Friendly,Porto-Novo › Benin
Wed Feb 15 1978,El Salvador,1-5,Mexico,Friendly,San Salvador › El Salvador
Wed Feb 15 1978,Greece,1-1,Austria,Friendly,Athens › Greece
Sun Feb 19 1978,Gabon,2-2,Burkina Faso,Friendly,Libreville › Gabon
Sun Feb 19 1978,Ghana,3-1,Ivory Coast,Friendly,Accra › Ghana
Tue Feb 21 1978,Iraq,3-0,Algeria,Friendly,Baghdad › Iraq
Wed Feb 22 1978,Germany,2-1,England,Friendly,Munich › Germany
Wed Feb 22 1978,Israel,1-2,Netherlands,Friendly,Ramat-Gan › Israel
Wed Feb 22 1978,Scotland,2-1,Bulgaria,Friendly,Glasgow › Scotland
Thu Feb 23 1978,Iraq,1-0,Algeria,Friendly,Baghdad › Iraq
Sun Feb 26 1978,Burkina Faso,3-0,Benin,Friendly,Ouagadougou › Upper Volta
Sun Feb 26 1978,Morocco,2-3,Russia,Friendly,Marrakech › Morocco
Sun Feb 26 1978,Syria,0-1,Algeria,Friendly,Damascus › Syria
Mon Feb 27 1978,Iraq,1-0,North Korea,Friendly,Baghdad › Iraq
Tue Feb 28 1978,Martinique,5-0,Antigua and Barbuda,Friendly,Saint-Pierre › Martinique
Thu Mar 2 1978,Basque Country,0-0,Russia,Friendly,Bilbao › Spain
Sun Mar 5 1978,Ghana,2-1,Zambia,African Cup of Nations,Accra › Ghana
Sun Mar 5 1978,Nigeria,4-2,Burkina Faso,African Cup of Nations,Accra › Ghana
Mon Mar 6 1978,Congo,1-3,Uganda,African Cup of Nations,Kumasi › Ghana
Mon Mar 6 1978,Morocco,1-1,Tunisia,African Cup of Nations,Kumasi › Ghana
Wed Mar 8 1978,Burkina Faso,0-2,Zambia,African Cup of Nations,Accra › Ghana
Wed Mar 8 1978,France,2-0,Portugal,Friendly,Paris › France
Wed Mar 8 1978,German DR,3-1,Switzerland,Friendly,Karl-Marx-Stadt › German DR
Wed Mar 8 1978,Germany,1-0,Russia,Friendly,Frankfurt am Main › Germany
Wed Mar 8 1978,Ghana,1-1,Nigeria,African Cup of Nations,Accra › Ghana
Thu Mar 9 1978,Congo,0-1,Morocco,African Cup of Nations,Kumasi › Ghana
Thu Mar 9 1978,Tunisia,3-1,Uganda,African Cup of Nations,Kumasi › Ghana
Fri Mar 10 1978,Ghana,3-0,Burkina Faso,African Cup of Nations,Accra › Ghana
Fri Mar 10 1978,Nigeria,0-0,Zambia,African Cup of Nations,Accra › Ghana
Sat Mar 11 1978,Congo,0-0,Tunisia,African Cup of Nations,Kumasi › Ghana
Sat Mar 11 1978,Morocco,0-3,Uganda,African Cup of Nations,Kumasi › Ghana
Sun Mar 12 1978,Lesotho,0-1,Kenya,Friendly,Maseru › Lesotho
Sun Mar 12 1978,Libya,1-0,Algeria,Friendly,Tripoli › Libya
Tue Mar 14 1978,Ghana,1-0,Tunisia,African Cup of Nations,Accra › Ghana
Tue Mar 14 1978,Nigeria,1-2,Uganda,African Cup of Nations,Kumasi › Ghana
Thu Mar 16 1978,Ghana,2-0,Uganda,African Cup of Nations,Accra › Ghana
Thu Mar 16 1978,Nigeria,2-0,Tunisia,African Cup of Nations,Accra › Ghana
Sun Mar 19 1978,Argentina,2-1,Peru,Copa Ramón Castilla,Buenos Aires › Argentina
Wed Mar 22 1978,Belgium,1-0,Austria,Friendly,Charleroi › Belgium
Wed Mar 22 1978,Greece,0-1,Czechoslovakia,Friendly,Salonica › Greece
Wed Mar 22 1978,Luxembourg,1-3,Poland,Friendly,Luxembourg › Luxembourg
Wed Mar 22 1978,Turkey,1-1,Romania,Balkan Cup,Istanbul › Turkey
Thu Mar 23 1978,Peru,1-3,Argentina,Copa Ramón Castilla,Lima › Peru
Sun Mar 26 1978,Martinique,1-2,Guadeloupe,Friendly,Fort-de-France › Martinique
Wed Mar 29 1978,Argentina,3-1,Bulgaria,Friendly,Buenos Aires › Argentina
Wed Mar 29 1978,Spain,3-0,Norway,Friendly,Gijón › Spain
Thu Mar 30 1978,Venezuela,0-1,China PR,Friendly,Caracas › Venezuela
Sat Apr 1 1978,France,1-0,Brazil,Friendly,Paris › France
Sat Apr 1 1978,Peru,1-1,Bulgaria,Friendly,Lima › Peru
Tue Apr 4 1978,German DR,0-1,Sweden,Friendly,Leipzig › German DR
Tue Apr 4 1978,Switzerland,0-1,Austria,Friendly,Basel › Switzerland
Wed Apr 5 1978,Argentina,2-0,Romania,Friendly,Buenos Aires › Argentina
Wed Apr 5 1978,Germany,0-1,Brazil,Friendly,Hamburg › Germany
Wed Apr 5 1978,Iran,0-0,Yugoslavia,Friendly,Teheran › Iran
Wed Apr 5 1978,Republic of Ireland,4-2,Turkey,Friendly,Dublin › Republic of Ireland
Wed Apr 5 1978,Poland,5-2,Greece,Friendly,Poznań › Poland
Wed Apr 5 1978,Russia,10-2,Finland,Friendly,Yerevan › Soviet Union
Wed Apr 5 1978,Tunisia,0-4,Netherlands,Friendly,Tunis › Tunisia
Tue Apr 11 1978,Mexico,0-1,Peru,Friendly,Los Angeles › United States
Wed Apr 12 1978,Poland,3-0,Republic of Ireland,Friendly,Łódź › Poland
Sat Apr 15 1978,Hungary,2-1,Czechoslovakia,Friendly,Budapest › Hungary
Sun Apr 16 1978,Martinique,3-1,Puerto Rico,Friendly,Fort-de-France › Martinique
Tue Apr 18 1978,Iran,0-1,Wales,Friendly,Teheran › Iran
Wed Apr 19 1978,England,1-1,Brazil,Friendly,London › England
Wed Apr 19 1978,German DR,0-0,Belgium,Friendly,Magdeburg › German DR
Wed Apr 19 1978,Sweden,3-1,Germany,Friendly,Solna › Sweden
Thu Apr 20 1978,Puerto Rico,4-1,Martinique,Friendly,San Juan › Puerto Rico
Sat Apr 22 1978,Peru,2-1,China PR,Friendly,Lima › Peru
Sun Apr 23 1978,Czechoslovakia,0-0,Bulgaria,Friendly,Brno › Czechoslovakia
Tue Apr 25 1978,Uruguay,2-0,Argentina,Friendly,Montevideo › Uruguay
Wed Apr 26 1978,Iran,1-1,Bulgaria,Friendly,Teheran › Iran
Wed Apr 26 1978,Malaysia,0-1,Singapore,King's Cup,Bangkok › Thailand
Wed Apr 26 1978,Poland,1-0,Bulgaria,Friendly,Warsaw › Poland
Wed Apr 26 1978,Spain,2-0,Mexico,Friendly,Granada › Spain
Sun Apr 30 1978,Kenya,1-0,Lesotho,Friendly,Nairobi › Kenya
Mon May 1 1978,Barbados,1-0,Guyana,Friendly,Bridgetown › Barbados
Mon May 1 1978,Brazil,3-0,Peru,Friendly,Rio de Janeiro › Brazil
Wed May 3 1978,Argentina,3-0,Uruguay,Friendly,Buenos Aires › Argentina
Wed May 3 1978,Barbados,3-0,Guyana,Friendly,Bridgetown › Barbados
Wed May 3 1978,Finland,0-1,Mexico,Friendly,Helsinki › Finland
Wed May 3 1978,Romania,2-0,Bulgaria,Balkan Cup,Bucharest › Romania
Wed May 3 1978,Thailand,2-2,Singapore,King's Cup,Bangkok › Thailand
Tue May 9 1978,Trinidad and Tobago,3-0,Guyana,Friendly,Port of Spain › Trinidad and Tobago
Thu May 11 1978,France,2-1,Iran,Friendly,Toulouse › France
Thu May 11 1978,Trinidad and Tobago,5-1,Guyana,Friendly,Port of Spain › Trinidad and Tobago
