Date,Team 1,Score,Team 2,Tournament,City
Sun Jan 1 1933,Italy,3-1,Germany,Friendly,Bologna › Italy
Sat Jan 21 1933,Uruguay,2-1,Argentina,Friendly,Montevideo › Uruguay
Sun Jan 22 1933,Netherlands,0-2,Switzerland,Friendly,Amsterdam › Netherlands
Sun Jan 29 1933,Portugal,1-0,Hungary,Friendly,Lisbon › Portugal
Sun Feb 5 1933,Argentina,4-1,Uruguay,Friendly,Avellaneda › Argentina
Sun Feb 12 1933,Belgium,2-3,Italy,Friendly,Brussels › Belgium
Sun Feb 12 1933,France,0-4,Austria,Friendly,Paris › France
Sun Mar 5 1933,Netherlands,1-2,Hungary,Friendly,Amsterdam › Netherlands
Sun Mar 12 1933,Switzerland,3-3,Belgium,Friendly,Zürich › Switzerland
Sun Mar 19 1933,Germany,3-3,France,Friendly,Berlin › Germany
Sun Mar 19 1933,Hungary,2-0,Czechoslovakia,Friendly,Budapest › Hungary
Sun Mar 26 1933,France,3-0,Belgium,Friendly,Colombes › France
Sat Apr 1 1933,Scotland,2-1,England,British Championship,Glasgow › Scotland
Sun Apr 2 1933,Spain,3-0,Portugal,Friendly,Vigo › Spain
Sun Apr 2 1933,Switzerland,0-3,Italy,International Cup,Geneva › Switzerland
Sun Apr 9 1933,Austria,1-2,Czechoslovakia,Friendly,Vienna › Austria
Sun Apr 9 1933,Belgium,1-3,Netherlands,Friendly,Antwerp › Belgium
Sun Apr 23 1933,France,1-0,Spain,Friendly,Colombes › France
Sun Apr 30 1933,Hungary,1-1,Austria,Friendly,Budapest › Hungary
Sun Apr 30 1933,Yugoslavia,1-1,Spain,Friendly,Belgrade › Yugoslavia
Sun May 7 1933,Italy,2-0,Czechoslovakia,International Cup,Florence › Italy
Sun May 7 1933,Netherlands,1-2,Belgium,Friendly,Amsterdam › Netherlands
Sun May 7 1933,Switzerland,4-1,Yugoslavia,Friendly,Zürich › Switzerland
Sat May 13 1933,Italy,1-1,England,Friendly,Rome › Italy
Sat May 20 1933,Switzerland,0-4,England,Friendly,Berne › Switzerland
Sun May 21 1933,Spain,13-0,Bulgaria,Friendly,Madrid › Spain
Thu May 25 1933,France,1-1,Wales,Friendly,Colombes › France
Sun May 28 1933,Latvia,2-0,Estonia,Friendly,Riga › Latvia
Sat Jun 3 1933,Greece,3-5,Yugoslavia,Balkan Cup,Bucharest › Romania
Sun Jun 4 1933,Poland,0-1,Belgium,Friendly,Warsaw › Poland
Sun Jun 4 1933,Romania,7-0,Bulgaria,Balkan Cup,Bucharest › Romania
Mon Jun 5 1933,Australia,4-2,New Zealand,Friendly,Brisbane › Australia
Wed Jun 7 1933,Bulgaria,0-4,Yugoslavia,Balkan Cup,Bucharest › Romania
Sat Jun 10 1933,Bulgaria,2-0,Greece,Balkan Cup,Bucharest › Romania
Sat Jun 10 1933,Czechoslovakia,4-0,France,Friendly,Prague › Czechoslovakia
Sun Jun 11 1933,Austria,4-1,Belgium,Friendly,Vienna › Austria
Sun Jun 11 1933,Denmark,2-2,Norway,Nordic Championship,Copenhagen › Denmark
Sun Jun 11 1933,Romania,5-0,Yugoslavia,Balkan Cup,Bucharest › Romania
Sun Jun 11 1933,Sweden,6-2,Estonia,FIFA World Cup qualification,Stockholm › Sweden
Mon Jun 12 1933,Latvia,6-2,Lithuania,Friendly,Riga › Latvia
Sat Jun 17 1933,Australia,6-4,New Zealand,Friendly,Sydney › Australia
Sun Jun 18 1933,Sweden,2-3,Denmark,Nordic Championship,Stockholm › Sweden
Sat Jun 24 1933,Australia,4-2,New Zealand,Friendly,Sydney › Australia
Thu Jun 29 1933,Lithuania,0-2,Sweden,FIFA World Cup qualification,Kaunas › Lithuania
Sun Jul 2 1933,Sweden,5-2,Hungary,Friendly,Stockholm › Sweden
Tue Jul 4 1933,Latvia,1-1,Sweden,Friendly,Riga › Latvia
Fri Jul 14 1933,Sweden,2-0,Finland,Nordic Championship,Stockholm › Sweden
Thu Jul 20 1933,Estonia,2-1,Lithuania,Friendly,Tallinn › Estonia
Sun Aug 6 1933,Yugoslavia,2-1,Czechoslovakia,Friendly,Zagreb › Yugoslavia
Wed Aug 9 1933,Estonia,2-1,Latvia,Friendly,Tallinn › Estonia
Wed Aug 9 1933,Finland,9-2,Lithuania,Friendly,Helsinki › Finland
Wed Aug 16 1933,Finland,2-1,Estonia,Friendly,Helsinki › Finland
Sat Sep 2 1933,Lithuania,1-1,Estonia,Baltic Cup,Kaunas › Lithuania
Sun Sep 3 1933,Estonia,0-1,Latvia,Baltic Cup,Kaunas › Lithuania
Sun Sep 3 1933,Finland,1-5,Norway,Nordic Championship,Helsinki › Finland
Mon Sep 4 1933,Lithuania,2-2,Latvia,Baltic Cup,Kaunas › Lithuania
Tue Sep 5 1933,Lithuania,0-5,Estonia,Friendly,Kaunas › Lithuania
Sun Sep 10 1933,Poland,4-3,Yugoslavia,Friendly,Warsaw › Poland
Sat Sep 16 1933,Scotland,1-2,Northern Ireland,British Championship,Glasgow › Scotland
Sun Sep 17 1933,Czechoslovakia,3-3,Austria,Friendly,Prague › Czechoslovakia
Sun Sep 17 1933,Hungary,3-0,Switzerland,International Cup,Budapest › Hungary
Sun Sep 24 1933,Norway,0-1,Sweden,Nordic Championship,Oslo › Norway
Sun Sep 24 1933,Yugoslavia,2-2,Switzerland,FIFA World Cup qualification,Belgrade › Yugoslavia
Sun Oct 1 1933,Austria,2-2,Hungary,Friendly,Vienna › Austria
Wed Oct 4 1933,Wales,3-2,Scotland,British Championship,Cardiff › Wales
Wed Oct 4 1933,Silesia,1-2,Poland,Friendly,Katowice › Poland
Sun Oct 8 1933,Aruba,1-3,Curaçao,Friendly,Oranjestad › Aruba
Sun Oct 8 1933,Denmark,2-0,Finland,Nordic Championship,Copenhagen › Denmark
Wed Oct 11 1933,Aruba,0-2,Curaçao,Friendly,Oranjestad › Aruba
Sat Oct 14 1933,Northern Ireland,0-3,England,British Championship,Belfast › Northern Ireland
Sun Oct 15 1933,Poland,1-2,Czechoslovakia,FIFA World Cup qualification,Warsaw › Poland
Sun Oct 22 1933,Germany,8-1,Belgium,Friendly,Duisburg › Germany
Sun Oct 22 1933,Hungary,0-1,Italy,International Cup,Budapest › Hungary
Mon Oct 23 1933,Trinidad and Tobago,8-4,Barbados,Friendly,Port of Spain › Trinidad and Tobago
Tue Oct 24 1933,Trinidad and Tobago,2-0,Guyana,Friendly,Port of Spain › Trinidad and Tobago
Wed Oct 25 1933,Barbados,0-2,Guyana,Friendly,Port of Spain › Trinidad and Tobago
Fri Oct 27 1933,Trinidad and Tobago,1-1,Guyana,Friendly,Port of Spain › Trinidad and Tobago
Sun Oct 29 1933,Switzerland,2-2,Romania,FIFA World Cup qualification,Berne › Switzerland
Mon Oct 30 1933,Trinidad and Tobago,3-1,Barbados,Friendly,Port of Spain › Trinidad and Tobago
Thu Nov 2 1933,Trinidad and Tobago,1-0,Guyana,Friendly,Port of Spain › Trinidad and Tobago
Fri Nov 3 1933,Barbados,2-5,Guyana,Friendly,Port of Spain › Trinidad and Tobago
Sat Nov 4 1933,Northern Ireland,1-1,Wales,British Championship,Belfast › Northern Ireland
Sun Nov 5 1933,Germany,2-2,Norway,Friendly,Magdeburg › Germany
Sun Nov 5 1933,Trinidad and Tobago,6-0,Barbados,Friendly,Port of Spain › Trinidad and Tobago
Wed Nov 15 1933,England,1-2,Wales,British Championship,Newcastle › England
Sun Nov 19 1933,Switzerland,0-2,Germany,Friendly,Zürich › Switzerland
Sun Nov 26 1933,Belgium,2-2,Denmark,Friendly,Brussels › Belgium
Wed Nov 29 1933,Scotland,2-2,Austria,Friendly,Glasgow › Scotland
Sun Dec 3 1933,Germany,1-0,Poland,Friendly,Berlin › Germany
Sun Dec 3 1933,Italy,5-2,Switzerland,International Cup,Florence › Italy
Wed Dec 6 1933,England,4-1,France,Friendly,London › England
Sun Dec 10 1933,Netherlands,0-1,Austria,Friendly,Amsterdam › Netherlands
Thu Dec 14 1933,Uruguay,0-1,Argentina,Friendly,Montevideo › Uruguay
