Date,Team 1,Score,Team 2,Tournament,City
Tue Feb 2 1988,France,2-1,Switzerland,Tournoi de France,Toulouse › France
Tue Feb 2 1988,Oman,1-1,Japan,Friendly,Muscat › Oman
Wed Feb 3 1988,Egypt,1-0,Bulgaria,Friendly,Cairo › Egypt
Wed Feb 3 1988,Israel,0-2,Romania,Friendly,Haifa › Israel
Thu Feb 4 1988,United Arab Emirates,3-0,Thailand,AFC Asian Cup qualification,Abu Dhabi › United Arab Emirates
Fri Feb 5 1988,Austria,1-2,Switzerland,Tournoi de France,Monaco › Monaco
Fri Feb 5 1988,China PR,0-0,Yemen,AFC Asian Cup qualification,Abu Dhabi › United Arab Emirates
Fri Feb 5 1988,France,2-1,Morocco,Tournoi de France,Monaco › Monaco
Sat Feb 6 1988,Bangladesh,0-0,India,AFC Asian Cup qualification,Abu Dhabi › United Arab Emirates
Sat Feb 6 1988,Poland,2-2,Romania,Friendly,Haifa › Israel
Sun Feb 7 1988,Malta,2-0,Finland,Malta International Tournament,Attard › Malta
Sun Feb 7 1988,United Arab Emirates,2-1,Yemen,AFC Asian Cup qualification,Abu Dhabi › United Arab Emirates
Mon Feb 8 1988,China PR,4-0,Bangladesh,AFC Asian Cup qualification,Abu Dhabi › United Arab Emirates
Tue Feb 9 1988,Thailand,1-0,India,AFC Asian Cup qualification,Abu Dhabi › United Arab Emirates
Wed Feb 10 1988,Israel,1-3,Poland,Friendly,Ramat-Gan › Israel
Wed Feb 10 1988,Malta,2-1,Tunisia,Malta International Tournament,Attard › Malta
Wed Feb 10 1988,United Arab Emirates,0-0,China PR,AFC Asian Cup qualification,Abu Dhabi › United Arab Emirates
Thu Feb 11 1988,Yemen,1-0,India,AFC Asian Cup qualification,Abu Dhabi › United Arab Emirates
Fri Feb 12 1988,Thailand,1-1,Bangladesh,AFC Asian Cup qualification,Abu Dhabi › United Arab Emirates
Sat Feb 13 1988,Finland,3-0,Tunisia,Malta International Tournament,Attard › Malta
Sat Feb 13 1988,United Arab Emirates,3-0,India,AFC Asian Cup qualification,Abu Dhabi › United Arab Emirates
Sun Feb 14 1988,Benin,1-2,Mali,Friendly,Cotonou › Benin
Sun Feb 14 1988,China PR,5-0,Thailand,AFC Asian Cup qualification,Abu Dhabi › United Arab Emirates
Sun Feb 14 1988,Yemen,0-0,Bangladesh,AFC Asian Cup qualification,Abu Dhabi › United Arab Emirates
Tue Feb 16 1988,China PR,1-1,India,AFC Asian Cup qualification,Abu Dhabi › United Arab Emirates
Tue Feb 16 1988,Yemen,3-3,Thailand,AFC Asian Cup qualification,Abu Dhabi › United Arab Emirates
Wed Feb 17 1988,Greece,3-2,Northern Ireland,Friendly,Athens › Greece
Wed Feb 17 1988,Israel,0-0,England,Friendly,Ramat-Gan › Israel
Wed Feb 17 1988,Saudi Arabia,2-2,Scotland,Friendly,Riyadh › Saudi Arabia
Wed Feb 17 1988,United Arab Emirates,4-0,Bangladesh,AFC Asian Cup qualification,Abu Dhabi › United Arab Emirates
Thu Feb 18 1988,Bermuda,0-0,Canada,Friendly,Hamilton › Bermuda
Sat Feb 20 1988,Italy,4-1,Russia,Friendly,Bari › Italy
Tue Feb 23 1988,United Arab Emirates,1-2,Egypt,Friendly,Dubai › United Arab Emirates
Wed Feb 24 1988,Spain,1-2,Czechoslovakia,Friendly,Málaga › Spain
Thu Feb 25 1988,Djibouti,4-1,Yemen DPR,Friendly,Djibouti › Djibouti
Thu Feb 25 1988,Iraq,2-0,Tunisia,Friendly,Baghdad › Iraq
Fri Feb 26 1988,United Arab Emirates,1-1,Egypt,Friendly,Abu Dhabi › United Arab Emirates
Wed Mar 2 1988,Costa Rica,2-1,Guatemala,Friendly,San José › Costa Rica
Wed Mar 2 1988,Saudi Arabia,2-0,Oman,Gulf Cup,Riyadh › Saudi Arabia
Thu Mar 3 1988,Morocco,2-1,German DR,Friendly,Mohammedia › Morocco
Thu Mar 3 1988,Qatar,1-1,Kuwait,Gulf Cup,Riyadh › Saudi Arabia
Thu Mar 3 1988,United Arab Emirates,2-0,Bahrain,Gulf Cup,Riyadh › Saudi Arabia
Fri Mar 4 1988,Iraq,1-1,Oman,Gulf Cup,Riyadh › Saudi Arabia
Sat Mar 5 1988,Kuwait,0-1,United Arab Emirates,Gulf Cup,Riyadh › Saudi Arabia
Sat Mar 5 1988,Saudi Arabia,0-0,Qatar,Gulf Cup,Riyadh › Saudi Arabia
Sun Mar 6 1988,Dominica,0-0,Antigua and Barbuda,CFU Caribbean Cup qualification,Roseau › Dominica
Mon Mar 7 1988,Oman,0-2,Bahrain,Gulf Cup,Riyadh › Saudi Arabia
Tue Mar 8 1988,Iraq,1-0,Kuwait,Gulf Cup,Riyadh › Saudi Arabia
Tue Mar 8 1988,Qatar,2-1,United Arab Emirates,Gulf Cup,Riyadh › Saudi Arabia
Wed Mar 9 1988,Saudi Arabia,1-0,Bahrain,Gulf Cup,Riyadh › Saudi Arabia
Thu Mar 10 1988,Libya,1-0,Malta,Friendly,Tripoli › Libya
Thu Mar 10 1988,Oman,2-1,Qatar,Gulf Cup,Riyadh › Saudi Arabia
Thu Mar 10 1988,United Arab Emirates,0-0,Iraq,Gulf Cup,Riyadh › Saudi Arabia
Fri Mar 11 1988,Guadeloupe,0-2,Suriname,CFU Caribbean Cup qualification,Basse-Terre › Guadeloupe
Sat Mar 12 1988,Kuwait,0-1,Bahrain,Gulf Cup,Riyadh › Saudi Arabia
Sun Mar 13 1988,Algeria,1-1,Ivory Coast,African Cup of Nations,Casablanca › Morocco
Sun Mar 13 1988,Gambia,2-1,Mali,Friendly,Banjul › Gambia
Sun Mar 13 1988,Morocco,1-1,DR Congo,African Cup of Nations,Casablanca › Morocco
Sun Mar 13 1988,Qatar,0-3,Iraq,Gulf Cup,Riyadh › Saudi Arabia
Sun Mar 13 1988,Saudi Arabia,2-2,United Arab Emirates,Gulf Cup,Riyadh › Saudi Arabia
Mon Mar 14 1988,Cameroon,1-0,Egypt,African Cup of Nations,Rabat › Morocco
Mon Mar 14 1988,Kenya,0-3,Nigeria,African Cup of Nations,Rabat › Morocco
Mon Mar 14 1988,Oman,0-2,Kuwait,Gulf Cup,Riyadh › Saudi Arabia
Wed Mar 16 1988,Bahrain,1-0,Qatar,Gulf Cup,Riyadh › Saudi Arabia
Wed Mar 16 1988,Guatemala,1-0,Uruguay,Friendly,Guatemala › Guatemala
Wed Mar 16 1988,Hungary,1-0,Turkey,Friendly,Budapest › Hungary
Wed Mar 16 1988,Ivory Coast,1-1,DR Congo,African Cup of Nations,Casablanca › Morocco
Wed Mar 16 1988,Morocco,1-0,Algeria,African Cup of Nations,Casablanca › Morocco
Wed Mar 16 1988,Saudi Arabia,0-2,Iraq,Gulf Cup,Riyadh › Saudi Arabia
Thu Mar 17 1988,Cameroon,1-1,Nigeria,African Cup of Nations,Rabat › Morocco
Thu Mar 17 1988,Egypt,3-0,Kenya,African Cup of Nations,Rabat › Morocco
Thu Mar 17 1988,United Arab Emirates,1-0,Oman,Gulf Cup,Riyadh › Saudi Arabia
Fri Mar 18 1988,Bahrain,0-1,Iraq,Gulf Cup,Riyadh › Saudi Arabia
Fri Mar 18 1988,El Salvador,0-0,Honduras,Friendly,Los Angeles › United States
Fri Mar 18 1988,Saudi Arabia,0-0,Kuwait,Gulf Cup,Riyadh › Saudi Arabia
Sat Mar 19 1988,Algeria,1-0,DR Congo,African Cup of Nations,Casablanca › Morocco
Sat Mar 19 1988,Morocco,0-0,Ivory Coast,African Cup of Nations,Casablanca › Morocco
Sun Mar 20 1988,Antigua and Barbuda,2-1,Dominica,CFU Caribbean Cup qualification,St. John's › Antigua and Barbuda
Sun Mar 20 1988,Cameroon,0-0,Kenya,African Cup of Nations,Rabat › Morocco
Sun Mar 20 1988,Egypt,0-0,Nigeria,African Cup of Nations,Rabat › Morocco
Tue Mar 22 1988,Malta,1-1,Scotland,Friendly,Attard › Malta
Wed Mar 23 1988,Algeria,1-1,Nigeria,African Cup of Nations,Rabat › Morocco
Wed Mar 23 1988,Bulgaria,2-0,Czechoslovakia,Friendly,Sofia › Bulgaria
Wed Mar 23 1988,England,2-2,Netherlands,Friendly,London › England
Wed Mar 23 1988,France,2-1,Spain,Friendly,Bordeaux › France
Wed Mar 23 1988,Greece,0-4,Russia,Friendly,Athens › Greece
Wed Mar 23 1988,Republic of Ireland,2-0,Romania,Friendly,Dublin › Republic of Ireland
Wed Mar 23 1988,Morocco,0-1,Cameroon,African Cup of Nations,Casablanca › Morocco
Wed Mar 23 1988,Northern Ireland,1-1,Poland,Friendly,Belfast › Northern Ireland
Wed Mar 23 1988,Wales,1-2,Yugoslavia,Friendly,Swansea › Wales
Sat Mar 26 1988,Belgium,3-0,Hungary,Friendly,Brussels › Belgium
Sat Mar 26 1988,Morocco,1-1,Algeria,African Cup of Nations,Casablanca › Morocco
Sat Mar 26 1988,Peru,1-3,Canada,Friendly,Lima › Peru
Sun Mar 27 1988,Cameroon,1-0,Nigeria,African Cup of Nations,Casablanca › Morocco
Tue Mar 29 1988,Mexico,8-0,El Salvador,Friendly,Mexico City › Mexico
Wed Mar 30 1988,Colombia,3-0,Canada,Friendly,Armenia › Colombia
Wed Mar 30 1988,German DR,3-3,Romania,Friendly,Halle › German DR
Thu Mar 31 1988,Argentina,2-4,Russia,Friendly,Berlin › Germany
Thu Mar 31 1988,Germany,1-1,Sweden,Friendly,Berlin › Germany
Thu Mar 31 1988,Yugoslavia,1-1,Italy,Friendly,Split › Yugoslavia
Sat Apr 2 1988,Germany,1-0,Argentina,Friendly,Berlin › Germany
Sat Apr 2 1988,Sweden,2-0,Russia,Friendly,Berlin › Germany
Tue Apr 5 1988,Jamaica,0-4,Canada,Friendly,Kingston › Jamaica
Wed Apr 6 1988,Greece,2-2,Austria,Friendly,Piraeus › Greece
Thu Apr 7 1988,Jamaica,0-0,Canada,Friendly,Montego Bay › Jamaica
Thu Apr 7 1988,Malaysia,4-0,Pakistan,AFC Asian Cup qualification,Kuala Lumpur › Malaysia
Fri Apr 8 1988,Kuwait,1-0,Japan,AFC Asian Cup qualification,Kuala Lumpur › Malaysia
Sun Apr 10 1988,El Salvador,0-0,Guatemala,Friendly,San Salvador › El Salvador
Sun Apr 10 1988,Jordan,1-0,Pakistan,AFC Asian Cup qualification,Kuala Lumpur › Malaysia
Mon Apr 11 1988,Malaysia,0-1,Japan,AFC Asian Cup qualification,Kuala Lumpur › Malaysia
Tue Apr 12 1988,Kuwait,0-0,Jordan,AFC Asian Cup qualification,Kuala Lumpur › Malaysia
Wed Apr 13 1988,Bulgaria,1-1,German DR,Friendly,Burgas › Bulgaria
Thu Apr 14 1988,Malaysia,0-0,Jordan,AFC Asian Cup qualification,Kuala Lumpur › Malaysia
Fri Apr 15 1988,Kuwait,3-0,Pakistan,AFC Asian Cup qualification,Kuala Lumpur › Malaysia
Sat Apr 16 1988,Japan,1-1,Jordan,AFC Asian Cup qualification,Kuala Lumpur › Malaysia
Sun Apr 17 1988,Guyana,0-4,Trinidad and Tobago,FIFA World Cup qualification,Georgetown › Guyana
Mon Apr 18 1988,Japan,4-1,Pakistan,AFC Asian Cup qualification,Kuala Lumpur › Malaysia
Mon Apr 18 1988,Malaysia,0-5,Kuwait,AFC Asian Cup qualification,Kuala Lumpur › Malaysia
Tue Apr 19 1988,Guadeloupe,1-1,Suriname,CFU Caribbean Cup qualification,Basse-Terre › Guadeloupe
Thu Apr 21 1988,El Salvador,1-0,Guatemala,Friendly,Los Angeles › United States
Tue Apr 26 1988,Mexico,4-1,Honduras,Friendly,Ciudad Victoria › Mexico
Wed Apr 27 1988,Austria,1-0,Denmark,Friendly,Vienna › Austria
Wed Apr 27 1988,Czechoslovakia,1-1,Russia,Friendly,Trnava › Czechoslovakia
Wed Apr 27 1988,Germany,1-0,Switzerland,Friendly,Kaiserslautern › Germany
Wed Apr 27 1988,Hungary,0-0,England,Friendly,Budapest › Hungary
Wed Apr 27 1988,Republic of Ireland,2-0,Yugoslavia,Friendly,Dublin › Republic of Ireland
Wed Apr 27 1988,Luxembourg,0-3,Italy,Friendly,Luxembourg › Luxembourg
Wed Apr 27 1988,Northern Ireland,0-0,France,Friendly,Belfast › Northern Ireland
Wed Apr 27 1988,Spain,0-0,Scotland,Friendly,Madrid › Spain
Wed Apr 27 1988,Sweden,4-1,Wales,Friendly,Solna › Sweden
Thu Apr 28 1988,Gambia,0-4,Senegal,Amílcar Cabral Cup,Bissau › Guinea-Bissau
Thu Apr 28 1988,Guinea-Bissau,0-0,Sierra Leone,Amílcar Cabral Cup,Bissau › Guinea-Bissau
Fri Apr 29 1988,Cape Verde,1-3,Mali,Amílcar Cabral Cup,Bissau › Guinea-Bissau
Fri Apr 29 1988,Guinea,1-1,Mauritania,Amílcar Cabral Cup,Bissau › Guinea-Bissau
Sat Apr 30 1988,Cuba,0-1,Guatemala,FIFA World Cup qualification,Havana › Cuba
Sat Apr 30 1988,Gambia,1-3,Sierra Leone,Amílcar Cabral Cup,Bissau › Guinea-Bissau
Sat Apr 30 1988,Guinea-Bissau,1-1,Senegal,Amílcar Cabral Cup,Bissau › Guinea-Bissau
Sun May 1 1988,Cape Verde,3-2,Mauritania,Amílcar Cabral Cup,Bissau › Guinea-Bissau
Sun May 1 1988,Guinea,1-0,Mali,Amílcar Cabral Cup,Bissau › Guinea-Bissau
Mon May 2 1988,Guinea-Bissau,3-1,Gambia,Amílcar Cabral Cup,Bissau › Guinea-Bissau
Mon May 2 1988,Senegal,2-2,Sierra Leone,Amílcar Cabral Cup,Bissau › Guinea-Bissau
Tue May 3 1988,Cape Verde,1-1,Guinea,Amílcar Cabral Cup,Bissau › Guinea-Bissau
Tue May 3 1988,Mali,2-2,Mauritania,Amílcar Cabral Cup,Bissau › Guinea-Bissau
Wed May 4 1988,Hungary,3-0,Iceland,Friendly,Budapest › Hungary
Thu May 5 1988,Guinea,3-0,Sierra Leone,Amílcar Cabral Cup,Bissau › Guinea-Bissau
Thu May 5 1988,Mali,1-1,Senegal,Amílcar Cabral Cup,Bissau › Guinea-Bissau
Sat May 7 1988,Senegal,2-1,Sierra Leone,Amílcar Cabral Cup,Bissau › Guinea-Bissau
Sun May 8 1988,China PR,0-0,North Korea,Friendly,Hangzhou › China PR
Sun May 8 1988,Guinea,0-0,Mali,Amílcar Cabral Cup,Bissau › Guinea-Bissau
Sun May 8 1988,Trinidad and Tobago,1-0,Guyana,FIFA World Cup qualification,San Fernando › Trinidad and Tobago
Tue May 10 1988,Hungary,2-2,Denmark,Friendly,Budapest › Hungary
Wed May 11 1988,Guadeloupe,2-1,Togo,Friendly,Paris › France
Thu May 12 1988,Jamaica,1-0,Puerto Rico,FIFA World Cup qualification,Kingston › Jamaica
Fri May 13 1988,Réunion,1-0,Togo,Friendly,Paris › France
Sun May 15 1988,Guatemala,1-1,Cuba,FIFA World Cup qualification,San Marcos › Guatemala
Sun May 15 1988,Macau,0-2,Hong Kong,Friendly,Macau › Macau
Tue May 17 1988,Hungary,0-4,Austria,Friendly,Budapest › Hungary
Tue May 17 1988,Scotland,0-0,Colombia,Rous Cup,Glasgow › Scotland
Thu May 19 1988,Canada,0-1,Greece,Friendly,Montréal › Canada
Thu May 19 1988,Finland,1-3,Colombia,Friendly,Helsinki › Finland
Sat May 21 1988,Canada,0-3,Greece,Friendly,Toronto › Canada
Sat May 21 1988,England,1-0,Scotland,Rous Cup,London › England
Sat May 21 1988,Northern Ireland,3-0,Malta,FIFA World Cup qualification,Belfast › Northern Ireland
Sun May 22 1988,Republic of Ireland,3-1,Poland,Friendly,Dublin › Republic of Ireland
Mon May 23 1988,Chile,0-1,Greece,Friendly,Toronto › Canada
Tue May 24 1988,England,1-1,Colombia,Rous Cup,London › England
Tue May 24 1988,Netherlands,1-2,Bulgaria,Friendly,Rotterdam › Netherlands
Wed May 25 1988,Burkina Faso,3-0,Ghana,Friendly,Ouagadougou › Burkina Faso
Wed May 25 1988,Canada,1-0,Chile,Friendly,Toronto › Canada
Wed May 25 1988,Nepal,0-0,Hong Kong,AFC Asian Cup qualification,Kathmandu › Nepal
Thu May 26 1988,Syria,2-1,North Korea,AFC Asian Cup qualification,Kathmandu › Nepal
Fri May 27 1988,Iran,2-0,Hong Kong,AFC Asian Cup qualification,Kathmandu › Nepal
Sat May 28 1988,Canada,0-0,Greece,Friendly,Toronto › Canada
Sat May 28 1988,Nepal,0-1,North Korea,AFC Asian Cup qualification,Kathmandu › Nepal
Sat May 28 1988,Switzerland,0-1,England,Friendly,Basel › Switzerland
Sun May 29 1988,Puerto Rico,1-2,Jamaica,FIFA World Cup qualification,San Juan › Puerto Rico
Sun May 29 1988,Syria,1-1,Iran,AFC Asian Cup qualification,Kathmandu › Nepal
Tue May 31 1988,North Korea,1-0,Hong Kong,AFC Asian Cup qualification,Kathmandu › Nepal
Wed Jun 1 1988,Denmark,0-1,Czechoslovakia,Friendly,Copenhagen › Denmark
Wed Jun 1 1988,Malta,2-3,Wales,Friendly,Attard › Malta
Wed Jun 1 1988,Nepal,0-3,Syria,AFC Asian Cup qualification,Kathmandu › Nepal
Wed Jun 1 1988,Netherlands,2-0,Romania,Friendly,Amsterdam › Netherlands
Wed Jun 1 1988,Norway,0-0,Republic of Ireland,Friendly,Oslo › Norway
Wed Jun 1 1988,Russia,2-1,Poland,Friendly,Moscow › Soviet Union
Wed Jun 1 1988,Spain,1-3,Sweden,Friendly,Salamanca › Spain
Wed Jun 1 1988,United States,1-1,Chile,Friendly,Stockton › United States
Thu Jun 2 1988,Iran,0-0,North Korea,AFC Asian Cup qualification,Kathmandu › Nepal
Thu Jun 2 1988,Japan,0-3,China PR,Kirin Cup,Nagoya › Japan
Fri Jun 3 1988,Libya,3-0,Burkina Faso,FIFA World Cup qualification,Tripoli › Libya
Fri Jun 3 1988,Syria,2-0,Hong Kong,AFC Asian Cup qualification,Kathmandu › Nepal
Fri Jun 3 1988,United States,1-3,Chile,Friendly,San Diego › United States
Sat Jun 4 1988,Germany,1-1,Yugoslavia,Friendly,Bremen › Germany
Sat Jun 4 1988,Italy,0-1,Wales,Friendly,Brescia › Italy
Sat Jun 4 1988,Nepal,0-3,Iran,AFC Asian Cup qualification,Kathmandu › Nepal
Sat Jun 4 1988,Zambia,3-2,Zimbabwe,Friendly,Lusaka › Zambia
Sun Jun 5 1988,Denmark,3-1,Belgium,Friendly,Odense › Denmark
Sun Jun 5 1988,Switzerland,1-1,Spain,Friendly,Basel › Switzerland
Sun Jun 5 1988,United States,0-3,Chile,Friendly,Fresno › United States
Tue Jun 7 1988,United States,0-1,Ecuador,Friendly,Albuquerque › United States
Thu Jun 9 1988,Seychelles,1-1,Tanzania,Friendly,Victoria › Seychelles
Fri Jun 10 1988,Germany,1-1,Italy,UEFA Euro,Düsseldorf › Germany
Fri Jun 10 1988,Mozambique,1-2,Malawi,Friendly,Maputo › Mozambique
Fri Jun 10 1988,United States,0-2,Ecuador,Friendly,Houston › United States
Sat Jun 11 1988,Denmark,2-3,Spain,UEFA Euro,Hanover › Germany
Sun Jun 12 1988,England,0-1,Republic of Ireland,UEFA Euro,Stuttgart › Germany
Sun Jun 12 1988,Netherlands,0-1,Russia,UEFA Euro,Cologne › Germany
Sun Jun 12 1988,United States,0-0,Ecuador,Friendly,Fort Worth › United States
Tue Jun 14 1988,Germany,2-0,Denmark,UEFA Euro,Gelsenkirchen › Germany
Tue Jun 14 1988,Italy,1-0,Spain,UEFA Euro,Frankfurt am Main › Germany
Tue Jun 14 1988,Mozambique,1-1,Malawi,Friendly,Maputo › Mozambique
Tue Jun 14 1988,United States,1-0,Costa Rica,Friendly,San Antonio › United States
Wed Jun 15 1988,England,1-3,Netherlands,UEFA Euro,Düsseldorf › Germany
Wed Jun 15 1988,Honduras,1-1,Ecuador,Friendly,Tegucigalpa › Honduras
Wed Jun 15 1988,Republic of Ireland,1-1,Russia,UEFA Euro,Hanover › Germany
Fri Jun 17 1988,Bahrain,2-0,South Korea,AFC Asian Cup qualification,Jakarta › Indonesia
Fri Jun 17 1988,Canada,0-1,Costa Rica,Friendly,Montréal › Canada
Fri Jun 17 1988,Germany,2-0,Spain,UEFA Euro,Munich › Germany
Fri Jun 17 1988,Honduras,0-1,Ecuador,Friendly,Tegucigalpa › Honduras
Fri Jun 17 1988,Indonesia,1-0,Yemen DPR,AFC Asian Cup qualification,Jakarta › Indonesia
Fri Jun 17 1988,Italy,2-0,Denmark,UEFA Euro,Cologne › Germany
Sat Jun 18 1988,England,1-3,Russia,UEFA Euro,Frankfurt am Main › Germany
Sat Jun 18 1988,Republic of Ireland,0-1,Netherlands,UEFA Euro,Gelsenkirchen › Germany
Sun Jun 19 1988,Antigua and Barbuda,0-1,Curaçao,FIFA World Cup qualification,St. John's › Antigua and Barbuda
Sun Jun 19 1988,Indonesia,0-0,Bahrain,AFC Asian Cup qualification,Jakarta › Indonesia
Sun Jun 19 1988,South Korea,4-0,Zambia,Korea Cup,Suwon › South Korea
Sun Jun 19 1988,South Korea,1-1,Yemen DPR,AFC Asian Cup qualification,Jakarta › Indonesia
Tue Jun 21 1988,Germany,1-2,Netherlands,UEFA Euro,Hamburg › Germany
Tue Jun 21 1988,Saudi Arabia,0-2,New Zealand,Friendly,Melbourne › Australia
Wed Jun 22 1988,Bahrain,2-0,Yemen DPR,AFC Asian Cup qualification,Jakarta › Indonesia
Wed Jun 22 1988,Indonesia,0-4,South Korea,AFC Asian Cup qualification,Jakarta › Indonesia
Wed Jun 22 1988,Russia,2-0,Italy,UEFA Euro,Stuttgart › Germany
Thu Jun 23 1988,Saudi Arabia,2-3,New Zealand,Friendly,Melbourne › Australia
Sat Jun 25 1988,Russia,0-2,Netherlands,UEFA Euro,Munich › Germany
Wed Jun 29 1988,Hong Kong,0-3,Saudi Arabia,Friendly,Melbourne › Australia
Fri Jul 1 1988,Curaçao,1-1,Costa Rica,Friendly,Willemstad › Netherlands Antilles
Fri Jul 1 1988,Hong Kong,0-1,Saudi Arabia,Friendly,Melbourne › Australia
Sun Jul 3 1988,Burkina Faso,2-0,Libya,FIFA World Cup qualification,Ouagadougou › Burkina Faso
Sun Jul 3 1988,Curaçao,1-0,Costa Rica,Friendly,Willemstad › Netherlands Antilles
Tue Jul 5 1988,Guadeloupe,0-3,Trinidad and Tobago,CFU Caribbean Cup,Fort-de-France › Martinique
Tue Jul 5 1988,Martinique,2-2,Antigua and Barbuda,CFU Caribbean Cup,Fort-de-France › Martinique
Wed Jul 6 1988,Argentina,2-2,Saudi Arabia,Friendly,Adelaide › Australia
Wed Jul 6 1988,Malawi,1-0,Zambia,Friendly,Blantyre › Malawi
Thu Jul 7 1988,Antigua and Barbuda,1-1,Trinidad and Tobago,CFU Caribbean Cup,Fort-de-France › Martinique
Thu Jul 7 1988,Australia,0-1,Brazil,Friendly,Melbourne › Australia
Thu Jul 7 1988,Martinique,2-1,Guadeloupe,CFU Caribbean Cup,Fort-de-France › Martinique
Fri Jul 8 1988,Algeria,1-1,Syria,UAFA Cup,Amman › Jordan
Fri Jul 8 1988,Jordan,0-0,Bahrain,UAFA Cup,Amman › Jordan
Fri Jul 8 1988,Malawi,0-1,Zambia,Friendly,Lilongwe › Malawi
Sat Jul 9 1988,Antigua and Barbuda,0-0,Guadeloupe,CFU Caribbean Cup,Fort-de-France › Martinique
Sat Jul 9 1988,Australia,3-0,Saudi Arabia,Friendly,Sydney › Australia
Sat Jul 9 1988,Egypt,0-0,Saudi Arabia,UAFA Cup,Amman › Jordan
Sat Jul 9 1988,Iraq,1-1,Tunisia,UAFA Cup,Amman › Jordan
Sat Jul 9 1988,Martinique,0-3,Trinidad and Tobago,CFU Caribbean Cup,Fort-de-France › Martinique
Sun Jul 10 1988,Algeria,0-0,Bahrain,UAFA Cup,Amman › Jordan
Sun Jul 10 1988,Argentina,0-0,Brazil,Friendly,Melbourne › Australia
Sun Jul 10 1988,Jordan,0-1,Kuwait,UAFA Cup,Amman › Jordan
Sun Jul 10 1988,Malawi,1-1,Zambia,Friendly,Mzuzu › Malawi
Mon Jul 11 1988,Iraq,0-0,Lebanon,UAFA Cup,Amman › Jordan
Mon Jul 11 1988,Saudi Arabia,1-1,Tunisia,UAFA Cup,Amman › Jordan
Tue Jul 12 1988,Algeria,1-0,Kuwait,UAFA Cup,Amman › Jordan
Tue Jul 12 1988,Bahrain,1-2,Syria,UAFA Cup,Amman › Jordan
Wed Jul 13 1988,Brazil,4-1,Saudi Arabia,Friendly,Melbourne › Australia
Wed Jul 13 1988,Egypt,1-0,Tunisia,UAFA Cup,Amman › Jordan
Wed Jul 13 1988,Lebanon,1-0,Saudi Arabia,UAFA Cup,Amman › Jordan
Thu Jul 14 1988,Australia,4-1,Argentina,Friendly,Sydney › Australia
Thu Jul 14 1988,Jordan,2-1,Algeria,UAFA Cup,Amman › Jordan
Thu Jul 14 1988,Kuwait,0-1,Syria,UAFA Cup,Amman › Jordan
Fri Jul 15 1988,Canada,1-2,Poland,Friendly,Toronto › Canada
Fri Jul 15 1988,Egypt,3-0,Lebanon,UAFA Cup,Amman › Jordan
Fri Jul 15 1988,Iraq,2-0,Saudi Arabia,UAFA Cup,Amman › Jordan
Sat Jul 16 1988,Argentina,2-0,Saudi Arabia,Friendly,Canberra › Australia
Sat Jul 16 1988,Bahrain,1-1,Kuwait,UAFA Cup,Amman › Jordan
Sat Jul 16 1988,Jordan,2-0,Syria,UAFA Cup,Amman › Jordan
Sat Jul 16 1988,Uganda,1-0,Malawi,FIFA World Cup qualification,Kampala › Uganda
