Date,Team 1,Score,Team 2,Tournament,City
Wed Jan 1 1964,Algeria,2-0,Germany,Friendly,Algiers › Algeria
Thu Jan 2 1964,Hong Kong,0-3,Israel,Friendly,So Kon Po › Hong Kong
Mon Jan 6 1964,Saint Lucia,2-2,Saint Vincent and the Grenadines,Windward Islands Tournament,Castries › Saint Lucia
Tue Jan 7 1964,Dominica,2-2,Saint Vincent and the Grenadines,Windward Islands Tournament,Castries › Saint Lucia
Wed Jan 8 1964,Saint Lucia,4-2,Dominica,Windward Islands Tournament,Castries › Saint Lucia
Fri Jan 10 1964,Saint Lucia,0-0,Saint Vincent and the Grenadines,Windward Islands Tournament,Castries › Saint Lucia
Sat Jan 11 1964,Dominica,1-1,Saint Vincent and the Grenadines,Windward Islands Tournament,Castries › Saint Lucia
Sun Jan 12 1964,Sri Lanka,1-12,German DR,Friendly,Colombo › Ceylon
Sun Jan 12 1964,Saint Lucia,5-0,Dominica,Windward Islands Tournament,Castries › Saint Lucia
Fri Jan 31 1964,Cameroon,2-4,Benin,Friendly,Yaoundé › Cameroon
Sun Feb 2 1964,Cameroon,7-1,Congo,Friendly,Yaoundé › Cameroon
Fri Feb 14 1964,Congo,4-4,Cameroon,Friendly,Brazzaville › Congo
Sun Feb 23 1964,Ghana,3-0,German DR,Friendly,Accra › Ghana
Sun Feb 23 1964,Sri Lanka,3-9,Indonesia,Friendly,Colombo › Ceylon
Mon Feb 24 1964,Congo,0-0,DR Congo,Friendly,Brazzaville › Congo
Sat Feb 29 1964,Sri Lanka,1-4,Indonesia,Friendly,Colombo › Ceylon
Tue Mar 3 1964,Singapore,1-2,Japan,Friendly,Kallang › Singapore
Sun Mar 8 1964,Libya,0-1,Lebanon,Friendly,Tripoli › Libya
Wed Mar 11 1964,Spain,5-1,Republic of Ireland,UEFA Euro qualification,Seville › Spain
Sun Mar 15 1964,Ivory Coast,1-1,Mali,Friendly,Abidjan › Ivory Coast
Sun Mar 15 1964,Libya,2-2,Malta,Friendly,Tripoli › Libya
Wed Mar 18 1964,Bulgaria,0-1,Yugoslavia,Friendly,Sofia › Bulgaria
Fri Mar 20 1964,Egypt,1-0,Algeria,Friendly,Cairo › Egypt
Sun Mar 22 1964,Belgium,0-0,Netherlands,Friendly,Antwerp › Belgium
Sat Mar 28 1964,Congo,11-0,Chad,Friendly,Brazzaville › Congo
Wed Apr 1 1964,Yugoslavia,1-0,Bulgaria,Friendly,Niš › Yugoslavia
Sun Apr 5 1964,Guyana,1-2,Trinidad and Tobago,Friendly,Georgetown › British Guyana
Wed Apr 8 1964,Republic of Ireland,0-2,Spain,UEFA Euro qualification,Dublin › Republic of Ireland
Fri Apr 10 1964,Guyana,1-6,Trinidad and Tobago,Friendly,Georgetown › British Guyana
Sat Apr 11 1964,Italy,0-0,Czechoslovakia,Friendly,Florence › Italy
Sat Apr 11 1964,Scotland,1-0,England,British Championship,Glasgow › Scotland
Sun Apr 12 1964,Guyana,1-4,Trinidad and Tobago,Friendly,Georgetown › British Guyana
Sun Apr 12 1964,Netherlands,1-1,Austria,Friendly,Amsterdam › Netherlands
Wed Apr 15 1964,Switzerland,2-0,Belgium,Friendly,Geneva › Switzerland
Wed Apr 15 1964,Wales,2-3,Northern Ireland,British Championship,Swansea › Wales
Wed Apr 22 1964,Cameroon,2-2,DR Congo,Friendly,Yaoundé › Cameroon
Sat Apr 25 1964,France,1-3,Hungary,UEFA Euro qualification,Colombes › France
Wed Apr 29 1964,Germany,3-4,Czechoslovakia,Friendly,Ludwigshafen › Germany
Wed Apr 29 1964,Netherlands,0-1,Sweden,Friendly,Rotterdam › Netherlands
Wed Apr 29 1964,Northern Ireland,3-0,Uruguay,Friendly,Belfast › Northern Ireland
Wed Apr 29 1964,Switzerland,2-3,Portugal,Friendly,Zürich › Switzerland
Sun May 3 1964,Austria,1-0,Hungary,Friendly,Vienna › Austria
Sun May 3 1964,Belgium,1-2,Portugal,Friendly,Brussels › Belgium
Wed May 6 1964,England,2-1,Uruguay,Friendly,London › England
Sun May 10 1964,Poland,3-1,Republic of Ireland,Friendly,Cracow › Poland
Sun May 10 1964,Switzerland,1-3,Italy,Friendly,Lausanne › Switzerland
Tue May 12 1964,Germany,2-2,Scotland,Friendly,Hanover › Germany
Wed May 13 1964,Greece,3-1,Ethiopia,Friendly,Athens › Greece
Wed May 13 1964,Norway,1-4,Republic of Ireland,Friendly,Oslo › Norway
Wed May 13 1964,Sweden,1-1,Russia,UEFA Euro qualification,Solna › Sweden
Thu May 14 1964,Austria,0-2,Uruguay,Friendly,Vienna › Austria
Sun May 17 1964,Czechoslovakia,2-3,Yugoslavia,Friendly,Prague › Czechoslovakia
Sun May 17 1964,Portugal,3-4,England,Friendly,Oeiras › Portugal
Sun May 17 1964,Tunisia,3-2,Ethiopia,Friendly,Tunis › Tunisia
Wed May 20 1964,Russia,1-0,Uruguay,Friendly,Moscow › Soviet Union
Sat May 23 1964,Hungary,2-1,France,UEFA Euro qualification,Budapest › Hungary
Sun May 24 1964,Republic of Ireland,1-3,England,Friendly,Dublin › Republic of Ireland
Sun May 24 1964,Netherlands,2-0,Albania,FIFA World Cup qualification,Rotterdam › Netherlands
Tue May 26 1964,Israel,1-0,Hong Kong,AFC Asian Cup,Ramat-Gan › Israel
Wed May 27 1964,India,2-0,South Korea,AFC Asian Cup,Haifa › Israel
Wed May 27 1964,Russia,3-1,Sweden,UEFA Euro qualification,Moscow › Soviet Union
Wed May 27 1964,United States,0-10,England,Friendly,New York › United States
Fri May 29 1964,Israel,2-0,India,AFC Asian Cup,Jaffa › Israel
Sat May 30 1964,Brazil,5-1,England,Friendly,Rio de Janeiro › Brazil
Sun May 31 1964,Argentina,2-0,Portugal,Friendly,Rio de Janeiro › Brazil
Sun May 31 1964,Hong Kong,0-1,South Korea,AFC Asian Cup,Jerusalem › Israel
Tue Jun 2 1964,Hong Kong,1-3,India,AFC Asian Cup,Jaffa › Israel
Wed Jun 3 1964,Brazil,0-3,Argentina,Friendly,São Paulo › Brazil
Wed Jun 3 1964,Israel,2-1,South Korea,AFC Asian Cup,Ramat-Gan › Israel
Thu Jun 4 1964,England,1-1,Portugal,Friendly,São Paulo › Brazil
Thu Jun 4 1964,French Guiana,3-1,Suriname,Friendly,Cayenne › French Guiana
Fri Jun 5 1964,French Guiana,3-3,Suriname,Friendly,Cayenne › French Guiana
Sat Jun 6 1964,Argentina,1-0,England,Friendly,Rio de Janeiro › Brazil
Sun Jun 7 1964,Brazil,4-1,Portugal,Friendly,Rio de Janeiro › Brazil
Sun Jun 7 1964,Finland,1-4,Germany,Friendly,Helsinki › Finland
Wed Jun 17 1964,Denmark,0-3,Russia,UEFA Euro,Barcelona › Spain
Wed Jun 17 1964,Spain,2-1,Hungary,UEFA Euro,Madrid › Spain
Wed Jun 17 1964,Yugoslavia,1-2,Romania,Friendly,Belgrade › Yugoslavia
Sat Jun 20 1964,Congo,1-2,Guinea,Friendly,Brazzaville › Congo
Sat Jun 20 1964,Hungary,3-1,Denmark,UEFA Euro,Barcelona › Spain
Sun Jun 21 1964,Spain,2-1,Russia,UEFA Euro,Madrid › Spain
Sun Jun 28 1964,Sweden,4-1,Denmark,Nordic Championship,Malmö › Sweden
Tue Jun 30 1964,Vietnam Republic,1-2,South Korea,Friendly,Saigon › Vietnam Republic
Wed Jul 1 1964,Norway,3-2,Switzerland,Friendly,Bergen › Norway
Fri Jul 3 1964,Zambia,3-0,Tanzania,Friendly,Zomba › Nyasaland
Sat Jul 4 1964,Malawi,0-5,Zambia,Friendly,Blantyre › Nyasaland
Sat Jul 4 1964,Singapore,1-1,Hong Kong,Friendly,Kallang › Singapore
Sun Jul 5 1964,Singapore,2-1,Hong Kong,Friendly,Kallang › Singapore
