Date,Team 1,Score,Team 2,Tournament,City
Mon May 21 1934,Denmark,4-2,Poland,Friendly,Copenhagen › Denmark
Wed May 23 1934,Sweden,4-2,Poland,Friendly,Stockholm › Sweden
Thu May 24 1934,Mexico,2-4,United States,FIFA World Cup qualification,Rome › Italy
Sun May 27 1934,Argentina,2-3,Sweden,FIFA World Cup,Bologna › Italy
Sun May 27 1934,Austria,3-2,France,FIFA World Cup,Turin › Italy
Sun May 27 1934,Belgium,2-5,Germany,FIFA World Cup,Florence › Italy
Sun May 27 1934,Brazil,1-3,Spain,FIFA World Cup,Genoa › Italy
Sun May 27 1934,Czechoslovakia,2-1,Romania,FIFA World Cup,Trieste › Italy
Sun May 27 1934,Egypt,2-4,Hungary,FIFA World Cup,Naples › Italy
Sun May 27 1934,Italy,7-1,United States,FIFA World Cup,Rome › Italy
Sun May 27 1934,Netherlands,2-3,Switzerland,FIFA World Cup,Milan › Italy
Thu May 31 1934,Austria,2-1,Hungary,FIFA World Cup,Bologna › Italy
Thu May 31 1934,Czechoslovakia,3-2,Switzerland,FIFA World Cup,Turin › Italy
Thu May 31 1934,Germany,2-1,Sweden,FIFA World Cup,Milan › Italy
Thu May 31 1934,Italy,1-1,Spain,FIFA World Cup,Florence › Italy
Fri Jun 1 1934,Italy,1-0,Spain,FIFA World Cup,Florence › Italy
Sun Jun 3 1934,Czechoslovakia,3-1,Germany,FIFA World Cup,Rome › Italy
Sun Jun 3 1934,Italy,1-0,Austria,FIFA World Cup,Milan › Italy
Sun Jun 3 1934,Yugoslavia,8-4,Brazil,Friendly,Belgrade › Yugoslavia
Thu Jun 7 1934,Austria,2-3,Germany,FIFA World Cup,Naples › Italy
Sun Jun 10 1934,Italy,2-1,Czechoslovakia,FIFA World Cup,Rome › Italy
Sun Jun 10 1934,Lithuania,2-0,Latvia,Friendly,Kaunas › Lithuania
Sun Jun 17 1934,Denmark,3-5,Sweden,Nordic Championship,Copenhagen › Denmark
Sun Jun 17 1934,Catalonia,2-1,Brazil,Friendly,Barcelona › Spain
Sun Jun 24 1934,Catalonia,2-2,Brazil,Friendly,Girona › Spain
Fri Jun 29 1934,Lithuania,1-1,Estonia,Friendly,Kaunas › Lithuania
Sun Jul 1 1934,Sweden,3-3,Norway,Nordic Championship,Stockholm › Sweden
Tue Jul 3 1934,Finland,2-1,Denmark,Nordic Championship,Helsinki › Finland
Wed Jul 18 1934,Uruguay,2-2,Argentina,Friendly,Montevideo › Uruguay
Sun Jul 22 1934,Curaçao,3-1,Suriname,Friendly,Willemstad › Curaçao
Wed Jul 25 1934,Curaçao,3-2,Suriname,Friendly,Willemstad › Curaçao
Sun Jul 29 1934,Curaçao,2-2,Suriname,Friendly,Willemstad › Curaçao
Tue Jul 31 1934,Aruba,1-1,Suriname,Friendly,Oranjestad › Aruba
Mon Aug 6 1934,Suriname,3-3,Trinidad and Tobago,Friendly,Paramaribo › Netherlands Guyana
Wed Aug 8 1934,Estonia,1-1,Finland,Friendly,Tallinn › Estonia
Tue Aug 14 1934,Latvia,1-1,Finland,Friendly,Riga › Latvia
Wed Aug 15 1934,Argentina,1-0,Uruguay,Friendly,Avellaneda › Argentina
Thu Aug 16 1934,Lithuania,1-0,Finland,Friendly,Kaunas › Lithuania
Sun Aug 26 1934,Yugoslavia,4-1,Poland,Friendly,Belgrade › Yugoslavia
Sun Sep 2 1934,Czechoslovakia,3-1,Yugoslavia,Friendly,Prague › Czechoslovakia
Sun Sep 2 1934,Norway,4-2,Finland,Nordic Championship,Oslo › Norway
Sun Sep 9 1934,Latvia,1-3,Lithuania,Friendly,Riga › Latvia
Sun Sep 9 1934,Poland,2-5,Germany,Friendly,Warsaw › Poland
Sun Sep 23 1934,Austria,2-2,Czechoslovakia,International Cup,Vienna › Austria
Sun Sep 23 1934,Finland,5-4,Sweden,Nordic Championship,Helsinki › Finland
Sun Sep 23 1934,Norway,3-1,Denmark,Nordic Championship,Oslo › Norway
Sun Sep 23 1934,Sweden,3-1,Latvia,Friendly,Stockholm › Sweden
Sat Sep 29 1934,Wales,0-4,England,British Championship,Cardiff › Wales
Sun Oct 7 1934,Denmark,2-5,Germany,Friendly,Copenhagen › Denmark
Sun Oct 7 1934,Hungary,3-1,Austria,International Cup,Budapest › Hungary
Sun Oct 14 1934,Latvia,2-6,Poland,Friendly,Riga › Latvia
Sun Oct 14 1934,Poland,3-3,Romania,Friendly,Lwów › Poland
Sun Oct 14 1934,Switzerland,2-2,Czechoslovakia,International Cup,Geneva › Switzerland
Sat Oct 20 1934,Northern Ireland,2-1,Scotland,British Championship,Belfast › Northern Ireland
Sun Nov 4 1934,Switzerland,2-4,Netherlands,Friendly,Berne › Switzerland
Sun Nov 11 1934,Austria,3-0,Switzerland,International Cup,Vienna › Austria
Wed Nov 14 1934,England,3-2,Italy,Friendly,London › England
Wed Nov 21 1934,Scotland,3-2,Wales,British Championship,Aberdeen › Scotland
Sun Dec 9 1934,Italy,4-2,Hungary,Friendly,Milan › Italy
Sat Dec 15 1934,Republic of Ireland,2-4,Hungary,Friendly,Dublin › Irish Free State
Sun Dec 16 1934,France,3-2,Yugoslavia,Friendly,Paris › France
Sun Dec 23 1934,Greece,2-1,Yugoslavia,Balkan Cup,Athens › Greece
Tue Dec 25 1934,Bulgaria,3-4,Yugoslavia,Balkan Cup,Athens › Greece
Thu Dec 27 1934,Greece,2-2,Romania,Balkan Cup,Athens › Greece
Sun Dec 30 1934,Bulgaria,2-3,Romania,Balkan Cup,Athens › Greece
