Date,Team 1,Score,Team 2,Tournament,City
Sun Jan 14 1934,Germany,3-1,Hungary,Friendly,Frankfurt am Main › Germany
Sun Jan 21 1934,Belgium,2-3,France,Friendly,Brussels › Belgium
Sun Jan 28 1934,Haiti,1-3,Cuba,FIFA World Cup qualification,Port-au-Prince › Haiti
Thu Feb 1 1934,Haiti,1-1,Cuba,FIFA World Cup qualification,Port-au-Prince › Haiti
Fri Feb 2 1934,Catalonia,0-2,Spain,Friendly,Barcelona › Spain
Sun Feb 4 1934,Haiti,0-6,Cuba,FIFA World Cup qualification,Port-au-Prince › Haiti
Sun Feb 11 1934,Italy,2-4,Austria,International Cup,Turin › Italy
Sun Feb 25 1934,Republic of Ireland,4-4,Belgium,FIFA World Cup qualification,Dublin › Irish Free State
Sun Mar 4 1934,Mexico,3-2,Cuba,FIFA World Cup qualification,Mexico City › Mexico
Sun Mar 11 1934,France,0-1,Switzerland,Friendly,Paris › France
Sun Mar 11 1934,Luxembourg,1-9,Germany,FIFA World Cup qualification,Luxembourg › Luxembourg
Sun Mar 11 1934,Mexico,5-0,Cuba,FIFA World Cup qualification,Mexico City › Mexico
Sun Mar 11 1934,Netherlands,9-3,Belgium,Friendly,Amsterdam › Netherlands
Sun Mar 11 1934,Spain,9-0,Portugal,FIFA World Cup qualification,Madrid › Spain
Tue Mar 13 1934,Guadeloupe,0-6,Martinique,Friendly,Basse-Terre › Guadeloupe
Fri Mar 16 1934,Egypt,7-1,Israel,FIFA World Cup qualification,Cairo › Egypt
Sun Mar 18 1934,Bulgaria,1-2,Yugoslavia,Friendly,Sofia › Bulgaria
Sun Mar 18 1934,Mexico,4-1,Cuba,FIFA World Cup qualification,Mexico City › Mexico
Sun Mar 18 1934,Portugal,1-2,Spain,FIFA World Cup qualification,Lisbon › Portugal
Sun Mar 25 1934,Bulgaria,1-4,Hungary,FIFA World Cup qualification,Sofia › Bulgaria
Sun Mar 25 1934,France,1-2,Czechoslovakia,Friendly,Colombes › France
Sun Mar 25 1934,Italy,4-0,Greece,FIFA World Cup qualification,Milan › Italy
Sun Mar 25 1934,Switzerland,2-3,Austria,International Cup,Geneva › Switzerland
Sun Apr 1 1934,Yugoslavia,2-3,Bulgaria,Friendly,Belgrade › Yugoslavia
Fri Apr 6 1934,Israel,1-4,Egypt,FIFA World Cup qualification,Tel Aviv › Palestine
Sun Apr 8 1934,Netherlands,5-2,Republic of Ireland,FIFA World Cup qualification,Amsterdam › Netherlands
Sat Apr 14 1934,England,3-0,Scotland,British Championship,London › England
Sun Apr 15 1934,Austria,5-2,Hungary,Friendly,Vienna › Austria
Sun Apr 15 1934,Luxembourg,1-6,France,FIFA World Cup qualification,Luxembourg › Luxembourg
Wed Apr 25 1934,Austria,6-1,Bulgaria,FIFA World Cup qualification,Vienna › Austria
Sun Apr 29 1934,Belgium,2-4,Netherlands,FIFA World Cup qualification,Antwerp › Belgium
Sun Apr 29 1934,Czechoslovakia,2-2,Hungary,International Cup,Prague › Czechoslovakia
Sun Apr 29 1934,Romania,2-1,Yugoslavia,FIFA World Cup qualification,Bucharest › Romania
Thu May 10 1934,Hungary,2-1,England,Friendly,Budapest › Hungary
Thu May 10 1934,Netherlands,4-5,France,Friendly,Amsterdam › Netherlands
Sat May 12 1934,Philippines,0-2,China PR,Friendly,Manila › Philippines
Sun May 13 1934,Japan,1-7,Indonesia,Friendly,Manila › Philippines
Mon May 14 1934,China PR,2-0,Indonesia,Friendly,Manila › Philippines
Wed May 16 1934,Czechoslovakia,2-1,England,Friendly,Prague › Czechoslovakia
Sat May 19 1934,Philippines,3-2,Indonesia,Friendly,Manila › Philippines
Sun May 20 1934,China PR,4-3,Japan,Friendly,Manila › Philippines
