Date,Team 1,Score,Team 2,Tournament,City
Sun May 8 1938,Romania,0-1,Yugoslavia,Friendly,Bucharest › Romania
Sun May 8 1938,Switzerland,0-3,Belgium,Friendly,Lausanne › Switzerland
Sat May 14 1938,Germany,3-6,England,Friendly,Berlin › Germany
Sun May 15 1938,Italy,6-1,Belgium,Friendly,Milan › Italy
Tue May 17 1938,Latvia,2-0,Lithuania,Friendly,Riga › Latvia
Wed May 18 1938,Czechoslovakia,2-2,Republic of Ireland,Friendly,Prague › Czechoslovakia
Sat May 21 1938,Netherlands,1-3,Scotland,Friendly,Amsterdam › Netherlands
Sat May 21 1938,Switzerland,2-1,England,Friendly,Zürich › Switzerland
Sun May 22 1938,Italy,4-0,Yugoslavia,Friendly,Genoa › Italy
Sun May 22 1938,Poland,6-0,Republic of Ireland,Friendly,Warsaw › Poland
Thu May 26 1938,France,2-4,England,Friendly,Colombes › France
Sun May 29 1938,Belgium,2-2,Yugoslavia,Friendly,Brussels › Belgium
Sun May 29 1938,Cuba,0-4,Basque Country,Friendly,Havana › Cuba
Tue May 31 1938,Norway,1-0,Estonia,Friendly,Oslo › Norway
Sat Jun 4 1938,Germany,1-1,Switzerland,FIFA World Cup,Paris › France
Sun Jun 5 1938,Brazil,6-5,Poland,FIFA World Cup,Strasbourg › France
Sun Jun 5 1938,Cuba,3-3,Romania,FIFA World Cup,Toulouse › France
Sun Jun 5 1938,Czechoslovakia,3-0,Netherlands,FIFA World Cup,Le Havre › France
Sun Jun 5 1938,France,3-1,Belgium,FIFA World Cup,Colombes › France
Sun Jun 5 1938,Hungary,6-0,Indonesia,FIFA World Cup,Reims › France
Sun Jun 5 1938,Italy,2-1,Norway,FIFA World Cup,Marseille › France
Thu Jun 9 1938,Cuba,2-1,Romania,FIFA World Cup,Toulouse › France
Thu Jun 9 1938,Germany,2-4,Switzerland,FIFA World Cup,Paris › France
Fri Jun 10 1938,Sweden,3-3,Latvia,Friendly,Solna › Sweden
Sat Jun 11 1938,Lithuania,0-2,Estonia,Friendly,Kaunas › Lithuania
Sun Jun 12 1938,Brazil,1-1,Czechoslovakia,FIFA World Cup,Bordeaux › France
Sun Jun 12 1938,Cuba,0-8,Sweden,FIFA World Cup,Antibes › France
Sun Jun 12 1938,France,1-3,Italy,FIFA World Cup,Colombes › France
Sun Jun 12 1938,Hungary,2-0,Switzerland,FIFA World Cup,Lille › France
Tue Jun 14 1938,Brazil,2-1,Czechoslovakia,FIFA World Cup,Bordeaux › France
Wed Jun 15 1938,Sweden,2-0,Finland,Friendly,Solna › Sweden
Thu Jun 16 1938,Brazil,1-2,Italy,FIFA World Cup,Marseille › France
Thu Jun 16 1938,Hungary,5-1,Sweden,FIFA World Cup,Paris › France
Fri Jun 17 1938,Norway,9-0,Finland,Nordic Championship,Oslo › Norway
Sat Jun 18 1938,Argentina,1-0,Uruguay,Friendly,Buenos Aires › Argentina
Sun Jun 19 1938,Brazil,4-2,Sweden,FIFA World Cup,Bordeaux › France
Sun Jun 19 1938,Hungary,2-4,Italy,FIFA World Cup,Colombes › France
Mon Jun 20 1938,Cuba,3-4,Basque Country,Friendly,Havana › Cuba
Tue Jun 21 1938,Denmark,0-1,Sweden,Nordic Championship,Copenhagen › Denmark
Sun Jun 26 1938,Netherlands,9-2,Indonesia,Friendly,Amsterdam › Netherlands
Mon Jul 4 1938,Finland,2-4,Sweden,Nordic Championship,Helsinki › Finland
Tue Jul 5 1938,Curaçao,2-1,Suriname,Friendly,Willemstad › Curaçao
Thu Jul 7 1938,Curaçao,1-0,Suriname,Friendly,Willemstad › Curaçao
Fri Jul 8 1938,Aruba,5-0,Suriname,Friendly,Oranjestad › Aruba
Sun Jul 10 1938,Curaçao,4-1,Suriname,Friendly,Willemstad › Curaçao
Sat Jul 16 1938,Trinidad and Tobago,1-2,Suriname,Friendly,Port of Spain › Trinidad and Tobago
Mon Jul 18 1938,Suriname,3-0,Trinidad and Tobago,Friendly,Paramaribo › Netherlands Guyana
Wed Jul 20 1938,Estonia,0-2,Latvia,Friendly,Tallinn › Estonia
Wed Jul 20 1938,Suriname,0-1,Trinidad and Tobago,Friendly,Paramaribo › Netherlands Guyana
Sun Aug 7 1938,Sweden,2-6,Czechoslovakia,Friendly,Solna › Sweden
Mon Aug 8 1938,Bolivia,1-1,Ecuador,Friendly,Bogotá › Colombia
Mon Aug 8 1938,Colombia,2-4,Peru,Friendly,Bogotá › Colombia
Wed Aug 10 1938,Colombia,1-2,Ecuador,Friendly,Bogotá › Colombia
Thu Aug 11 1938,Bolivia,3-1,Venezuela,Friendly,Bogotá › Colombia
Thu Aug 11 1938,Ecuador,1-9,Peru,Friendly,Bogotá › Colombia
Sat Aug 13 1938,Colombia,2-0,Venezuela,Friendly,Bogotá › Colombia
Tue Aug 16 1938,Colombia,1-2,Bolivia,Friendly,Bogotá › Colombia
Wed Aug 17 1938,Estonia,1-3,Finland,Friendly,Tallinn › Estonia
Wed Aug 17 1938,Peru,2-1,Venezuela,Friendly,Bogotá › Colombia
Wed Aug 17 1938,Saint Kitts and Nevis,0-4,Grenada,Friendly,Basseterre › Saint Kitts and Nevis
Thu Aug 18 1938,Saint Kitts and Nevis,2-4,Grenada,Friendly,Basseterre › Saint Kitts and Nevis
Fri Aug 19 1938,Ecuador,5-2,Venezuela,Friendly,Bogotá › Colombia
Mon Aug 22 1938,Bolivia,2-1,Ecuador,Friendly,Bogotá › Colombia
Sun Aug 28 1938,Yugoslavia,1-3,Czechoslovakia,Friendly,Zagreb › Yugoslavia
Wed Aug 31 1938,Finland,2-1,Denmark,Nordic Championship,Helsinki › Finland
Sat Sep 3 1938,Australia,5-3,India,Friendly,Sydney › Australia
Sat Sep 3 1938,Estonia,3-1,Lithuania,Baltic Cup,Tallinn › Estonia
Sun Sep 4 1938,Latvia,1-1,Lithuania,Baltic Cup,Tallinn › Estonia
Sun Sep 4 1938,Norway,2-1,Sweden,Friendly,Oslo › Norway
Mon Sep 5 1938,Estonia,1-1,Latvia,Baltic Cup,Tallinn › Estonia
Tue Sep 6 1938,Yugoslavia,1-1,Romania,Friendly,Belgrade › Yugoslavia
Sat Sep 10 1938,Australia,4-4,India,Friendly,Brisbane › Australia
Sat Sep 17 1938,Australia,1-4,India,Friendly,Newcastle › Australia
Sun Sep 18 1938,Finland,3-1,Lithuania,Friendly,Helsinki › Finland
Sun Sep 18 1938,Germany,4-1,Poland,Friendly,Chemnitz › Germany
Sun Sep 18 1938,Republic of Ireland,4-0,Switzerland,Friendly,Dublin › Éire
Sun Sep 18 1938,Norway,1-1,Denmark,Nordic Championship,Oslo › Norway
Sat Sep 24 1938,Australia,5-4,India,Friendly,Sydney › Australia
Sun Sep 25 1938,Latvia,2-1,Poland,Friendly,Riga › Latvia
Sun Sep 25 1938,Poland,4-4,Yugoslavia,Friendly,Warsaw › Poland
Sun Sep 25 1938,Romania,1-4,Germany,Friendly,Bucharest › Romania
Sat Oct 1 1938,Australia,3-1,India,Friendly,Melbourne › Australia
Sun Oct 2 1938,Sweden,2-3,Norway,Nordic Championship,Solna › Sweden
Sat Oct 8 1938,Northern Ireland,0-2,Scotland,British Championship,Belfast › Northern Ireland
Mon Oct 10 1938,Kenya,1-3,Uganda,Friendly,Nairobi › Kenya
Wed Oct 12 1938,Uruguay,2-3,Argentina,Friendly,Montevideo › Uruguay
Sun Oct 16 1938,Mexico,8-4,Basque Country,Friendly,Mexico City › Mexico
Sat Oct 22 1938,Wales,4-2,England,British Championship,Cardiff › Wales
Sun Oct 23 1938,Denmark,2-2,Netherlands,Friendly,Copenhagen › Denmark
Sun Oct 23 1938,Poland,2-2,Norway,Friendly,Warsaw › Poland
Sun Oct 23 1938,Mexico,2-6,Basque Country,Friendly,Mexico City › Mexico
Sun Oct 30 1938,Mexico,1-3,Basque Country,Friendly,Mexico City › Mexico
Sun Nov 6 1938,Switzerland,1-0,Portugal,Friendly,Lausanne › Switzerland
Wed Nov 9 1938,England,4-0,Norway,Friendly,Newcastle › England
Wed Nov 9 1938,Scotland,3-2,Wales,British Championship,Edinburgh › Scotland
Sun Nov 13 1938,Republic of Ireland,3-2,Poland,Friendly,Dublin › Éire
Wed Nov 16 1938,England,7-0,Northern Ireland,British Championship,Manchester › England
Sun Nov 20 1938,Italy,2-0,Switzerland,Friendly,Bologna › Italy
Sun Dec 4 1938,Czechoslovakia,6-2,Romania,Friendly,Prague › Czechoslovakia
Sun Dec 4 1938,Italy,1-0,France,Friendly,Naples › Italy
Wed Dec 7 1938,Scotland,3-1,Hungary,Friendly,Glasgow › Scotland
