Date,Team 1,Score,Team 2,Tournament,City
Sat Jan 1 1972,Algeria,2-0,Palestine,Friendly,Baghdad › Iraq
Sat Jan 1 1972,Iraq,0-0,Egypt,Friendly,Baghdad › Iraq
Sat Jan 1 1972,Kuwait,3-2,Libya,Friendly,Baghdad › Iraq
Sat Jan 1 1972,Syria,1-0,Yemen DPR,Friendly,Baghdad › Iraq
Sat Jan 1 1972,Zambia,3-3,China PR,Friendly,Lusaka › Zambia
Tue Jan 4 1972,Algeria,3-0,Qatar,Friendly,Baghdad › Iraq
Tue Jan 4 1972,Palestine,1-3,Syria,Friendly,Baghdad › Iraq
Wed Jan 5 1972,Egypt,2-0,Kuwait,Friendly,Baghdad › Iraq
Wed Jan 5 1972,Iraq,3-0,Libya,Friendly,Baghdad › Iraq
Thu Jan 6 1972,Palestine,1-2,Yemen DPR,Friendly,Baghdad › Iraq
Thu Jan 6 1972,Syria,3-2,Qatar,Friendly,Baghdad › Iraq
Fri Jan 7 1972,Egypt,1-1,Libya,Friendly,Baghdad › Iraq
Fri Jan 7 1972,Iraq,3-1,Kuwait,Friendly,Baghdad › Iraq
Sat Jan 8 1972,Algeria,0-1,Syria,Friendly,Baghdad › Iraq
Sat Jan 8 1972,Qatar,1-2,Yemen DPR,Friendly,Baghdad › Iraq
Sun Jan 9 1972,Burkina Faso,3-3,Nigeria,Friendly,Ouagadougou › Upper Volta
Sun Jan 9 1972,Senegal,0-2,Congo,Friendly,Dakar › Senegal
Mon Jan 10 1972,Algeria,4-1,Yemen DPR,Friendly,Baghdad › Iraq
Mon Jan 10 1972,Palestine,7-2,Qatar,Friendly,Baghdad › Iraq
Wed Jan 12 1972,Guinea,0-1,Congo,Friendly,Conakry › Guinea
Wed Jan 12 1972,Iraq,3-1,Algeria,Friendly,Baghdad › Iraq
Wed Jan 12 1972,Spain,1-0,Hungary,Friendly,Madrid › Spain
Thu Jan 13 1972,Algeria,3-1,Syria,Friendly,Baghdad › Iraq
Tue Jan 18 1972,Somalia,1-3,China PR,Friendly,Mogadishu › Somalia
Thu Jan 20 1972,Togo,4-0,Benin,Friendly,Lomé › Togo
Thu Jan 27 1972,Mexico,2-0,Chile,Friendly,Guadalajara › Mexico
Sun Jan 30 1972,Nigeria,1-1,Guinea,Friendly,Lagos › Nigeria
Sun Feb 6 1972,Congo,2-2,Benin,Friendly,Brazzaville › Congo
Mon Feb 7 1972,Congo,2-2,Guinea,Friendly,Brazzaville › Congo
Wed Feb 9 1972,Haiti,1-0,Chile,Friendly,Port-au-Prince › Haiti
Sun Feb 13 1972,Cameroon,1-2,Nigeria,Friendly,Douala › Cameroon
Sun Feb 13 1972,Guadeloupe,4-4,Haiti,Friendly,Basse-Terre › Guadeloupe
Tue Feb 15 1972,Martinique,2-2,Haiti,Friendly,Fort-de-France › Martinique
Wed Feb 16 1972,Greece,0-5,Netherlands,Friendly,Piraeus › Greece
Wed Feb 16 1972,Northern Ireland,1-1,Spain,UEFA Euro qualification,Kingston upon Hull › England
Thu Feb 17 1972,Senegal,1-3,Morocco,Friendly,Dakar › Senegal
Sun Feb 20 1972,Nigeria,3-0,Morocco,Friendly,Lagos › Nigeria
Sun Feb 20 1972,Tunisia,3-3,Austria,Friendly,Tunis › Tunisia
Wed Feb 23 1972,Cameroon,2-1,Kenya,African Cup of Nations,Yaoundé › Cameroon
Wed Feb 23 1972,Israel,2-1,Norway,Friendly,Jaffa › Israel
Thu Feb 24 1972,Mali,3-3,Togo,African Cup of Nations,Yaoundé › Cameroon
Fri Feb 25 1972,Congo,1-1,Morocco,African Cup of Nations,Douala › Cameroon
Fri Feb 25 1972,Sudan,1-1,DR Congo,African Cup of Nations,Douala › Cameroon
Sat Feb 26 1972,Cameroon,2-0,Togo,African Cup of Nations,Yaoundé › Cameroon
Sat Feb 26 1972,Kenya,1-1,Mali,African Cup of Nations,Yaoundé › Cameroon
Sun Feb 27 1972,Congo,0-2,DR Congo,African Cup of Nations,Douala › Cameroon
Sun Feb 27 1972,Morocco,1-1,Sudan,African Cup of Nations,Douala › Cameroon
Mon Feb 28 1972,Cameroon,1-1,Mali,African Cup of Nations,Yaoundé › Cameroon
Mon Feb 28 1972,Kenya,1-1,Togo,African Cup of Nations,Yaoundé › Cameroon
Tue Feb 29 1972,Congo,4-2,Sudan,African Cup of Nations,Douala › Cameroon
Tue Feb 29 1972,Morocco,1-1,DR Congo,African Cup of Nations,Douala › Cameroon
Thu Mar 2 1972,Algeria,1-0,Guinea,FIFA World Cup qualification,Algiers › Algeria
Thu Mar 2 1972,Cameroon,0-1,Congo,African Cup of Nations,Yaoundé › Cameroon
Thu Mar 2 1972,Mali,4-3,DR Congo,African Cup of Nations,Douala › Cameroon
Sat Mar 4 1972,Cameroon,5-2,DR Congo,African Cup of Nations,Yaoundé › Cameroon
Sat Mar 4 1972,Greece,2-1,Italy,Friendly,Piraeus › Greece
Sun Mar 5 1972,Congo,3-2,Mali,African Cup of Nations,Yaoundé › Cameroon
Sun Mar 12 1972,Guinea,5-1,Algeria,FIFA World Cup qualification,Conakry › Guinea
Wed Mar 15 1972,Algeria,1-0,Malta,Friendly,Algiers › Algeria
Thu Mar 16 1972,Saudi Arabia,2-2,Kuwait,Gulf Cup,Riyadh › Saudi Arabia
Fri Mar 17 1972,Qatar,0-1,United Arab Emirates,Gulf Cup,Riyadh › Saudi Arabia
Sat Mar 18 1972,Bahrain,0-2,Kuwait,Gulf Cup,Riyadh › Saudi Arabia
Sun Mar 19 1972,Saudi Arabia,4-0,United Arab Emirates,Gulf Cup,Riyadh › Saudi Arabia
Tue Mar 21 1972,Bahrain,6-2,Qatar,Gulf Cup,Riyadh › Saudi Arabia
Wed Mar 22 1972,Kuwait,7-0,United Arab Emirates,Gulf Cup,Riyadh › Saudi Arabia
Fri Mar 24 1972,Saudi Arabia,4-0,Qatar,Gulf Cup,Riyadh › Saudi Arabia
Sat Mar 25 1972,Bahrain,2-0,United Arab Emirates,Gulf Cup,Riyadh › Saudi Arabia
Sun Mar 26 1972,Kuwait,5-0,Qatar,Gulf Cup,Riyadh › Saudi Arabia
Tue Mar 28 1972,Saudi Arabia,2-1,Bahrain,Gulf Cup,Riyadh › Saudi Arabia
Wed Mar 29 1972,Bulgaria,1-1,Russia,Friendly,Sofia › Bulgaria
Wed Mar 29 1972,Colombia,1-1,Peru,Friendly,Bogotá › Colombia
Wed Mar 29 1972,Hungary,0-2,Germany,Friendly,Budapest › Hungary
Wed Mar 29 1972,Portugal,4-0,Cyprus,FIFA World Cup qualification,Lisbon › Portugal
Sun Apr 2 1972,Jamaica,2-0,Cuba,Friendly,Kingston › Jamaica
Wed Apr 5 1972,Mexico,2-1,Peru,Friendly,Mexico City › Mexico
Sat Apr 8 1972,Czechoslovakia,2-0,Austria,Friendly,Brno › Czechoslovakia
Sat Apr 8 1972,Poland,2-1,German DR,Friendly,Łódź › Poland
Sat Apr 8 1972,Romania,2-0,France,Friendly,Bucharest › Romania
Wed Apr 12 1972,Greece,0-0,Spain,Friendly,Salonica › Greece
Sat Apr 15 1972,Haiti,7-0,Puerto Rico,FIFA World Cup qualification,Port-au-Prince › Haiti
Wed Apr 19 1972,Ghana,1-2,Ivory Coast,Friendly,Accra › Ghana
Wed Apr 19 1972,Russia,2-0,Peru,Friendly,Kyïv › Soviet Union
Sun Apr 23 1972,Puerto Rico,0-5,Haiti,FIFA World Cup qualification,San Juan › Puerto Rico
Sun Apr 23 1972,Romania,2-2,Peru,Friendly,Bucharest › Romania
Wed Apr 26 1972,Brazil,3-2,Paraguay,Friendly,Porto Alegre › Brazil
Wed Apr 26 1972,Czechoslovakia,6-0,Luxembourg,Friendly,Plzeň › Czechoslovakia
Wed Apr 26 1972,Scotland,2-0,Peru,Friendly,Glasgow › Scotland
Wed Apr 26 1972,Switzerland,1-1,Sweden,Friendly,Geneva › Switzerland
Sat Apr 29 1972,England,1-3,Germany,UEFA Euro qualification,London › England
Sat Apr 29 1972,Hungary,1-1,Romania,UEFA Euro qualification,Budapest › Hungary
Sat Apr 29 1972,Italy,0-0,Belgium,UEFA Euro qualification,Milan › Italy
Sat Apr 29 1972,Madagascar,0-1,Tanzania,Friendly,Antananarivo › Madagascar
Sun Apr 30 1972,Austria,4-0,Malta,FIFA World Cup qualification,Vienna › Austria
Sun Apr 30 1972,Lesotho,0-0,Zambia,FIFA World Cup qualification,Maseru › Lesotho
Sun Apr 30 1972,Yugoslavia,0-0,Russia,UEFA Euro qualification,Belgrade › Yugoslavia
Wed May 3 1972,Netherlands,3-0,Peru,Friendly,Rotterdam › Netherlands
Sat May 6 1972,Hungary,3-0,Malta,FIFA World Cup qualification,Budapest › Hungary
Sun May 7 1972,Ethiopia,0-1,Greece,Friendly,Addis Abeba › Ethiopia
Sun May 7 1972,Iran,2-0,Cambodia,AFC Asian Cup,Bangkok › Thailand
Sun May 7 1972,South Korea,0-0,Iraq,AFC Asian Cup,Bangkok › Thailand
Mon May 8 1972,Thailand,0-2,Kuwait,AFC Asian Cup,Bangkok › Thailand
Tue May 9 1972,Iran,3-0,Iraq,AFC Asian Cup,Bangkok › Thailand
Wed May 10 1972,Cambodia,1-4,South Korea,AFC Asian Cup,Bangkok › Thailand
Wed May 10 1972,Cyprus,0-1,Portugal,FIFA World Cup qualification,Nicosia › Cyprus
Wed May 10 1972,Poland,0-0,Switzerland,Friendly,Poznań › Poland
Thu May 11 1972,Thailand,1-1,Iraq,AFC Asian Cup,Bangkok › Thailand
Fri May 12 1972,South Korea,1-2,Kuwait,AFC Asian Cup,Bangkok › Thailand
Sat May 13 1972,Belgium,2-1,Italy,UEFA Euro qualification,Brussels › Belgium
Sat May 13 1972,Germany,0-0,England,UEFA Euro qualification,Berlin › Germany
Sat May 13 1972,Russia,3-0,Yugoslavia,UEFA Euro qualification,Moscow › Soviet Union
Sat May 13 1972,Thailand,2-3,Iran,AFC Asian Cup,Bangkok › Thailand
Sun May 14 1972,Cambodia,4-0,Kuwait,AFC Asian Cup,Bangkok › Thailand
Sun May 14 1972,Romania,2-2,Hungary,UEFA Euro qualification,Bucharest › Romania
Sun May 14 1972,Sweden,1-2,Czechoslovakia,Friendly,Gothenburg › Sweden
Tue May 16 1972,Iran,2-1,Cambodia,AFC Asian Cup,Bangkok › Thailand
Wed May 17 1972,Hungary,2-1,Romania,UEFA Euro qualification,Belgrade › Yugoslavia
Wed May 17 1972,Kenya,1-3,Madagascar,Friendly,Nairobi › Kenya
Wed May 17 1972,Thailand,1-1,South Korea,AFC Asian Cup,Bangkok › Thailand
Thu May 18 1972,Belgium,4-0,Iceland,FIFA World Cup qualification,Liège › Belgium
Fri May 19 1972,Iran,2-1,South Korea,AFC Asian Cup,Bangkok › Thailand
Fri May 19 1972,Thailand,2-2,Cambodia,AFC Asian Cup,Bangkok › Thailand
Sat May 20 1972,Scotland,2-0,Northern Ireland,British Championship,Glasgow › Scotland
Sat May 20 1972,Wales,0-3,England,British Championship,Cardiff › Wales
Mon May 22 1972,Belgium,4-0,Iceland,FIFA World Cup qualification,Bruges › Belgium
Mon May 22 1972,Mauritius,1-2,Uganda,Friendly,Port Louis › Mauritius
Tue May 23 1972,England,0-1,Northern Ireland,British Championship,London › England
Tue May 23 1972,Spain,2-0,Uruguay,Friendly,Madrid › Spain
Wed May 24 1972,Scotland,1-0,Wales,British Championship,Glasgow › Scotland
Thu May 25 1972,Argentina,0-0,Paraguay,Friendly,Salta › Argentina
Thu May 25 1972,Sweden,0-0,Hungary,FIFA World Cup qualification,Solna › Sweden
Fri May 26 1972,Germany,4-1,Russia,Friendly,Munich › Germany
Sat May 27 1972,German DR,1-0,Uruguay,Friendly,Leipzig › German DR
Sat May 27 1972,Scotland,0-1,England,British Championship,Glasgow › Scotland
Sat May 27 1972,Wales,0-0,Northern Ireland,British Championship,Wrexham › Wales
Sun May 28 1972,Finland,0-0,Norway,Nordic Championship,Turku › Finland
Sun May 28 1972,Mauritius,1-3,Uganda,Friendly,Curepipe › Mauritius
Wed May 31 1972,Chile,3-4,Argentina,Copa Carlos Dittborn,Santiago › Chile
Wed May 31 1972,German DR,0-0,Uruguay,Friendly,Rostock › German DR
Wed May 31 1972,Liberia,0-2,Guinea,Friendly,Monrovia › Liberia
Wed May 31 1972,Sierra Leone,3-1,Ghana,Friendly,Freetown › Sierra Leone
Thu Jun 1 1972,Puerto Rico,0-0,Panama,Friendly,San Juan › Puerto Rico
Sun Jun 4 1972,Zambia,6-1,Lesotho,FIFA World Cup qualification,Ndola › Zambia
Mon Jun 5 1972,Indonesia,1-0,Burma,Indonesia Tournament,Jakarta › Indonesia
Mon Jun 5 1972,Tunisia,3-1,Algeria,Friendly,Tunis › Tunisia
Tue Jun 6 1972,Cambodia,3-0,Singapore,Indonesia Tournament,Jakarta › Indonesia
Tue Jun 6 1972,Togo,0-0,DR Congo,FIFA World Cup qualification,Lomé › Togo
Wed Jun 7 1972,Denmark,3-0,Finland,Nordic Championship,Copenhagen › Denmark
Wed Jun 7 1972,Russia,1-0,Bulgaria,Friendly,Moscow › Soviet Union
Thu Jun 8 1972,Cambodia,2-0,Thailand,Indonesia Tournament,Jakarta › Indonesia
Thu Jun 8 1972,Philippines,2-0,Singapore,Indonesia Tournament,Jakarta › Indonesia
Fri Jun 9 1972,Burma,4-2,Sri Lanka,Indonesia Tournament,Jakarta › Indonesia
Fri Jun 9 1972,Laos,1-2,Malaysia,Indonesia Tournament,Jakarta › Indonesia
Sat Jun 10 1972,Austria,2-0,Sweden,FIFA World Cup qualification,Vienna › Austria
Sat Jun 10 1972,Kenya,2-0,Uganda,Friendly,Nairobi › Kenya
Sun Jun 11 1972,Bolivia,0-3,Peru,Brazil Independence Cup,Curitiba › Brazil
Sun Jun 11 1972,Burma,6-1,Laos,Indonesia Tournament,Jakarta › Indonesia
Sun Jun 11 1972,Ecuador,0-3,Portugal,Brazil Independence Cup,Natal › Brazil
Sun Jun 11 1972,Iran,1-2,Republic of Ireland,Brazil Independence Cup,Recife › Brazil
Sun Jun 11 1972,Paraguay,4-1,Venezuela,Brazil Independence Cup,Campo Grande › Brazil
Mon Jun 12 1972,Philippines,1-0,Thailand,Indonesia Tournament,Jakarta › Indonesia
Tue Jun 13 1972,Laos,1-3,Sri Lanka,Indonesia Tournament,Jakarta › Indonesia
Wed Jun 14 1972,Belgium,1-2,Germany,UEFA Euro,Antwerp › Belgium
Wed Jun 14 1972,Chile,2-1,Ecuador,Brazil Independence Cup,Natal › Brazil
Wed Jun 14 1972,Hungary,0-1,Russia,UEFA Euro,Brussels › Belgium
Wed Jun 14 1972,Iran,0-3,Portugal,Brazil Independence Cup,Recife › Brazil
Wed Jun 14 1972,Norway,0-1,Uruguay,Friendly,Oslo › Norway
Wed Jun 14 1972,Paraguay,1-0,Peru,Brazil Independence Cup,Campo Grande › Brazil
Wed Jun 14 1972,Venezuela,0-10,Yugoslavia,Brazil Independence Cup,Curitiba › Brazil
Thu Jun 15 1972,Burma,2-2,Malaysia,Indonesia Tournament,Jakarta › Indonesia
Fri Jun 16 1972,Benin,5-3,Congo,Friendly,Cotonou › Dahomey
Sat Jun 17 1972,Belgium,2-1,Hungary,UEFA Euro,Liège › Belgium
Sat Jun 17 1972,Romania,3-3,Italy,Friendly,Bucharest › Romania
Sun Jun 18 1972,Benin,0-5,Ghana,FIFA World Cup qualification,Cotonou › Dahomey
Sun Jun 18 1972,Bolivia,1-1,Yugoslavia,Brazil Independence Cup,Campo Grande › Brazil
Sun Jun 18 1972,Chile,1-4,Portugal,Brazil Independence Cup,Recife › Brazil
Sun Jun 18 1972,Colombia,2-3,France,Brazil Independence Cup,Salvador › Brazil
Sun Jun 18 1972,Ecuador,2-3,Republic of Ireland,Brazil Independence Cup,Natal › Brazil
Sun Jun 18 1972,Germany,3-0,Russia,UEFA Euro,Brussels › Belgium
Sun Jun 18 1972,Peru,1-0,Venezuela,Brazil Independence Cup,Manaus › Brazil
Mon Jun 19 1972,Burma,0-3,Cambodia,Indonesia Tournament,Jakarta › Indonesia
Tue Jun 20 1972,DR Congo,4-0,Togo,FIFA World Cup qualification,Kinshasa › Zaïre
Wed Jun 21 1972,Bolivia,2-2,Venezuela,Brazil Independence Cup,Manaus › Brazil
Wed Jun 21 1972,Bulgaria,1-1,Italy,Friendly,Sofia › Bulgaria
Wed Jun 21 1972,Chile,2-1,Republic of Ireland,Brazil Independence Cup,Recife › Brazil
Wed Jun 21 1972,Ecuador,1-1,Iran,Brazil Independence Cup,Recife › Brazil
Wed Jun 21 1972,Finland,1-0,Albania,FIFA World Cup qualification,Helsinki › Finland
Thu Jun 22 1972,Argentina,4-1,Colombia,Brazil Independence Cup,Salvador › Brazil
Thu Jun 22 1972,Paraguay,1-2,Yugoslavia,Brazil Independence Cup,Manaus › Brazil
Fri Jun 23 1972,Singapore,3-1,Sri Lanka,Friendly,Kallang › Singapore
Sun Jun 25 1972,Argentina,0-0,France,Brazil Independence Cup,Salvador › Brazil
Sun Jun 25 1972,Bolivia,1-6,Paraguay,Brazil Independence Cup,Manaus › Brazil
Sun Jun 25 1972,Chile,2-1,Iran,Brazil Independence Cup,Recife › Brazil
Sun Jun 25 1972,Republic of Ireland,1-2,Portugal,Brazil Independence Cup,Recife › Brazil
Sun Jun 25 1972,Peru,1-2,Yugoslavia,Brazil Independence Cup,Manaus › Brazil
Wed Jun 28 1972,Brazil,0-0,Czechoslovakia,Brazil Independence Cup,Rio de Janeiro › Brazil
Thu Jun 29 1972,Argentina,1-3,Portugal,Brazil Independence Cup,Rio de Janeiro › Brazil
Thu Jun 29 1972,Scotland,2-2,Yugoslavia,Brazil Independence Cup,Belo Horizonte › Brazil
Thu Jun 29 1972,Sweden,2-0,Denmark,Nordic Championship,Malmö › Sweden
Thu Jun 29 1972,Uruguay,0-1,Russia,Brazil Independence Cup,São Paulo › Brazil
