Date,Team 1,Score,Team 2,Tournament,City
Wed Jan 3 1996,Lebanon,2-1,Kazakhstan,Friendly,Beirut › Lebanon
Wed Jan 3 1996,Morocco,3-1,Tunisia,Friendly,Rabat › Morocco
Fri Jan 5 1996,Saudi Arabia,1-1,Ghana,Friendly,Jeddah › Saudi Arabia
Fri Jan 5 1996,Trinidad and Tobago,0-0,Venezuela,Friendly,Palo Seco › Trinidad and Tobago
Sat Jan 6 1996,Sierra Leone,2-1,Liberia,Friendly,Freetown › Sierra Leone
Sun Jan 7 1996,Trinidad and Tobago,0-0,Venezuela,Friendly,Port of Spain › Trinidad and Tobago
Sun Jan 7 1996,Zimbabwe,1-2,Gabon,Friendly,Harare › Zimbabwe
Mon Jan 8 1996,Egypt,2-1,Tunisia,Friendly,Ismailia › Egypt
Tue Jan 9 1996,Zimbabwe,1-1,Ghana,Friendly,Harare › Zimbabwe
Wed Jan 10 1996,Canada,3-1,Honduras,Gold Cup,Anaheim › United States
Wed Jan 10 1996,Trinidad and Tobago,2-3,El Salvador,Gold Cup,Anaheim › United States
Thu Jan 11 1996,Mexico,5-0,Saint Vincent and the Grenadines,Gold Cup,San Diego › United States
Thu Jan 11 1996,Mozambique,1-0,Gabon,Friendly,Maputo › Mozambique
Fri Jan 12 1996,Brazil,4-1,Canada,Gold Cup,Los Angeles › United States
Sat Jan 13 1996,South Africa,3-0,Cameroon,African Cup of Nations,Johannesburg › South Africa
Sat Jan 13 1996,United States,3-2,Trinidad and Tobago,Gold Cup,Anaheim › United States
Sun Jan 14 1996,Guatemala,0-1,Mexico,Gold Cup,San Diego › United States
Sun Jan 14 1996,Honduras,0-5,Brazil,Gold Cup,Los Angeles › United States
Sun Jan 14 1996,Ivory Coast,0-2,Ghana,African Cup of Nations,Port Elizabeth › South Africa
Sun Jan 14 1996,Jamaica,1-1,Cuba,Friendly,Kingston › Jamaica
Sun Jan 14 1996,Zambia,0-0,Algeria,African Cup of Nations,Bloemfontein › South Africa
Mon Jan 15 1996,Egypt,2-1,Angola,African Cup of Nations,Johannesburg › South Africa
Mon Jan 15 1996,Sierra Leone,2-1,Burkina Faso,African Cup of Nations,Bloemfontein › South Africa
Tue Jan 16 1996,Gabon,1-2,Liberia,African Cup of Nations,Durban › South Africa
Tue Jan 16 1996,Guatemala,3-0,Saint Vincent and the Grenadines,Gold Cup,Anaheim › United States
Tue Jan 16 1996,Lebanon,1-0,Cyprus,Friendly,Beirut › Lebanon
Tue Jan 16 1996,Tunisia,1-1,Mozambique,African Cup of Nations,Port Elizabeth › South Africa
Tue Jan 16 1996,United States,2-0,El Salvador,Gold Cup,Anaheim › United States
Wed Jan 17 1996,Armenia,0-6,Morocco,Friendly,Vitrolles › France
Thu Jan 18 1996,Algeria,2-0,Sierra Leone,African Cup of Nations,Bloemfontein › South Africa
Thu Jan 18 1996,Cameroon,2-1,Egypt,African Cup of Nations,Johannesburg › South Africa
Thu Jan 18 1996,United States,0-1,Brazil,Gold Cup,Los Angeles › United States
Fri Jan 19 1996,DR Congo,0-2,Gabon,African Cup of Nations,Durban › South Africa
Fri Jan 19 1996,Ghana,2-1,Tunisia,African Cup of Nations,Port Elizabeth › South Africa
Fri Jan 19 1996,Mexico,1-0,Guatemala,Gold Cup,San Diego › United States
Sat Jan 20 1996,Burkina Faso,1-5,Zambia,African Cup of Nations,Bloemfontein › South Africa
Sat Jan 20 1996,South Africa,1-0,Angola,African Cup of Nations,Johannesburg › South Africa
Sun Jan 21 1996,Mexico,2-0,Brazil,Gold Cup,Los Angeles › United States
Sun Jan 21 1996,Mozambique,0-1,Ivory Coast,African Cup of Nations,Port Elizabeth › South Africa
Sun Jan 21 1996,United States,3-0,Guatemala,Gold Cup,Los Angeles › United States
Wed Jan 24 1996,Angola,3-3,Cameroon,African Cup of Nations,Durban › South Africa
Wed Jan 24 1996,Burkina Faso,1-2,Algeria,African Cup of Nations,Port Elizabeth › South Africa
Wed Jan 24 1996,Greece,2-1,Israel,Friendly,Chalcis › Greece
Wed Jan 24 1996,Saudi Arabia,3-0,Kyrgyzstan,AFC Asian Cup qualification,Riyadh › Saudi Arabia
Wed Jan 24 1996,Sierra Leone,0-4,Zambia,African Cup of Nations,Bloemfontein › South Africa
Wed Jan 24 1996,South Africa,0-1,Egypt,African Cup of Nations,Johannesburg › South Africa
Thu Jan 25 1996,Liberia,0-2,DR Congo,African Cup of Nations,Johannesburg › South Africa
Thu Jan 25 1996,Mozambique,0-2,Ghana,African Cup of Nations,Bloemfontein › South Africa
