Date,Team 1,Score,Team 2,Tournament,City
Thu May 15 1947,Mauritius,2-1,Réunion,Friendly,Antananarivo › Madagascar
Sun May 18 1947,Belgium,2-1,Scotland,Friendly,Brussels › Belgium
Sun May 18 1947,Switzerland,1-0,England,Friendly,Zürich › Switzerland
Sat May 24 1947,Australia,2-4,South Africa,Friendly,Brisbane › Australia
Sat May 24 1947,Luxembourg,0-6,Scotland,Friendly,Luxembourg › Luxembourg
Sun May 25 1947,Albania,0-4,Romania,Balkan Cup,Tirana › Albania
Sun May 25 1947,Portugal,0-10,England,Friendly,Oeiras › Portugal
Mon May 26 1947,France,4-0,Netherlands,Friendly,Colombes › France
Sat May 31 1947,Australia,3-3,South Africa,Friendly,Sydney › Australia
Sun Jun 1 1947,France,4-2,Belgium,Friendly,Colombes › France
Fri Jun 6 1947,Madagascar,4-2,Réunion,Friendly,Antananarivo › Madagascar
Sat Jun 7 1947,Australia,5-1,South Africa,Friendly,Newcastle › Australia
Sun Jun 8 1947,Switzerland,1-2,France,Friendly,Lausanne › Switzerland
Wed Jun 11 1947,Norway,3-1,Poland,Friendly,Oslo › Norway
Sat Jun 14 1947,Australia,1-2,South Africa,Friendly,Sydney › Australia
Sun Jun 15 1947,Bulgaria,2-0,Albania,Balkan Cup,Sofia › Bulgaria
Sun Jun 15 1947,Denmark,1-4,Sweden,Nordic Championship,Copenhagen › Denmark
Fri Jun 20 1947,Denmark,2-2,Czechoslovakia,Friendly,Copenhagen › Denmark
Sat Jun 21 1947,Curaçao,4-1,Aruba,Friendly,Willemstad › Curaçao
Sun Jun 22 1947,Curaçao,0-0,Aruba,Friendly,Willemstad › Curaçao
Sun Jun 22 1947,Romania,1-3,Yugoslavia,Balkan Cup,Bucharest › Romania
Thu Jun 26 1947,Finland,1-2,Norway,Friendly,Helsinki › Finland
Thu Jun 26 1947,Sweden,6-1,Denmark,Friendly,Solna › Sweden
Sat Jun 28 1947,New Zealand,5-6,South Africa,Friendly,Christchurch › New Zealand
Sat Jun 28 1947,Norway,1-5,Sweden,Friendly,Helsinki › Finland
Sun Jun 29 1947,Yugoslavia,2-3,Hungary,Balkan Cup,Belgrade › Yugoslavia
Sat Jul 5 1947,New Zealand,0-6,South Africa,Friendly,Dunedin › New Zealand
Sun Jul 6 1947,Bulgaria,2-3,Romania,Balkan Cup,Sofia › Bulgaria
Sat Jul 12 1947,New Zealand,3-8,South Africa,Friendly,Wellington › New Zealand
Sun Jul 13 1947,Mexico,5-0,United States,NAFU Championship,Havana › Cuba
Thu Jul 17 1947,Cuba,1-3,Mexico,NAFU Championship,Havana › Cuba
Sat Jul 19 1947,New Zealand,1-4,South Africa,Friendly,Auckland › New Zealand
Sat Jul 19 1947,Poland,1-2,Romania,Friendly,Warsaw › Poland
Sun Jul 20 1947,Cuba,5-2,United States,NAFU Championship,Havana › Cuba
Thu Jul 24 1947,Iceland,2-4,Norway,Friendly,Reykjavík › Iceland
Sun Aug 17 1947,Hungary,9-0,Bulgaria,Balkan Cup,Budapest › Hungary
Wed Aug 20 1947,Hungary,3-0,Albania,Balkan Cup,Budapest › Hungary
Sun Aug 24 1947,Sweden,7-0,Finland,Nordic Championship,Borås › Sweden
Sun Aug 31 1947,Czechoslovakia,6-3,Poland,Friendly,Prague › Czechoslovakia
Mon Sep 1 1947,Suriname,4-0,Guyana,Friendly,Paramaribo › Netherlands Guyana
Fri Sep 5 1947,Suriname,0-0,Guyana,Friendly,Paramaribo › Netherlands Guyana
Sun Sep 7 1947,Finland,3-3,Norway,Nordic Championship,Helsinki › Finland
Sun Sep 7 1947,Suriname,1-0,Guyana,Friendly,Paramaribo › Netherlands Guyana
Sun Sep 14 1947,Albania,2-4,Yugoslavia,Balkan Cup,Tirana › Albania
Sun Sep 14 1947,Austria,4-3,Hungary,Friendly,Vienna › Austria
Sun Sep 14 1947,Sweden,5-4,Poland,Friendly,Solna › Sweden
Wed Sep 17 1947,Finland,1-4,Poland,Friendly,Helsinki › Finland
Wed Sep 17 1947,Kenya,2-3,Uganda,Friendly,Dar es Salaam › Tanganyika
Thu Sep 18 1947,Tanzania,3-1,Zanzibar,Friendly,Dar es Salaam › Tanganyika
Sat Sep 20 1947,Tanzania,2-4,Uganda,Friendly,Dar es Salaam › Tanganyika
Sun Sep 21 1947,Belgium,2-5,England,Friendly,Brussels › Belgium
Sun Sep 21 1947,Netherlands,6-2,Switzerland,Friendly,Amsterdam › Netherlands
Sun Sep 21 1947,Norway,3-5,Denmark,Nordic Championship,Oslo › Norway
Sun Sep 21 1947,Romania,2-6,Czechoslovakia,Friendly,Bucharest › Romania
Sun Sep 28 1947,Latvia,3-2,Lithuania,Friendly,Riga › Soviet Union
Sat Oct 4 1947,Northern Ireland,2-0,Scotland,British Championship,Belfast › Northern Ireland
Sun Oct 5 1947,Czechoslovakia,3-2,Austria,Friendly,Prague › Czechoslovakia
Sun Oct 5 1947,Denmark,4-1,Finland,Nordic Championship,Århus › Denmark
Sun Oct 5 1947,Lithuania,0-3,Latvia,Friendly,Vilnius › Soviet Union
Sun Oct 5 1947,Sweden,4-1,Norway,Nordic Championship,Solna › Sweden
Sun Oct 12 1947,Lithuania,0-0,Estonia,Friendly,Vilnius › Soviet Union
Sun Oct 12 1947,Romania,0-3,Hungary,Balkan Cup,Bucharest › Romania
Sun Oct 12 1947,Yugoslavia,2-1,Bulgaria,Balkan Cup,Zagreb › Yugoslavia
Sat Oct 18 1947,Wales,0-3,England,British Championship,Cardiff › Wales
Sun Oct 19 1947,Yugoslavia,7-1,Poland,Friendly,Belgrade › Yugoslavia
Sun Oct 19 1947,Catalonia,3-1,Spain,Friendly,Barcelona › Spain
Sun Oct 26 1947,Iran,1-3,Turkey,Friendly,Teheran › Iran
Sun Oct 26 1947,Romania,0-0,Poland,Friendly,Bucharest › Romania
Sun Nov 2 1947,Switzerland,4-0,Belgium,Friendly,Geneva › Switzerland
Wed Nov 5 1947,England,2-2,Northern Ireland,British Championship,Liverpool › England
Wed Nov 5 1947,Trinidad and Tobago,1-2,Guyana,Friendly,Port of Spain › Trinidad and Tobago
Thu Nov 6 1947,Guyana,2-0,Jamaica,Friendly,Port of Spain › Trinidad and Tobago
Sat Nov 8 1947,Trinidad and Tobago,6-0,Jamaica,Friendly,Port of Spain › Trinidad and Tobago
Sun Nov 9 1947,Austria,5-1,Italy,Friendly,Vienna › Austria
Mon Nov 10 1947,Guyana,0-0,Jamaica,Friendly,Port of Spain › Trinidad and Tobago
Wed Nov 12 1947,Scotland,1-2,Wales,British Championship,Glasgow › Scotland
Wed Nov 12 1947,Trinidad and Tobago,1-0,Jamaica,Friendly,San Fernando › Trinidad and Tobago
Fri Nov 14 1947,Trinidad and Tobago,2-0,Guyana,Friendly,Port of Spain › Trinidad and Tobago
Wed Nov 19 1947,England,4-2,Sweden,Friendly,London › England
Sun Nov 23 1947,Portugal,2-4,France,Friendly,Oeiras › Portugal
Sun Nov 30 1947,Ecuador,2-2,Bolivia,Copa América,Guayaquil › Ecuador
Tue Dec 2 1947,Argentina,6-0,Paraguay,Copa América,Guayaquil › Ecuador
Tue Dec 2 1947,Colombia,0-2,Uruguay,Copa América,Guayaquil › Ecuador
Thu Dec 4 1947,Argentina,7-0,Bolivia,Copa América,Guayaquil › Ecuador
Thu Dec 4 1947,Ecuador,0-0,Colombia,Copa América,Guayaquil › Ecuador
Fri Dec 5 1947,Djibouti,0-5,Ethiopia,Friendly,Djibouti › French Somaliland
Sat Dec 6 1947,Chile,0-6,Uruguay,Copa América,Guayaquil › Ecuador
Sat Dec 6 1947,Cuba,4-0,Puerto Rico,Friendly,Havana › Cuba
Sat Dec 6 1947,Paraguay,2-2,Peru,Copa América,Guayaquil › Ecuador
Tue Dec 9 1947,Bolivia,0-3,Uruguay,Copa América,Guayaquil › Ecuador
Tue Dec 9 1947,Chile,2-1,Peru,Copa América,Guayaquil › Ecuador
Wed Dec 10 1947,Cuba,0-0,Puerto Rico,Friendly,Havana › Cuba
Thu Dec 11 1947,Argentina,3-2,Peru,Copa América,Guayaquil › Ecuador
Thu Dec 11 1947,Ecuador,0-3,Chile,Copa América,Guayaquil › Ecuador
Sat Dec 13 1947,Bolivia,0-0,Colombia,Copa América,Guayaquil › Ecuador
Sat Dec 13 1947,Paraguay,4-2,Uruguay,Copa América,Guayaquil › Ecuador
Sun Dec 14 1947,Italy,3-1,Czechoslovakia,Friendly,Bari › Italy
Tue Dec 16 1947,Argentina,1-1,Chile,Copa América,Guayaquil › Ecuador
Tue Dec 16 1947,Ecuador,1-6,Uruguay,Copa América,Guayaquil › Ecuador
Thu Dec 18 1947,Argentina,6-0,Colombia,Copa América,Guayaquil › Ecuador
Thu Dec 18 1947,Bolivia,1-3,Paraguay,Copa América,Guayaquil › Ecuador
Sat Dec 20 1947,Colombia,0-2,Paraguay,Copa América,Guayaquil › Ecuador
Sat Dec 20 1947,Ecuador,0-0,Peru,Copa América,Guayaquil › Ecuador
Tue Dec 23 1947,Chile,0-1,Paraguay,Copa América,Guayaquil › Ecuador
Tue Dec 23 1947,Colombia,1-5,Peru,Copa América,Guayaquil › Ecuador
Thu Dec 25 1947,Ecuador,0-2,Argentina,Copa América,Guayaquil › Ecuador
Thu Dec 25 1947,Peru,0-1,Uruguay,Copa América,Guayaquil › Ecuador
Sat Dec 27 1947,Bolivia,0-2,Peru,Copa América,Guayaquil › Ecuador
Sun Dec 28 1947,Argentina,3-1,Uruguay,Copa América,Guayaquil › Ecuador
Mon Dec 29 1947,Chile,4-1,Colombia,Copa América,Guayaquil › Ecuador
Mon Dec 29 1947,Ecuador,0-4,Paraguay,Copa América,Guayaquil › Ecuador
Wed Dec 31 1947,Bolivia,3-4,Chile,Copa América,Guayaquil › Ecuador
