Date,Team 1,Score,Team 2,Tournament,City
Sun Apr 14 1918,Hungary,2-0,Austria,Friendly,Budapest › Hungary
Thu May 9 1918,Austria,5-1,Switzerland,Friendly,Vienna › Austria
Sun May 12 1918,Hungary,2-1,Switzerland,Friendly,Budapest › Hungary
Sun May 26 1918,Sweden,2-0,Norway,Friendly,Stockholm › Sweden
Sun Jun 2 1918,Denmark,3-0,Sweden,Friendly,Copenhagen › Denmark
Sun Jun 2 1918,Austria,0-2,Hungary,Friendly,Vienna › Austria
Sun Jun 16 1918,Norway,3-1,Denmark,Friendly,Kristiania › Norway
Thu Jul 18 1918,Uruguay,1-1,Argentina,Copa Premio Honor Uruguayo,Montevideo › Uruguay
Sun Jul 28 1918,Uruguay,3-1,Argentina,Copa Premio Honor Uruguayo,Montevideo › Uruguay
Thu Aug 15 1918,Argentina,0-0,Uruguay,Copa Premio Honor Argentino,Buenos Aires › Argentina
Sun Aug 25 1918,Argentina,2-1,Uruguay,Copa Premio Honor Argentino,Buenos Aires › Argentina
Sun Sep 15 1918,Norway,2-1,Sweden,Friendly,Kristiania › Norway
Fri Sep 20 1918,Uruguay,1-1,Argentina,Copa Lipton,Montevideo › Uruguay
Sun Sep 29 1918,Argentina,2-0,Uruguay,Copa Newton,Buenos Aires › Argentina
Sun Oct 6 1918,Austria,0-3,Hungary,Friendly,Vienna › Austria
Sun Oct 6 1918,Denmark,4-0,Norway,Friendly,Copenhagen › Denmark
Sun Oct 20 1918,Sweden,1-2,Denmark,Friendly,Gothenburg › Sweden
