Date,Team 1,Score,Team 2,Tournament,City
Tue Jan 1 1974,Uganda,0-2,Congo,Friendly,Kampala › Uganda
Sun Jan 6 1974,Mali,1-0,Tunisia,Friendly,Bamako › Mali
Sun Jan 13 1974,Mauritius,4-1,Malawi,Friendly,Port Louis › Mauritius
Thu Jan 17 1974,Mauritius,2-1,Malawi,Friendly,Port Louis › Mauritius
Thu Jan 17 1974,Pakistan,1-2,Iran,Friendly,Karachi › Pakistan
Fri Jan 18 1974,Pakistan,2-2,Turkey,Friendly,Karachi › Pakistan
Sun Jan 20 1974,Iran,0-1,Turkey,Friendly,Karachi › Pakistan
Sun Jan 20 1974,Mauritius,2-2,Malawi,Friendly,Port Louis › Mauritius
Fri Jan 25 1974,Panama,1-0,El Salvador,Friendly,Panama City › Panama
Wed Feb 6 1974,Cyprus,1-4,Bulgaria,Friendly,Morphou › Cyprus
Fri Feb 8 1974,Kuwait,1-3,Bulgaria,Friendly,Kuwait City › Kuwait
Sun Feb 10 1974,Kuwait,1-2,Bulgaria,Friendly,Kuwait City › Kuwait
Tue Feb 12 1974,Singapore,0-1,Japan,Friendly,Kallang › Singapore
Wed Feb 13 1974,Yugoslavia,1-0,Spain,FIFA World Cup qualification,Frankfurt am Main › Germany
Fri Feb 15 1974,Ghana,5-2,Guinea,Friendly,Accra › Ghana
Sun Feb 17 1974,Congo,2-2,Mali,Friendly,Brazzaville › Congo
Sun Feb 17 1974,Ghana,3-1,Guinea,Friendly,Accra › Ghana
Sun Feb 17 1974,Tahiti,2-1,New Caledonia,Friendly,Papeete › French Polynesia
Sun Feb 17 1974,Tahiti,1-2,New Caledonia,Friendly,Papeete › French Polynesia
Wed Feb 20 1974,Hong Kong,0-0,Japan,Friendly,So Kon Po › Hong Kong
Wed Feb 20 1974,Tahiti,2-2,New Caledonia,Friendly,Papeete › French Polynesia
Fri Feb 22 1974,Iraq,0-0,Morocco,Friendly,Baghdad › Iraq
Sat Feb 23 1974,Spain,1-0,Germany,Friendly,Barcelona › Spain
Sun Feb 24 1974,Iraq,0-0,Morocco,Friendly,Baghdad › Iraq
