Date,Team 1,Score,Team 2,Tournament,City
Sat Jan 4 1992,Egypt,2-0,Czechoslovakia,Friendly,Cairo › Egypt
Sun Jan 5 1992,DR Congo,2-0,Ivory Coast,Friendly,Kinshasa › Zaïre
Sun Jan 5 1992,Guyana,0-2,Barbados,Friendly,Georgetown › Guyana
Tue Jan 7 1992,Egypt,0-0,Norway,Friendly,Cairo › Egypt
Sun Jan 12 1992,Cameroon,1-0,Morocco,African Cup of Nations,Dakar › Senegal
Sun Jan 12 1992,Senegal,1-2,Nigeria,African Cup of Nations,Dakar › Senegal
Mon Jan 13 1992,Algeria,0-3,Ivory Coast,African Cup of Nations,Ziguinchor › Senegal
Mon Jan 13 1992,Egypt,0-1,Zambia,African Cup of Nations,Ziguinchor › Senegal
Tue Jan 14 1992,Morocco,1-1,DR Congo,African Cup of Nations,Dakar › Senegal
Tue Jan 14 1992,Nigeria,2-1,Kenya,African Cup of Nations,Dakar › Senegal
Wed Jan 15 1992,Ivory Coast,0-0,Congo,African Cup of Nations,Ziguinchor › Senegal
Wed Jan 15 1992,Portugal,0-0,Spain,Friendly,Torres Novas › Portugal
Wed Jan 15 1992,Zambia,0-1,Ghana,African Cup of Nations,Ziguinchor › Senegal
Thu Jan 16 1992,Cameroon,1-1,DR Congo,African Cup of Nations,Dakar › Senegal
Thu Jan 16 1992,Senegal,3-0,Kenya,African Cup of Nations,Dakar › Senegal
Fri Jan 17 1992,Algeria,1-1,Congo,African Cup of Nations,Ziguinchor › Senegal
Fri Jan 17 1992,Egypt,0-1,Ghana,African Cup of Nations,Ziguinchor › Senegal
Sun Jan 19 1992,Nigeria,1-0,DR Congo,African Cup of Nations,Dakar › Senegal
Sun Jan 19 1992,Senegal,0-1,Cameroon,African Cup of Nations,Dakar › Senegal
Mon Jan 20 1992,Ghana,2-1,Congo,African Cup of Nations,Dakar › Senegal
Mon Jan 20 1992,Ivory Coast,1-0,Zambia,African Cup of Nations,Dakar › Senegal
Thu Jan 23 1992,Cameroon,0-0,Ivory Coast,African Cup of Nations,Dakar › Senegal
Thu Jan 23 1992,Nigeria,1-2,Ghana,African Cup of Nations,Dakar › Senegal
Sat Jan 25 1992,Cameroon,1-2,Nigeria,African Cup of Nations,Dakar › Senegal
Sat Jan 25 1992,United States,0-1,Russia,Friendly,Miami Gardens › United States
Sun Jan 26 1992,Australia,0-0,Sweden,Friendly,Sydney › Australia
Sun Jan 26 1992,Ghana,0-0,Ivory Coast,African Cup of Nations,Dakar › Senegal
Wed Jan 29 1992,Albania,1-0,Greece,Friendly,Tirana › Albania
Wed Jan 29 1992,Australia,1-0,Sweden,Friendly,Adelaide › Australia
Wed Jan 29 1992,El Salvador,0-3,Russia,Friendly,San Salvador › El Salvador
Sun Feb 2 1992,Australia,1-0,Sweden,Friendly,Melbourne › Australia
Sun Feb 2 1992,United States,2-1,Russia,Friendly,Pontiac › United States
Tue Feb 4 1992,Bermuda,1-3,Norway,Friendly,Hamilton › Bermuda
Mon Feb 10 1992,Malta,1-0,Iceland,Malta International Tournament,Attard › Malta
Wed Feb 12 1992,Costa Rica,0-0,United States,Friendly,San José › Costa Rica
Wed Feb 12 1992,Greece,1-0,Romania,Friendly,Ioannina › Greece
