Date,Team 1,Score,Team 2,Tournament,City
Sat Feb 2 1929,Wales,2-2,Northern Ireland,British Championship,Wrexham › Wales
Sun Feb 10 1929,Germany,7-1,Switzerland,Friendly,Mannheim › Germany
Sat Feb 23 1929,Northern Ireland,3-7,Scotland,British Championship,Belfast › Northern Ireland
Sun Feb 24 1929,France,3-0,Hungary,Friendly,Colombes › France
Sun Mar 3 1929,Italy,4-2,Czechoslovakia,International Cup,Bologna › Italy
Sun Mar 17 1929,Czechoslovakia,3-3,Austria,Friendly,Prague › Czechoslovakia
Sun Mar 17 1929,Netherlands,3-2,Switzerland,Friendly,Amsterdam › Netherlands
Sun Mar 17 1929,Spain,5-0,Portugal,Friendly,Seville › Spain
Sun Mar 24 1929,France,2-0,Portugal,Friendly,Colombes › France
Sun Apr 7 1929,Austria,3-0,Italy,International Cup,Vienna › Austria
Sat Apr 13 1929,Scotland,1-0,England,British Championship,Glasgow › Scotland
Sun Apr 14 1929,Spain,8-1,France,Friendly,Zaragoza › Spain
Sun Apr 14 1929,Switzerland,4-5,Hungary,International Cup,Berne › Switzerland
Sat Apr 20 1929,Barbados,3-0,Trinidad and Tobago,Friendly,Bridgetown › Barbados
Sun Apr 21 1929,Romania,3-0,Bulgaria,Friendly,Bucharest › Romania
Mon Apr 22 1929,Barbados,2-0,Trinidad and Tobago,Friendly,Bridgetown › Barbados
Wed Apr 24 1929,Barbados,2-1,Trinidad and Tobago,Friendly,Bridgetown › Barbados
Sun Apr 28 1929,Italy,1-2,Germany,Friendly,Turin › Italy
Tue Apr 30 1929,Republic of Ireland,4-0,Belgium,Friendly,Dublin › Irish Free State
Wed May 1 1929,El Salvador,9-0,Nicaragua,Friendly,San Salvador › El Salvador
Sun May 5 1929,Austria,2-2,Hungary,Friendly,Vienna › Austria
Sun May 5 1929,Belgium,3-1,Netherlands,Friendly,Antwerp › Belgium
Sun May 5 1929,Switzerland,1-4,Czechoslovakia,International Cup,Lausanne › Switzerland
Thu May 9 1929,France,1-4,England,Friendly,Colombes › France
Fri May 10 1929,Romania,2-3,Yugoslavia,Friendly,Bucharest › Romania
Sat May 11 1929,Belgium,1-5,England,Friendly,Forest › Belgium
Wed May 15 1929,Kenya,3-5,Uganda,Friendly,Nairobi › Kenya
Wed May 15 1929,Spain,4-3,England,Friendly,Madrid › Spain
Sun May 19 1929,France,1-3,Yugoslavia,Friendly,Colombes › France
Sun May 26 1929,Belgium,4-1,France,Friendly,Liège › Belgium
Sun May 26 1929,Norway,3-7,Scotland,Friendly,Bergen › Norway
Sat Jun 1 1929,Germany,1-1,Scotland,Friendly,Berlin › Germany
Tue Jun 4 1929,Netherlands,0-2,Scotland,Friendly,Amsterdam › Netherlands
Sun Jun 9 1929,Sweden,6-2,Netherlands,Friendly,Stockholm › Sweden
Wed Jun 12 1929,Norway,4-4,Netherlands,Friendly,Oslo › Norway
Fri Jun 14 1929,Sweden,3-1,Finland,Nordic Championship,Stockholm › Sweden
Sun Jun 16 1929,Argentina,2-0,Uruguay,Friendly,Buenos Aires › Argentina
