Date,Team 1,Score,Team 2,Tournament,City
Fri Jan 7 1955,Egypt,1-0,Bulgaria,Friendly,Cairo › Egypt
Tue Jan 11 1955,Burma,0-1,Japan,Friendly,Rangoon › Burma
Sun Jan 16 1955,Italy,1-0,Belgium,Friendly,Bari › Italy
Sun Jan 23 1955,Lebanon,2-3,Bulgaria,Friendly,Beirut › Lebanon
Sun Feb 27 1955,Chile,7-1,Ecuador,Copa América,Santiago › Chile
Tue Mar 1 1955,Martinique,4-1,Guadeloupe,Friendly,Fort-de-France › Martinique
Wed Mar 2 1955,Argentina,5-3,Paraguay,Copa América,Santiago › Chile
Sun Mar 6 1955,Chile,5-4,Peru,Copa América,Santiago › Chile
Wed Mar 9 1955,Argentina,4-0,Ecuador,Copa América,Santiago › Chile
Wed Mar 9 1955,Paraguay,1-3,Uruguay,Copa América,Santiago › Chile
Sun Mar 13 1955,Chile,2-2,Uruguay,Copa América,Santiago › Chile
Sun Mar 13 1955,Ecuador,2-4,Peru,Copa América,Santiago › Chile
Sun Mar 13 1955,Netherlands,1-1,Denmark,Friendly,Amsterdam › Netherlands
Wed Mar 16 1955,Ecuador,0-2,Paraguay,Copa América,Santiago › Chile
Thu Mar 17 1955,Spain,1-2,France,Friendly,Madrid › Spain
Sun Mar 20 1955,Chile,5-0,Paraguay,Copa América,Santiago › Chile
Wed Mar 23 1955,Ecuador,1-5,Uruguay,Copa América,Santiago › Chile
Wed Mar 23 1955,Paraguay,1-1,Peru,Copa América,Santiago › Chile
Sun Mar 27 1955,Argentina,6-1,Uruguay,Copa América,Santiago › Chile
Sun Mar 27 1955,Czechoslovakia,3-2,Austria,International Cup,Brno › Czechoslovakia
Wed Mar 30 1955,Chile,0-1,Argentina,Copa América,Santiago › Chile
Wed Mar 30 1955,Germany,1-2,Italy,Friendly,Stuttgart › Germany
Wed Mar 30 1955,Peru,2-1,Uruguay,Copa América,Santiago › Chile
Sat Apr 2 1955,England,7-2,Scotland,British Championship,London › England
Sun Apr 3 1955,France,2-0,Sweden,Friendly,Colombes › France
Sun Apr 3 1955,Netherlands,1-0,Belgium,Friendly,Amsterdam › Netherlands
Wed Apr 20 1955,Northern Ireland,2-3,Wales,British Championship,Belfast › Northern Ireland
Sun Apr 24 1955,Austria,2-2,Hungary,International Cup,Vienna › Austria
Mon Apr 25 1955,Argentina,2-2,Peru,Copa América,Santiago › Chile
Sun May 1 1955,Republic of Ireland,1-0,Netherlands,Friendly,Dublin › Republic of Ireland
Sun May 1 1955,Switzerland,2-3,Austria,International Cup,Berne › Switzerland
Wed May 4 1955,Scotland,3-0,Portugal,Friendly,Glasgow › Scotland
Thu May 5 1955,Martinique,1-1,Guadeloupe,Friendly,Fort-de-France › Martinique
Sun May 8 1955,Norway,0-5,Hungary,Friendly,Oslo › Norway
Wed May 11 1955,Sweden,3-7,Hungary,Friendly,Solna › Sweden
Sun May 15 1955,Denmark,0-6,Hungary,Friendly,Copenhagen › Denmark
Sun May 15 1955,France,1-0,England,Friendly,Colombes › France
Sun May 15 1955,Yugoslavia,2-2,Scotland,Friendly,Belgrade › Yugoslavia
Wed May 18 1955,Spain,1-1,England,Friendly,Madrid › Spain
Thu May 19 1955,Austria,1-4,Scotland,Friendly,Vienna › Austria
Thu May 19 1955,Finland,1-9,Hungary,Friendly,Helsinki › Finland
Thu May 19 1955,Netherlands,4-1,Switzerland,Friendly,Rotterdam › Netherlands
Sun May 22 1955,Bulgaria,2-1,Egypt,Friendly,Sofia › Bulgaria
Sun May 22 1955,Portugal,3-1,England,Friendly,Porto › Portugal
Wed May 25 1955,Norway,1-3,Republic of Ireland,Friendly,Oslo › Norway
Sat May 28 1955,Germany,2-1,Republic of Ireland,Friendly,Hamburg › Germany
Sat May 28 1955,Ghana,1-0,Nigeria,Friendly,Accra › Gold Coast
Sun May 29 1955,Hungary,3-1,Scotland,Friendly,Budapest › Hungary
Sun May 29 1955,Italy,0-4,Yugoslavia,International Cup,Turin › Italy
Sun May 29 1955,Romania,2-2,Poland,Friendly,Bucharest › Romania
Sun Jun 5 1955,Belgium,1-3,Czechoslovakia,Friendly,Brussels › Belgium
Sun Jun 12 1955,Norway,0-1,Romania,Friendly,Oslo › Norway
