Date,Team 1,Score,Team 2,Tournament,City
Wed May 11 1966,Mexico,1-0,Chile,Friendly,Mexico City › Mexico
Wed May 11 1966,Scotland,0-3,Netherlands,Friendly,Glasgow › Scotland
Sat May 14 1966,Brazil,3-1,Wales,Friendly,Rio de Janeiro › Brazil
Sun May 15 1966,Brazil,1-1,Chile,Friendly,São Paulo › Brazil
Sun May 15 1966,Paraguay,2-2,Uruguay,Copa Artigas,Asunción › Paraguay
Wed May 18 1966,Brazil,1-0,Wales,Friendly,Belo Horizonte › Brazil
Wed May 18 1966,Czechoslovakia,1-2,Russia,Friendly,Prague › Czechoslovakia
Wed May 18 1966,Poland,1-1,Sweden,Friendly,Wrocław › Poland
Wed May 18 1966,Uruguay,3-1,Paraguay,Copa Artigas,Montevideo › Uruguay
Thu May 19 1966,Brazil,1-0,Chile,Friendly,Rio de Janeiro › Brazil
Sun May 22 1966,Austria,1-0,Republic of Ireland,Friendly,Vienna › Austria
Sun May 22 1966,Belgium,0-1,Russia,Friendly,Brussels › Belgium
Sun May 22 1966,Chile,2-0,Wales,Friendly,Santiago › Chile
Wed May 25 1966,Belgium,2-3,Republic of Ireland,Friendly,Liège › Belgium
Wed May 25 1966,Lithuania,6-0,Libya,Friendly,Vilnius › Lithuania
Sun May 29 1966,Benin,2-2,Togo,Friendly,Cotonou › Dahomey
Sun May 29 1966,Chile,0-1,Mexico,Friendly,Santiago › Chile
Mon May 30 1966,Denmark,0-0,Turkey,Friendly,Copenhagen › Denmark
Wed Jun 1 1966,Germany,1-0,Romania,Friendly,Ludwigshafen › Germany
Wed Jun 1 1966,Yugoslavia,0-2,Bulgaria,Friendly,Belgrade › Yugoslavia
Sat Jun 4 1966,Brazil,4-0,Peru,Friendly,São Paulo › Brazil
Sat Jun 4 1966,Finland,1-0,Sweden,Nordic Championship,Helsinki › Finland
Sun Jun 5 1966,Brazil,4-1,Poland,Friendly,Belo Horizonte › Brazil
Sun Jun 5 1966,Hungary,3-1,Switzerland,Friendly,Budapest › Hungary
Sun Jun 5 1966,Russia,3-3,France,Friendly,Moscow › Soviet Union
Wed Jun 8 1966,Brazil,2-1,Poland,Friendly,Rio de Janeiro › Brazil
Wed Jun 8 1966,Brazil,3-1,Peru,Friendly,Rio de Janeiro › Brazil
Fri Jun 10 1966,Curaçao,0-0,Jamaica,Friendly,Port-au-Prince › Haiti
Fri Jun 10 1966,Trinidad and Tobago,3-2,Suriname,Friendly,Port-au-Prince › Haiti
Sat Jun 11 1966,Argentina,1-1,Poland,Friendly,Buenos Aires › Argentina
Sat Jun 11 1966,Haiti,3-0,Guadeloupe,Friendly,Port-au-Prince › Haiti
Sun Jun 12 1966,Brazil,2-1,Czechoslovakia,Friendly,Rio de Janeiro › Brazil
Sun Jun 12 1966,Portugal,4-0,Norway,Friendly,Oeiras › Portugal
Sun Jun 12 1966,Trinidad and Tobago,1-0,Curaçao,Friendly,Port-au-Prince › Haiti
Mon Jun 13 1966,Haiti,1-4,Suriname,Friendly,Port-au-Prince › Haiti
Mon Jun 13 1966,Jamaica,0-0,Guadeloupe,Friendly,Port-au-Prince › Haiti
Tue Jun 14 1966,Italy,6-1,Bulgaria,Friendly,Bologna › Italy
Wed Jun 15 1966,Brazil,2-2,Czechoslovakia,Friendly,Rio de Janeiro › Brazil
Wed Jun 15 1966,Guadeloupe,0-4,Suriname,Friendly,Port-au-Prince › Haiti
Wed Jun 15 1966,Israel,1-2,Uruguay,Friendly,Ramat-Gan › Israel
Wed Jun 15 1966,Trinidad and Tobago,4-1,Jamaica,Friendly,Port-au-Prince › Haiti
Thu Jun 16 1966,Haiti,3-0,Curaçao,Friendly,Port-au-Prince › Haiti
Fri Jun 17 1966,Jamaica,3-5,Suriname,Friendly,Port-au-Prince › Haiti
Sat Jun 18 1966,Guadeloupe,0-4,Curaçao,Friendly,Port-au-Prince › Haiti
Sat Jun 18 1966,Haiti,1-0,Trinidad and Tobago,Friendly,Port-au-Prince › Haiti
Sat Jun 18 1966,Italy,1-0,Austria,Friendly,Milan › Italy
Sat Jun 18 1966,Scotland,0-1,Portugal,Friendly,Glasgow › Scotland
Sun Jun 19 1966,Romania,1-0,Uruguay,Friendly,Bucharest › Romania
Sun Jun 19 1966,Switzerland,1-1,Mexico,Friendly,Lausanne › Switzerland
Mon Jun 20 1966,Curaçao,1-1,Suriname,Friendly,Port-au-Prince › Haiti
Mon Jun 20 1966,Trinidad and Tobago,1-2,Guadeloupe,Friendly,Port-au-Prince › Haiti
Tue Jun 21 1966,Denmark,1-3,Portugal,Friendly,Esbjerg › Denmark
Wed Jun 22 1966,Haiti,3-0,Jamaica,Friendly,Port-au-Prince › Haiti
Wed Jun 22 1966,Italy,3-0,Argentina,Friendly,Turin › Italy
Wed Jun 22 1966,Northern Ireland,4-1,Mexico,Friendly,Belfast › Northern Ireland
Thu Jun 23 1966,Germany,2-0,Yugoslavia,Friendly,Hanover › Germany
Thu Jun 23 1966,Spain,1-1,Uruguay,Friendly,La Coruña › Spain
Sat Jun 25 1966,Scotland,1-1,Brazil,Friendly,Glasgow › Scotland
Sun Jun 26 1966,Denmark,0-1,Norway,Nordic Championship,Copenhagen › Denmark
Sun Jun 26 1966,Finland,0-3,England,Friendly,Helsinki › Finland
Sun Jun 26 1966,Portugal,3-0,Uruguay,Friendly,Oeiras › Portugal
Mon Jun 27 1966,Sweden,1-1,Yugoslavia,Friendly,Malmö › Sweden
Tue Jun 28 1966,China PR,10-4,Tanzania,Friendly,Beijing › China PR
Wed Jun 29 1966,Italy,5-0,Mexico,Friendly,Florence › Italy
Wed Jun 29 1966,Norway,1-6,England,Friendly,Oslo › Norway
Thu Jun 30 1966,DR Congo,0-3,Ghana,Friendly,Brazzaville › Congo
Thu Jun 30 1966,Sweden,2-3,Brazil,Friendly,Gothenburg › Sweden
Fri Jul 1 1966,Zambia,4-1,Malawi,Friendly,Ndola › Zambia
Sat Jul 2 1966,German DR,5-2,Chile,Friendly,Leipzig › German DR
Sun Jul 3 1966,Denmark,0-2,England,Friendly,Copenhagen › Denmark
Sun Jul 3 1966,Portugal,1-0,Romania,Friendly,Porto › Portugal
Mon Jul 4 1966,Malawi,0-3,Zambia,Friendly,Blantyre › Malawi
Tue Jul 5 1966,Madagascar,0-3,Zambia,Friendly,Blantyre › Malawi
Tue Jul 5 1966,Poland,0-1,England,Friendly,Chorzów › Poland
Wed Jul 6 1966,Malawi,0-6,Zambia,Friendly,Blantyre › Malawi
Thu Jul 7 1966,Ethiopia,5-0,Uganda,Friendly,Addis Abeba › Ethiopia
Fri Jul 8 1966,Malawi,1-5,Zambia,Friendly,Blantyre › Malawi
Sat Jul 9 1966,Malawi,1-6,Madagascar,Friendly,Lilongwe › Malawi
Sun Jul 10 1966,Ethiopia,1-1,Sudan,Friendly,Addis Abeba › Ethiopia
Mon Jul 11 1966,England,0-0,Uruguay,FIFA World Cup,London › England
Tue Jul 12 1966,Brazil,2-0,Bulgaria,FIFA World Cup,Liverpool › England
Tue Jul 12 1966,Germany,5-0,Switzerland,FIFA World Cup,Sheffield › England
Tue Jul 12 1966,North Korea,0-3,Russia,FIFA World Cup,Middlesbrough › England
Wed Jul 13 1966,Argentina,2-1,Spain,FIFA World Cup,Birmingham › England
Wed Jul 13 1966,Chile,0-2,Italy,FIFA World Cup,Sunderland › England
Wed Jul 13 1966,France,1-1,Mexico,FIFA World Cup,London › England
Wed Jul 13 1966,Hungary,1-3,Portugal,FIFA World Cup,Manchester › England
Fri Jul 15 1966,Brazil,1-3,Hungary,FIFA World Cup,Liverpool › England
Fri Jul 15 1966,Chile,1-1,North Korea,FIFA World Cup,Middlesbrough › England
Fri Jul 15 1966,France,1-2,Uruguay,FIFA World Cup,London › England
Fri Jul 15 1966,Spain,2-1,Switzerland,FIFA World Cup,Sheffield › England
Sat Jul 16 1966,Argentina,0-0,Germany,FIFA World Cup,Birmingham › England
Sat Jul 16 1966,Bulgaria,0-3,Portugal,FIFA World Cup,Manchester › England
Sat Jul 16 1966,England,2-0,Mexico,FIFA World Cup,London › England
Sat Jul 16 1966,Italy,0-1,Russia,FIFA World Cup,Sunderland › England
Mon Jul 18 1966,Sudan,2-1,Uganda,Friendly,Addis Abeba › Ethiopia
Tue Jul 19 1966,Argentina,2-0,Switzerland,FIFA World Cup,Sheffield › England
Tue Jul 19 1966,Brazil,1-3,Portugal,FIFA World Cup,Liverpool › England
Tue Jul 19 1966,Italy,0-1,North Korea,FIFA World Cup,Middlesbrough › England
Tue Jul 19 1966,Mexico,0-0,Uruguay,FIFA World Cup,London › England
Wed Jul 20 1966,Bulgaria,1-3,Hungary,FIFA World Cup,Manchester › England
Wed Jul 20 1966,Chile,1-2,Russia,FIFA World Cup,Sunderland › England
Wed Jul 20 1966,England,2-0,France,FIFA World Cup,London › England
Wed Jul 20 1966,Germany,2-1,Spain,FIFA World Cup,Birmingham › England
Sat Jul 23 1966,China PR,6-0,Syria,Friendly,Beijing › China PR
Sat Jul 23 1966,England,1-0,Argentina,FIFA World Cup,London › England
Sat Jul 23 1966,Germany,4-0,Uruguay,FIFA World Cup,Sheffield › England
Sat Jul 23 1966,Hungary,1-2,Russia,FIFA World Cup,Sunderland › England
Sat Jul 23 1966,North Korea,3-5,Portugal,FIFA World Cup,Liverpool › England
Mon Jul 25 1966,Germany,2-1,Russia,FIFA World Cup,Liverpool › England
Tue Jul 26 1966,England,2-1,Portugal,FIFA World Cup,London › England
Thu Jul 28 1966,Portugal,2-1,Russia,FIFA World Cup,London › England
Sat Jul 30 1966,England,4-2,Germany,FIFA World Cup,London › England
Sun Jul 31 1966,Cameroon,2-3,Congo,Friendly,Yaoundé › Cameroon
Sun Aug 7 1966,DR Congo,5-0,Central African Republic,Friendly,Kinshasa › DR Congo
Sat Aug 13 1966,Burma,2-2,Singapore,Merdeka Tournament,Kuala Lumpur › Malaysia
Sat Aug 13 1966,Malaysia,5-2,Vietnam Republic,Merdeka Tournament,Kuala Lumpur › Malaysia
Sun Aug 14 1966,Hong Kong,0-2,India,Merdeka Tournament,Kuala Lumpur › Malaysia
Sun Aug 14 1966,Norway,1-1,Finland,Nordic Championship,Stavanger › Norway
Tue Aug 16 1966,Togo,1-2,Ivory Coast,Friendly,Lomé › Togo
Wed Aug 17 1966,Burma,3-0,Thailand,Merdeka Tournament,Kuala Lumpur › Malaysia
Thu Aug 18 1966,Togo,1-1,Ghana,Friendly,Lomé › Togo
Fri Aug 19 1966,Hong Kong,0-1,South Korea,Merdeka Tournament,Kuala Lumpur › Malaysia
Sat Aug 20 1966,Singapore,1-2,Vietnam Republic,Merdeka Tournament,Ipoh › Malaysia
Sun Aug 21 1966,Ghana,6-2,Togo,Friendly,Accra › Ghana
Sun Aug 21 1966,South Korea,2-1,Thailand,Merdeka Tournament,Kuala Lumpur › Malaysia
Sun Aug 21 1966,Malaysia,0-0,Burma,Merdeka Tournament,Kuala Lumpur › Malaysia
Mon Aug 22 1966,India,0-1,Singapore,Merdeka Tournament,Kuala Lumpur › Malaysia
Tue Aug 23 1966,Burma,2-0,South Korea,Merdeka Tournament,Ipoh › Malaysia
Tue Aug 23 1966,Hong Kong,2-2,Thailand,Merdeka Tournament,Ipoh › Malaysia
Thu Aug 25 1966,Burma,2-0,Hong Kong,Merdeka Tournament,Kuala Lumpur › Malaysia
Fri Aug 26 1966,India,1-0,Vietnam Republic,Merdeka Tournament,Kuala Lumpur › Malaysia
Sat Aug 27 1966,Malaysia,1-2,South Korea,Merdeka Tournament,Kuala Lumpur › Malaysia
Sun Aug 28 1966,Burma,0-1,Vietnam Republic,Merdeka Tournament,Kuala Lumpur › Malaysia
Sun Aug 28 1966,China PR,4-0,Mali,Friendly,Beijing › China PR
Sun Aug 28 1966,Guinea,2-2,Cameroon,Friendly,Conakry › Guinea
Sun Aug 28 1966,India,1-0,South Korea,Merdeka Tournament,Kuala Lumpur › Malaysia
Mon Aug 29 1966,Singapore,2-2,Vietnam Republic,Friendly,Kallang › Singapore
Tue Aug 30 1966,Guinea,5-0,Mali,Friendly,Conakry › Guinea
Wed Aug 31 1966,Singapore,1-3,South Korea,Friendly,Kallang › Singapore
Sun Sep 4 1966,German DR,6-0,Egypt,Friendly,Karl-Marx-Stadt › German DR
Tue Sep 6 1966,Zambia,0-1,Kenya,Friendly,Ndola › Zambia
Wed Sep 7 1966,Netherlands,2-2,Hungary,UEFA Euro qualification,Rotterdam › Netherlands
Fri Sep 9 1966,Zambia,2-1,Kenya,Friendly,Lusaka › Zambia
Sun Sep 11 1966,German DR,2-0,Poland,Friendly,Erfurt › German DR
Tue Sep 13 1966,Zambia,5-4,Kenya,Friendly,Ndola › Zambia
Sun Sep 18 1966,Austria,2-1,Netherlands,Friendly,Vienna › Austria
Sun Sep 18 1966,Finland,2-1,Denmark,Nordic Championship,Helsinki › Finland
Sun Sep 18 1966,Norway,2-4,Sweden,Nordic Championship,Oslo › Norway
Sun Sep 18 1966,Yugoslavia,1-2,Russia,Friendly,Belgrade › Yugoslavia
Wed Sep 21 1966,German DR,2-0,Romania,Friendly,Gera › German DR
Wed Sep 21 1966,Hungary,6-0,Denmark,UEFA Euro qualification,Budapest › Hungary
Sat Sep 24 1966,Zanzibar,1-3,Kenya,Friendly,Zanzibar › Tanzania
Sun Sep 25 1966,Tanzania,0-3,Uganda,Friendly,Zanzibar › Zanzibar
Tue Sep 27 1966,Kenya,0-0,Uganda,Friendly,Zanzibar › Tanzania
Wed Sep 28 1966,Hungary,4-2,France,Friendly,Budapest › Hungary
Wed Sep 28 1966,Zanzibar,0-4,Tanzania,Friendly,Zanzibar › Zanzibar
Fri Sep 30 1966,Tanzania,2-3,Kenya,Friendly,Zanzibar › Tanzania
Sat Oct 1 1966,Zanzibar,0-0,Uganda,Friendly,Zanzibar › Zanzibar
Sun Oct 2 1966,Finland,0-0,Austria,UEFA Euro qualification,Helsinki › Finland
Sun Oct 2 1966,Poland,4-0,Luxembourg,UEFA Euro qualification,Szczecin › Poland
Wed Oct 5 1966,Sweden,4-1,Austria,Friendly,Solna › Sweden
Wed Oct 12 1966,Israel,1-3,Yugoslavia,Friendly,Jaffa › Israel
Wed Oct 12 1966,Turkey,0-2,Germany,Friendly,Ankara › Turkey
Sat Oct 15 1966,French Guiana,3-3,Suriname,Friendly,Cayenne › French Guiana
Sun Oct 16 1966,French Guiana,0-3,Suriname,Friendly,Cayenne › French Guiana
Sun Oct 16 1966,Greece,2-1,Finland,UEFA Euro qualification,Salonica › Greece
Sun Oct 16 1966,Russia,0-2,Turkey,Friendly,Moscow › Soviet Union
Wed Oct 19 1966,Yugoslavia,1-0,Czechoslovakia,Friendly,Belgrade › Yugoslavia
Sat Oct 22 1966,Belgium,1-0,Switzerland,Friendly,Bruges › Belgium
Sat Oct 22 1966,France,2-1,Poland,UEFA Euro qualification,Paris › France
Sat Oct 22 1966,Northern Ireland,0-2,England,UEFA Euro qualification,Belfast › Northern Ireland
Sat Oct 22 1966,Wales,1-1,Scotland,UEFA Euro qualification,Cardiff › Wales
Sun Oct 23 1966,Republic of Ireland,0-0,Spain,UEFA Euro qualification,Dublin › Republic of Ireland
Sun Oct 23 1966,Russia,2-2,German DR,Friendly,Moscow › Soviet Union
Wed Oct 26 1966,Denmark,3-1,Israel,Friendly,Copenhagen › Denmark
Sun Oct 30 1966,Hungary,3-1,Austria,Friendly,Budapest › Hungary
Mon Oct 31 1966,Cameroon,2-0,Togo,Friendly,Yaoundé › Cameroon
Tue Nov 1 1966,Italy,1-0,Russia,Friendly,Milan › Italy
Tue Nov 1 1966,Ivory Coast,1-1,Ghana,Friendly,Abidjan › Ivory Coast
Tue Nov 1 1966,Vietnam Republic,3-2,Malaysia,Vietnam Independence Cup,Saigon › Vietnam Republic
Wed Nov 2 1966,England,0-0,Czechoslovakia,Friendly,London › England
Wed Nov 2 1966,Romania,4-2,Switzerland,UEFA Euro qualification,Bucharest › Romania
Thu Nov 3 1966,Malaysia,1-1,Thailand,Vietnam Independence Cup,Saigon › Vietnam Republic
Sat Nov 5 1966,Dominica,0-1,Saint Vincent and the Grenadines,Windward Islands Tournament,St. George's › Grenada
Sat Nov 5 1966,Nigeria,3-2,DR Congo,Friendly,Lagos › Nigeria
Sat Nov 5 1966,Vietnam Republic,4-1,Thailand,Vietnam Independence Cup,Saigon › Vietnam Republic
Sun Nov 6 1966,Bulgaria,6-1,Yugoslavia,Friendly,Sofia › Bulgaria
Sun Nov 6 1966,Grenada,7-1,Saint Lucia,Windward Islands Tournament,St. George's › Grenada
Sun Nov 6 1966,Netherlands,1-2,Czechoslovakia,Friendly,Amsterdam › Netherlands
Sun Nov 6 1966,Sweden,2-1,Denmark,Nordic Championship,Solna › Sweden
Tue Nov 8 1966,Grenada,3-3,Dominica,Windward Islands Tournament,St. George's › Grenada
Wed Nov 9 1966,Saint Lucia,1-2,Saint Vincent and the Grenadines,Windward Islands Tournament,St. George's › Grenada
Thu Nov 10 1966,Dominica,5-3,Saint Lucia,Windward Islands Tournament,St. George's › Grenada
Fri Nov 11 1966,Belgium,2-1,France,UEFA Euro qualification,Brussels › Belgium
Sat Nov 12 1966,Grenada,1-3,Saint Vincent and the Grenadines,Windward Islands Tournament,St. George's › Grenada
Sat Nov 12 1966,Sierra Leone,1-1,Liberia,Friendly,Freetown › Sierra Leone
Sun Nov 13 1966,Bulgaria,4-2,Norway,UEFA Euro qualification,Sofia › Bulgaria
Sun Nov 13 1966,Portugal,1-2,Sweden,UEFA Euro qualification,Oeiras › Portugal
Wed Nov 16 1966,England,5-1,Wales,UEFA Euro qualification,London › England
Wed Nov 16 1966,Republic of Ireland,2-1,Turkey,UEFA Euro qualification,Dublin › Republic of Ireland
Wed Nov 16 1966,Scotland,2-1,Northern Ireland,UEFA Euro qualification,Glasgow › Scotland
Thu Nov 17 1966,Romania,4-3,Poland,Friendly,Ploieşti › Romania
Sat Nov 19 1966,Germany,3-0,Norway,Friendly,Cologne › Germany
Sat Nov 19 1966,Liberia,2-0,Sierra Leone,Friendly,Monrovia › Liberia
Sun Nov 20 1966,Mali,1-0,Guinea,Friendly,Bamako › Mali
Thu Nov 24 1966,Algeria,2-2,Morocco,Friendly,Algiers › Algeria
Fri Nov 25 1966,DR Congo,1-0,Nigeria,Friendly,Kinshasa › DR Congo
Fri Nov 25 1966,Palestine,5-3,Yemen,GaNEFo,Phnom Penh › Cambodia
Sat Nov 26 1966,Cambodia,0-2,North Korea,GaNEFo,Phnom Penh › Cambodia
Sat Nov 26 1966,China PR,7-0,Palestine,GaNEFo,Phnom Penh › Cambodia
Sat Nov 26 1966,Italy,3-1,Romania,UEFA Euro qualification,Naples › Italy
Sat Nov 26 1966,Luxembourg,0-3,France,UEFA Euro qualification,Luxembourg › Luxembourg
Sat Nov 26 1966,North Vietnam,9-0,Yemen,GaNEFo,Phnom Penh › Cambodia
Sun Nov 27 1966,Cambodia,0-4,China PR,GaNEFo,Phnom Penh › Cambodia
Sun Nov 27 1966,Palestine,0-4,North Vietnam,GaNEFo,Phnom Penh › Cambodia
Tue Nov 29 1966,Cambodia,8-0,Yemen,GaNEFo,Phnom Penh › Cambodia
Tue Nov 29 1966,Palestine,1-5,North Korea,GaNEFo,Phnom Penh › Cambodia
Wed Nov 30 1966,Cambodia,2-2,North Vietnam,GaNEFo,Phnom Penh › Cambodia
Wed Nov 30 1966,Chile,5-2,Colombia,Copa América,Santiago › Chile
Wed Nov 30 1966,China PR,2-0,North Vietnam,GaNEFo,Phnom Penh › Cambodia
Wed Nov 30 1966,North Korea,14-0,Yemen,GaNEFo,Phnom Penh › Cambodia
Wed Nov 30 1966,Netherlands,2-0,Denmark,UEFA Euro qualification,Rotterdam › Netherlands
Wed Nov 30 1966,Uganda,1-2,Kenya,Friendly,Kampala › Uganda
Fri Dec 2 1966,DR Congo,4-3,Gabon,Friendly,Bangui › Central African Republic
Sat Dec 3 1966,Central African Republic,1-4,DR Congo,Friendly,Bangui › Central African Republic
Sat Dec 3 1966,China PR,1-2,North Korea,GaNEFo,Phnom Penh › Cambodia
Sat Dec 3 1966,Cyprus,1-5,Romania,UEFA Euro qualification,Nicosia › Cyprus
Sat Dec 3 1966,Israel,0-0,Poland,Friendly,Jaffa › Israel
Tue Dec 6 1966,China PR,6-0,Yemen,GaNEFo,Phnom Penh › Cambodia
Tue Dec 6 1966,North Korea,3-1,North Vietnam,GaNEFo,Phnom Penh › Cambodia
Wed Dec 7 1966,Israel,1-2,Romania,Friendly,Jaffa › Israel
Wed Dec 7 1966,Spain,2-0,Republic of Ireland,UEFA Euro qualification,Valencia › Spain
Fri Dec 9 1966,Libya,2-2,Egypt,African Cup of Nations qualification,Tripoli › Libya
Fri Dec 9 1966,Papua New Guinea,3-4,Tahiti,South Pacific Games,Nouméa › New Caledonia
Sat Dec 10 1966,Kenya,0-1,Sudan,Friendly,Nairobi › Kenya
Sun Dec 11 1966,Colombia,0-0,Chile,Copa América,Bogotá › Colombia
Sun Dec 11 1966,Tahiti,5-0,Wallis Islands and Futuna,South Pacific Games,Nouméa › New Caledonia
Mon Dec 12 1966,Kenya,3-2,Sudan,Friendly,Nairobi › Kenya
Mon Dec 12 1966,New Caledonia,5-0,Vanuatu,South Pacific Games,Nouméa › New Caledonia
Mon Dec 12 1966,New Caledonia,8-0,Solomon Islands,South Pacific Games,Nouméa › New Caledonia
Tue Dec 13 1966,Papua New Guinea,9-1,Wallis Islands and Futuna,South Pacific Games,Nouméa › New Caledonia
Tue Dec 13 1966,Solomon Islands,4-4,Vanuatu,South Pacific Games,Nouméa › New Caledonia
Thu Dec 15 1966,New Caledonia,4-0,Papua New Guinea,South Pacific Games,Nouméa › New Caledonia
Thu Dec 15 1966,Tahiti,3-0,Vanuatu,South Pacific Games,Nouméa › New Caledonia
Sat Dec 17 1966,New Caledonia,0-2,Tahiti,South Pacific Games,Nouméa › New Caledonia
Sat Dec 17 1966,Papua New Guinea,2-5,Vanuatu,South Pacific Games,Nouméa › New Caledonia
Wed Dec 21 1966,Ecuador,2-2,Paraguay,Copa América,Guayaquil › Ecuador
Wed Dec 28 1966,Paraguay,3-1,Ecuador,Copa América,Asunción › Paraguay
