Date,Team 1,Score,Team 2,Tournament,City
Wed Jan 1 1936,French Guiana,1-3,Suriname,Friendly,Cayenne › French Guiana
Sat Jan 4 1936,Jamaica,0-1,Trinidad and Tobago,Friendly,Kingston › Jamaica
Sat Jan 11 1936,Jamaica,1-2,Trinidad and Tobago,Friendly,Kingston › Jamaica
Sun Jan 12 1936,France,1-6,Netherlands,Friendly,Paris › France
Sun Jan 19 1936,Spain,4-5,Austria,Friendly,Madrid › Spain
Sun Jan 26 1936,Portugal,2-3,Austria,Friendly,Porto › Portugal
Thu Jan 30 1936,Curaçao,4-2,Trinidad and Tobago,Friendly,Willemstad › Curaçao
Wed Feb 5 1936,England,1-2,Wales,British Championship,Wolverhampton › England
Sun Feb 9 1936,France,0-3,Czechoslovakia,Friendly,Paris › France
Sun Feb 16 1936,Belgium,0-2,Poland,Friendly,Brussels › Belgium
Sat Feb 22 1936,Trinidad and Tobago,3-0,Curaçao,Friendly,Port of Spain › Trinidad and Tobago
Sun Feb 23 1936,Spain,1-2,Germany,Friendly,Barcelona › Spain
Thu Feb 27 1936,Portugal,1-3,Germany,Friendly,Lisbon › Portugal
Sun Mar 8 1936,France,3-0,Belgium,Friendly,Colombes › France
Wed Mar 11 1936,Northern Ireland,3-2,Wales,British Championship,Belfast › Northern Ireland
Sun Mar 15 1936,Hungary,3-2,Germany,Friendly,Budapest › Hungary
Tue Mar 17 1936,Republic of Ireland,1-0,Switzerland,Friendly,Dublin › Irish Free State
Sun Mar 22 1936,Austria,1-1,Czechoslovakia,International Cup,Vienna › Austria
Sun Mar 29 1936,Netherlands,8-0,Belgium,Friendly,Amsterdam › Netherlands
Sat Apr 4 1936,England,1-1,Scotland,British Championship,London › England
Sun Apr 5 1936,Austria,3-5,Hungary,Friendly,Vienna › Austria
Sun Apr 5 1936,Switzerland,1-2,Italy,Friendly,Zürich › Switzerland
Sun May 3 1936,Belgium,1-1,Netherlands,Friendly,Brussels › Belgium
Sun May 3 1936,Hungary,3-3,Republic of Ireland,Friendly,Budapest › Hungary
Sun May 3 1936,Switzerland,0-2,Spain,Friendly,Berne › Switzerland
Wed May 6 1936,Austria,2-1,England,Friendly,Vienna › Austria
Sat May 9 1936,Belgium,3-2,England,Friendly,Brussels › Belgium
Sat May 9 1936,Luxembourg,1-5,Republic of Ireland,Friendly,Luxembourg › Luxembourg
Sun May 10 1936,Romania,3-2,Yugoslavia,Friendly,Bucharest › Romania
Sun May 17 1936,Italy,2-2,Austria,Friendly,Rome › Italy
Sun May 17 1936,Romania,5-2,Greece,Balkan Cup,Bucharest › Romania
Thu May 21 1936,Bulgaria,5-4,Greece,Balkan Cup,Bucharest › Romania
Sun May 24 1936,Romania,4-1,Bulgaria,Balkan Cup,Bucharest › Romania
Sun May 24 1936,Switzerland,1-1,Belgium,Friendly,Basel › Switzerland
Thu May 28 1936,Estonia,3-4,Latvia,Friendly,Tallinn › Estonia
Sun May 31 1936,Hungary,1-2,Italy,Friendly,Budapest › Hungary
Sun Jun 14 1936,Denmark,4-3,Sweden,Nordic Championship,Copenhagen › Denmark
Sun Jun 14 1936,Lithuania,1-5,Latvia,Friendly,Kaunas › Lithuania
Thu Jun 18 1936,Norway,1-2,Switzerland,Friendly,Oslo › Norway
Fri Jun 19 1936,Egypt,3-1,Greece,Friendly,Cairo › Egypt
Sun Jun 21 1936,Sweden,5-2,Switzerland,Friendly,Stockholm › Sweden
Tue Jun 30 1936,Finland,1-4,Denmark,Nordic Championship,Helsinki › Finland
Tue Jun 30 1936,Lithuania,2-0,Estonia,Friendly,Kaunas › Lithuania
Sat Jul 4 1936,New Zealand,1-7,Australia,Friendly,Dunedin › New Zealand
Sun Jul 5 1936,Sweden,2-0,Norway,Nordic Championship,Gothenburg › Sweden
Sat Jul 11 1936,New Zealand,0-10,Australia,Friendly,Wellington › New Zealand
Sun Jul 12 1936,Turkey,3-3,Yugoslavia,Friendly,Istanbul › Turkey
Sat Jul 18 1936,New Zealand,1-4,Australia,Friendly,Auckland › New Zealand
Sun Jul 26 1936,Sweden,3-4,Norway,Friendly,Stockholm › Sweden
Sun Aug 9 1936,Argentina,1-0,Uruguay,Friendly,Buenos Aires › Argentina
Thu Aug 20 1936,Estonia,2-2,Finland,Friendly,Tallinn › Estonia
Sat Aug 29 1936,Latvia,2-1,Lithuania,Baltic Cup,Riga › Latvia
Sun Aug 30 1936,Estonia,2-1,Lithuania,Baltic Cup,Riga › Latvia
Mon Aug 31 1936,Latvia,2-1,Estonia,Baltic Cup,Riga › Latvia
Sun Sep 6 1936,Latvia,3-3,Poland,Friendly,Riga › Latvia
Sun Sep 6 1936,Norway,0-2,Finland,Nordic Championship,Oslo › Norway
Sun Sep 6 1936,Yugoslavia,9-3,Poland,Friendly,Belgrade › Yugoslavia
Sun Sep 13 1936,Poland,1-1,Germany,Friendly,Warsaw › Poland
Sun Sep 20 1936,Norway,3-3,Denmark,Nordic Championship,Oslo › Norway
Sun Sep 20 1936,Uruguay,2-1,Argentina,Friendly,Montevideo › Uruguay
Sun Sep 27 1936,Czechoslovakia,1-2,Germany,Friendly,Prague › Czechoslovakia
Sun Sep 27 1936,Finland,1-2,Sweden,Nordic Championship,Helsinki › Finland
Sun Sep 27 1936,Germany,7-2,Luxembourg,Friendly,Krefeld › Germany
Sun Sep 27 1936,Hungary,5-3,Austria,International Cup,Budapest › Hungary
Sun Oct 4 1936,Denmark,2-1,Poland,Friendly,Copenhagen › Denmark
Sun Oct 4 1936,Romania,1-2,Hungary,Friendly,Bucharest › Romania
Wed Oct 14 1936,Scotland,2-0,Germany,Friendly,Glasgow › Scotland
Sat Oct 17 1936,Republic of Ireland,5-2,Germany,Friendly,Dublin › Irish Free State
Sat Oct 17 1936,Wales,2-1,England,British Championship,Cardiff › Wales
Sun Oct 18 1936,Czechoslovakia,5-2,Hungary,International Cup,Prague › Czechoslovakia
Sun Oct 25 1936,Italy,4-2,Switzerland,International Cup,Milan › Italy
Sat Oct 31 1936,Northern Ireland,1-3,Scotland,British Championship,Belfast › Northern Ireland
Sun Nov 1 1936,Netherlands,3-3,Norway,Friendly,Amsterdam › Netherlands
Sun Nov 8 1936,Switzerland,1-3,Austria,International Cup,Zürich › Switzerland
Sun Nov 15 1936,Germany,2-2,Italy,Friendly,Berlin › Germany
Wed Nov 18 1936,England,3-1,Northern Ireland,British Championship,Stoke-on-Trent › England
Wed Dec 2 1936,England,6-2,Hungary,Friendly,London › England
Wed Dec 2 1936,Scotland,1-2,Wales,British Championship,Dundee › Scotland
Sun Dec 6 1936,Republic of Ireland,2-3,Hungary,Friendly,Dublin › Irish Free State
Sun Dec 13 1936,France,1-0,Yugoslavia,Friendly,Paris › France
Sun Dec 13 1936,Italy,2-0,Czechoslovakia,Friendly,Genoa › Italy
Sun Dec 27 1936,Brazil,3-2,Peru,Copa América,Buenos Aires › Argentina
Wed Dec 30 1936,Argentina,2-1,Chile,Copa América,Buenos Aires › Argentina
