Date,Team 1,Score,Team 2,Tournament,City
Mon Jun 24 1991,Åland Islands,1-0,Isle of Wight,Island Games,Åland › Finland
Tue Jun 25 1991,Costa Rica,0-1,Colombia,Friendly,San José › Costa Rica
Tue Jun 25 1991,Ecuador,2-2,Peru,Friendly,Guayaquil › Ecuador
Tue Jun 25 1991,Mozambique,1-1,Botswana,Friendly,Maputo › Mozambique
Tue Jun 25 1991,Faroe Islands,3-2,Greenland,Island Games,Åland › Finland
Tue Jun 25 1991,Jersey,2-0,Shetland,Island Games,Åland › Finland
Tue Jun 25 1991,Åland Islands,2-0,Guernsey,Island Games,Åland › Finland
Tue Jun 25 1991,Ynys Môn,5-1,Isle of Wight,Island Games,Åland › Finland
Wed Jun 26 1991,Uruguay,2-1,Chile,Friendly,Montevideo › Uruguay
Wed Jun 26 1991,Faroe Islands,5-3,Jersey,Island Games,Åland › Finland
Wed Jun 26 1991,Shetland,5-2,Greenland,Island Games,Åland › Finland
Wed Jun 26 1991,Åland Islands,0-1,Ynys Môn,Island Games,Åland › Finland
Wed Jun 26 1991,Isle of Wight,1-1,Guernsey,Island Games,Åland › Finland
Thu Jun 27 1991,Brazil,1-1,Argentina,Friendly,Curitiba › Brazil
Fri Jun 28 1991,Canada,2-4,Honduras,Gold Cup,Los Angeles › United States
Fri Jun 28 1991,Gambia,2-3,Ghana,Friendly,Lagos › Nigeria
Fri Jun 28 1991,Mexico,4-1,Jamaica,Gold Cup,Los Angeles › United States
Fri Jun 28 1991,Isle of Wight,3-1,Greenland,Island Games,Åland › Finland
Fri Jun 28 1991,Shetland,2-1,Guernsey,Island Games,Åland › Finland
Fri Jun 28 1991,Åland Islands,0-2,Jersey,Island Games,Åland › Finland
Sat Jun 29 1991,Costa Rica,2-0,Guatemala,Gold Cup,Pasadena › United States
Sat Jun 29 1991,United States,2-1,Trinidad and Tobago,Gold Cup,Pasadena › United States
Sat Jun 29 1991,Faroe Islands,2-0,Ynys Môn,Island Games,Åland › Finland
Sun Jun 30 1991,Canada,1-3,Mexico,Gold Cup,Los Angeles › United States
Sun Jun 30 1991,Chile,3-1,Ecuador,Friendly,Santiago › Chile
Sun Jun 30 1991,Jamaica,0-5,Honduras,Gold Cup,Los Angeles › United States
Mon Jul 1 1991,Trinidad and Tobago,2-1,Costa Rica,Gold Cup,Pasadena › United States
Mon Jul 1 1991,United States,3-0,Guatemala,Gold Cup,Pasadena › United States
Tue Jul 2 1991,Moldova,2-4,Georgia,Friendly,Chişinău › Moldova
Wed Jul 3 1991,Jamaica,2-3,Canada,Gold Cup,Los Angeles › United States
Wed Jul 3 1991,Mexico,1-1,Honduras,Gold Cup,Los Angeles › United States
Wed Jul 3 1991,Trinidad and Tobago,0-1,Guatemala,Gold Cup,Los Angeles › United States
Wed Jul 3 1991,United States,3-2,Costa Rica,Gold Cup,Los Angeles › United States
Fri Jul 5 1991,Honduras,2-0,Costa Rica,Gold Cup,Los Angeles › United States
Fri Jul 5 1991,United States,2-0,Mexico,Gold Cup,Los Angeles › United States
Sat Jul 6 1991,Chile,2-0,Venezuela,Copa América,Santiago › Chile
Sat Jul 6 1991,Malawi,0-2,Kenya,Friendly,Blantyre › Malawi
Sat Jul 6 1991,Paraguay,1-0,Peru,Copa América,Santiago › Chile
Sun Jul 7 1991,Bolivia,1-1,Uruguay,Copa América,Valparaíso › Chile
Sun Jul 7 1991,Colombia,1-0,Ecuador,Copa América,Valparaíso › Chile
Sun Jul 7 1991,Gabon,0-1,Ghana,Friendly,Libreville › Gabon
Sun Jul 7 1991,Mexico,2-0,Costa Rica,Gold Cup,Los Angeles › United States
Sun Jul 7 1991,United States,0-0,Honduras,Gold Cup,Los Angeles › United States
Mon Jul 8 1991,Argentina,3-0,Venezuela,Copa América,Santiago › Chile
Mon Jul 8 1991,Chile,4-2,Peru,Copa América,Concepción › Chile
Mon Jul 8 1991,Malawi,1-1,Kenya,Friendly,Lilongwe › Malawi
Tue Jul 9 1991,Bolivia,1-2,Brazil,Copa América,Viña del Mar › Chile
Tue Jul 9 1991,Congo,0-0,DR Congo,Friendly,Brazzaville › Congo
Tue Jul 9 1991,Ecuador,1-1,Uruguay,Copa América,Viña del Mar › Chile
Wed Jul 10 1991,Chile,0-1,Argentina,Copa América,Santiago › Chile
Wed Jul 10 1991,Malawi,1-1,Kenya,Friendly,Mzuzu › Malawi
Wed Jul 10 1991,Paraguay,5-0,Venezuela,Copa América,Santiago › Chile
Thu Jul 11 1991,Bolivia,0-0,Colombia,Copa América,Viña del Mar › Chile
Thu Jul 11 1991,Brazil,1-1,Uruguay,Copa América,Viña del Mar › Chile
Fri Jul 12 1991,Argentina,4-1,Paraguay,Copa América,Concepción › Chile
Fri Jul 12 1991,Egypt,5-1,Chad,African Cup of Nations qualification,Cairo › Egypt
Fri Jul 12 1991,Peru,5-1,Venezuela,Copa América,Santiago › Chile
Sat Jul 13 1991,Bolivia,0-4,Ecuador,Copa América,Viña del Mar › Chile
Sat Jul 13 1991,Brazil,0-2,Colombia,Copa América,Viña del Mar › Chile
Sun Jul 14 1991,Argentina,3-2,Peru,Copa América,Santiago › Chile
Sun Jul 14 1991,Cameroon,1-0,Sierra Leone,African Cup of Nations qualification,Yaoundé › Cameroon
Sun Jul 14 1991,Chile,4-0,Paraguay,Copa América,Santiago › Chile
Sun Jul 14 1991,DR Congo,1-0,Uganda,African Cup of Nations qualification,Kinshasa › Zaïre
Sun Jul 14 1991,Gabon,1-0,Tanzania,African Cup of Nations qualification,Libreville › Gabon
Sun Jul 14 1991,Guinea,2-1,Mali,African Cup of Nations qualification,Conakry › Guinea
Sun Jul 14 1991,Kenya,1-0,Mozambique,African Cup of Nations qualification,Nairobi › Kenya
Sun Jul 14 1991,Togo,2-0,Benin,African Cup of Nations qualification,Lomé › Togo
Sun Jul 14 1991,Zambia,2-1,Madagascar,African Cup of Nations qualification,Lusaka › Zambia
Sun Jul 14 1991,Zimbabwe,2-2,Congo,African Cup of Nations qualification,Harare › Zimbabwe
Mon Jul 15 1991,Brazil,3-1,Ecuador,Copa América,Viña del Mar › Chile
Mon Jul 15 1991,Colombia,0-1,Uruguay,Copa América,Viña del Mar › Chile
Mon Jul 15 1991,Faroe Islands,1-1,Turkey,Friendly,Tórshavn › Faroe Islands
Wed Jul 17 1991,Argentina,3-2,Brazil,Copa América,Santiago › Chile
Wed Jul 17 1991,Chile,1-1,Colombia,Copa América,Santiago › Chile
Wed Jul 17 1991,Iceland,5-1,Turkey,Friendly,Reykjavík › Iceland
Fri Jul 19 1991,Brazil,2-0,Colombia,Copa América,Santiago › Chile
Fri Jul 19 1991,Chile,0-0,Argentina,Copa América,Santiago › Chile
Sun Jul 21 1991,Argentina,2-1,Colombia,Copa América,Santiago › Chile
Sun Jul 21 1991,Chile,0-2,Brazil,Copa América,Santiago › Chile
Wed Jul 24 1991,Ivory Coast,0-0,Guinea,Friendly,Abidjan › Ivory Coast
Fri Jul 26 1991,Egypt,2-2,Tunisia,African Cup of Nations qualification,Cairo › Egypt
Fri Jul 26 1991,Mauritania,0-1,Niger,African Cup of Nations qualification,Nouakchott › Mauritania
Sat Jul 27 1991,Japan,0-1,South Korea,Friendly,Nagasaki › Japan
Sat Jul 27 1991,Malawi,2-2,Zimbabwe,African Cup of Nations qualification,Zomba › Malawi
Sat Jul 27 1991,Nigeria,7-1,Burkina Faso,African Cup of Nations qualification,Lagos › Nigeria
Sun Jul 28 1991,Benin,0-0,Ghana,African Cup of Nations qualification,Cotonou › Benin
Sun Jul 28 1991,Cameroon,1-0,Guinea,African Cup of Nations qualification,Yaoundé › Cameroon
Sun Jul 28 1991,Gabon,0-0,DR Congo,African Cup of Nations qualification,Libreville › Gabon
Sun Jul 28 1991,Ivory Coast,2-0,Morocco,African Cup of Nations qualification,Abidjan › Ivory Coast
Sun Jul 28 1991,Sierra Leone,2-0,Mali,African Cup of Nations qualification,Freetown › Sierra Leone
Thu Aug 8 1991,Czechoslovakia,0-0,Yugoslavia,Friendly,Aosta › Italy
Thu Aug 8 1991,Norway,1-2,Sweden,Friendly,Oslo › Norway
Sun Aug 11 1991,Benin,0-3,Ivory Coast,Friendly,Cotonou › Benin
