Date,Team 1,Score,Team 2,Tournament,City
Mon Aug 12 1968,South Korea,3-2,Singapore,Merdeka Tournament,Ipoh › Malaysia
Wed Aug 14 1968,Burma,0-0,Thailand,Merdeka Tournament,Ipoh › Malaysia
Wed Aug 14 1968,South Korea,2-1,Chinese Taipei,Merdeka Tournament,Kuala Lumpur › Malaysia
Wed Aug 14 1968,Malaysia,4-0,Vietnam Republic,Merdeka Tournament,Ipoh › Malaysia
Thu Aug 15 1968,El Salvador,1-0,Guatemala,Friendly,San Salvador › El Salvador
Thu Aug 15 1968,Hong Kong,1-1,India,Merdeka Tournament,Ipoh › Malaysia
Thu Aug 15 1968,Indonesia,4-0,Singapore,Merdeka Tournament,Kuala Lumpur › Malaysia
Thu Aug 15 1968,Thailand,2-3,Vietnam Republic,Merdeka Tournament,Ipoh › Malaysia
Sat Aug 17 1968,Burma,1-3,India,Merdeka Tournament,Kuala Lumpur › Malaysia
Sat Aug 17 1968,Indonesia,4-2,South Korea,Merdeka Tournament,Ipoh › Malaysia
Sun Aug 18 1968,Hong Kong,1-3,Vietnam Republic,Merdeka Tournament,Kuala Lumpur › Malaysia
Sun Aug 18 1968,Malaysia,1-1,Burma,Merdeka Tournament,Kuala Lumpur › Malaysia
Sun Aug 18 1968,Norway,4-1,Finland,Nordic Championship,Oslo › Norway
Sun Aug 18 1968,Peru,1-2,Chile,Copa del Pacífico,Lima › Peru
Sun Aug 18 1968,Singapore,4-4,Western Australia,Merdeka Tournament,Ipoh › Malaysia
Mon Aug 19 1968,India,0-1,Thailand,Merdeka Tournament,Kuala Lumpur › Malaysia
Mon Aug 19 1968,Indonesia,10-1,Chinese Taipei,Merdeka Tournament,Kuala Lumpur › Malaysia
Wed Aug 21 1968,Burma,2-1,Indonesia,Merdeka Tournament,Kuala Lumpur › Malaysia
Wed Aug 21 1968,South Korea,2-1,Thailand,Merdeka Tournament,Kuala Lumpur › Malaysia
Wed Aug 21 1968,Peru,0-0,Chile,Copa del Pacífico,Lima › Peru
Thu Aug 22 1968,Malaysia,4-3,Western Australia,Merdeka Tournament,Kuala Lumpur › Malaysia
Sat Aug 24 1968,India,0-1,South Korea,Merdeka Tournament,Kuala Lumpur › Malaysia
Sat Aug 24 1968,Indonesia,1-3,Western Australia,Merdeka Tournament,Kuala Lumpur › Malaysia
Sun Aug 25 1968,Malaysia,3-0,Burma,Merdeka Tournament,Kuala Lumpur › Malaysia
Tue Aug 27 1968,Singapore,4-3,South Korea,Friendly,Kallang › Singapore
Wed Aug 28 1968,Singapore,1-0,Vietnam Republic,Friendly,Kallang › Singapore
Thu Aug 29 1968,India,1-3,Indonesia,Friendly,Kallang › Singapore
Thu Aug 29 1968,Peru,2-2,Argentina,Friendly,Lima › Peru
Fri Aug 30 1968,India,0-2,Vietnam Republic,Friendly,Kallang › Singapore
Fri Aug 30 1968,Singapore,1-0,Indonesia,Friendly,Kallang › Singapore
Sun Sep 1 1968,Peru,1-1,Argentina,Friendly,Lima › Peru
Sun Sep 1 1968,Suriname,2-1,French Guiana,Friendly,Paramaribo › Suriname
Wed Sep 4 1968,Netherlands,2-0,Luxembourg,FIFA World Cup qualification,Rotterdam › Netherlands
Tue Sep 10 1968,Israel,2-3,Northern Ireland,Friendly,Jaffa › Israel
Wed Sep 11 1968,El Salvador,1-1,Costa Rica,Friendly,San Salvador › El Salvador
Wed Sep 11 1968,Finland,0-3,Sweden,Nordic Championship,Helsinki › Finland
Sun Sep 15 1968,Norway,1-1,Sweden,Nordic Championship,Oslo › Norway
Sun Sep 15 1968,United States,3-3,Israel,Friendly,New York › United States
Tue Sep 17 1968,New Zealand,5-0,Fiji,Friendly,Auckland › New Zealand
Thu Sep 19 1968,New Caledonia,2-1,Fiji,Friendly,Nouméa › New Caledonia
Sun Sep 22 1968,Ghana,3-0,Benin,Friendly,Accra › Ghana
Sun Sep 22 1968,Switzerland,1-0,Austria,Friendly,Berne › Switzerland
Wed Sep 25 1968,Denmark,0-3,Czechoslovakia,FIFA World Cup qualification,Copenhagen › Denmark
Wed Sep 25 1968,France,1-1,Germany,Friendly,Marseille › France
Wed Sep 25 1968,United States,0-4,Israel,Friendly,Philadelphia › United States
Wed Sep 25 1968,Yugoslavia,9-1,Finland,FIFA World Cup qualification,Belgrade › Yugoslavia
Sat Sep 28 1968,Tanzania,0-2,Uganda,Friendly,Dar es Salaam › Tanzania
Sun Sep 29 1968,Kenya,3-0,Zanzibar,Friendly,Dar es Salaam › Tanzania
Sun Sep 29 1968,Mexico,3-0,Ethiopia,Friendly,León › Mexico
Tue Oct 1 1968,Tanzania,3-3,Kenya,Friendly,Dar es Salaam › Tanzania
Wed Oct 2 1968,Uganda,2-0,Zanzibar,Friendly,Dar es Salaam › Tanzania
Fri Oct 4 1968,Curaçao,1-1,Costa Rica,Friendly,Willemstad › Netherlands Antilles
Fri Oct 4 1968,Kenya,1-1,Uganda,Friendly,Dar es Salaam › Tanzania
Sat Oct 5 1968,Tanzania,3-0,Zanzibar,Friendly,Dar es Salaam › Tanzania
Sun Oct 6 1968,Canada,4-0,Bermuda,FIFA World Cup qualification,Toronto › Canada
Sun Oct 6 1968,Suriname,7-0,Martinique,Friendly,Paramaribo › Suriname
Tue Oct 8 1968,New Zealand,1-3,New Caledonia,Friendly,Auckland › New Zealand
Tue Oct 8 1968,Suriname,0-0,Martinique,Friendly,Paramaribo › Suriname
Wed Oct 9 1968,Belgium,6-1,Finland,FIFA World Cup qualification,Waregem › Belgium
Wed Oct 9 1968,Sweden,5-0,Norway,FIFA World Cup qualification,Solna › Sweden
Wed Oct 9 1968,Turkey,0-2,Bulgaria,Friendly,Istanbul › Turkey
Wed Oct 9 1968,Uganda,2-3,Zambia,Friendly,Kampala › Uganda
Sat Oct 12 1968,Switzerland,1-0,Greece,FIFA World Cup qualification,Basel › Switzerland
Sat Oct 12 1968,Uganda,1-1,Zambia,Friendly,Mbale › Uganda
Sun Oct 13 1968,Austria,0-2,Germany,FIFA World Cup qualification,Vienna › Austria
Sun Oct 13 1968,Kenya,2-1,Zambia,Friendly,Nairobi › Kenya
Tue Oct 15 1968,Ethiopia,6-0,Thailand,Friendly,León › Mexico
Wed Oct 16 1968,Belgium,3-0,Yugoslavia,FIFA World Cup qualification,Brussels › Belgium
Wed Oct 16 1968,Colombia,0-1,Mexico,Friendly,Bogotá › Colombia
Wed Oct 16 1968,Denmark,0-1,Scotland,Friendly,Copenhagen › Denmark
Thu Oct 17 1968,France,1-3,Spain,Friendly,Lyon › France
Sun Oct 20 1968,Bermuda,0-0,Canada,FIFA World Cup qualification,Hamilton › Bermuda
Sun Oct 20 1968,Czechoslovakia,1-0,Denmark,FIFA World Cup qualification,Bratislava › Czechoslovakia
Sun Oct 20 1968,Haiti,3-6,United States,Friendly,Port-au-Prince › Haiti
Sun Oct 20 1968,Peru,3-3,Mexico,Friendly,Lima › Peru
Sun Oct 20 1968,Poland,1-1,German DR,Friendly,Szczecin › Poland
Mon Oct 21 1968,Haiti,5-2,United States,Friendly,Port-au-Prince › Haiti
Tue Oct 22 1968,Zambia,7-1,Tanzania,Friendly,Kitwe › Zambia
Wed Oct 23 1968,Chile,3-1,Mexico,Friendly,Santiago › Chile
Wed Oct 23 1968,Haiti,1-0,United States,Friendly,Port-au-Prince › Haiti
Wed Oct 23 1968,Northern Ireland,4-1,Turkey,FIFA World Cup qualification,Belfast › Northern Ireland
Wed Oct 23 1968,Wales,0-1,Italy,FIFA World Cup qualification,Cardiff › Wales
Thu Oct 24 1968,Zambia,2-1,Tanzania,Friendly,Lusaka › Zambia
Sat Oct 26 1968,Uruguay,0-2,Mexico,Friendly,Montevideo › Uruguay
Sun Oct 27 1968,Bulgaria,2-0,Netherlands,FIFA World Cup qualification,Sofia › Bulgaria
Sun Oct 27 1968,Portugal,3-0,Romania,FIFA World Cup qualification,Oeiras › Portugal
Sun Oct 27 1968,Yugoslavia,0-0,Spain,FIFA World Cup qualification,Belgrade › Yugoslavia
Sun Oct 27 1968,Zambia,4-2,Sudan,FIFA World Cup qualification,Ndola › Zambia
Mon Oct 28 1968,Nigeria,7-2,Thailand,Friendly,León › Mexico
Wed Oct 30 1968,Poland,1-0,Republic of Ireland,Friendly,Chorzów › Poland
Thu Oct 31 1968,Brazil,1-2,Mexico,Friendly,Rio de Janeiro › Brazil
Sun Nov 3 1968,Brazil,2-1,Mexico,Friendly,Belo Horizonte › Brazil
Sun Nov 3 1968,Morocco,1-0,Senegal,FIFA World Cup qualification,Casablanca › Morocco
Sun Nov 3 1968,United States,6-2,Bermuda,FIFA World Cup qualification,Kansas City › United States
Wed Nov 6 1968,France,0-1,Norway,FIFA World Cup qualification,Strasbourg › France
Wed Nov 6 1968,Romania,0-0,England,Friendly,Bucharest › Romania
Wed Nov 6 1968,Scotland,2-1,Austria,FIFA World Cup qualification,Glasgow › Scotland
Fri Nov 8 1968,Sudan,4-2,Zambia,FIFA World Cup qualification,Khartoum › Sudan
Sun Nov 10 1968,Republic of Ireland,2-2,Austria,Friendly,Dublin › Republic of Ireland
Mon Nov 11 1968,Bermuda,0-2,United States,FIFA World Cup qualification,Hamilton › Bermuda
Mon Nov 11 1968,Guadeloupe,3-1,Martinique,Friendly,Basse-Terre › Guadeloupe
Thu Nov 14 1968,Costa Rica,3-0,El Salvador,Friendly,San José › Costa Rica
Thu Nov 14 1968,Guadeloupe,2-0,Puerto Rico,Friendly,Basse-Terre › Guadeloupe
Sat Nov 16 1968,Martinique,7-0,Puerto Rico,Friendly,Basse-Terre › Guadeloupe
Sat Nov 16 1968,Sierra Leone,2-1,Gambia,Friendly,Freetown › Sierra Leone
Sun Nov 17 1968,Algeria,1-2,Tunisia,FIFA World Cup qualification,Algiers › Algeria
Sun Nov 17 1968,Guatemala,4-0,Trinidad and Tobago,FIFA World Cup qualification,Guatemala › Guatemala
Sun Nov 17 1968,Zambia,2-2,Mauritius,African Cup of Nations qualification,Lusaka › Zambia
Mon Nov 18 1968,Saint Lucia,4-0,Dominica,Windward Islands Tournament,Castries › Saint Lucia
Wed Nov 20 1968,Burma,3-0,Laos,King's Cup,Bangkok › Thailand
Wed Nov 20 1968,Denmark,5-1,Luxembourg,Friendly,Copenhagen › Denmark
Wed Nov 20 1968,Dominica,2-6,Grenada,Windward Islands Tournament,Castries › Saint Lucia
Wed Nov 20 1968,Guatemala,0-0,Trinidad and Tobago,FIFA World Cup qualification,Guatemala › Guatemala
Wed Nov 20 1968,Thailand,3-0,Singapore,King's Cup,Bangkok › Thailand
Thu Nov 21 1968,Indonesia,1-0,Malaysia,King's Cup,Bangkok › Thailand
Fri Nov 22 1968,Burma,2-0,Singapore,King's Cup,Bangkok › Thailand
Fri Nov 22 1968,Thailand,1-0,Laos,King's Cup,Bangkok › Thailand
Sat Nov 23 1968,Cyprus,0-1,Germany,FIFA World Cup qualification,Nicosia › Cyprus
Sat Nov 23 1968,Dominica,1-1,Saint Vincent and the Grenadines,Windward Islands Tournament,Castries › Saint Lucia
Sat Nov 23 1968,Haiti,4-0,Trinidad and Tobago,FIFA World Cup qualification,Port-au-Prince › Haiti
Sat Nov 23 1968,Romania,2-0,Switzerland,FIFA World Cup qualification,Bucharest › Romania
Sun Nov 24 1968,Burma,1-3,Indonesia,King's Cup,Bangkok › Thailand
Sun Nov 24 1968,DR Congo,1-0,Tunisia,Friendly,Kinshasa › DR Congo
Sun Nov 24 1968,Laos,0-5,Malaysia,King's Cup,Bangkok › Thailand
Sun Nov 24 1968,Suriname,6-0,Curaçao,FIFA World Cup qualification,Paramaribo › Suriname
Mon Nov 25 1968,Haiti,2-4,Trinidad and Tobago,FIFA World Cup qualification,Port-au-Prince › Haiti
Tue Nov 26 1968,Indonesia,7-0,Singapore,King's Cup,Bangkok › Thailand
Wed Nov 27 1968,Argentina,4-0,Chile,Copa Carlos Dittborn,Rosario › Argentina
Wed Nov 27 1968,Costa Rica,3-0,Jamaica,FIFA World Cup qualification,San José › Costa Rica
Thu Nov 28 1968,Indonesia,6-1,Malaysia,King's Cup,Bangkok › Thailand
Fri Nov 29 1968,Thailand,1-2,Burma,King's Cup,Bangkok › Thailand
Sun Dec 1 1968,Cameroon,4-2,Tunisia,Friendly,Douala › Cameroon
Sun Dec 1 1968,Costa Rica,3-1,Jamaica,FIFA World Cup qualification,San José › Costa Rica
Sun Dec 1 1968,El Salvador,6-0,Suriname,FIFA World Cup qualification,San Salvador › El Salvador
Sun Dec 1 1968,Ghana,2-0,Senegal,Friendly,Accra › Ghana
Sun Dec 1 1968,Thailand,6-0,Malaysia,King's Cup,Bangkok › Thailand
Mon Dec 2 1968,Burma,0-1,Indonesia,King's Cup,Bangkok › Thailand
Wed Dec 4 1968,Chile,2-1,Argentina,Copa Carlos Dittborn,Santiago › Chile
Wed Dec 4 1968,Republic of Ireland,1-1,Denmark,Friendly,Dublin › Republic of Ireland
Thu Dec 5 1968,Curaçao,2-0,Suriname,FIFA World Cup qualification,Oranjestad › Netherlands Antilles
Thu Dec 5 1968,Honduras,3-1,Jamaica,FIFA World Cup qualification,Tegucigalpa › Honduras
Sat Dec 7 1968,Nigeria,1-1,Cameroon,FIFA World Cup qualification,Lagos › Nigeria
Sun Dec 8 1968,Haiti,2-0,Guatemala,FIFA World Cup qualification,Port-au-Prince › Haiti
Sun Dec 8 1968,Honduras,2-0,Jamaica,FIFA World Cup qualification,Tegucigalpa › Honduras
Sun Dec 8 1968,Mauritius,2-3,Zambia,African Cup of Nations qualification,Curepipe › Mauritius
Mon Dec 9 1968,New Caledonia,0-1,Tahiti,Friendly,Nouméa › New Caledonia
Wed Dec 11 1968,Cyprus,0-5,Scotland,FIFA World Cup qualification,Nicosia › Cyprus
Wed Dec 11 1968,England,1-1,Bulgaria,Friendly,London › England
Wed Dec 11 1968,Greece,4-2,Portugal,FIFA World Cup qualification,Piraeus › Greece
Wed Dec 11 1968,Spain,1-1,Belgium,FIFA World Cup qualification,Madrid › Spain
Wed Dec 11 1968,Turkey,0-3,Northern Ireland,FIFA World Cup qualification,Istanbul › Turkey
Thu Dec 12 1968,El Salvador,1-0,Curaçao,FIFA World Cup qualification,San Salvador › El Salvador
Thu Dec 12 1968,Kenya,1-1,Sudan,Friendly,Nairobi › Kenya
Sat Dec 14 1968,Brazil,2-2,Germany,Friendly,Rio de Janeiro › Brazil
Sat Dec 14 1968,Sierra Leone,1-1,Guinea,Friendly,Freetown › Sierra Leone
Sun Dec 15 1968,El Salvador,2-1,Curaçao,FIFA World Cup qualification,San Salvador › El Salvador
Sun Dec 15 1968,New Caledonia,1-1,Tahiti,Friendly,Nouméa › New Caledonia
Tue Dec 17 1968,Argentina,1-0,Poland,Friendly,Mar del Plata › Argentina
Tue Dec 17 1968,Brazil,3-3,Yugoslavia,Friendly,Rio de Janeiro › Brazil
Wed Dec 18 1968,Chile,2-1,Germany,Friendly,Santiago › Chile
Thu Dec 19 1968,Brazil,3-2,Yugoslavia,Friendly,Belo Horizonte › Brazil
Sun Dec 22 1968,Argentina,1-1,Yugoslavia,Friendly,Mar del Plata › Argentina
Sun Dec 22 1968,Cameroon,2-3,Nigeria,FIFA World Cup qualification,Douala › Cameroon
Sun Dec 22 1968,Honduras,1-0,Costa Rica,FIFA World Cup qualification,Tegucigalpa › Honduras
Sun Dec 22 1968,Mexico,0-0,Germany,Friendly,Mexico City › Mexico
Sun Dec 22 1968,Suriname,4-1,El Salvador,FIFA World Cup qualification,Paramaribo › Suriname
Sun Dec 29 1968,Costa Rica,1-1,Honduras,FIFA World Cup qualification,San José › Costa Rica
Sun Dec 29 1968,Tunisia,0-0,Algeria,FIFA World Cup qualification,Tunis › Tunisia
