Date,Team 1,Score,Team 2,Tournament,City
Sun Jan 11 1914,Italy,0-0,Austria,Friendly,Milan › Italy
Mon Jan 19 1914,Wales,1-2,Northern Ireland,British Championship,Wrexham › Wales
Sun Jan 25 1914,France,4-3,Belgium,Friendly,Lille › France
Sun Feb 8 1914,Luxembourg,5-4,France,Friendly,Luxembourg › Luxembourg
Sat Feb 14 1914,England,0-3,Northern Ireland,British Championship,Middlesbrough › England
Sat Feb 28 1914,Scotland,0-0,Wales,British Championship,Glasgow › Scotland
Sun Mar 8 1914,France,2-2,Switzerland,Friendly,Saint-Ouen › France
Sat Mar 14 1914,Northern Ireland,1-1,Scotland,British Championship,Belfast › Republic of Ireland
Sun Mar 15 1914,Belgium,2-4,Netherlands,Friendly,Antwerp › Belgium
Mon Mar 16 1914,Wales,0-2,England,British Championship,Cardiff › Wales
Sun Mar 29 1914,Italy,2-0,France,Friendly,Turin › Italy
Sun Apr 5 1914,Netherlands,4-4,Germany,Friendly,Amsterdam › Netherlands
Sun Apr 5 1914,Italy,1-1,Switzerland,Friendly,Genoa › Italy
Tue Apr 14 1914,Scotland,3-1,England,British Championship,Glasgow › Scotland
Sun Apr 26 1914,Netherlands,4-2,Belgium,Friendly,Amsterdam › Netherlands
Sun May 3 1914,Austria,2-0,Hungary,Friendly,Vienna › Austria
Sun May 17 1914,Denmark,4-3,Netherlands,Friendly,Copenhagen › Denmark
Sun May 17 1914,Switzerland,0-1,Italy,Friendly,Berne › Switzerland
Sun May 24 1914,Sweden,4-3,Finland,Friendly,Solna › Sweden
Sun May 31 1914,Hungary,5-1,France,Friendly,Budapest › Hungary
Sun Jun 21 1914,Sweden,1-1,Hungary,Friendly,Solna › Sweden
Sun Jun 28 1914,Norway,0-1,Sweden,Friendly,Kristiania › Norway
Sun Jul 5 1914,Sweden,2-2,Russia,Friendly,Solna › Sweden
Sun Jul 12 1914,Norway,1-1,Russia,Friendly,Kristiania › Norway
Sun Aug 30 1914,Uruguay,3-2,Argentina,Copa Premio Honor Uruguayo,Montevideo › Uruguay
Sun Sep 13 1914,Argentina,2-1,Uruguay,Copa Premio Honor Argentino,Buenos Aires › Argentina
Sun Sep 20 1914,Argentina,3-0,Brazil,Friendly,Buenos Aires › Argentina
Sun Sep 27 1914,Argentina,0-1,Brazil,Copa Roca,Buenos Aires › Argentina
Sun Oct 4 1914,Hungary,2-2,Austria,Friendly,Budapest › Hungary
Sun Oct 25 1914,Sweden,7-0,Norway,Friendly,Solna › Sweden
Sun Nov 8 1914,Austria,1-2,Hungary,Friendly,Vienna › Austria
