Date,Team 1,Score,Team 2,Tournament,City
Fri Jan 13 1956,Curaçao,3-1,Martinique,Friendly,Willemstad › Netherlands Antilles
Sun Jan 15 1956,Curaçao,3-1,Martinique,Friendly,Willemstad › Netherlands Antilles
Sat Jan 21 1956,Uruguay,4-2,Paraguay,Copa América,Montevideo › Uruguay
Sun Jan 22 1956,Argentina,2-1,Peru,Copa América,Montevideo › Uruguay
Tue Jan 24 1956,Brazil,1-4,Chile,Copa América,Montevideo › Uruguay
Sat Jan 28 1956,Uruguay,2-0,Peru,Copa América,Montevideo › Uruguay
Sun Jan 29 1956,Argentina,2-0,Chile,Copa América,Montevideo › Uruguay
Sun Jan 29 1956,Brazil,0-0,Paraguay,Copa América,Montevideo › Uruguay
Wed Feb 1 1956,Argentina,1-0,Paraguay,Copa América,Montevideo › Uruguay
Wed Feb 1 1956,Brazil,2-1,Peru,Copa América,Montevideo › Uruguay
Sun Feb 5 1956,Argentina,0-1,Brazil,Copa América,Montevideo › Uruguay
Sun Feb 5 1956,Paraguay,1-1,Peru,Copa América,Montevideo › Uruguay
Mon Feb 6 1956,Uruguay,2-1,Chile,Copa América,Montevideo › Uruguay
Thu Feb 9 1956,Chile,4-3,Peru,Copa América,Montevideo › Uruguay
Fri Feb 10 1956,Uruguay,0-0,Brazil,Copa América,Montevideo › Uruguay
Sun Feb 12 1956,Chile,2-0,Paraguay,Copa América,Montevideo › Uruguay
Wed Feb 15 1956,Italy,2-0,France,Friendly,Bologna › Italy
Wed Feb 15 1956,Uruguay,1-0,Argentina,Copa América,Montevideo › Uruguay
Sun Feb 19 1956,Turkey,3-1,Hungary,Friendly,Istanbul › Turkey
Sat Feb 25 1956,Philippines,0-2,South Korea,AFC Asian Cup qualification,Manila › Philippines
Sun Feb 26 1956,Mexico,1-1,Costa Rica,Pan American Championship,Mexico City › Mexico
Tue Feb 28 1956,Argentina,0-0,Peru,Pan American Championship,Mexico City › Mexico
Wed Feb 29 1956,Lebanon,1-4,Hungary,Friendly,Beirut › Lebanon
Thu Mar 1 1956,Brazil,2-1,Chile,Pan American Championship,Mexico City › Mexico
Sun Mar 4 1956,Mexico,0-2,Peru,Pan American Championship,Mexico City › Mexico
Tue Mar 6 1956,Argentina,4-3,Costa Rica,Pan American Championship,Mexico City › Mexico
Tue Mar 6 1956,Brazil,1-0,Peru,Pan American Championship,Mexico City › Mexico
Thu Mar 8 1956,Chile,1-2,Costa Rica,Pan American Championship,Mexico City › Mexico
Thu Mar 8 1956,Haiti,3-2,Panama,Friendly,Port-au-Prince › Haiti
Thu Mar 8 1956,Mexico,1-2,Brazil,Pan American Championship,Mexico City › Mexico
Fri Mar 9 1956,Panama,0-1,Venezuela,Friendly,Port-au-Prince › Haiti
Sat Mar 10 1956,Haiti,1-1,Venezuela,Friendly,Port-au-Prince › Haiti
Sun Mar 11 1956,Argentina,3-0,Chile,Pan American Championship,Mexico City › Mexico
Sun Mar 11 1956,Belgium,1-3,Switzerland,Friendly,Brussels › Belgium
Mon Mar 12 1956,Haiti,2-1,Panama,Friendly,Port-au-Prince › Haiti
Tue Mar 13 1956,Brazil,7-1,Costa Rica,Pan American Championship,Mexico City › Mexico
Tue Mar 13 1956,Mexico,0-0,Argentina,Pan American Championship,Mexico City › Mexico
Wed Mar 14 1956,Germany,1-2,Netherlands,Friendly,Düsseldorf › Germany
Wed Mar 14 1956,Panama,2-4,Venezuela,Friendly,Port-au-Prince › Haiti
Thu Mar 15 1956,Chile,2-2,Peru,Pan American Championship,Mexico City › Mexico
Fri Mar 16 1956,Haiti,3-0,Venezuela,Friendly,Port-au-Prince › Haiti
Sat Mar 17 1956,Costa Rica,4-2,Peru,Pan American Championship,Mexico City › Mexico
Sat Mar 17 1956,Malaysia,9-2,Cambodia,AFC Asian Cup qualification,Kuala Lumpur › Malaya
Sun Mar 18 1956,Argentina,2-2,Brazil,Pan American Championship,Mexico City › Mexico
Sun Mar 25 1956,France,3-1,Austria,Friendly,Colombes › France
Sun Mar 25 1956,Portugal,3-1,Turkey,Friendly,Oeiras › Portugal
Sat Mar 31 1956,Guadeloupe,1-2,Curaçao,Friendly,Fort-de-France › Martinique
Sun Apr 1 1956,Martinique,0-1,Curaçao,Friendly,Fort-de-France › Martinique
Sun Apr 8 1956,Belgium,0-1,Netherlands,Friendly,Antwerp › Belgium
Sun Apr 8 1956,Portugal,0-1,Brazil,Friendly,Oeiras › Portugal
Wed Apr 11 1956,Switzerland,1-1,Brazil,Friendly,Zürich › Switzerland
Wed Apr 11 1956,Wales,1-1,Northern Ireland,British Championship,Cardiff › Wales
Sat Apr 14 1956,Scotland,1-1,England,British Championship,Glasgow › Scotland
Sun Apr 15 1956,Austria,2-3,Brazil,Friendly,Vienna › Austria
Sat Apr 21 1956,Czechoslovakia,0-0,Brazil,Friendly,Prague › Czechoslovakia
Sat Apr 21 1956,South Korea,3-0,Philippines,AFC Asian Cup qualification,Seoul › South Korea
Sun Apr 22 1956,Yugoslavia,0-1,Romania,Friendly,Belgrade › Yugoslavia
Tue Apr 24 1956,Cambodia,3-2,Malaysia,AFC Asian Cup qualification,Phnom Penh › Cambodia
Wed Apr 25 1956,Italy,3-0,Brazil,Friendly,Milan › Italy
Thu Apr 26 1956,Martinique,3-0,Guadeloupe,Friendly,Fort-de-France › Martinique
Sun Apr 29 1956,Hungary,2-2,Yugoslavia,International Cup,Budapest › Hungary
Tue May 1 1956,Saarland,1-1,Switzerland,Friendly,Saarbrücken › Saarland
Tue May 1 1956,Turkey,0-1,Brazil,Friendly,Istanbul › Turkey
Wed May 2 1956,Scotland,1-1,Austria,Friendly,Glasgow › Scotland
Thu May 3 1956,Vietnam Republic,4-0,Malaysia,AFC Asian Cup qualification,Saigon › Vietnam Republic
Wed May 9 1956,England,4-2,Brazil,Friendly,London › England
Thu May 10 1956,Netherlands,1-4,Republic of Ireland,Friendly,Rotterdam › Netherlands
Thu May 10 1956,Switzerland,1-6,Czechoslovakia,International Cup,Geneva › Switzerland
Wed May 16 1956,Sweden,0-0,England,Friendly,Solna › Sweden
Sun May 20 1956,Finland,1-5,England,Friendly,Helsinki › Finland
Sun May 20 1956,Guadeloupe,2-2,Martinique,Friendly,Basse-Terre › Guadeloupe
Sun May 20 1956,Hungary,2-4,Czechoslovakia,International Cup,Budapest › Hungary
Wed May 23 1956,Russia,5-1,Denmark,Friendly,Moscow › Soviet Union
Thu May 24 1956,Malaysia,3-3,Vietnam Republic,AFC Asian Cup qualification,Kuala Lumpur › Malaya
Sat May 26 1956,Germany,1-3,England,Friendly,Berlin › Germany
Wed May 30 1956,Norway,0-0,Poland,Friendly,Oslo › Norway
Sun Jun 3 1956,Belgium,5-4,Hungary,Friendly,Brussels › Belgium
Sun Jun 3 1956,Portugal,3-1,Spain,Friendly,Oeiras › Portugal
Wed Jun 6 1956,Netherlands,3-2,Saarland,Friendly,Amsterdam › Netherlands
Sat Jun 9 1956,Portugal,2-2,Hungary,Friendly,Oeiras › Portugal
Sun Jun 10 1956,Finland,1-3,Sweden,Nordic Championship,Helsinki › Finland
Tue Jun 12 1956,Paraguay,0-2,Brazil,Copa Oswaldo Cruz,Asunción › Paraguay
Wed Jun 13 1956,Norway,1-3,Germany,Friendly,Oslo › Norway
Sun Jun 17 1956,India,0-1,China PR,Friendly,New Delhi › India
Sun Jun 17 1956,Paraguay,2-5,Brazil,Copa Oswaldo Cruz,Asunción › Paraguay
Sun Jun 17 1956,Romania,0-2,Sweden,Friendly,Bucharest › Romania
Sun Jun 17 1956,Yugoslavia,1-1,Austria,International Cup,Zagreb › Yugoslavia
Sun Jun 24 1956,Argentina,1-0,Italy,Friendly,Avellaneda › Argentina
Sun Jun 24 1956,Brazil,2-0,Uruguay,Atlantic Cup,Rio de Janeiro › Brazil
Sun Jun 24 1956,Denmark,2-3,Norway,Nordic Championship,Copenhagen › Denmark
Mon Jun 25 1956,Burma,2-3,China PR,Friendly,Rangoon › Burma
Thu Jun 28 1956,Romania,2-0,Norway,Friendly,Bucharest › Romania
Fri Jun 29 1956,Finland,2-1,Iceland,Friendly,Helsinki › Finland
Sat Jun 30 1956,Mauritius,8-3,Réunion,Friendly,Antananarivo › Madagascar
Sat Jun 30 1956,Sweden,2-2,Germany,Friendly,Solna › Sweden
Sun Jul 1 1956,Brazil,2-0,Italy,Friendly,Rio de Janeiro › Brazil
Sun Jul 1 1956,Denmark,2-5,Russia,Friendly,Copenhagen › Denmark
Sun Jul 1 1956,Uruguay,1-2,Argentina,Atlantic Cup,Montevideo › Uruguay
Thu Jul 5 1956,Madagascar,4-2,Réunion,Friendly,Antananarivo › Madagascar
Sun Jul 8 1956,Argentina,0-0,Brazil,Atlantic Cup,Avellaneda › Argentina
Sun Jul 8 1956,Madagascar,3-3,Mauritius,Friendly,Antananarivo › Madagascar
Sun Jul 15 1956,Hungary,4-1,Poland,Friendly,Budapest › Hungary
Sun Jul 15 1956,Paraguay,2-2,Uruguay,Friendly,Asunción › Paraguay
Sun Jul 22 1956,Poland,0-2,German DR,Friendly,Chorzów › Poland
Fri Aug 3 1956,Belarus,1-0,Kyrgyzstan,Friendly,Moscow › Soviet Union
Fri Aug 3 1956,Estonia,0-1,Lithuania,Friendly,Moscow › Soviet Union
Sun Aug 5 1956,Brazil,0-1,Czechoslovakia,Friendly,Rio de Janeiro › Brazil
Sun Aug 5 1956,Russia,2-0,Lithuania,Friendly,Moscow › Soviet Union
Wed Aug 8 1956,Brazil,4-1,Czechoslovakia,Friendly,São Paulo › Brazil
Thu Aug 9 1956,Russia,5-1,Belarus,Friendly,Moscow › Soviet Union
Thu Aug 9 1956,Yugoslavia,4-0,China PR,Friendly,Belgrade › Yugoslavia
Fri Aug 10 1956,Estonia,0-2,Lithuania,Friendly,Moscow › Soviet Union
Sat Aug 11 1956,Russia,4-2,Belarus,Friendly,Moscow › Soviet Union
Sun Aug 12 1956,Lithuania,1-4,Moldova,Friendly,Moscow › Soviet Union
Sun Aug 12 1956,Uruguay,2-1,Czechoslovakia,Friendly,Montevideo › Uruguay
Wed Aug 15 1956,Paraguay,0-1,Argentina,Copa Chevallier Boutell,Asunción › Paraguay
Sun Aug 19 1956,Argentina,1-0,Czechoslovakia,Friendly,Buenos Aires › Argentina
Sun Aug 26 1956,Chile,3-0,Czechoslovakia,Friendly,Santiago › Chile
Sun Aug 26 1956,South Korea,2-0,Chinese Taipei,AFC Asian Cup qualification,Seoul › South Korea
Sun Aug 26 1956,Norway,1-1,Finland,Nordic Championship,Oslo › Norway
