Date,Team 1,Score,Team 2,Tournament,City
Sun Feb 29 1948,Costa Rica,3-1,El Salvador,CCCF Championship,Guatemala › Guatemala
Tue Mar 2 1948,Guatemala,3-0,El Salvador,CCCF Championship,Guatemala › Guatemala
Thu Mar 4 1948,Guatemala,1-1,Costa Rica,CCCF Championship,Guatemala › Guatemala
Thu Mar 4 1948,Panama,1-3,Curaçao,CCCF Championship,Guatemala › Guatemala
Fri Mar 5 1948,Guatemala,2-2,Curaçao,CCCF Championship,Guatemala › Guatemala
Sun Mar 7 1948,Costa Rica,2-1,Curaçao,CCCF Championship,Guatemala › Guatemala
Sun Mar 7 1948,El Salvador,1-2,Panama,CCCF Championship,Guatemala › Guatemala
Tue Mar 9 1948,El Salvador,1-0,Curaçao,CCCF Championship,Guatemala › Guatemala
Tue Mar 9 1948,Guatemala,4-3,Panama,CCCF Championship,Guatemala › Guatemala
Wed Mar 10 1948,Wales,2-0,Northern Ireland,British Championship,Wrexham › Wales
Thu Mar 11 1948,Costa Rica,3-1,Panama,CCCF Championship,Guatemala › Guatemala
Thu Mar 11 1948,Curaçao,0-2,El Salvador,CCCF Championship,Guatemala › Guatemala
Fri Mar 12 1948,Suriname,0-2,Trinidad and Tobago,Friendly,Paramaribo › Netherlands Guyana
Sat Mar 13 1948,Guatemala,1-1,El Salvador,CCCF Championship,Guatemala › Guatemala
Sun Mar 14 1948,Belgium,1-1,Netherlands,Friendly,Antwerp › Belgium
Sun Mar 14 1948,Curaçao,2-5,Panama,CCCF Championship,Guatemala › Guatemala
Sun Mar 14 1948,Suriname,0-0,Trinidad and Tobago,Friendly,Paramaribo › Netherlands Guyana
Tue Mar 16 1948,Guatemala,3-2,Costa Rica,CCCF Championship,Guatemala › Guatemala
Tue Mar 16 1948,Panama,2-0,El Salvador,CCCF Championship,Guatemala › Guatemala
Tue Mar 16 1948,Suriname,1-0,Trinidad and Tobago,Friendly,Paramaribo › Netherlands Guyana
Thu Mar 18 1948,El Salvador,0-6,Costa Rica,CCCF Championship,Guatemala › Guatemala
Thu Mar 18 1948,Guatemala,2-2,Curaçao,CCCF Championship,Guatemala › Guatemala
Sat Mar 20 1948,Curaçao,4-1,Costa Rica,CCCF Championship,Guatemala › Guatemala
Sun Mar 21 1948,Guatemala,4-5,Panama,CCCF Championship,Guatemala › Guatemala
Sun Mar 21 1948,Spain,2-0,Portugal,Friendly,Madrid › Spain
Sun Apr 4 1948,Bulgaria,1-1,Poland,Balkan Cup,Sofia › Bulgaria
Sun Apr 4 1948,France,1-3,Italy,Friendly,Colombes › France
Sun Apr 4 1948,Uruguay,1-1,Brazil,Copa Rio Branco,Montevideo › Uruguay
Sat Apr 10 1948,Scotland,0-2,England,British Championship,Glasgow › Scotland
Sun Apr 11 1948,Uruguay,4-2,Brazil,Copa Rio Branco,Montevideo › Uruguay
Sun Apr 18 1948,Austria,3-1,Switzerland,Friendly,Vienna › Austria
Sun Apr 18 1948,Netherlands,2-2,Belgium,Friendly,Rotterdam › Netherlands
Sun Apr 18 1948,Poland,3-1,Czechoslovakia,Balkan Cup,Warsaw › Poland
Tue Apr 20 1948,Silesia,2-1,Czechoslovakia,Friendly,Chorzów › Poland
Wed Apr 21 1948,Hungary,7-4,Switzerland,International Cup,Budapest › Hungary
Fri Apr 23 1948,Greece,1-3,Turkey,Friendly,Athens › Greece
Wed Apr 28 1948,Scotland,2-0,Belgium,Friendly,Glasgow › Scotland
Sun May 2 1948,Austria,3-2,Hungary,International Cup,Vienna › Austria
Sun May 2 1948,Romania,0-1,Albania,Balkan Cup,Bucharest › Romania
Sun May 16 1948,Italy,0-4,England,Friendly,Turin › Italy
Mon May 17 1948,Switzerland,2-1,Scotland,Friendly,Berne › Switzerland
Sun May 23 1948,Albania,0-0,Hungary,Balkan Cup,Tirana › Albania
Sun May 23 1948,France,3-0,Scotland,Friendly,Colombes › France
Sun May 23 1948,Hungary,2-1,Czechoslovakia,International Cup,Budapest › Hungary
Sun May 23 1948,Portugal,2-0,Republic of Ireland,Friendly,Oeiras › Portugal
Tue May 25 1948,DR Congo,2-3,Zambia,Friendly,Brazzaville › Belgian Congo
Wed May 26 1948,Norway,1-2,Netherlands,Friendly,Oslo › Norway
Sun May 30 1948,Spain,2-1,Republic of Ireland,Friendly,Barcelona › Spain
Sun May 30 1948,Turkey,0-1,Austria,Friendly,Istanbul › Turkey
Tue Jun 1 1948,Djibouti,1-2,Ethiopia,Friendly,Djibouti › French Somaliland
Sun Jun 6 1948,Belgium,4-2,France,Friendly,Brussels › Belgium
Sun Jun 6 1948,Hungary,9-0,Romania,Balkan Cup,Budapest › Hungary
Wed Jun 9 1948,Jamaica,3-0,Cuba,Friendly,Kingston › Jamaica
Wed Jun 9 1948,Netherlands,1-0,Sweden,Friendly,Amsterdam › Netherlands
Sat Jun 12 1948,Czechoslovakia,0-4,France,Friendly,Prague › Czechoslovakia
Sat Jun 12 1948,Denmark,1-2,Norway,Nordic Championship,Copenhagen › Denmark
Sat Jun 12 1948,Jamaica,1-1,Cuba,Friendly,Kingston › Jamaica
Tue Jun 15 1948,Finland,0-3,Denmark,Nordic Championship,Helsinki › Finland
Sun Jun 20 1948,Romania,3-2,Bulgaria,Balkan Cup,Bucharest › Romania
Sun Jun 20 1948,Switzerland,3-3,Spain,Friendly,Zürich › Switzerland
Sat Jun 26 1948,Denmark,8-0,Poland,Friendly,Copenhagen › Denmark
Sun Jun 27 1948,Yugoslavia,0-0,Albania,Balkan Cup,Belgrade › Yugoslavia
Fri Jul 2 1948,Iceland,2-0,Finland,Friendly,Reykjavík › Iceland
Sun Jul 4 1948,Bulgaria,1-3,Yugoslavia,Balkan Cup,Sofia › Bulgaria
Sun Jul 4 1948,Romania,2-1,Czechoslovakia,Balkan Cup,Bucharest › Romania
Sun Jul 11 1948,Sweden,3-2,Austria,Friendly,Solna › Sweden
Thu Jul 15 1948,Madagascar,2-1,Réunion,Friendly,Curepipe › Mauritius
Sat Jul 17 1948,Mauritius,4-1,Madagascar,Friendly,Curepipe › Mauritius
Mon Jul 19 1948,Mauritius,5-1,Réunion,Friendly,Curepipe › Mauritius
Fri Aug 6 1948,Norway,11-0,United States,Friendly,Oslo › Norway
