Date,Team 1,Score,Team 2,Tournament,City
Tue Jan 4 1977,Uruguay,1-1,Ecuador,Friendly,Montevideo › Uruguay
Wed Jan 5 1977,Northern Cyprus,0-1,Turkey,Friendly,Kyrenia › Cyprus
Fri Jan 7 1977,Saudi Arabia,0-3,Iran,FIFA World Cup qualification,Riyadh › Saudi Arabia
Sun Jan 9 1977,Paraguay,2-0,Ecuador,Friendly,Asunción › Paraguay
Sun Jan 9 1977,Tunisia,1-1,Morocco,FIFA World Cup qualification,Tunis › Tunisia
Tue Jan 11 1977,Algeria,1-1,Bulgaria,Friendly,Algiers › Algeria
Wed Jan 12 1977,Paraguay,1-1,Uruguay,Copa Artigas,Asunción › Paraguay
Sun Jan 16 1977,Colombia,0-1,Ecuador,Friendly,Bogotá › Colombia
Sun Jan 16 1977,Guinea,2-0,Ghana,FIFA World Cup qualification,Lomé › Togo
Thu Jan 20 1977,Venezuela,1-0,Ecuador,Friendly,Acarigua › Venezuela
Sun Jan 23 1977,Brazil,1-0,Bulgaria,Friendly,São Paulo › Brazil
Sun Jan 23 1977,Congo,2-2,Gabon,Friendly,Brazzaville › Congo
Sun Jan 23 1977,Uruguay,2-1,Paraguay,Copa Artigas,Montevideo › Uruguay
Tue Jan 25 1977,Uganda,1-1,Iraq,Friendly,Kampala › Uganda
Wed Jan 26 1977,Cameroon,2-2,Congo,Friendly,Yaoundé › Cameroon
Wed Jan 26 1977,Chile,4-0,Paraguay,Friendly,Santiago › Chile
Wed Jan 26 1977,Ecuador,4-1,Colombia,Friendly,Quito › Ecuador
Wed Jan 26 1977,Israel,1-1,Greece,Friendly,Ramat-Gan › Israel
Wed Jan 26 1977,Italy,2-1,Belgium,Friendly,Rome › Italy
Fri Jan 28 1977,Mauritius,3-2,Malawi,African Cup of Nations qualification,Curepipe › Mauritius
Sun Jan 30 1977,Colombia,0-1,Yugoslavia,Friendly,Bogotá › Colombia
Sun Jan 30 1977,Cyprus,1-2,Bulgaria,Friendly,Nicosia › Cyprus
Sun Jan 30 1977,Gambia,1-4,Denmark,Friendly,Brikama › Gambia
Sun Jan 30 1977,Uruguay,3-0,Chile,Copa Juan Pinto Durán,Montevideo › Uruguay
Tue Feb 1 1977,Mexico,5-1,Yugoslavia,Friendly,León › Mexico
Tue Feb 1 1977,Tanzania,2-1,Mozambique,Friendly,Dar es Salaam › Tanzania
Wed Feb 2 1977,France,2-0,Romania,Friendly,Bordeaux › France
Wed Feb 2 1977,Paraguay,2-0,Chile,Friendly,Asunción › Paraguay
Wed Feb 2 1977,Senegal,2-3,Denmark,Friendly,Kaolack › Senegal
