Date,Team 1,Score,Team 2,Tournament,City
Sun Jan 3 1999,Ivory Coast,3-1,Togo,Friendly,Abidjan › Ivory Coast
Mon Jan 4 1999,Burkina Faso,2-1,Gabon,Friendly,Ouagadougou › Burkina Faso
Sun Jan 10 1999,Burkina Faso,1-0,Mali,Friendly,Ouagadougou › Burkina Faso
Sun Jan 10 1999,Senegal,1-0,Guinea,Friendly,Dakar › Senegal
Tue Jan 12 1999,Bermuda,1-0,Antigua and Barbuda,Friendly,Hamilton › Bermuda
Wed Jan 13 1999,Senegal,1-0,Guinea,Friendly,Dakar › Senegal
Thu Jan 14 1999,Bermuda,0-1,Antigua and Barbuda,Friendly,Hamilton › Bermuda
Fri Jan 15 1999,Burkina Faso,4-1,Mali,Friendly,Ouagadougou › Burkina Faso
Mon Jan 18 1999,Israel,7-0,Estonia,Friendly,Ramat-Gan › Israel
Wed Jan 20 1999,France,1-0,Morocco,Friendly,Marseille › France
Wed Jan 20 1999,Israel,0-1,Norway,Friendly,Ramat-Gan › Israel
Fri Jan 22 1999,Estonia,3-3,Norway,Friendly,Umm al-Fahm › Israel
Sat Jan 23 1999,Eritrea,0-0,Cameroon,African Cup of Nations qualification,Asmara › Eritrea
Sat Jan 23 1999,Mauritius,1-1,South Africa,African Cup of Nations qualification,Curepipe › Mauritius
Sat Jan 23 1999,Nigeria,2-0,Burundi,African Cup of Nations qualification,Abeokuta › Nigeria
Sat Jan 23 1999,Senegal,1-1,Burkina Faso,African Cup of Nations qualification,Dakar › Senegal
Sat Jan 23 1999,Zimbabwe,3-0,Malawi,Friendly,Bulawayo › Zimbabwe
Sun Jan 24 1999,Angola,3-1,Gabon,African Cup of Nations qualification,Luanda › Angola
Sun Jan 24 1999,Bolivia,0-0,United States,Friendly,Santa Cruz › Bolivia
Sun Jan 24 1999,Congo,0-0,Mali,African Cup of Nations qualification,Pointe-Noire › Congo
Sun Jan 24 1999,DR Congo,2-1,Kenya,African Cup of Nations qualification,Kinshasa › DR Congo
Sun Jan 24 1999,Ghana,1-0,Mozambique,African Cup of Nations qualification,Accra › Ghana
Sun Jan 24 1999,Guinea,1-1,Morocco,African Cup of Nations qualification,Conakry › Guinea
Sun Jan 24 1999,Ivory Coast,3-0,Namibia,African Cup of Nations qualification,Abidjan › Ivory Coast
Sun Jan 24 1999,Liberia,2-0,Uganda,African Cup of Nations qualification,Monrovia › Liberia
Sun Jan 24 1999,Madagascar,1-2,Zambia,African Cup of Nations qualification,Antananarivo › Madagascar
Sun Jan 24 1999,Zimbabwe,1-0,Malawi,Friendly,Harare › Zimbabwe
Wed Jan 27 1999,Malta,2-1,Bosnia and Herzegovina,Friendly,Attard › Malta
Thu Jan 28 1999,Costa Rica,0-0,Ecuador,Friendly,Alajuela › Costa Rica
Fri Jan 29 1999,Vietnam,1-0,Singapore,Friendly,Ho Chi Minh City › Vietnam
Sun Jan 31 1999,Ethiopia,2-2,Kenya,Friendly,Addis Abeba › Ethiopia
Wed Feb 3 1999,Cyprus,0-1,Belgium,Cyprus International Tournament,Limassol › Cyprus
Wed Feb 3 1999,Greece,2-1,Finland,Cyprus International Tournament,Larnaca › Cyprus
Wed Feb 3 1999,Malta,0-1,Poland,Friendly,Attard › Malta
Wed Feb 3 1999,Martinique,3-1,French Guiana,CFU Caribbean Cup qualification,Fort-de-France › Martinique
Wed Feb 3 1999,Venezuela,0-2,Argentina,Friendly,Maracaibo › Venezuela
Fri Feb 5 1999,British Virgin Islands,3-1,Montserrat,CFU Caribbean Cup qualification,Road Town › British Virgin Islands
