Date,Team 1,Score,Team 2,Tournament,City
Sun Jan 3 1915,Basque Country,6-1,Catalonia,Friendly,Bilbao › Spain
Sun Jan 31 1915,Italy,3-1,Switzerland,Friendly,Turin › Italy
Sun Feb 7 1915,Catalonia,2-2,Basque Country,Friendly,Barcelona › Spain
Sun May 2 1915,Hungary,2-5,Austria,Friendly,Budapest › Hungary
Thu May 13 1915,Basque Country,1-0,Catalonia,Friendly,Madrid › Spain
Sun May 30 1915,Austria,1-2,Hungary,Friendly,Vienna › Austria
Sun Jun 6 1915,Denmark,2-0,Sweden,Friendly,Copenhagen › Denmark
Sun Jun 27 1915,Norway,1-1,Sweden,Friendly,Kristiania › Norway
Sun Jul 18 1915,Uruguay,2-3,Argentina,Copa Premio Honor Uruguayo,Montevideo › Uruguay
Sun Aug 15 1915,Argentina,2-1,Uruguay,Copa Lipton,Buenos Aires › Argentina
Sun Sep 12 1915,Uruguay,2-0,Argentina,Copa Newton,Montevideo › Uruguay
Sun Sep 19 1915,Denmark,8-1,Norway,Friendly,Copenhagen › Denmark
Sun Oct 3 1915,Austria,4-2,Hungary,Friendly,Vienna › Austria
Sun Oct 24 1915,Sweden,5-2,Norway,Friendly,Stockholm › Sweden
Sun Oct 31 1915,Sweden,0-2,Denmark,Friendly,Stockholm › Sweden
Sun Nov 7 1915,Hungary,6-2,Austria,Friendly,Budapest › Hungary
