Date,Team 1,Score,Team 2,Tournament,City
Sun May 6 1917,Austria,1-1,Hungary,Friendly,Vienna › Austria
Mon May 7 1917,Japan,2-15,Philippines,Friendly,Tokyo › Japan
Sun Jun 3 1917,Denmark,1-1,Sweden,Friendly,Copenhagen › Denmark
Sun Jun 3 1917,Hungary,6-2,Austria,Friendly,Budapest › Hungary
Sun Jun 17 1917,Norway,1-2,Denmark,Friendly,Kristiania › Norway
Sun Jul 15 1917,Austria,1-4,Hungary,Friendly,Vienna › Austria
Wed Jul 18 1917,Uruguay,0-2,Argentina,Copa Premio Honor Uruguayo,Montevideo › Uruguay
Wed Aug 15 1917,Argentina,1-0,Uruguay,Copa Lipton,Avellaneda › Argentina
Sun Aug 19 1917,Sweden,3-3,Norway,Friendly,Helsingborg › Sweden
Sun Sep 2 1917,Uruguay,1-0,Argentina,Copa Newton,Montevideo › Uruguay
Sun Sep 16 1917,Norway,0-2,Sweden,Friendly,Kristiania › Norway
Sun Sep 30 1917,Uruguay,4-0,Chile,Copa América,Montevideo › Uruguay
Wed Oct 3 1917,Argentina,4-2,Brazil,Copa América,Montevideo › Uruguay
Sat Oct 6 1917,Argentina,1-0,Chile,Copa América,Montevideo › Uruguay
Sun Oct 7 1917,Denmark,12-0,Norway,Friendly,Copenhagen › Denmark
Sun Oct 7 1917,Hungary,2-1,Austria,Friendly,Budapest › Hungary
Sun Oct 7 1917,Uruguay,4-0,Brazil,Copa América,Montevideo › Uruguay
Fri Oct 12 1917,Brazil,5-0,Chile,Copa América,Montevideo › Uruguay
Sun Oct 14 1917,Uruguay,1-0,Argentina,Copa América,Montevideo › Uruguay
Sun Oct 14 1917,Sweden,1-2,Denmark,Friendly,Stockholm › Sweden
Tue Oct 16 1917,Uruguay,3-1,Brazil,Friendly,Montevideo › Uruguay
Sun Nov 4 1917,Austria,1-2,Hungary,Friendly,Vienna › Austria
Sun Dec 23 1917,Switzerland,0-1,Austria,Friendly,Basel › Switzerland
Wed Dec 26 1917,Switzerland,3-2,Austria,Friendly,Zürich › Switzerland
