Date,Team 1,Score,Team 2,Tournament,City
Sat Jan 6 1945,Argentina,5-2,Paraguay,Copa Chevallier Boutell,Buenos Aires › Argentina
Tue Jan 9 1945,Argentina,5-3,Paraguay,Copa Chevallier Boutell,Buenos Aires › Argentina
Sun Jan 14 1945,Chile,6-3,Ecuador,Copa América,Santiago › Chile
Thu Jan 18 1945,Argentina,4-0,Bolivia,Copa América,Santiago › Chile
Sun Jan 21 1945,Brazil,3-0,Colombia,Copa América,Santiago › Chile
Wed Jan 24 1945,Chile,5-0,Bolivia,Copa América,Santiago › Chile
Wed Jan 24 1945,Ecuador,1-5,Uruguay,Copa América,Santiago › Chile
Sun Jan 28 1945,Bolivia,0-2,Brazil,Copa América,Santiago › Chile
Sun Jan 28 1945,Colombia,0-7,Uruguay,Copa América,Santiago › Chile
Wed Jan 31 1945,Argentina,4-2,Ecuador,Copa América,Santiago › Chile
Wed Jan 31 1945,Chile,2-0,Colombia,Copa América,Santiago › Chile
Wed Feb 7 1945,Argentina,9-1,Colombia,Copa América,Santiago › Chile
Wed Feb 7 1945,Brazil,3-0,Uruguay,Copa América,Santiago › Chile
Sun Feb 11 1945,Bolivia,0-0,Ecuador,Copa América,Santiago › Chile
Sun Feb 11 1945,Chile,1-1,Argentina,Copa América,Santiago › Chile
Thu Feb 15 1945,Argentina,3-1,Brazil,Copa América,Santiago › Chile
Thu Feb 15 1945,Bolivia,0-2,Uruguay,Copa América,Santiago › Chile
Sun Feb 18 1945,Chile,1-0,Uruguay,Copa América,Santiago › Chile
Sun Feb 18 1945,Colombia,3-1,Ecuador,Copa América,Santiago › Chile
Wed Feb 21 1945,Bolivia,3-3,Colombia,Copa América,Santiago › Chile
Wed Feb 21 1945,Brazil,9-2,Ecuador,Copa América,Santiago › Chile
Sun Feb 25 1945,Argentina,1-0,Uruguay,Copa América,Santiago › Chile
Wed Feb 28 1945,Chile,0-1,Brazil,Copa América,Santiago › Chile
Sun Mar 11 1945,Portugal,2-2,Spain,Friendly,Oeiras › Portugal
Sun Apr 8 1945,Switzerland,1-0,France,Friendly,Lausanne › Switzerland
Sat Apr 14 1945,Uganda,4-1,Kenya,Friendly,Kampala › Uganda
Sun May 6 1945,Spain,4-2,Portugal,Friendly,La Coruña › Spain
Sun May 13 1945,Luxembourg,4-1,Belgium,Friendly,Luxembourg › Luxembourg
Mon May 21 1945,Switzerland,1-0,Portugal,Friendly,Basel › Switzerland
Sat May 26 1945,England,2-2,France,Friendly,London › England
Sun Jun 24 1945,Sweden,2-1,Denmark,Friendly,Solna › Sweden
Sat Jun 30 1945,Latvia,3-7,Lithuania,Friendly,Riga › Soviet Union
Sun Jul 1 1945,Denmark,3-4,Sweden,Friendly,Copenhagen › Denmark
Sat Jul 7 1945,Paraguay,5-1,Argentina,Copa Chevallier Boutell,Asunción › Paraguay
Mon Jul 9 1945,Paraguay,1-3,Argentina,Copa Chevallier Boutell,Asunción › Paraguay
Wed Jul 18 1945,Uruguay,2-2,Argentina,Copa Lipton,Montevideo › Uruguay
Sat Jul 21 1945,Switzerland,3-1,England,Friendly,Berne › Switzerland
Wed Aug 15 1945,Argentina,6-2,Uruguay,Copa Newton,Buenos Aires › Argentina
Sun Aug 19 1945,Hungary,2-0,Austria,Friendly,Budapest › Hungary
Mon Aug 20 1945,Hungary,5-2,Austria,Friendly,Budapest › Hungary
Mon Aug 20 1945,Uganda,7-0,Tanzania,Friendly,Kampala › Uganda
Sun Aug 26 1945,Denmark,4-2,Norway,Friendly,Copenhagen › Denmark
Sun Aug 26 1945,Suriname,3-1,Guyana,Friendly,Paramaribo › Netherlands Guyana
Sun Aug 26 1945,Sweden,7-2,Finland,Friendly,Gothenburg › Sweden
Fri Aug 31 1945,Suriname,4-1,Guyana,Friendly,Paramaribo › Netherlands Guyana
Sun Sep 2 1945,Suriname,6-0,Guyana,Friendly,Paramaribo › Netherlands Guyana
Wed Sep 5 1945,Lithuania,2-3,Estonia,Friendly,Vilnius › Soviet Union
Sun Sep 9 1945,Norway,1-5,Denmark,Friendly,Oslo › Norway
Sat Sep 15 1945,Northern Ireland,0-1,England,Friendly,Belfast › Northern Ireland
Mon Sep 17 1945,Estonia,1-2,Lithuania,Friendly,Tallinn › Soviet Union
Sun Sep 30 1945,Finland,1-6,Sweden,Friendly,Helsinki › Finland
Sun Sep 30 1945,Hungary,7-2,Romania,Friendly,Budapest › Hungary
Sun Sep 30 1945,Sweden,4-1,Denmark,Friendly,Solna › Sweden
Sat Oct 20 1945,England,0-1,Wales,Friendly,Birmingham › England
Sun Oct 21 1945,Sweden,10-0,Norway,Friendly,Solna › Sweden
Sun Nov 11 1945,Switzerland,4-4,Italy,Friendly,Zürich › Switzerland
Sun Nov 25 1945,Switzerland,3-0,Sweden,Friendly,Geneva › Switzerland
Thu Dec 6 1945,Austria,4-1,France,Friendly,Vienna › Austria
Sat Dec 8 1945,Aruba,2-1,Curaçao,Friendly,Oranjestad › Aruba
Sun Dec 9 1945,Aruba,2-1,Curaçao,Friendly,Oranjestad › Aruba
Sat Dec 15 1945,Belgium,2-1,France,Friendly,Brussels › Belgium
Sun Dec 16 1945,Brazil,3-4,Argentina,Copa Roca,São Paulo › Brazil
Thu Dec 20 1945,Brazil,6-2,Argentina,Copa Roca,Rio de Janeiro › Brazil
Sun Dec 23 1945,Brazil,3-1,Argentina,Copa Roca,Rio de Janeiro › Brazil
