Date,Team 1,Score,Team 2,Tournament,City
Sun Feb 14 1932,Italy,3-0,Switzerland,International Cup,Naples › Italy
Fri Feb 19 1932,Egypt,0-0,Hungary,Friendly,Cairo › Egypt
Sun Mar 6 1932,Germany,2-0,Switzerland,Friendly,Leipzig › Germany
Sun Mar 13 1932,Haiti,4-1,Jamaica,Friendly,Port-au-Prince › Haiti
Sun Mar 20 1932,Austria,2-1,Italy,International Cup,Vienna › Austria
Sun Mar 20 1932,Belgium,1-4,Netherlands,Friendly,Antwerp › Belgium
Sun Mar 20 1932,Czechoslovakia,1-3,Hungary,Friendly,Prague › Czechoslovakia
Sun Mar 20 1932,Haiti,0-1,Jamaica,Friendly,Port-au-Prince › Haiti
Sun Mar 20 1932,Switzerland,3-3,France,Friendly,Berne › Switzerland
Wed Mar 23 1932,Dominica,1-0,Martinique,Friendly,Roseau › Dominica
Sun Mar 27 1932,Greece,1-2,Bulgaria,Friendly,Athens › Greece
Wed Mar 30 1932,Greece,2-2,Bulgaria,Friendly,Athens › Greece
Sat Apr 9 1932,England,3-0,Scotland,British Championship,London › England
Sun Apr 10 1932,France,1-2,Italy,Friendly,Colombes › France
Fri Apr 15 1932,Guyana,1-0,Trinidad and Tobago,Friendly,Bridgetown › Barbados
Sun Apr 17 1932,Barbados,1-0,Trinidad and Tobago,Friendly,Bridgetown › Barbados
Sun Apr 17 1932,Netherlands,2-1,Belgium,Friendly,Amsterdam › Netherlands
Sun Apr 17 1932,Switzerland,5-1,Czechoslovakia,International Cup,Zürich › Switzerland
Tue Apr 19 1932,Barbados,0-1,Guyana,Friendly,Bridgetown › Barbados
Thu Apr 21 1932,Barbados,2-2,Guyana,Friendly,Bridgetown › Barbados
Sat Apr 23 1932,Guyana,1-2,Trinidad and Tobago,Friendly,Bridgetown › Barbados
Sun Apr 24 1932,Austria,8-2,Hungary,Friendly,Vienna › Austria
Sun Apr 24 1932,Spain,2-1,Yugoslavia,Friendly,Oviedo › Spain
Tue Apr 26 1932,Barbados,1-3,Trinidad and Tobago,Friendly,Bridgetown › Barbados
Sun May 1 1932,Belgium,5-2,France,Friendly,Brussels › Belgium
Tue May 3 1932,Portugal,3-2,Yugoslavia,Friendly,Lisbon › Portugal
Sun May 8 1932,France,1-3,Scotland,Friendly,Colombes › France
Sun May 8 1932,Hungary,1-1,Italy,International Cup,Budapest › Hungary
Sun May 8 1932,Netherlands,0-2,Republic of Ireland,Friendly,Amsterdam › Netherlands
Sun May 15 1932,Argentina,2-0,Uruguay,Friendly,Buenos Aires › Argentina
Mon May 16 1932,Sweden,7-1,Finland,Friendly,Stockholm › Sweden
Wed May 18 1932,Uruguay,1-0,Argentina,Friendly,Montevideo › Uruguay
Sun May 22 1932,Czechoslovakia,1-1,Austria,International Cup,Prague › Czechoslovakia
Sun May 29 1932,Netherlands,1-2,Czechoslovakia,Friendly,Amsterdam › Netherlands
Sun May 29 1932,Yugoslavia,0-3,Poland,Friendly,Zagreb › Yugoslavia
Wed Jun 1 1932,Estonia,3-0,Latvia,Friendly,Tallinn › Estonia
Sun Jun 5 1932,Denmark,3-4,Belgium,Friendly,Copenhagen › Denmark
Sun Jun 5 1932,Norway,3-0,Estonia,Friendly,Oslo › Norway
Sun Jun 5 1932,Yugoslavia,2-1,France,Friendly,Belgrade › Yugoslavia
Thu Jun 9 1932,Bulgaria,3-5,France,Friendly,Sofia › Bulgaria
Fri Jun 10 1932,Finland,1-3,Sweden,Nordic Championship,Helsinki › Finland
Sun Jun 12 1932,Romania,6-3,France,Friendly,Bucharest › Romania
Sun Jun 12 1932,Sweden,3-1,Belgium,Friendly,Stockholm › Sweden
Fri Jun 17 1932,Norway,2-1,Finland,Nordic Championship,Oslo › Norway
Sun Jun 19 1932,Denmark,3-1,Sweden,Nordic Championship,Copenhagen › Denmark
Sun Jun 19 1932,Switzerland,3-1,Hungary,International Cup,Berne › Switzerland
Sun Jun 26 1932,Bulgaria,2-0,Romania,Balkan Cup,Belgrade › Yugoslavia
Sun Jun 26 1932,Yugoslavia,7-1,Greece,Balkan Cup,Belgrade › Yugoslavia
Tue Jun 28 1932,Greece,0-3,Romania,Balkan Cup,Belgrade › Yugoslavia
Wed Jun 29 1932,Lithuania,2-3,Latvia,Friendly,Kaunas › Lithuania
Thu Jun 30 1932,Yugoslavia,2-3,Bulgaria,Balkan Cup,Belgrade › Yugoslavia
Fri Jul 1 1932,Finland,1-4,Germany,Friendly,Helsinki › Finland
Fri Jul 1 1932,Sweden,1-4,Norway,Nordic Championship,Gothenburg › Sweden
Sat Jul 2 1932,Bulgaria,2-0,Greece,Balkan Cup,Belgrade › Yugoslavia
Sun Jul 3 1932,Yugoslavia,3-1,Romania,Balkan Cup,Belgrade › Yugoslavia
Sun Jul 10 1932,Poland,2-0,Sweden,Friendly,Warsaw › Poland
Wed Jul 13 1932,Latvia,0-0,Sweden,Friendly,Riga › Latvia
Fri Jul 15 1932,Estonia,1-3,Sweden,Friendly,Tallinn › Estonia
Sun Jul 17 1932,Sweden,3-4,Austria,Friendly,Stockholm › Sweden
Sun Jul 24 1932,Latvia,2-1,Lithuania,Friendly,Liepāja › Latvia
Sat Aug 6 1932,Lithuania,1-0,Estonia,Friendly,Kaunas › Lithuania
Thu Aug 25 1932,Uganda,13-1,Kenya,Friendly,Kampala › Uganda
Sun Aug 28 1932,Latvia,4-1,Lithuania,Baltic Cup,Riga › Latvia
Mon Aug 29 1932,Estonia,1-2,Lithuania,Baltic Cup,Riga › Latvia
Tue Aug 30 1932,Finland,4-2,Denmark,Nordic Championship,Helsinki › Finland
Tue Aug 30 1932,Latvia,1-0,Estonia,Baltic Cup,Riga › Latvia
Sun Sep 11 1932,Lithuania,1-0,Latvia,Friendly,Kaunas › Lithuania
Sat Sep 17 1932,Northern Ireland,0-4,Scotland,British Championship,Belfast › Northern Ireland
Sun Sep 18 1932,Hungary,2-1,Czechoslovakia,International Cup,Budapest › Hungary
Sun Sep 25 1932,Germany,4-3,Sweden,Friendly,Nuremberg › Germany
Sun Sep 25 1932,Norway,1-2,Denmark,Nordic Championship,Oslo › Norway
Sun Sep 25 1932,Sweden,8-1,Lithuania,Friendly,Stockholm › Sweden
