Date,Team 1,Score,Team 2,Tournament,City
Mon Jan 1 1973,Gambia,2-1,Senegal,Friendly,Banjul › Gambia
Sat Jan 13 1973,Italy,0-0,Turkey,FIFA World Cup qualification,Naples › Italy
Wed Jan 17 1973,Greece,2-3,Spain,FIFA World Cup qualification,Athens › Greece
Wed Jan 24 1973,England,1-1,Wales,FIFA World Cup qualification,London › England
Fri Jan 26 1973,Uganda,3-1,Congo,Friendly,Kampala › Uganda
Sun Jan 28 1973,Cyprus,0-3,Bulgaria,Friendly,Akdoğan › Cyprus
Tue Jan 30 1973,Guyana,1-3,Haiti,Friendly,Georgetown › Guyana
Wed Jan 31 1973,Greece,2-2,Bulgaria,Friendly,Athens › Greece
Thu Feb 1 1973,Guyana,1-0,Haiti,Friendly,Georgetown › Guyana
Sun Feb 4 1973,Cameroon,0-1,DR Congo,FIFA World Cup qualification,Douala › Cameroon
Sun Feb 4 1973,Haiti,0-0,Trinidad and Tobago,Friendly,Port-au-Prince › Haiti
Sun Feb 4 1973,Indonesia,0-4,Bulgaria,Friendly,Jakarta › Indonesia
Sun Feb 4 1973,Tunisia,0-5,Yugoslavia,Friendly,Tunis › Tunisia
Tue Feb 6 1973,Haiti,4-2,Trinidad and Tobago,Friendly,Port-au-Prince › Haiti
Tue Feb 6 1973,Mexico,2-0,Argentina,Friendly,Mexico City › Mexico
Thu Feb 8 1973,Barbados,3-2,Haiti,Friendly,Bridgetown › Barbados
Thu Feb 8 1973,New Caledonia,3-5,Bulgaria,Friendly,Nouméa › New Caledonia
Sat Feb 10 1973,Nigeria,2-3,Ghana,FIFA World Cup qualification,Lagos › Nigeria
Sun Feb 11 1973,Guinea,1-1,Morocco,FIFA World Cup qualification,Conakry › Guinea
Sun Feb 11 1973,Tunisia,1-1,Ivory Coast,FIFA World Cup qualification,Tunis › Tunisia
Wed Feb 14 1973,Australia,2-2,Bulgaria,Friendly,Sydney › Australia
Wed Feb 14 1973,Chile,10-1,Tahiti,Friendly,Santiago › Chile
Wed Feb 14 1973,Cyprus,1-0,Northern Ireland,FIFA World Cup qualification,Akdoğan › Cyprus
Wed Feb 14 1973,Germany,2-3,Argentina,Friendly,Munich › Germany
Wed Feb 14 1973,Scotland,0-5,England,Friendly,Glasgow › Scotland
Wed Feb 14 1973,Turkey,4-0,Algeria,Friendly,Izmir › Turkey
Thu Feb 15 1973,Colombia,0-2,German DR,Friendly,Bogotá › Colombia
Fri Feb 16 1973,Australia,1-3,Bulgaria,Friendly,Adelaide › Australia
Sat Feb 17 1973,Morocco,3-1,Senegal,Friendly,Casablanca › Morocco
Sat Feb 17 1973,New Caledonia,1-2,Tahiti,Oceania Nations Cup,Auckland › New Zealand
Sat Feb 17 1973,New Zealand,5-1,Fiji,Oceania Nations Cup,Auckland › New Zealand
Sun Feb 18 1973,Australia,0-2,Bulgaria,Friendly,Melbourne › Australia
Sun Feb 18 1973,Ecuador,1-1,German DR,Friendly,Quito › Ecuador
Sun Feb 18 1973,New Caledonia,4-1,Vanuatu,Oceania Nations Cup,Auckland › New Zealand
Sun Feb 18 1973,New Zealand,1-1,Tahiti,Oceania Nations Cup,Auckland › New Zealand
Tue Feb 20 1973,Fiji,0-2,New Caledonia,Oceania Nations Cup,Auckland › New Zealand
Tue Feb 20 1973,Israel,1-1,Argentina,Friendly,Jaffa › Israel
Tue Feb 20 1973,Vanuatu,0-1,Tahiti,Oceania Nations Cup,Auckland › New Zealand
Wed Feb 21 1973,Fiji,1-2,Vanuatu,Oceania Nations Cup,Auckland › New Zealand
Wed Feb 21 1973,New Zealand,2-1,New Caledonia,Oceania Nations Cup,Auckland › New Zealand
Wed Feb 21 1973,Spain,3-1,Greece,FIFA World Cup qualification,Málaga › Spain
Fri Feb 23 1973,Fiji,0-4,Tahiti,Oceania Nations Cup,Auckland › New Zealand
Fri Feb 23 1973,New Zealand,3-1,Vanuatu,Oceania Nations Cup,Auckland › New Zealand
Sat Feb 24 1973,New Caledonia,2-1,Vanuatu,Oceania Nations Cup,Auckland › New Zealand
Sat Feb 24 1973,New Zealand,2-0,Tahiti,Oceania Nations Cup,Auckland › New Zealand
Sun Feb 25 1973,DR Congo,0-1,Cameroon,FIFA World Cup qualification,Kinshasa › Zaïre
Sun Feb 25 1973,Ghana,0-0,Nigeria,FIFA World Cup qualification,Accra › Ghana
Sun Feb 25 1973,Ivory Coast,2-1,Tunisia,FIFA World Cup qualification,Abidjan › Ivory Coast
Sun Feb 25 1973,Morocco,2-0,Guinea,FIFA World Cup qualification,Tétouan › Morocco
Sun Feb 25 1973,Turkey,0-1,Italy,FIFA World Cup qualification,Istanbul › Turkey
Tue Feb 27 1973,DR Congo,2-0,Cameroon,FIFA World Cup qualification,Kinshasa › Zaïre
Sat Mar 3 1973,France,1-2,Portugal,Friendly,Paris › France
Sun Mar 4 1973,New Zealand,1-1,Australia,FIFA World Cup qualification,Auckland › New Zealand
Sun Mar 4 1973,Peru,5-1,Guatemala,Friendly,Lima › Peru
Sat Mar 10 1973,Sudan,1-0,Ethiopia,Friendly,Khartoum › Sudan
Sun Mar 11 1973,Australia,3-1,Iraq,FIFA World Cup qualification,Sydney › Australia
Sun Mar 11 1973,Indonesia,1-1,New Zealand,FIFA World Cup qualification,Sydney › Australia
Tue Mar 13 1973,Australia,2-1,Indonesia,FIFA World Cup qualification,Sydney › Australia
Tue Mar 13 1973,Iraq,2-0,New Zealand,FIFA World Cup qualification,Sydney › Australia
Fri Mar 16 1973,Australia,3-3,New Zealand,FIFA World Cup qualification,Sydney › Australia
Fri Mar 16 1973,Iraq,1-1,Indonesia,FIFA World Cup qualification,Sydney › Australia
