Date,Team 1,Score,Team 2,Tournament,City
Sun Jan 7 1979,Guinea-Bissau,3-0,Cape Verde,Amílcar Cabral Cup,Bissau › Guinea-Bissau
Mon Jan 8 1979,Gambia,3-1,Mauritania,Amílcar Cabral Cup,Bissau › Guinea-Bissau
Mon Jan 8 1979,Guinea,0-1,Mali,Amílcar Cabral Cup,Bissau › Guinea-Bissau
Tue Jan 9 1979,Cape Verde,0-1,Senegal,Amílcar Cabral Cup,Bissau › Guinea-Bissau
Wed Jan 10 1979,Gambia,0-1,Mali,Amílcar Cabral Cup,Bissau › Guinea-Bissau
Wed Jan 10 1979,Guinea,4-1,Mauritania,Amílcar Cabral Cup,Bissau › Guinea-Bissau
Wed Jan 10 1979,Rwanda,2-2,Gabon,Friendly,Kigali › Rwanda
Thu Jan 11 1979,Guinea-Bissau,0-2,Senegal,Amílcar Cabral Cup,Bissau › Guinea-Bissau
Fri Jan 12 1979,Gambia,1-1,Guinea,Amílcar Cabral Cup,Bissau › Guinea-Bissau
Fri Jan 12 1979,Mali,4-2,Mauritania,Amílcar Cabral Cup,Bissau › Guinea-Bissau
Sat Jan 13 1979,Guinea,1-3,Senegal,Amílcar Cabral Cup,Bissau › Guinea-Bissau
Sat Jan 13 1979,Guinea-Bissau,1-1,Mali,Amílcar Cabral Cup,Bissau › Guinea-Bissau
Sun Jan 14 1979,Guinea-Bissau,2-2,Guinea,Amílcar Cabral Cup,Bissau › Guinea-Bissau
Sun Jan 14 1979,Mali,0-1,Senegal,Amílcar Cabral Cup,Bissau › Guinea-Bissau
Tue Jan 16 1979,Cyprus,0-1,Bulgaria,Friendly,Larnaca › Cyprus
Sat Jan 27 1979,Ivory Coast,0-1,Togo,Friendly,Monrovia › Liberia
Sun Jan 28 1979,Liberia,2-1,Guinea,Friendly,Monrovia › Liberia
Mon Jan 29 1979,Gambia,2-1,Ivory Coast,Friendly,Monrovia › Liberia
Tue Jan 30 1979,Guinea,1-1,Senegal,Friendly,Monrovia › Liberia
Tue Jan 30 1979,Israel,0-1,Austria,Friendly,Jaffa › Israel
Wed Jan 31 1979,Gambia,2-2,Togo,Friendly,Monrovia › Liberia
Thu Feb 1 1979,Liberia,1-1,Senegal,Friendly,Monrovia › Liberia
Sat Feb 3 1979,Senegal,0-1,Togo,Friendly,Monrovia › Liberia
Sun Feb 4 1979,Liberia,1-0,Gambia,Friendly,Monrovia › Liberia
Mon Feb 5 1979,Iraq,1-0,Finland,Friendly,Baghdad › Iraq
Wed Feb 7 1979,England,4-0,Northern Ireland,UEFA Euro qualification,London › England
Wed Feb 7 1979,Iraq,2-0,Finland,Friendly,Baghdad › Iraq
Wed Feb 7 1979,Libya,2-2,Greece,Friendly,Tripoli › Libya
Fri Feb 9 1979,Bahrain,0-1,Finland,Friendly,Isa Town › Bahrain
Fri Feb 9 1979,Iraq,1-1,German DR,Friendly,Baghdad › Iraq
Sun Feb 11 1979,Iraq,2-1,German DR,Friendly,Baghdad › Iraq
Wed Feb 14 1979,Israel,4-1,Greece,Friendly,Ramat-Gan › Israel
Fri Feb 16 1979,Libya,1-0,Poland,Friendly,Tripoli › Libya
Sun Feb 18 1979,Tunisia,0-2,Poland,Friendly,Tunis › Tunisia
Sat Feb 24 1979,Italy,3-0,Netherlands,Friendly,Milan › Italy
Sun Feb 25 1979,France,3-0,Luxembourg,UEFA Euro qualification,Paris › France
Sun Feb 25 1979,Malta,0-0,Germany,UEFA Euro qualification,Gżira › Malta
Wed Feb 28 1979,Bulgaria,1-0,German DR,Friendly,Burgas › Bulgaria
Wed Feb 28 1979,Turkey,0-1,Algeria,Friendly,Bursa › Turkey
Sat Mar 3 1979,Barbados,2-2,Trinidad and Tobago,Friendly,Bridgetown › Barbados
Sun Mar 4 1979,Japan,2-1,South Korea,Friendly,Tokyo › Japan
Mon Mar 5 1979,Bangladesh,3-2,Afghanistan,AFC Asian Cup qualification,Dhaka › Bangladesh
Wed Mar 7 1979,Bangladesh,1-3,Qatar,AFC Asian Cup qualification,Dhaka › Bangladesh
Sat Mar 10 1979,Senegal,2-1,Mali,Friendly,Dakar › Senegal
Wed Mar 14 1979,Czechoslovakia,1-0,Spain,Friendly,Bratislava › Czechoslovakia
Fri Mar 16 1979,Martinique,0-0,Trinidad and Tobago,Friendly,Bridgetown › Barbados
Sun Mar 18 1979,Turkey,2-1,Malta,UEFA Euro qualification,Izmir › Turkey
Wed Mar 21 1979,Romania,3-0,Greece,Friendly,Bucharest › Romania
Fri Mar 23 1979,Iraq,4-0,Bahrain,Gulf Cup,Baghdad › Iraq
Sat Mar 24 1979,Kuwait,3-1,Qatar,Gulf Cup,Baghdad › Iraq
Sat Mar 24 1979,Saudi Arabia,2-1,United Arab Emirates,Gulf Cup,Baghdad › Iraq
Sun Mar 25 1979,Mali,2-1,Senegal,Friendly,Bamako › Mali
Tue Mar 27 1979,Iraq,2-0,Qatar,Gulf Cup,Baghdad › Iraq
Tue Mar 27 1979,Bahrain,3-0,United Arab Emirates,Gulf Cup,Baghdad › Iraq
Wed Mar 28 1979,Belgium,1-1,Austria,UEFA Euro qualification,Brussels › Belgium
Wed Mar 28 1979,Hungary,3-0,German DR,Friendly,Budapest › Hungary
Wed Mar 28 1979,Netherlands,3-0,Switzerland,UEFA Euro qualification,Eindhoven › Netherlands
Wed Mar 28 1979,Russia,3-1,Bulgaria,Friendly,Simferopol › Soviet Union
Wed Mar 28 1979,Saudi Arabia,4-0,Oman,Gulf Cup,Baghdad › Iraq
