Date,Team 1,Score,Team 2,Tournament,City
Sun Jan 3 1965,Uruguay,0-2,German DR,Friendly,Montevideo › Uruguay
Sat Jan 9 1965,Togo,0-3,DR Congo,Friendly,Lomé › Togo
Sat Jan 16 1965,Jamaica,2-0,Cuba,FIFA World Cup qualification,Kingston › Jamaica
Sun Jan 17 1965,Ivory Coast,2-0,DR Congo,African Cup of Nations qualification,Abidjan › Ivory Coast
Wed Jan 20 1965,Cuba,1-1,Curaçao,FIFA World Cup qualification,Kingston › Jamaica
Sat Jan 23 1965,Jamaica,2-0,Curaçao,FIFA World Cup qualification,Kingston › Jamaica
Sun Jan 24 1965,Portugal,5-1,Turkey,FIFA World Cup qualification,Oeiras › Portugal
Tue Jan 26 1965,Israel,0-1,Netherlands,Friendly,Jaffa › Israel
Sat Jan 30 1965,Cuba,0-1,Curaçao,FIFA World Cup qualification,Havana › Cuba
Mon Feb 1 1965,Congo,0-3,DR Congo,Friendly,Brazzaville › Congo
Wed Feb 3 1965,Curaçao,0-0,Jamaica,FIFA World Cup qualification,Havana › Cuba
Sun Feb 7 1965,Cuba,2-1,Jamaica,FIFA World Cup qualification,Havana › Cuba
Sun Feb 7 1965,Trinidad and Tobago,4-1,Suriname,FIFA World Cup qualification,Port of Spain › Trinidad and Tobago
Fri Feb 12 1965,Costa Rica,1-0,Suriname,FIFA World Cup qualification,San José › Costa Rica
Sun Feb 14 1965,Kenya,3-2,Ethiopia,African Cup of Nations qualification,Nairobi › Kenya
Sun Feb 21 1965,Costa Rica,4-0,Trinidad and Tobago,FIFA World Cup qualification,San José › Costa Rica
Sun Feb 21 1965,Uganda,1-2,Ethiopia,African Cup of Nations qualification,Kampala › Uganda
Mon Feb 22 1965,Costa Rica,1-0,Trinidad and Tobago,Friendly,San José › Costa Rica
Sun Feb 28 1965,Honduras,0-1,Mexico,FIFA World Cup qualification,San Pedro Sula › Honduras
Sun Feb 28 1965,Kenya,3-0,Uganda,African Cup of Nations qualification,Nairobi › Kenya
Sun Feb 28 1965,Suriname,1-3,Costa Rica,FIFA World Cup qualification,Paramaribo › Suriname
Sun Feb 28 1965,Tunisia,0-0,Morocco,Friendly,Tunis › Tunisia
Thu Mar 4 1965,Mexico,3-0,Honduras,FIFA World Cup qualification,Mexico City › Mexico
Sun Mar 7 1965,Trinidad and Tobago,0-1,Costa Rica,FIFA World Cup qualification,Port of Spain › Trinidad and Tobago
Sun Mar 7 1965,United States,2-2,Mexico,FIFA World Cup qualification,Los Angeles › United States
Tue Mar 9 1965,Curaçao,1-2,Costa Rica,Friendly,Willemstad › Netherlands Antilles
Wed Mar 10 1965,El Salvador,4-0,Nicaragua,CONCACAF Championship qualification,San Salvador › El Salvador
Wed Mar 10 1965,Guatemala,1-4,Paraguay,Friendly,Guatemala › Guatemala
Thu Mar 11 1965,Hong Kong,1-4,Japan,Friendly,So Kon Po › Hong Kong
Fri Mar 12 1965,Honduras,0-2,Nicaragua,CONCACAF Championship qualification,San Salvador › El Salvador
Fri Mar 12 1965,Kuwait,0-2,Morocco,Friendly,Tripoli › Libya
Fri Mar 12 1965,Mexico,2-0,United States,FIFA World Cup qualification,Mexico City › Mexico
Sat Mar 13 1965,Germany,1-1,Italy,Friendly,Hamburg › Germany
Sat Mar 13 1965,Uganda,3-1,Kenya,African Cup of Nations qualification,Kampala › Uganda
Sun Mar 14 1965,El Salvador,3-1,Honduras,CONCACAF Championship qualification,San Salvador › El Salvador
Sun Mar 14 1965,Guatemala,0-3,Paraguay,Friendly,Guatemala › Guatemala
Sun Mar 14 1965,Libya,4-1,Kuwait,Friendly,Tripoli › Libya
Sun Mar 14 1965,Suriname,6-1,Trinidad and Tobago,FIFA World Cup qualification,Paramaribo › Suriname
Mon Mar 15 1965,Hong Kong,1-2,Japan,Friendly,So Kon Po › Hong Kong
Wed Mar 17 1965,Costa Rica,1-0,Paraguay,Friendly,San José › Costa Rica
Wed Mar 17 1965,Honduras,0-1,United States,FIFA World Cup qualification,San Pedro Sula › Honduras
Wed Mar 17 1965,Israel,0-0,Switzerland,Friendly,Jaffa › Israel
Wed Mar 17 1965,Northern Ireland,2-1,Netherlands,FIFA World Cup qualification,Belfast › Northern Ireland
Wed Mar 17 1965,Wales,4-1,Greece,FIFA World Cup qualification,Cardiff › Wales
Fri Mar 19 1965,Costa Rica,0-0,Paraguay,Friendly,San José › Costa Rica
Fri Mar 19 1965,Libya,1-0,Morocco,Friendly,Tripoli › Libya
Sat Mar 20 1965,Cyprus,2-0,Lebanon,Friendly,Nicosia › Cyprus
Sun Mar 21 1965,Honduras,1-1,United States,FIFA World Cup qualification,Tegucigalpa › Honduras
Mon Mar 22 1965,Burma,1-1,Japan,Friendly,Rangoon › Burma
Wed Mar 24 1965,France,1-2,Austria,Friendly,Paris › France
Wed Mar 24 1965,Republic of Ireland,0-2,Belgium,Friendly,Dublin › Republic of Ireland
Thu Mar 25 1965,Singapore,1-4,Japan,Friendly,Kallang › Singapore
Sat Mar 27 1965,Malaysia,1-1,Japan,Friendly,Kuala Lumpur › Malaysia
Sun Mar 28 1965,Costa Rica,6-0,Curaçao,CONCACAF Championship,Guatemala › Guatemala
Sun Mar 28 1965,El Salvador,0-2,Mexico,CONCACAF Championship,Guatemala › Guatemala
Mon Mar 29 1965,Guinea,3-1,Senegal,African Cup of Nations qualification,Conakry › Guinea
Tue Mar 30 1965,El Salvador,1-1,Curaçao,CONCACAF Championship,Guatemala › Guatemala
Wed Mar 31 1965,Northern Ireland,0-5,Wales,British Championship,Belfast › Northern Ireland
Thu Apr 1 1965,Mexico,5-0,Curaçao,CONCACAF Championship,Guatemala › Guatemala
Sat Apr 3 1965,Peru,0-1,Paraguay,Friendly,Lima › Peru
Sun Apr 4 1965,Ethiopia,2-1,Kenya,African Cup of Nations qualification,Addis Abeba › Ethiopia
Sun Apr 4 1965,Haiti,0-3,Mexico,CONCACAF Championship,Guatemala › Guatemala
Tue Apr 6 1965,Costa Rica,1-1,Mexico,CONCACAF Championship,Guatemala › Guatemala
Tue Apr 6 1965,Guatemala,3-2,Curaçao,CONCACAF Championship,Guatemala › Guatemala
Wed Apr 7 1965,Belgium,0-0,Poland,Friendly,Brussels › Belgium
Wed Apr 7 1965,Netherlands,0-0,Northern Ireland,FIFA World Cup qualification,Rotterdam › Netherlands
Thu Apr 8 1965,Costa Rica,1-2,El Salvador,CONCACAF Championship,Guatemala › Guatemala
Thu Apr 8 1965,Haiti,1-1,Curaçao,CONCACAF Championship,Guatemala › Guatemala
Sat Apr 10 1965,England,2-2,Scotland,British Championship,London › England
Sun Apr 11 1965,Albania,0-2,Switzerland,FIFA World Cup qualification,Tirana › Albania
Sun Apr 11 1965,Guatemala,1-2,Mexico,CONCACAF Championship,Guatemala › Guatemala
Wed Apr 14 1965,Ghana,4-1,DR Congo,Friendly,Accra › Ghana
Thu Apr 15 1965,Chile,4-1,Peru,Copa del Pacífico,Santiago › Chile
Sun Apr 18 1965,Ethiopia,1-0,Sudan,African Cup of Nations qualification,Addis Abeba › Ethiopia
Sun Apr 18 1965,Mali,0-2,Senegal,African Cup of Nations qualification,Bamako › Mali
Sun Apr 18 1965,Poland,0-0,Italy,FIFA World Cup qualification,Warsaw › Poland
Sun Apr 18 1965,Yugoslavia,1-0,France,FIFA World Cup qualification,Belgrade › Yugoslavia
Mon Apr 19 1965,Turkey,0-1,Portugal,FIFA World Cup qualification,Ankara › Turkey
Sat Apr 24 1965,Germany,5-0,Cyprus,FIFA World Cup qualification,Karlsruhe › Germany
Sun Apr 25 1965,Austria,1-1,German DR,FIFA World Cup qualification,Vienna › Austria
Sun Apr 25 1965,Costa Rica,0-0,Mexico,FIFA World Cup qualification,San José › Costa Rica
Sun Apr 25 1965,Czechoslovakia,0-1,Portugal,FIFA World Cup qualification,Bratislava › Czechoslovakia
Sun Apr 25 1965,Kenya,1-1,Sudan,African Cup of Nations qualification,Nairobi › Kenya
Sun Apr 25 1965,Paraguay,2-1,Uruguay,Copa Artigas,Asunción › Paraguay
Wed Apr 28 1965,Peru,0-1,Chile,Copa del Pacífico,Lima › Peru
Thu Apr 29 1965,Indonesia,5-0,Sri Lanka,Friendly,Jakarta › Indonesia
Sat May 1 1965,Italy,4-1,Wales,Friendly,Florence › Italy
Sat May 1 1965,Uganda,1-3,Sudan,African Cup of Nations qualification,Kampala › Uganda
Sat May 1 1965,Uruguay,4-0,Paraguay,Copa Artigas,Montevideo › Uruguay
Sun May 2 1965,Morocco,0-1,Tunisia,Friendly,Casablanca › Morocco
Sun May 2 1965,Romania,3-0,Turkey,FIFA World Cup qualification,Bucharest › Romania
Sun May 2 1965,Switzerland,1-0,Albania,FIFA World Cup qualification,Geneva › Switzerland
Mon May 3 1965,Jamaica,2-3,Mexico,FIFA World Cup qualification,Kingston › Jamaica
Mon May 3 1965,Mali,1-1,Congo,Friendly,Bamako › Mali
Wed May 5 1965,England,1-0,Hungary,Friendly,London › England
Wed May 5 1965,Republic of Ireland,1-0,Spain,FIFA World Cup qualification,Dublin › Republic of Ireland
Wed May 5 1965,Senegal,3-1,Mali,African Cup of Nations qualification,Dakar › Senegal
Wed May 5 1965,Sweden,3-0,Cyprus,FIFA World Cup qualification,Norrköping › Sweden
Fri May 7 1965,Mexico,8-0,Jamaica,FIFA World Cup qualification,Mexico City › Mexico
Fri May 7 1965,Northern Ireland,4-1,Albania,FIFA World Cup qualification,Belfast › Northern Ireland
Sat May 8 1965,Scotland,0-0,Spain,Friendly,Glasgow › Scotland
Sun May 9 1965,Belgium,1-0,Israel,FIFA World Cup qualification,Brussels › Belgium
Sun May 9 1965,Bulgaria,4-1,Turkey,Friendly,Sofia › Bulgaria
Sun May 9 1965,Chile,0-0,Uruguay,Copa Juan Pinto Durán,Santiago › Chile
Sun May 9 1965,Yugoslavia,1-1,England,Friendly,Belgrade › Yugoslavia
Tue May 11 1965,Costa Rica,7-0,Jamaica,FIFA World Cup qualification,San José › Costa Rica
Wed May 12 1965,Germany,0-1,England,Friendly,Nuremberg › Germany
Sun May 16 1965,Mexico,1-0,Costa Rica,FIFA World Cup qualification,Mexico City › Mexico
Sun May 16 1965,Peru,1-0,Venezuela,FIFA World Cup qualification,Lima › Peru
Sun May 16 1965,Poland,1-1,Bulgaria,Friendly,Cracow › Poland
Sun May 16 1965,Russia,0-0,Austria,Friendly,Moscow › Soviet Union
Sun May 16 1965,Sweden,1-2,England,Friendly,Gothenburg › Sweden
Sun May 16 1965,Uruguay,1-1,Chile,Copa Juan Pinto Durán,Montevideo › Uruguay
Wed May 19 1965,Norway,7-0,Thailand,Friendly,Bergen › Norway
Sat May 22 1965,Iran,1-2,Turkey,Friendly,Teheran › Iran
Sat May 22 1965,Jamaica,1-1,Costa Rica,FIFA World Cup qualification,Kingston › Jamaica
Sun May 23 1965,German DR,1-1,Hungary,FIFA World Cup qualification,Leipzig › German DR
Sun May 23 1965,Mali,2-1,Guinea,African Cup of Nations qualification,Bamako › Mali
Sun May 23 1965,Poland,1-1,Scotland,FIFA World Cup qualification,Chorzów › Poland
Sun May 23 1965,Russia,3-1,Greece,FIFA World Cup qualification,Moscow › Soviet Union
Sun May 23 1965,Uruguay,5-0,Venezuela,FIFA World Cup qualification,Montevideo › Uruguay
Mon May 24 1965,Iran,2-1,Turkey,Friendly,Teheran › Iran
Wed May 26 1965,Switzerland,0-1,Germany,Friendly,Basel › Switzerland
Thu May 27 1965,Finland,1-2,Scotland,FIFA World Cup qualification,Helsinki › Finland
Thu May 27 1965,Norway,4-2,Luxembourg,FIFA World Cup qualification,Trondheim › Norway
Sat May 29 1965,Liberia,0-1,Ivory Coast,African Cup of Nations qualification,Monrovia › Liberia
Sun May 30 1965,Romania,1-0,Czechoslovakia,FIFA World Cup qualification,Bucharest › Romania
Sun May 30 1965,Russia,2-1,Wales,FIFA World Cup qualification,Moscow › Soviet Union
Sun May 30 1965,Venezuela,1-3,Uruguay,FIFA World Cup qualification,Caracas › Venezuela
Wed Jun 2 1965,Brazil,5-0,Belgium,Friendly,Rio de Janeiro › Brazil
Wed Jun 2 1965,Venezuela,3-6,Peru,FIFA World Cup qualification,Caracas › Venezuela
Thu Jun 3 1965,France,0-0,Argentina,Friendly,Paris › France
Sun Jun 6 1965,Brazil,2-0,Germany,Friendly,Rio de Janeiro › Brazil
Sun Jun 6 1965,Guinea,2-1,Mali,African Cup of Nations qualification,Conakry › Guinea
Sun Jun 6 1965,Peru,0-1,Uruguay,FIFA World Cup qualification,Lima › Peru
Wed Jun 9 1965,Brazil,0-0,Argentina,Friendly,Rio de Janeiro › Brazil
Wed Jun 9 1965,Denmark,3-1,Finland,Nordic Championship,Copenhagen › Denmark
Sun Jun 13 1965,Austria,0-1,Hungary,FIFA World Cup qualification,Vienna › Austria
Sun Jun 13 1965,Bulgaria,4-0,Israel,FIFA World Cup qualification,Sofia › Bulgaria
Sun Jun 13 1965,Portugal,2-1,Romania,FIFA World Cup qualification,Oeiras › Portugal
Sun Jun 13 1965,Uruguay,2-1,Peru,FIFA World Cup qualification,Montevideo › Uruguay
