Date,Team 1,Score,Team 2,Tournament,City
Fri Mar 19 1943,Uganda,2-1,Kenya,Friendly,Kampala › Uganda
Sun Mar 28 1943,Argentina,3-3,Uruguay,Friendly,Buenos Aires › Argentina
Sun Apr 4 1943,Switzerland,1-0,Croatia,Friendly,Zürich › Switzerland
Sun Apr 4 1943,Uruguay,0-1,Argentina,Friendly,Montevideo › Uruguay
Sat Apr 10 1943,Croatia,1-0,Slovakia,Friendly,Zagreb › Croatia
Sun May 16 1943,Switzerland,1-3,Hungary,Friendly,Geneva › Switzerland
Sun Jun 6 1943,Bulgaria,2-4,Hungary,Friendly,Sofia › Bulgaria
Sun Jun 13 1943,Romania,2-2,Slovakia,Friendly,Bucharest › Romania
Mon Jun 14 1943,Sweden,1-0,Switzerland,Friendly,Solna › Sweden
Sun Jun 20 1943,Denmark,3-2,Sweden,Friendly,Copenhagen › Denmark
Sat Jul 10 1943,Paraguay,2-5,Argentina,Copa Chevallier Boutell,Asunción › Paraguay
Sun Jul 11 1943,Paraguay,2-1,Argentina,Copa Chevallier Boutell,Asunción › Paraguay
Sun Sep 12 1943,Sweden,2-3,Hungary,Friendly,Solna › Sweden
Wed Sep 15 1943,Finland,0-3,Hungary,Friendly,Helsinki › Finland
Sat Sep 25 1943,Curaçao,3-3,Aruba,Friendly,Willemstad › Curaçao
Sun Sep 26 1943,Curaçao,2-2,Aruba,Friendly,Willemstad › Curaçao
Sun Oct 3 1943,Finland,1-1,Sweden,Friendly,Helsinki › Finland
Sun Nov 7 1943,Hungary,2-7,Sweden,Friendly,Budapest › Hungary
Sun Nov 14 1943,Guyana,2-0,Suriname,Friendly,Georgetown › British Guyana
Sun Nov 21 1943,Guyana,0-1,Suriname,Friendly,Georgetown › British Guyana
Mon Nov 22 1943,Guyana,0-4,Suriname,Friendly,Georgetown › British Guyana
Sun Dec 5 1943,Costa Rica,7-0,Nicaragua,CCCF Championship,San Salvador › El Salvador
Sun Dec 5 1943,El Salvador,2-2,Guatemala,CCCF Championship,San Salvador › El Salvador
Tue Dec 7 1943,Costa Rica,2-3,Guatemala,CCCF Championship,San Salvador › El Salvador
Tue Dec 7 1943,El Salvador,8-1,Nicaragua,CCCF Championship,San Salvador › El Salvador
Thu Dec 9 1943,El Salvador,4-2,Costa Rica,CCCF Championship,San Salvador › El Salvador
Thu Dec 9 1943,Guatemala,6-2,Nicaragua,CCCF Championship,San Salvador › El Salvador
Sat Dec 11 1943,Aruba,1-2,Curaçao,Friendly,Oranjestad › Aruba
Sun Dec 12 1943,Aruba,1-1,Curaçao,Friendly,Oranjestad › Aruba
Sun Dec 12 1943,Nicaragua,2-3,Costa Rica,CCCF Championship,San Salvador › El Salvador
Sun Dec 12 1943,El Salvador,2-1,Guatemala,CCCF Championship,San Salvador › El Salvador
Thu Dec 16 1943,Guatemala,4-2,Costa Rica,CCCF Championship,San Salvador › El Salvador
Thu Dec 16 1943,El Salvador,10-1,Nicaragua,CCCF Championship,San Salvador › El Salvador
Sun Dec 19 1943,El Salvador,2-4,Costa Rica,CCCF Championship,San Salvador › El Salvador
Sun Dec 19 1943,Nicaragua,1-5,Guatemala,CCCF Championship,San Salvador › El Salvador
