Date,Team 1,Score,Team 2,Tournament,City
Sun Jun 16 1957,Colombia,1-1,Uruguay,FIFA World Cup qualification,Bogotá › Colombia
Sun Jun 16 1957,Czechoslovakia,3-1,German DR,FIFA World Cup qualification,Brno › Czechoslovakia
Sun Jun 16 1957,Greece,1-2,Romania,FIFA World Cup qualification,Athens › Greece
Sun Jun 16 1957,Sweden,0-0,Hungary,Friendly,Solna › Sweden
Tue Jun 18 1957,Finland,2-0,Denmark,Friendly,Helsinki › Finland
Tue Jun 18 1957,Norway,0-0,Sweden,Friendly,Turku › Finland
Wed Jun 19 1957,Denmark,2-0,Norway,Friendly,Tampere › Finland
Wed Jun 19 1957,Finland,1-5,Sweden,Friendly,Helsinki › Finland
Thu Jun 20 1957,Colombia,2-3,Paraguay,FIFA World Cup qualification,Bogotá › Colombia
Sat Jun 22 1957,Canada,5-1,United States,FIFA World Cup qualification,Toronto › Canada
Sun Jun 23 1957,China PR,0-0,Indonesia,FIFA World Cup qualification,Rangoon › Burma
Sun Jun 23 1957,Colombia,1-2,Paraguay,Friendly,Medellín › Colombia
Sun Jun 23 1957,Hungary,4-1,Bulgaria,FIFA World Cup qualification,Budapest › Hungary
Sun Jun 23 1957,Russia,3-0,Poland,FIFA World Cup qualification,Moscow › Soviet Union
Thu Jun 27 1957,Burma,2-1,China PR,Friendly,Rangoon › Burma
Sun Jun 30 1957,Denmark,1-2,Sweden,Nordic Championship,Copenhagen › Denmark
Sun Jun 30 1957,Mexico,3-0,Canada,FIFA World Cup qualification,Mexico City › Mexico
Sun Jun 30 1957,Uruguay,1-0,Colombia,FIFA World Cup qualification,Montevideo › Uruguay
Wed Jul 3 1957,Mexico,2-0,Canada,FIFA World Cup qualification,Mexico City › Mexico
Fri Jul 5 1957,Finland,1-3,Poland,FIFA World Cup qualification,Helsinki › Finland
Sat Jul 6 1957,United States,2-3,Canada,FIFA World Cup qualification,St. Louis › United States
Sun Jul 7 1957,Brazil,1-2,Argentina,Copa Roca,Rio de Janeiro › Brazil
Sun Jul 7 1957,Paraguay,3-0,Colombia,FIFA World Cup qualification,Asunción › Paraguay
Mon Jul 8 1957,Iceland,0-3,Norway,Friendly,Reykjavík › Iceland
Wed Jul 10 1957,Brazil,2-0,Argentina,Copa Roca,São Paulo › Brazil
Wed Jul 10 1957,Iceland,2-6,Denmark,Friendly,Reykjavík › Iceland
Fri Jul 12 1957,Denmark,1-3,Norway,Friendly,Reykjavík › Iceland
Sun Jul 14 1957,Paraguay,5-0,Uruguay,FIFA World Cup qualification,Asunción › Paraguay
Sun Jul 21 1957,Bulgaria,0-4,Russia,Friendly,Sofia › Bulgaria
Sun Jul 21 1957,China PR,4-1,Sudan,Friendly,Beijing › China PR
Sat Jul 27 1957,Russia,2-1,Finland,FIFA World Cup qualification,Moscow › Soviet Union
Sun Jul 28 1957,Uruguay,2-0,Paraguay,FIFA World Cup qualification,Montevideo › Uruguay
Sun Aug 4 1957,Curaçao,1-2,Costa Rica,FIFA World Cup qualification,Willemstad › Netherlands Antilles
Tue Aug 13 1957,Curaçao,1-3,Haiti,CCCF Championship,Willemstad › Netherlands Antilles
Wed Aug 14 1957,Cuba,0-1,Panama,CCCF Championship,Willemstad › Netherlands Antilles
Thu Aug 15 1957,Finland,0-10,Russia,FIFA World Cup qualification,Helsinki › Finland
Sun Aug 18 1957,Bolivia,3-3,Paraguay,Copa Paz del Chaco,La Paz › Bolivia
Sun Aug 18 1957,Curaçao,2-0,Cuba,CCCF Championship,Willemstad › Netherlands Antilles
Wed Aug 21 1957,Bolivia,2-1,Paraguay,Copa Paz del Chaco,La Paz › Bolivia
Wed Aug 21 1957,Cuba,0-2,Honduras,CCCF Championship,Willemstad › Netherlands Antilles
Wed Aug 21 1957,Curaçao,3-0,Panama,CCCF Championship,Willemstad › Netherlands Antilles
Fri Aug 23 1957,Cuba,1-6,Haiti,CCCF Championship,Willemstad › Netherlands Antilles
Sat Aug 24 1957,Sierra Leone,2-3,Ghana,Friendly,Freetown › Sierra Leone
Sun Aug 25 1957,Curaçao,1-1,Honduras,CCCF Championship,Willemstad › Netherlands Antilles
Mon Aug 26 1957,Aruba,2-2,Panama,Friendly,Oranjestad › Aruba
Wed Aug 28 1957,Malawi,0-5,Zambia,Friendly,Blantyre › Nyasaland
Sat Aug 31 1957,Cambodia,2-6,Hong Kong,Merdeka Tournament,Kuala Lumpur › Malaya
Sat Aug 31 1957,Indonesia,4-0,Thailand,Merdeka Tournament,Kuala Lumpur › Malaya
Sat Aug 31 1957,Singapore,5-5,Vietnam Republic,Merdeka Tournament,Kuala Lumpur › Malaya
Sun Sep 1 1957,Cambodia,0-3,Thailand,Merdeka Tournament,Kuala Lumpur › Malaya
Sun Sep 1 1957,Finland,0-4,Norway,Nordic Championship,Helsinki › Finland
Sun Sep 1 1957,Iceland,1-5,France,FIFA World Cup qualification,Reykjavík › Iceland
Sun Sep 1 1957,Malaysia,5-2,Burma,Merdeka Tournament,Kuala Lumpur › Malaya
Sun Sep 1 1957,Singapore,1-2,Vietnam Republic,Merdeka Tournament,Kuala Lumpur › Malaya
Mon Sep 2 1957,Hong Kong,2-1,Indonesia,Merdeka Tournament,Kuala Lumpur › Malaya
Tue Sep 3 1957,Burma,2-0,Cambodia,Merdeka Tournament,Kuala Lumpur › Malaya
Tue Sep 3 1957,Malaysia,1-4,Vietnam Republic,Merdeka Tournament,Kuala Lumpur › Malaya
Tue Sep 3 1957,Singapore,6-0,Thailand,Merdeka Tournament,Kuala Lumpur › Malaya
Tue Sep 3 1957,Tanzania,2-4,Uganda,Friendly,Zanzibar › Zanzibar
Wed Sep 4 1957,Iceland,2-5,Belgium,FIFA World Cup qualification,Reykjavík › Iceland
Wed Sep 4 1957,Malaysia,3-3,Hong Kong,Merdeka Tournament,Kuala Lumpur › Malaya
Wed Sep 4 1957,Zanzibar,1-5,Kenya,Friendly,Zanzibar › Zanzibar
Thu Sep 5 1957,Burma,5-2,Thailand,Merdeka Tournament,Kuala Lumpur › Malaya
Thu Sep 5 1957,Cambodia,1-1,Singapore,Merdeka Tournament,Kuala Lumpur › Malaya
Thu Sep 5 1957,Indonesia,3-1,Vietnam Republic,Merdeka Tournament,Kuala Lumpur › Malaya
Thu Sep 5 1957,Zanzibar,3-3,Tanzania,Friendly,Zanzibar › Zanzibar
Sat Sep 7 1957,Burma,2-3,Singapore,Merdeka Tournament,Kuala Lumpur › Malaya
Sat Sep 7 1957,Hong Kong,3-1,Vietnam Republic,Merdeka Tournament,Kuala Lumpur › Malaya
Sat Sep 7 1957,Kenya,1-2,Uganda,Friendly,Zanzibar › Zanzibar
Mon Sep 9 1957,Tahiti,2-1,Vanuatu,Friendly,Papeete › French Polynesia
Wed Sep 11 1957,Netherlands,5-2,Luxembourg,FIFA World Cup qualification,Rotterdam › Netherlands
Sun Sep 15 1957,Bulgaria,1-2,Hungary,FIFA World Cup qualification,Sofia › Bulgaria
Sun Sep 15 1957,Chile,1-0,Brazil,Copa Bernardo O'Higgins,Santiago › Chile
Sun Sep 15 1957,China PR,3-2,Albania,Friendly,Beijing › China PR
Sun Sep 15 1957,New Caledonia,2-4,Tahiti,Friendly,Nouméa › New Caledonia
Sun Sep 15 1957,Yugoslavia,3-3,Austria,Friendly,Belgrade › Yugoslavia
Wed Sep 18 1957,Chile,1-1,Brazil,Copa Bernardo O'Higgins,Santiago › Chile
Wed Sep 18 1957,New Caledonia,2-1,Tahiti,Friendly,Nouméa › New Caledonia
Sun Sep 22 1957,Chile,2-1,Bolivia,FIFA World Cup qualification,Santiago › Chile
Sun Sep 22 1957,Hungary,1-2,Russia,Friendly,Budapest › Hungary
Sun Sep 22 1957,Norway,2-2,Denmark,Nordic Championship,Oslo › Norway
Sun Sep 22 1957,Sweden,5-1,Finland,Nordic Championship,Solna › Sweden
Wed Sep 25 1957,Netherlands,1-1,Austria,FIFA World Cup qualification,Amsterdam › Netherlands
Wed Sep 25 1957,Wales,4-1,German DR,FIFA World Cup qualification,Cardiff › Wales
Fri Sep 27 1957,New Caledonia,2-0,Tahiti,Friendly,Nouméa › New Caledonia
Sun Sep 29 1957,Bolivia,3-0,Chile,FIFA World Cup qualification,La Paz › Bolivia
Sun Sep 29 1957,Bulgaria,1-1,Poland,Friendly,Sofia › Bulgaria
Sun Sep 29 1957,Luxembourg,0-3,Austria,FIFA World Cup qualification,Luxembourg › Luxembourg
Sun Sep 29 1957,Romania,1-1,Yugoslavia,FIFA World Cup qualification,Bucharest › Romania
Wed Oct 2 1957,Denmark,0-2,Republic of Ireland,FIFA World Cup qualification,Copenhagen › Denmark
Sat Oct 5 1957,Northern Ireland,1-1,Scotland,British Championship,Belfast › Northern Ireland
Sun Oct 6 1957,Bolivia,2-0,Argentina,FIFA World Cup qualification,La Paz › Bolivia
Sun Oct 6 1957,Hungary,2-0,France,Friendly,Budapest › Hungary
Sun Oct 13 1957,Austria,2-2,Czechoslovakia,International Cup,Vienna › Austria
Sun Oct 13 1957,Chile,0-2,Argentina,FIFA World Cup qualification,Santiago › Chile
Sun Oct 13 1957,Denmark,3-0,Finland,Nordic Championship,Copenhagen › Denmark
Sun Oct 13 1957,Sweden,5-2,Norway,Nordic Championship,Solna › Sweden
Sat Oct 19 1957,Wales,0-4,England,British Championship,Cardiff › Wales
Sun Oct 20 1957,Argentina,4-0,Chile,FIFA World Cup qualification,Buenos Aires › Argentina
Sun Oct 20 1957,Madagascar,0-1,Réunion,Friendly,Curepipe › Mauritius
Sun Oct 20 1957,Mexico,2-0,Costa Rica,FIFA World Cup qualification,Mexico City › Mexico
Sun Oct 20 1957,Poland,2-1,Russia,FIFA World Cup qualification,Chorzów › Poland
Thu Oct 24 1957,Mauritius,4-0,Madagascar,Friendly,Curepipe › Mauritius
Sun Oct 27 1957,Argentina,4-0,Bolivia,FIFA World Cup qualification,Avellaneda › Argentina
Sun Oct 27 1957,Belgium,0-0,France,FIFA World Cup qualification,Brussels › Belgium
Sun Oct 27 1957,Costa Rica,1-1,Mexico,FIFA World Cup qualification,San José › Costa Rica
Sun Oct 27 1957,German DR,1-4,Czechoslovakia,FIFA World Cup qualification,Leipzig › German DR
Sun Oct 27 1957,Ghana,3-3,Nigeria,Friendly,Accra › Ghana
Sun Oct 27 1957,Mauritius,1-0,Réunion,Friendly,Curepipe › Mauritius
Thu Oct 31 1957,Cambodia,1-3,Malaysia,Friendly,Phnom Penh › Cambodia
Sun Nov 3 1957,Bulgaria,7-0,Norway,FIFA World Cup qualification,Sofia › Bulgaria
Sun Nov 3 1957,Poland,4-0,Finland,FIFA World Cup qualification,Warsaw › Poland
Sun Nov 3 1957,Romania,3-0,Greece,FIFA World Cup qualification,Bucharest › Romania
Wed Nov 6 1957,England,2-3,Northern Ireland,British Championship,London › England
Wed Nov 6 1957,Scotland,3-2,Switzerland,FIFA World Cup qualification,Glasgow › Scotland
Sun Nov 10 1957,Hungary,5-0,Norway,FIFA World Cup qualification,Budapest › Hungary
Sun Nov 10 1957,Yugoslavia,4-1,Greece,FIFA World Cup qualification,Belgrade › Yugoslavia
Wed Nov 13 1957,Scotland,1-1,Wales,British Championship,Glasgow › Scotland
Sun Nov 17 1957,Netherlands,5-2,Belgium,Friendly,Rotterdam › Netherlands
Sun Nov 17 1957,Yugoslavia,2-0,Romania,FIFA World Cup qualification,Belgrade › Yugoslavia
Wed Nov 20 1957,Germany,1-0,Sweden,Friendly,Hamburg › Germany
Sun Nov 24 1957,Poland,0-2,Russia,FIFA World Cup qualification,Leipzig › German DR
Sun Nov 24 1957,Switzerland,1-4,Spain,FIFA World Cup qualification,Lausanne › Switzerland
Wed Nov 27 1957,England,4-0,France,Friendly,London › England
Wed Dec 4 1957,Northern Ireland,2-2,Italy,Friendly,Belfast › Northern Ireland
Sun Dec 8 1957,Turkey,1-1,Belgium,Friendly,Ankara › Turkey
Fri Dec 13 1957,Egypt,1-2,Czechoslovakia,Friendly,Cairo › Egypt
Sun Dec 22 1957,Germany,1-0,Hungary,Friendly,Hanover › Germany
Sun Dec 22 1957,Italy,3-0,Portugal,FIFA World Cup qualification,Milan › Italy
Wed Dec 25 1957,France,2-2,Bulgaria,Friendly,Colombes › France
